"Istituzione","Contratto","Categoria","Qualifica","Causale Assunzione","Uomini","Donne"
"Q9145","UNIV","CE","062000","A24","1","0"
"Q9145","UNIV","CC","040000","A24","0","1"
"Q9145","UNIV","CC","040000","A24","1","0"
"Q10602","UNIV","PR","0D0169","A24","0","2"
"Q9173","UNIV","PR","0D0172","A24","1","0"
"Q9173","UNIV","PR","0D0169","A24","0","1"
"Q9173","UNIV","PR","0D0169","A24","4","0"
"Q10328","UNIV","PR","0D0168","A24","1","0"
"Q9153","UNIV","PR","0D0172","A24","0","1"
"Q9153","UNIV","PR","0D0169","A24","0","1"
"Q9153","UNIV","PR","0D0169","A24","5","0"
"Q9153","UNIV","PR","0D0168","A24","0","1"
"Q9153","UNIV","PR","0D0168","A24","1","0"
"Q9153","UNIV","RI","0D0177","A24","1","0"
"Q9153","UNIV","CD","048000","A24","0","1"
"Q9153","UNIV","CD","048000","A24","1","0"
"Q9153","UNIV","CC","042000","A24","1","0"
"Q9153","UNIV","CC","040000","A24","0","7"
"Q9153","UNIV","CC","040000","A24","1","0"
"Q9153","UNIV","CB","034000","A24","0","3"
"Q9138","UNIV","PR","0D0169","A24","7","0"
"Q9138","UNIV","RI","0D0178","A24","0","1"
"Q9156","UNIV","CC","040000","A24","0","1"
"Q9131","UNIV","PR","0D0169","A24","1","0"
"Q9148","UNIV","CD","049000","A24","1","0"
"Q9157","UNIV","PR","0D0169","A24","0","1"
"Q9157","UNIV","PR","0D0169","A24","1","0"
"Q9154","UNIV","D2","0D0079","A24","0","1"
"Q9164","UNIV","PR","0D0173","A24","2","0"
"Q9164","UNIV","PR","0D0175","A24","1","0"
"Q9164","UNIV","PR","0D0169","A24","1","0"
"Q9164","UNIV","PR","0D0168","A24","1","0"
"U9508","SSNA","MD","SD0035","A24","2","0"
"U9508","SSNA","MV","SD0A73","A24","1","0"
"U9508","SSNA","SI","S16020","A24","0","2"
"U9508","SSNA","SI","S16020","A24","1","0"
"U9508","SSNA","SF","S16019","A24","0","1"
"U9508","SSNA","LP","P16006","A24","1","0"
"U9508","SSNA","LT","T13660","A24","1","0"
"U9508","SSNA","LT","T12057","A24","0","1"
"U9647","SSNA","DG","0D0163","A24","1","0"
"U10509","SSNA","MD","SD0035","A24","0","1"
"U10509","SSNA","DS","SD0A65","A24","0","1"
"U10509","SSNA","SI","S16020","A24","1","0"
"U10509","SSNA","DG","0D0097","A24","1","0"
"K8640","SSNA","DG","0D0097","A24","1","0"
"K8640","SSNA","DG","0D0163","A24","1","0"
"U10508","SSNA","MD","SD0035","A24","0","3"
"U10508","SSNA","MD","SD0035","A24","3","0"
"U10508","SSNA","DA","AD0A31","A24","0","1"
"U10508","SSNA","SI","S16020","A24","0","4"
"U10508","SSNA","SI","S16020","A24","1","0"
"U9639","SSNA","DG","0D0482","A24","0","1"
"U9639","SSNA","DG","0D0163","A24","1","0"
"AP10081","SSNA","LT","T18027","A24","0","1"
"AP10081","SSNA","LA","A18029","A24","0","1"
"U10510","SSNA","DP","PD0605","A24","0","1"
"U10510","SSNA","DP","PD0605","A24","1","0"
"J8635","SSNA","DG","0D0482","A24","1","0"
"U10422","SSNA","MD","SD0035","A24","0","4"
"U10422","SSNA","MD","SD0035","A24","2","0"
"U10422","SSNA","SI","S16020","A24","0","1"
"U10422","SSNA","SI","S16020","A24","2","0"
"U10422","SSNA","LT","T12057","A24","1","0"
"U9514","SSNA","MD","SD0035","A24","0","2"
"U9514","SSNA","MD","SD0035","A24","7","0"
"U9514","SSNA","DS","SD0A38","A24","0","3"
"U9514","SSNA","DS","SD0A38","A24","1","0"
"U9514","SSNA","DS","SD0A12","A24","0","1"
"U9514","SSNA","DP","PD0605","A24","0","1"
"U9514","SSNA","DA","AD0032","A24","1","0"
"U9514","SSNA","SI","S16020","A24","0","29"
"U9514","SSNA","SI","S16020","A24","21","0"
"U9514","SSNA","ST","S16021","A24","0","3"
"U9514","SSNA","SF","S16019","A24","0","3"
"U9514","SSNA","SF","S16019","A24","1","0"
"U9514","SSNA","LP","P16006","A24","1","0"
"U9514","SSNA","LT","T16026","A24","1","0"
"U9514","SSNA","LT","T13059","A24","1","0"
"U9514","SSNA","LT","T13660","A24","0","1"
"U9514","SSNA","LT","T11008","A24","0","2"
"U9514","SSNA","LT","T11008","A24","3","0"
"U9514","SSNA","LA","A16028","A24","0","1"
"U9514","SSNA","LA","A14005","A24","0","1"
"U9514","SSNA","LA","A14005","A24","1","0"
"U9514","SSNA","LA","A13018","A24","0","1"
"U11799","SSNA","SI","S16020","A24","0","1"
"U11799","SSNA","LP","P16006","A24","1","0"
"U11799","SSNA","DG","0D0482","A24","1","0"
"U10322","SSNA","MD","SD0035","A24","1","0"
"U10322","SSNA","SI","S16020","A24","0","7"
"U10322","SSNA","SI","S16020","A24","3","0"
"U10322","SSNA","LT","T13660","A24","0","2"
"U10322","SSNA","DG","0D0097","A24","1","0"
"U10322","SSNA","DG","0D0482","A24","1","0"
"U10322","SSNA","DG","0D0163","A24","0","1"
"AP195","SSNA","LA","A18029","A24","1","0"
"U10518","SSNA","DG","0D0097","A24","1","0"
"U10518","SSNA","DG","0D0482","A24","1","0"
"U10518","SSNA","DG","0D0163","A24","1","0"
"U10521","SSNA","MD","SD0E33","A24","2","0"
"U10521","SSNA","DG","0D0097","A24","1","0"
"U10520","SSNA","MD","SD0035","A24","0","2"
"U10520","SSNA","MD","SD0035","A24","1","0"
"U10520","SSNA","DG","0D0482","A24","1","0"
"U9548","SSNA","MD","SD0035","A24","0","2"
"U9548","SSNA","DG","0D0097","A24","1","0"
"U9548","SSNA","DG","0D0482","A24","1","0"
"U9548","SSNA","DG","0D0163","A24","1","0"
"U9596","SSNA","MD","SD0E33","A24","1","0"
"U9596","SSNA","DA","AD0032","A24","1","0"
"U9596","SSNA","SI","S16020","A24","0","2"
"U9596","SSNA","SI","S16020","A24","1","0"
"U9596","SSNA","DG","0D0097","A24","1","0"
"U9596","SSNA","DG","0D0482","A24","0","1"
"U9595","SSNA","ST","S16021","A24","0","1"
"U9595","SSNA","LA","A12017","A24","1","0"
"U9591","SSNA","SI","S16020","A24","0","1"
"U9591","SSNA","LT","T13660","A24","0","1"
"U10515","SSNA","MD","SD0035","A24","0","1"
"U10515","SSNA","LT","T13660","A24","1","0"
"U10515","SSNA","DG","0D0097","A24","1","0"
"U10515","SSNA","DG","0D0482","A24","0","1"
"U10515","SSNA","DG","0D0163","A24","1","0"
"U9561","SSNA","MD","SD0035","A24","0","2"
"U9561","SSNA","MD","SD0035","A24","1","0"
"U9561","SSNA","SI","S16020","A24","1","0"
"U9561","SSNA","ST","S16021","A24","0","1"
"U9561","SSNA","LT","T13660","A24","0","2"
"U9561","SSNA","DG","0D0097","A24","1","0"
"U9561","SSNA","DG","0D0482","A24","1","0"
"U9561","SSNA","DG","0D0163","A24","1","0"
"U9560","SSNA","DG","0D0097","A24","0","1"
"U9560","SSNA","DG","0D0482","A24","1","0"
"U9564","SSNA","ST","S16021","A24","1","0"
"U9562","SSNA","MD","SD0035","A24","0","1"
"U9562","SSNA","MD","SD0035","A24","1","0"
"U9562","SSNA","SI","S16020","A24","0","4"
"U9562","SSNA","SI","S16020","A24","1","0"
"U9562","SSNA","LT","T13660","A24","0","1"
"U9563","SSNA","MD","SD0035","A24","0","6"
"U9563","SSNA","MD","SD0035","A24","2","0"
"U9563","SSNA","SI","S16020","A24","0","2"
"U9563","SSNA","ST","S16021","A24","0","1"
"U9563","SSNA","DG","0D0097","A24","1","0"
"U9563","SSNA","DG","0D0482","A24","1","0"
"U9563","SSNA","DG","0D0163","A24","1","0"
"U9597","SSNA","SI","S16020","A24","0","1"
"U9597","SSNA","DG","0D0097","A24","0","1"
"U9597","SSNA","DG","0D0482","A24","0","1"
"U9597","SSNA","DG","0D0163","A24","0","1"
"U10903","SSNA","DA","AD0612","A24","1","0"
"U10903","SSNA","SI","S16020","A24","1","0"
"U9471","SSNA","MD","SD0035","A24","0","15"
"U9471","SSNA","MD","SD0035","A24","17","0"
"U9471","SSNA","SI","S16020","A24","0","4"
"U9471","SSNA","SI","S16020","A24","3","0"
"U9471","SSNA","ST","S16021","A24","0","5"
"U9471","SSNA","ST","S16021","A24","3","0"
"U10735","SSNA","MD","SD0035","A24","1","0"
"PU9821","SSNA","DS","SD0E38","A24","0","1"
"J8624","SSNA","DS","SD0A12","A24","1","0"
"J8624","SSNA","ST","S16021","A24","1","0"
"J8624","SSNA","DG","0D0097","A24","0","1"
"U10751","SSNA","MD","SD0035","A24","1","0"
"U10751","SSNA","MV","SD0A73","A24","1","0"
"U10751","SSNA","DA","AD0612","A24","1","0"
"U10751","SSNA","SI","S16020","A24","1","0"
"U10751","SSNA","SF","S16019","A24","0","1"
"U10751","SSNA","LT","T13660","A24","1","0"
"U10751","SSNA","DG","0D0097","A24","0","1"
"U10751","SSNA","DG","0D0482","A24","1","0"
"U10751","SSNA","DG","0D0163","A24","1","0"
"U10750","SSNA","LA","A18029","A24","0","2"
"U10750","SSNA","LA","A18029","A24","2","0"
"U10750","SSNA","DG","0D0097","A24","1","0"
"U10750","SSNA","DG","0D0482","A24","1","0"
"U10750","SSNA","DG","0D0163","A24","1","0"
"U9486","SSNA","MD","SD0035","A24","0","7"
"U9486","SSNA","MD","SD0035","A24","7","0"
"U9486","SSNA","MD","SD0597","A24","0","1"
"U9486","SSNA","MD","SD0597","A24","1","0"
"U9486","SSNA","SI","S16020","A24","0","12"
"U9486","SSNA","SI","S16020","A24","12","0"
"U9486","SSNA","LT","T12057","A24","0","3"
"U9486","SSNA","LT","T12057","A24","1","0"
"U9486","SSNA","LT","T11008","A24","0","3"
"U9486","SSNA","LT","T11008","A24","4","0"
"U9486","SSNA","LA","A16028","A24","1","0"
"U9486","SSNA","LA","A12017","A24","0","1"
"U9486","SSNA","DG","0D0482","A24","1","0"
"U9486","SSNA","DG","0D0163","A24","1","0"
"U10859","SSNA","MD","SD0E33","A24","1","0"
"U10859","SSNA","MD","SD0035","A24","0","16"
"U10859","SSNA","MD","SD0035","A24","16","0"
"U10859","SSNA","MD","SD0036","A24","0","10"
"U10859","SSNA","MD","SD0036","A24","7","0"
"U10859","SSNA","DS","SD0A38","A24","0","2"
"U10859","SSNA","DS","SD0A12","A24","0","1"
"U10859","SSNA","DS","SD0A65","A24","0","2"
"U10859","SSNA","DP","PD0S09","A24","0","1"
"U10859","SSNA","SI","S16020","A24","0","19"
"U10859","SSNA","SI","S16020","A24","5","0"
"U10859","SSNA","ST","S16021","A24","0","1"
"U10859","SSNA","SF","S16019","A24","0","2"
"U10859","SSNA","LT","T16026","A24","0","1"
"U10859","SSNA","LT","T12058","A24","0","7"
"U10859","SSNA","LT","T12058","A24","1","0"
"U10859","SSNA","DG","0D0097","A24","1","0"
"U10859","SSNA","DG","0D0482","A24","1","0"
"U10859","SSNA","DG","0D0163","A24","0","1"
"U9450","SSNA","MD","SD0035","A24","0","2"
"U9450","SSNA","MD","SD0035","A24","5","0"
"U9450","SSNA","ST","S16021","A24","1","0"
"U9450","SSNA","SF","S16019","A24","0","1"
"U9450","SSNA","LT","T16026","A24","0","1"
"U10733","SSNA","DP","PD0A09","A24","0","1"
"U10733","SSNA","DG","0D0482","A24","0","1"
"U9463","SSNA","MD","SD0035","A24","0","7"
"U9463","SSNA","MD","SD0035","A24","7","0"
"U9463","SSNA","DS","SD0A12","A24","0","2"
"U9463","SSNA","DP","PD0607","A24","1","0"
"U9463","SSNA","DG","0D0097","A24","0","1"
"U9463","SSNA","DG","0D0097","A24","2","0"
"U9463","SSNA","DG","0D0482","A24","1","0"
"U9463","SSNA","DG","0D0163","A24","1","0"
"U10734","SSNA","MD","SD0E33","A24","1","0"
"U9460","SSNA","DA","AD0032","A24","0","1"
"U9459","SSNA","SI","S16020","A24","1","0"
"U10812","SSNA","MD","SD0E33","A24","1","0"
"U10812","SSNA","MD","SD0035","A24","0","1"
"U10812","SSNA","DA","AD0A31","A24","1","0"
"U10812","SSNA","LP","P16006","A24","1","0"
"U10812","SSNA","DG","0D0097","A24","1","0"
"U10812","SSNA","DG","0D0482","A24","0","1"
"U10812","SSNA","DG","0D0163","A24","1","0"
"U9580","SSNA","LA","A12017","A24","0","1"
"U9583","SSNA","MD","SD0035","A24","1","0"
"U9581","SSNA","MD","SD0035","A24","0","1"
"U9581","SSNA","DG","0D0482","A24","1","0"
"U9544","SSNA","MD","SD0E33","A24","0","1"
"U9543","SSNA","MD","SD0597","A24","1","0"
"U9543","SSNA","DA","AD0612","A24","1","0"
"U9543","SSNA","SI","S16020","A24","0","1"
"U9545","SSNA","MD","SD0E34","A24","1","0"
"U9545","SSNA","MD","SD0035","A24","1","0"
"U9545","SSNA","DA","AD0032","A24","1","0"
"U9545","SSNA","SI","S16020","A24","0","2"
"U9542","SSNA","MD","SD0E33","A24","0","1"
"U9577","SSNA","MD","SD0E33","A24","1","0"
"U9577","SSNA","MD","SD0035","A24","0","2"
"U9577","SSNA","MD","SD0035","A24","1","0"
"U9577","SSNA","MD","SD0597","A24","1","0"
"U9577","SSNA","SI","S18023","A24","0","1"
"U9575","SSNA","MD","SD0E33","A24","1","0"
"U9575","SSNA","DP","PD0004","A24","1","0"
"U9575","SSNA","SI","S16020","A24","0","1"
"U9575","SSNA","ST","S16021","A24","1","0"
"U9576","SSNA","MD","SD0E33","A24","1","0"
"U9565","SSNA","MD","SD0E33","A24","1","0"
"U9565","SSNA","MD","SD0035","A24","0","1"
"U9565","SSNA","DA","AD0032","A24","0","1"
"U9565","SSNA","SI","S16020","A24","1","0"
"U9565","SSNA","ST","S16021","A24","0","1"
"U9565","SSNA","LT","T13660","A24","1","0"
"U9573","SSNA","DG","0D0482","A24","1","0"
"U9566","SSNA","DA","AD0032","A24","0","1"
"U9566","SSNA","DA","AD0612","A24","0","1"
"U9556","SSNA","SI","S16020","A24","0","2"
"U9578","SSNA","LT","T16024","A24","0","1"
"U9578","SSNA","LA","A16028","A24","0","1"
"U9578","SSNA","LA","A14005","A24","0","2"
"U9541","SSNA","MD","SD0035","A24","1","0"
"U9541","SSNA","DG","0D0484","A24","1","0"
"U9549","SSNA","DS","SD0A65","A24","0","1"
"U9549","SSNA","DA","AD0032","A24","1","0"
"U9549","SSNA","SI","S16020","A24","0","1"
"U9549","SSNA","ST","S16021","A24","0","4"
"U9549","SSNA","ST","S16021","A24","1","0"
"U9437","SSNA","DA","AD0032","A24","0","1"
"U9437","SSNA","LA","A16028","A24","0","1"
"U9434","SSNA","MD","SD0E33","A24","1","0"
"U9434","SSNA","MD","SD0N34","A24","0","1"
"U9434","SSNA","MD","SD0035","A24","0","9"
"U9434","SSNA","MD","SD0036","A24","1","0"
"U9434","SSNA","DS","SD0483","A24","0","1"
"U9434","SSNA","SI","S16020","A24","0","4"
"U9434","SSNA","SI","S13052","A24","1","0"
"U9434","SSNA","SV","S16022","A24","0","1"
"U9434","SSNA","LP","P16006","A24","1","0"
"U9434","SSNA","LT","T14E59","A24","0","2"
"U9434","SSNA","LT","T14E59","A24","39","0"
"U9434","SSNA","LT","T11008","A24","1","0"
"U9434","SSNA","LA","A16028","A24","0","1"
"U9423","SSNA","MD","SD0E34","A24","0","1"
"U9423","SSNA","MD","SD0N34","A24","2","0"
"U9423","SSNA","MD","SD0035","A24","0","4"
"U9423","SSNA","MD","SD0035","A24","2","0"
"U9423","SSNA","MO","SD0047","A24","1","0"
"U9423","SSNA","SI","S16020","A24","0","1"
"U9423","SSNA","LA","A16028","A24","0","1"
"U9423","SSNA","DG","0D0097","A24","1","0"
"U9424","SSNA","MD","SD0E33","A24","0","2"
"U9424","SSNA","MD","SD0E33","A24","32","0"
"U9424","SSNA","MD","SD0035","A24","0","8"
"U9424","SSNA","MD","SD0035","A24","3","0"
"U9424","SSNA","MD","SD0036","A24","0","1"
"U9424","SSNA","MV","SD0E74","A24","2","0"
"U9424","SSNA","DS","SD0E39","A24","0","1"
"U9424","SSNA","DS","SD0E39","A24","1","0"
"U9424","SSNA","DS","SD0E13","A24","1","0"
"U9424","SSNA","DS","SD0A12","A24","0","1"
"U9424","SSNA","DS","SD0064","A24","1","0"
"U9424","SSNA","DP","PD0A09","A24","0","1"
"U9424","SSNA","DP","PD0A09","A24","1","0"
"U9424","SSNA","DP","PD0046","A24","1","0"
"U9424","SSNA","DA","AD0S31","A24","0","1"
"U9424","SSNA","SI","S16020","A24","0","51"
"U9424","SSNA","SI","S16020","A24","44","0"
"U9424","SSNA","ST","S16021","A24","0","23"
"U9424","SSNA","LT","T16024","A24","0","1"
"U9424","SSNA","LT","T13660","A24","0","1"
"U9427","SSNA","MD","SD0035","A24","0","7"
"U9427","SSNA","MD","SD0035","A24","1","0"
"U9427","SSNA","MD","SD0036","A24","2","0"
"U9427","SSNA","MV","SD0E73","A24","1","0"
"U9427","SSNA","DS","SD0600","A24","1","0"
"U9427","SSNA","DP","PD0A09","A24","0","1"
"U9427","SSNA","DP","PD0S45","A24","1","0"
"U9427","SSNA","SI","S16020","A24","0","11"
"U9427","SSNA","SI","S16020","A24","6","0"
"U9427","SSNA","LA","A14005","A24","0","1"
"U9427","SSNA","LA","A13018","A24","0","1"
"U9427","SSNA","DG","0D0097","A24","1","0"
"U9427","SSNA","DG","0D0482","A24","1","0"
"U9427","SSNA","DG","0D0163","A24","0","1"
"U10330","SSNA","DA","AD0S31","A24","1","0"
"J8638","SSNA","MD","SD0E33","A24","1","0"
"J8638","SSNA","MD","SD0035","A24","0","1"
"J8638","SSNA","MD","SD0036","A24","1","0"
"J8638","SSNA","DS","SD0A38","A24","0","1"
"J8638","SSNA","DP","PD0046","A24","1","0"
"J8638","SSNA","SI","S16020","A24","0","2"
"J8638","SSNA","LP","P16006","A24","2","0"
"J8638","SSNA","LA","A16028","A24","0","1"
"J8638","SSNA","DG","0D0097","A24","0","1"
