"Istituzione","Contratto","Categoria Partenza","Qualifica Partenza","Categoria Arrivo","Qualifica Arrivo","Tipo Passaggio","Numero Passaggi"
"Q9150","UNIV","RI","0D0177","PR","0D0169","V","185"
"Q9151","UNIV","RI","0D0177","PR","0D0169","V","139"
"Q9152","UNIV","RI","0D0177","PR","0D0169","V","56"
"Q9153","UNIV","RI","0D0177","PR","0D0169","V","93"
"Q9154","UNIV","RI","0D0177","PR","0D0169","V","78"
"Q9155","UNIV","RI","0D0177","PR","0D0169","V","55"
"Q9156","UNIV","RI","0D0177","PR","0D0169","V","26"
"Q9157","UNIV","RI","0D0177","PR","0D0169","V","10"
"Q9158","UNIV","RI","0D0177","PR","0D0169","V","132"
"Q9159","UNIV","RI","0D0177","PR","0D0169","V","74"
"Q9160","UNIV","RI","0D0177","PR","0D0169","V","59"
"Q9161","UNIV","RI","0D0177","PR","0D0169","V","6"
"Q9162","UNIV","RI","0D0177","PR","0D0169","V","38"
"Q9182","UNIV","RI","0D0177","PR","0D0169","V","15"
"Q9163","UNIV","RI","0D0177","PR","0D0169","V","145"
"Q9164","UNIV","RI","0D0177","PR","0D0169","V","7"
"Q9165","UNIV","RI","0D0177","PR","0D0169","V","2"
"Q9166","UNIV","RI","0D0177","PR","0D0169","V","36"
"Q10602","UNIV","RI","0D0177","PR","0D0169","V","19"
"Q9167","UNIV","RI","0D0177","PR","0D0169","V","47"
"Q9168","UNIV","RI","0D0177","PR","0D0169","V","9"
"Q9169","UNIV","RI","0D0177","PR","0D0169","V","22"
"Q9138","UNIV","RI","0D0177","PR","0D0169","V","31"
"Q9144","UNIV","RI","0D0177","PR","0D0169","V","46"
"Q9177","UNIV","RI","0D0177","PR","0D0169","V","1"
"Q9176","UNIV","RI","0D0177","PR","0D0169","V","5"
"Q9129","UNIV","RI","0D0177","PR","0D0169","V","22"
"Q9187","UNIV","RI","0D0177","PR","0D0168","V","1"
"Q9150","UNIV","RI","0D0177","PR","0D0168","V","2"
"Q9151","UNIV","RI","0D0177","PR","0D0168","V","2"
"Q9158","UNIV","RI","0D0177","PR","0D0168","V","1"
"Q9159","UNIV","RI","0D0177","PR","0D0168","V","1"
"Q9130","UNIV","RI","0D0177","PR","0D0167","V","3"
"Q9189","UNIV","RI","0D0177","PR","0D0167","V","6"
"Q9158","UNIV","RI","0D0177","PR","0D0167","V","1"
"Q9173","UNIV","RI","0D0176","PR","0D0169","V","1"
"Q9174","UNIV","RI","0D0176","PR","0D0169","V","1"
"Q9180","UNIV","RI","0D0176","PR","0D0169","V","1"
"Q9132","UNIV","RI","0D0176","PR","0D0169","V","1"
"Q9140","UNIV","RI","0D0176","PR","0D0169","V","1"
"Q9141","UNIV","RI","0D0176","PR","0D0169","V","1"
"Q9149","UNIV","RI","0D0176","PR","0D0169","V","1"
"Q9152","UNIV","RI","0D0176","PR","0D0169","V","1"
"Q9162","UNIV","RI","0D0176","PR","0D0169","V","2"
"Q9163","UNIV","RI","0D0176","PR","0D0169","V","1"
"Q9164","UNIV","RI","0D0176","PR","0D0169","V","1"
"Q10602","UNIV","RI","0D0176","PR","0D0169","V","1"
"Q9144","UNIV","RI","0D0176","PR","0D0169","V","1"
"Q9173","UNIV","RI","0D0176","PR","0D0168","V","3"
"Q9174","UNIV","RI","0D0176","PR","0D0168","V","1"
"Q9181","UNIV","RI","0D0176","PR","0D0168","V","4"
"Q9131","UNIV","RI","0D0176","PR","0D0168","V","1"
"Q9132","UNIV","RI","0D0176","PR","0D0168","V","1"
"Q9133","UNIV","RI","0D0176","PR","0D0168","V","3"
"Q9137","UNIV","RI","0D0176","PR","0D0168","V","2"
"Q9140","UNIV","RI","0D0176","PR","0D0168","V","1"
"Q9141","UNIV","RI","0D0176","PR","0D0168","V","4"
"Q9142","UNIV","RI","0D0176","PR","0D0168","V","4"
"Q9143","UNIV","RI","0D0176","PR","0D0168","V","2"
"Q9145","UNIV","RI","0D0176","PR","0D0168","V","1"
"Q9147","UNIV","RI","0D0176","PR","0D0168","V","4"
"Q9149","UNIV","RI","0D0176","PR","0D0168","V","1"
"Q9170","UNIV","RI","0D0176","PR","0D0168","V","1"
"Q9150","UNIV","RI","0D0176","PR","0D0168","V","1"
"Q9151","UNIV","RI","0D0176","PR","0D0168","V","2"
"Q9152","UNIV","RI","0D0176","PR","0D0168","V","2"
"Q9153","UNIV","RI","0D0176","PR","0D0168","V","1"
"Q9154","UNIV","RI","0D0176","PR","0D0168","V","2"
"Q9157","UNIV","RI","0D0176","PR","0D0168","V","1"
"Q9158","UNIV","RI","0D0176","PR","0D0168","V","8"
"Q9159","UNIV","RI","0D0176","PR","0D0168","V","2"
"Q9160","UNIV","RI","0D0176","PR","0D0168","V","1"
"Q9163","UNIV","RI","0D0176","PR","0D0168","V","4"
"Q9169","UNIV","RI","0D0176","PR","0D0168","V","1"
"Q9144","UNIV","RI","0D0176","PR","0D0168","V","1"
"Q9129","UNIV","RI","0D0176","PR","0D0168","V","1"
"Q9189","UNIV","RI","0D0176","PR","0D0166","V","1"
"Q9154","UNIV","RI","0D0176","PR","0D0166","V","1"
"Q9158","UNIV","RI","0D0176","PR","0D0166","V","1"
"Q9178","UNIV","RI","0D0178","PR","0D0169","V","1"
"Q9173","UNIV","RI","0D0178","PR","0D0169","V","1"
"Q9183","UNIV","RI","0D0178","PR","0D0169","V","1"
"Q9181","UNIV","RI","0D0178","PR","0D0169","V","1"
"Q9130","UNIV","RI","0D0178","PR","0D0169","V","2"
"Q9180","UNIV","RI","0D0178","PR","0D0169","V","1"
"Q9131","UNIV","RI","0D0178","PR","0D0169","V","7"
"Q9133","UNIV","RI","0D0178","PR","0D0169","V","1"
"Q9137","UNIV","RI","0D0178","PR","0D0169","V","3"
"Q9139","UNIV","RI","0D0178","PR","0D0169","V","1"
"Q9140","UNIV","RI","0D0178","PR","0D0169","V","1"
"Q9142","UNIV","RI","0D0178","PR","0D0169","V","9"
"Q9143","UNIV","RI","0D0178","PR","0D0169","V","1"
"Q9149","UNIV","RI","0D0178","PR","0D0169","V","5"
"Q9150","UNIV","RI","0D0178","PR","0D0169","V","13"
"Q9151","UNIV","RI","0D0178","PR","0D0169","V","7"
"Q9153","UNIV","RI","0D0178","PR","0D0169","V","7"
"Q9155","UNIV","RI","0D0178","PR","0D0169","V","3"
"Q9158","UNIV","RI","0D0178","PR","0D0169","V","5"
"Q9160","UNIV","RI","0D0178","PR","0D0169","V","2"
"Q9163","UNIV","RI","0D0178","PR","0D0169","V","3"
"Q9138","UNIV","RI","0D0178","PR","0D0169","V","5"
"Q9144","UNIV","RI","0D0178","PR","0D0169","V","2"
"Q9133","UNIV","RI","0D0178","PR","0D0168","V","1"
"Q9142","UNIV","RI","0D0178","PR","0D0168","V","1"
"Q9158","UNIV","RI","0D0178","PR","0D0166","V","68"
"Q9141","UNIV","RI","0D0178","CD","0D6000","V","1"
"LS12186","LS13","DI","0D00NF","LI","0000ND","V","1"
"LS12056","LS13","DI","0D00NF","LI","0000ND","V","1"
"C583","RALN","FP","0D0102","CD","049000","V","1"
"C583","RALN","FP","0D0102","CC","046000","V","1"
"C583","RALN","FP","0D0102","CB","038490","V","1"
"C583","RALN","FP","0D0102","CB","032000","V","4"
"C583","RALN","FP","0D0102","CA","025000","V","2"
"AU10075","AUIN","LI","0000ND","DI","0D00NF","V","3"
"U9517","SSNA","MD","SD0E33","DG","0D0097","V","1"
"U10524","SSNA","MD","SD0E33","DG","0D0097","V","1"
"U10326","SSNA","MD","SD0E33","DG","0D0097","V","2"
"U10899","SSNA","MD","SD0E33","DG","0D0097","V","1"
"U9670","SSNA","MD","SD0E33","DG","0D0482","V","1"
"U10289","SSNA","MD","SD0E33","DG","0D0482","V","1"
"U9449","SSNA","MD","SD0E33","DG","0D0482","V","1"
"U9566","SSNA","MD","SD0E33","DG","0D0482","V","1"
"U10524","SSNA","MD","SD0E33","DG","0D0482","V","1"
"U10545","SSNA","MD","SD0E33","DG","0D0482","V","1"
"U9476","SSNA","MD","SD0E33","DG","0D0482","V","1"
"U10326","SSNA","MD","SD0E33","DG","0D0482","V","1"
"U10899","SSNA","MD","SD0E33","DG","0D0482","V","1"
"AA37","SSNA","MD","SD0E33","DG","0D0482","V","1"
"J8637","SSNA","MD","SD0E33","DG","0D0482","V","1"
"U9834","SSNA","MD","SD0E34","DG","0D0097","V","1"
"U9834","SSNA","MD","SD0E34","DG","0D0482","V","1"
"U9630","SSNA","MD","SD0E34","DG","0D0482","V","1"
"U10510","SSNA","MD","SD0035","MV","SD0A73","V","1"
"PU10749","SSNA","MD","SD0035","DS","SD0A12","V","1"
"U10509","SSNA","MD","SD0035","PC","000061","V","1"
"U9416","SSNA","MD","SD0036","PC","000061","V","1"
"AA37","SSNA","MD","SD0597","DA","AD0612","V","1"
"U10326","SSNA","MD","SD0597","DG","0D0097","V","1"
"U9556","SSNA","MD","SD0597","DG","0D0482","V","1"
"K8643","SSNA","MV","SD0E74","DG","0D0482","V","1"
"K8640","SSNA","MV","SD0E73","DG","0D0482","V","1"
"U10859","SSNA","MV","SD0A73","MD","SD0035","V","1"
"AU12308","AUIN","DI","0D00NF","LI","0000ND","V","9"
"LS11956","LS13","LI","0000ND","DI","0D00NF","V","1"
"LS8525","LS13","LI","0000ND","DI","0D00NF","V","1"
"LS11973","LS13","LI","0000ND","DI","0D00NF","V","2"
"LS11979","LS13","LI","0000ND","DI","0D00NF","V","4"
"LS11942","LS13","LI","0000ND","DI","0D00NF","V","4"
"LS12056","LS13","LI","0000ND","DI","0D00NF","V","1"
"LS12298","LS13","LI","0000ND","DI","0D00NF","V","1"
"LS11964","LS13","LI","0000ND","DI","0D00NF","V","1"
"D8383","EN60","LI","0000ND","DI","0D00NF","V","1"
"D10956","EN60","LI","0000ND","DI","0D00NF","V","1"
"D8362","EN60","LI","0000ND","DI","0D00NF","V","1"
"RS9211","SCBZ","BD","000DFP","DI","0D0164","V","10"
"RS9211","SCBZ","BD","000IEM","DI","0D0164","V","3"
"RS9211","SCBZ","BD","014154","DI","0D0158","V","1"
"RS9211","SCBZ","BD","014155","DI","0D0164","V","2"
"RS9211","SCBZ","BD","016132","DI","0D0158","V","5"
"RS9211","SCBZ","BD","016135","DI","0D0158","V","6"
"M10398","SCLA","DO","016132","SD","0D0158","V","390"
"RS9208","SCLA","DO","016132","IS","016630","V","7"
"M10398","SCLA","DO","016132","IS","016638","V","7"
"M10398","SCLA","DO","016135","SD","0D0158","V","113"
"M10398","SCLA","DO","016135","IS","016630","V","29"
"RS9208","SCLA","DO","016135","IS","016638","V","1"
"M10398","SCLA","DO","016135","IS","014634","V","2"
"RS9208","SCLA","DO","014154","SD","0D0158","V","1"
"M10398","SCLA","DO","014154","SD","0D0158","V","108"
"M10398","SCLA","DO","014154","IS","016630","V","20"
"M10398","SCLA","DO","014154","IS","016638","V","16"
"M10398","SCLA","DO","014154","IS","014714","V","9"
"M10398","SCLA","DO","014155","SD","0D0158","V","10"
"M10398","SCLA","DO","014155","IS","016630","V","12"
"M10398","SCLA","DO","014155","IS","016638","V","6"
"M10398","SCLA","DO","014155","IS","014634","V","17"
"RS9208","SCLA","DO","014155","IS","014714","V","1"
"M10398","SCLA","DO","014143","SD","0D0158","V","8"
"M10398","SCLA","DO","014143","IS","016630","V","5"
"RS9208","SCLA","DO","014143","IS","014656","V","1"
"M10398","SCLA","DO","014646","SD","0D0158","V","2"
"M10398","SCLA","DO","014646","IS","016630","V","4"
"M10398","SCLA","DO","014646","IS","014634","V","1"
"M10398","SCLA","DO","014646","IS","014656","V","1"
"M10398","SCLA","IS","016630","SD","0D0158","V","42"
"RS9208","SCLA","IS","016630","DO","016132","V","2"
"M10398","SCLA","IS","016630","DO","016132","V","132"
"M10398","SCLA","IS","016630","DO","016135","V","20"
"M10398","SCLA","IS","016630","DO","014154","V","307"
"M10398","SCLA","IS","016638","SD","0D0158","V","9"
"RS9208","SCLA","IS","016638","DO","016132","V","2"
"M10398","SCLA","IS","016638","DO","016132","V","178"
"RS9208","SCLA","IS","016638","DO","016135","V","2"
"M10398","SCLA","IS","016638","DO","016135","V","577"
"M10398","SCLA","IS","014634","SD","0D0158","V","11"
"M10398","SCLA","IS","014634","DO","016132","V","16"
"M10398","SCLA","IS","014634","DO","016135","V","17"
"RS9208","SCLA","IS","014634","DO","014154","V","3"
"M10398","SCLA","IS","014634","DO","014154","V","626"
"M10398","SCLA","IS","014634","DO","014155","V","11"
"M10398","SCLA","IS","014714","SD","0D0158","V","1"
"M10398","SCLA","IS","014714","DO","016132","V","1"
"M10398","SCLA","IS","014714","DO","016135","V","2"
"M10398","SCLA","IS","014714","DO","014154","V","33"
"M10398","SCLA","IS","014714","DO","014155","V","438"
"M10398","SCLA","IS","014656","DO","016132","V","2"
"M10398","SCLA","IS","014656","DO","016135","V","1"
"M10398","SCLA","IS","014656","DO","014155","V","1"
"M10398","SCLA","SA","012119","DO","016132","V","80"
"M10398","SCLA","SR","016139","SD","0D0158","V","5"
"M10398","SCLA","SR","016693","DO","016135","V","54"
"M10398","SCLA","SR","014138","SD","0D0158","V","2"
"RS9208","SCLA","SN","016134","DO","016132","V","4"
"RS9208","SCLA","SN","016136","DO","016135","V","7"
"RS9208","SCLA","SN","014152","DO","014154","V","7"
"RS9208","SCLA","SN","014144","DO","014143","V","1"
"RS9208","SCLA","SN","014803","SR","014138","V","1"
"RS9208","SCLA","ID","014635","DO","014154","V","1"
"RS9208","SCLA","SL","016137","DO","016135","V","1"
"M8649","PCMD","D2","0D0376","D1","0D0077","V","1"
"RS9211","PRBZ","DI","0D0164","CD","000715","V","2"
"RS9211","PRBZ","DI","0D0164","CD","000717","V","8"
"C476","REVA","DI","0D0164","FP","0D0102","V","1"
"N8719","REVA","DI","0D0164","FP","0D0103","V","1"
"RS9208","REVA","DI","0D0164","CD","047000","V","1"
"M8668","CM09","TS","0D0356","DI","0D0358","V","1"
"M10756","CPOR","TS","0D0563","DI","0D0562","V","16"
"M10756","CPOR","TS","0D0331","DI","0D0346","V","11"
"M8659","CCSS","TS","0D0525","DI","0D0524","V","16"
"M8659","CCSS","TS","0D0525","DI","0D0218","V","9"
"M8659","CCSS","TS","0D0229","DI","0D0524","V","3"
"M8659","CCSS","TS","0D0229","DI","0D0218","V","32"
"M8659","CCSS","TS","0D0228","DI","0D0524","V","33"
"M8659","CCSS","TS","0D0228","DI","0D0218","V","15"
"M8659","CCSS","TS","0D0228","DI","0D0217","V","4"
"M8660","CFOR","TS","0D0573","DI","0D0274","V","2"
"M8660","CFOR","TS","0D0575","DI","0D0274","V","1"
"M8660","CFOR","TS","0D0575","IP","017837","V","3"
"M8668","GGFF","TS","0D0525","DI","0D0524","V","12"
"M8668","GGFF","TS","0D0229","DI","0D0218","V","15"
"M8668","GGFF","TS","0D0228","DI","0D0217","V","20"
"M8655","PPSS","TS","0D0203","DI","0D0274","V","20"
"M8655","PPSS","TS","0D0515","DI","0D0511","V","5"
"M8655","PPSS","TS","0D0515","DI","0D0274","V","19"
"M8655","PPSS","TS","0D0515","DI","0D0194","V","7"
"M8655","PPSS","TS","0D0202","DI","0D0511","V","23"
"M8655","PPSS","TS","0D0202","DI","0D0194","V","49"
"M8659","AAMM","TS","0D0525","DI","0D0524","V","33"
"M8659","AAMM","TS","0D0229","DI","0D0218","V","117"
"AA8582","EEII","TS","0D0525","DI","0D0524","V","2"
"AA8582","EEII","TS","0D0229","DI","0D0218","V","4"
"M8659","EEII","TS","0D0229","DI","0D0218","V","112"
"M8659","EEII","TS","0D0229","DI","0D0217","V","5"
"AA8582","EEII","TS","0D0228","DI","0D0218","V","3"
"M8659","MMAA","TS","0D0563","DI","0D0562","V","2"
"M8659","MMAA","TS","0D0563","DI","0D0346","V","9"
"M8659","MMAA","TS","0D0331","DI","0D0346","V","41"
"M8659","MMAA","TS","0D0344","DI","0D0345","V","3"
"AG9847","AGFI","D2","0D0079","D1","0D0077","V","4"
"AG9844","AGFI","D2","0D0079","D1","0D0078","V","1"
"AG9844","AGFI","D2","0D0080","D1","0D0078","V","1"
"AG9844","AGFI","DR","0D0DIP","3A","044F06","V","10"
"AG9847","AGFI","DR","0D0DIP","3A","044F06","V","61"
"AG9844","AGFI","DR","0D0DIP","3A","044F05","V","75"
"AG9847","AGFI","DR","0D0DIP","3A","044F05","V","404"
"AG9844","AGFI","DR","0D0DIP","3A","043F04","V","20"
"AG9847","AGFI","DR","0D0DIP","3A","043F04","V","259"
"AG9844","AGFI","DR","0D0DIP","3A","042F03","V","9"
"AG9847","AGFI","DR","0D0DIP","3A","042F03","V","99"
"AG9844","AGFI","DR","0D0DIP","3A","041F02","V","1"
"AG9847","AGFI","DR","0D0DIP","3A","041F02","V","42"
"AG9844","AGFI","DR","0D0DIP","3A","040F01","V","3"
"AG9847","AGFI","DR","0D0DIP","3A","040F01","V","9"
"ER10531","RESA","CC","040000","CD","048000","V","4"
"ER10531","RESA","CB","030000","CD","048000","V","1"
"ER10531","RESA","CB","030000","CC","040000","V","1"
"AA8542","ERIC","RI","0D0089","D2","0D0E99","V","4"
"IR8545","ERIC","RI","0D0089","DB","0D0IST","V","8"
"IR8550","ERIC","RI","0D0397","TC","0D0398","V","1"
"IR8545","ERIC","RI","0D0397","DB","0D0IST","V","1"
"IR8552","ERIC","RI","0D0093","TC","0D0094","V","1"
"IR8545","ERIC","TC","0D0090","RI","0D0397","V","1"
"IR8545","ERIC","TC","0D0090","D2","0D0080","V","1"
"IR8539","ERIC","TC","0D0398","RI","0D0397","V","2"
"IR8539","ERIC","TC","0D0094","RI","0D0093","V","4"
"IR10216","ERIC","TC","0D0094","D2","0D0079","V","1"
"C6229","PRTN","DI","0D0077","CD","0DE000","V","1"
"C5317","PRTN","DI","0D0077","CD","057000","V","1"
"C6834","REFR","DI","0D0099","CD","0D8000","V","1"
"M8655","VVFF","VD","D43D05","DI","0D0194","V","1"
"M8655","VVFF","VD","D43D04","DI","0D0194","V","13"
"M8655","VVFF","VD","D43D03","DI","0D0194","V","3"
"PU10749","SSNA","DS","SD0A12","ST","S16021","V","1"
"U9575","SSNA","DS","SD0604","SI","S18023","V","1"
"U9539","SSNA","DS","SD0483","DA","AD0032","V","1"
"U9437","SSNA","DS","SD048A","SI","S18023","V","1"
"U9435","SSNA","DS","SD048A","SI","S18023","V","1"
"ER11079","SSNA","DS","SD048A","SI","S16020","V","1"
"U11894","SSNA","DS","SD048A","SV","S18921","V","1"
"U10545","SSNA","DP","PD0010","DG","0D0163","V","1"
"U9423","SSNA","DP","PD0S09","DA","AD0S31","V","1"
"K8648","SSNA","DP","PD0S09","DG","0D0163","V","1"
"U10326","SSNA","DP","PD0046","DG","0D0097","V","1"
"AP196","SSNA","DP","PD0046","DG","0D0482","V","1"
"AP10610","SSNA","DP","PD0S43","DG","0D0482","V","1"
"U9691","SSNA","DT","TD0A01","LT","T18027","V","1"
"U10516","SSNA","DA","AD0032","DP","PD0010","V","1"
"U10326","SSNA","DA","AD0032","DG","0D0097","V","1"
"U9583","SSNA","DA","AD0032","DG","0D0163","V","1"
"U9491","SSNA","DA","AD0032","DG","0D0163","V","1"
"U10621","SSNA","DA","AD0032","DG","0D0163","V","1"
"U10524","SSNA","DA","AD0032","DG","0D0163","V","1"
"U10521","SSNA","DA","AD0032","DG","0D0163","V","1"
"U10899","SSNA","DA","AD0032","DG","0D0163","V","1"
"U10739","SSNA","DA","AD0032","DG","0D0163","V","1"
"K8641","SSNA","DA","AD0032","DG","0D0163","V","1"
"U9538","SSNA","DA","AD0S31","DS","SD0483","V","1"
"U9486","SSNA","DA","AD0S31","DP","PD0S09","V","1"
"U10507","SSNA","DA","AD0S31","LA","A18029","V","1"
"U9576","SSNA","DA","AD0A31","LA","A16028","V","1"
"U9478","SSNA","DA","AD0A31","DG","0D0097","V","1"
"K8645","SSNA","DA","AD0612","LT","T16026","V","1"
"U10289","SSNA","DA","AD0612","LA","A18029","V","1"
"U10631","SSNA","DA","AD0612","LA","A18029","V","1"
"U9476","SSNA","DA","AD0612","LA","A18029","V","1"
"U9518","SSNA","DA","AD0612","LA","A16028","V","1"
"C4609","RALN","SP","0D0I95","CD","0D6A00","V","1"
"P9077","RALN","SP","0D0I95","CD","0D6A00","V","1"
"P9077","RALN","SP","0D0I95","CD","051488","V","1"
"C2546","RALN","SP","0D0I95","CC","042000","V","1"
"C6100","RALN","SP","0D0I95","CC","042000","V","1"
"P9099","RALN","SP","0D0I95","CC","056000","V","1"
"C5945","RALN","SP","0D0I95","DI","0D0165","V","1"
"C1310","RALN","CD","0D6A00","SP","0D0I95","V","1"
"C5131","RALN","CD","0D6A00","SP","0D0I95","V","4"
"C263","RALN","CD","0D6A00","CC","042000","V","1"
"C1264","RALN","CD","0D6A00","DI","0D0164","V","1"
"C3751","RALN","CD","0D6A00","DI","0D0164","V","1"
"C388","RALN","CD","0D6A00","DI","0D0165","V","1"
"C963","RALN","CD","0D6A00","DI","0D0165","V","1"
"C1128","RALN","CD","0D6A00","DI","0D0165","V","1"
"C2289","RALN","CD","0D6A00","DI","0D0165","V","1"
"C3073","RALN","CD","0D6A00","DI","0D0165","V","1"
"C3324","RALN","CD","0D6A00","DI","0D0165","V","2"
"C3573","RALN","CD","0D6A00","DI","0D0165","V","1"
"C3765","RALN","CD","0D6A00","DI","0D0165","V","1"
"C4443","RALN","CD","0D6A00","DI","0D0165","V","1"
"C4818","RALN","CD","0D6A00","DI","0D0165","V","8"
"C5170","RALN","CD","0D6A00","DI","0D0165","V","4"
"R9197","RALN","CD","0D6A00","DI","0D0165","V","3"
"R9205","RALN","CD","0D6A00","DI","0D0165","V","5"
"R9207","RALN","CD","0D6A00","DI","0D0165","V","1"
"P9066","RALN","CD","0D6A00","DI","0D0165","V","1"
"IP10603","RALN","CD","0D6A00","DI","0D0165","V","1"
"C225","RALN","CD","0D6A00","DF","0D0098","V","2"
"C4712","RALN","CD","0D6A00","DF","0D0098","V","1"
"C5163","RALN","CD","0D6A00","DF","0D0098","V","1"
"C6345","RALN","CD","0D6A00","DF","0D0098","V","1"
"UC10643","RALN","CD","0D6A00","DF","0D0098","V","1"
"P9073","RALN","CD","0D6A00","RP","000096","V","1"
"C5170","RALN","CD","0D6000","DI","0D0165","V","1"
"C7516","RALN","CD","0D6000","DI","0D0165","V","3"
"V10793","RALN","CD","0D6000","DG","0D0104","V","1"
"C3151","RALN","CD","0D6000","DF","0D0098","V","1"
"C3961","RALN","CD","0D6000","DF","0D0098","V","1"
"C7068","RALN","CD","0D6000","DF","0D0095","V","2"
"C5131","RALN","CD","052486","SP","0D0I95","V","2"
"C3073","RALN","CD","052486","DI","0D0164","V","1"
"C277","RALN","CD","052486","DI","0D0165","V","1"
"C1128","RALN","CD","052486","DI","0D0165","V","1"
"C2282","RALN","CD","052486","DI","0D0165","V","1"
"C2989","RALN","CD","052486","DI","0D0165","V","1"
"C4308","RALN","CD","052486","DI","0D0165","V","1"
"C4496","RALN","CD","052486","DI","0D0165","V","1"
"C5170","RALN","CD","052486","DI","0D0165","V","3"
"C5525","RALN","CD","052486","DI","0D0165","V","2"
"C5532","RALN","CD","052486","DI","0D0165","V","1"
"C5560","RALN","CD","052486","DI","0D0165","V","2"
"R9193","RALN","CD","052486","DG","0D0097","V","1"
"C630","RALN","CD","052486","DF","0D0098","V","1"
"C3291","RALN","CD","052486","DF","0D0098","V","1"
"C5955","RALN","CD","052486","DF","0D0098","V","1"
"C5916","RALN","CD","052486","RP","000096","V","1"
"C6904","RALN","CD","052487","SP","0D0I95","V","1"
"CS11807","RALN","CD","052487","DI","0D0165","V","1"
"C4818","RALN","CD","052487","DI","0D0165","V","4"
"C5131","RALN","CD","052487","DI","0D0165","V","1"
"R9193","RALN","CD","052487","DI","0D0165","V","2"
"N10598","RALN","CD","052487","DI","0D0165","V","1"
"C7068","RALN","CD","052487","DF","0D0095","V","1"
"C4818","RALN","CD","052487","RP","000096","V","1"
"C5131","RALN","CD","051488","SP","0D0I95","V","1"
"C5699","RALN","CD","051488","DI","0D0164","V","1"
"C3076","RALN","CD","051488","DI","0D0165","V","1"
"C3766","RALN","CD","051488","DI","0D0165","V","1"
"C3770","RALN","CD","051488","DI","0D0165","V","1"
"C3857","RALN","CD","051488","DI","0D0165","V","1"
"C4371","RALN","CD","051488","DI","0D0165","V","1"
"C5096","RALN","CD","051488","DI","0D0165","V","1"
"C5131","RALN","CD","051488","DI","0D0165","V","1"
"C5170","RALN","CD","051488","DI","0D0165","V","1"
"C5532","RALN","CD","051488","DI","0D0165","V","2"
"D8342","RALN","CD","051488","DI","0D0165","V","1"
"PA11792","RALN","CD","051488","DI","0D0165","V","1"
"C8150","RALN","CD","051488","DF","0D0098","V","1"
"C5170","RALN","CD","051488","RP","000096","V","1"
"C5916","RALN","CD","051488","RP","000096","V","1"
"C4221","RALN","CD","051489","SP","0D0I95","V","1"
"C3374","RALN","CD","051489","DI","0D0164","V","1"
"C2197","RALN","CD","051489","DI","0D0165","V","1"
"C7200","RALN","CD","051489","DI","0D0165","V","1"
"P9066","RALN","CD","051489","DI","0D0165","V","2"
"UC10643","RALN","CD","051489","DI","0D0165","V","1"
"C225","RALN","CD","051489","DF","0D0098","V","1"
"IP10639","RALN","CD","051489","DF","0D0098","V","1"
