"Istituzione","Contratto","Macrocategoria","Categoria","Tele Lavoro Uomini","Tele Lavoro Donne","Soggetti Turnazione Uomini","Soggetti Turnazione Donne","Soggetti Reperibilità Uomini","Soggeti Reperibilità Donne"
"CS10836","RALN","ND","CA","0","0","0","0","1","1"
"C222","RALN","ND","CA","0","0","0","0","1","0"
"C226","RALN","ND","CA","0","0","3","0","2","0"
"C242","RALN","ND","CA","0","0","0","0","1","0"
"C250","RALN","ND","CA","0","0","0","0","5","0"
"C305","RALN","ND","CA","0","0","0","0","1","0"
"C335","RALN","ND","CA","0","0","0","0","1","0"
"C344","RALN","ND","CA","0","0","4","0","14","0"
"C350","RALN","ND","CA","0","0","0","0","2","0"
"C349","RALN","ND","CA","0","0","0","0","3","0"
"C359","RALN","ND","CA","0","0","0","0","3","0"
"C367","RALN","ND","CA","0","0","4","1","0","0"
"C388","RALN","ND","CA","0","0","0","0","3","0"
"C396","RALN","ND","CA","3","0","0","0","0","0"
"C416","RALN","ND","CA","0","0","0","0","1","0"
"C430","RALN","ND","CA","0","0","1","0","0","0"
"C449","RALN","ND","CA","0","0","1","0","0","0"
"C473","RALN","ND","CA","0","0","0","1","0","0"
"C476","REVA","ND","CA","0","0","3","13","14","0"
"C481","PRBZ","ND","CA","0","0","0","0","4","0"
"C487","RALN","ND","CA","0","0","0","0","1","0"
"C496","RALN","ND","CA","0","0","0","0","2","0"
"C503","RALN","ND","CA","0","0","0","0","4","0"
"C527","RALN","ND","CA","0","0","0","2","0","0"
"C579","RALN","ND","CA","0","0","0","0","2","0"
"C596","RALN","ND","CA","0","0","1","0","0","0"
"C601","RALN","ND","CA","0","0","3","10","0","0"
"C626","RALN","ND","CA","0","0","0","0","10","1"
"C628","RALN","ND","CA","0","0","5","0","14","0"
"C630","RALN","ND","CA","0","0","7","0","3","0"
"C634","RALN","ND","CA","0","0","0","0","1","0"
"C658","RALN","ND","CA","0","0","37","7","19","1"
"C685","RALN","ND","CA","0","0","0","0","2","0"
"C715","RALN","ND","CA","0","0","0","0","1","0"
"C10363","RALN","ND","CA","0","0","0","2","0","0"
"C779","RALN","ND","CA","0","0","0","0","4","0"
"C792","RALN","ND","CA","0","0","14","0","4","0"
"C826","RALN","ND","CA","0","0","0","0","1","0"
"C834","RALN","ND","CA","0","0","0","0","1,83","0"
"C849","RALN","ND","CA","0","0","10","1","11","0"
"C859","RALN","ND","CA","0","0","0","2","0","0"
"C893","RALN","ND","CA","0","0","1","0","10","0"
"C910","RALN","ND","CA","0","0","0","0","8","0"
"C924","RALN","ND","CA","0","0","0","0","2","0"
"C960","RALN","ND","CA","0","0","0","5","0","0"
"C963","RALN","ND","CA","0","0","2","1","0","0"
"C970","PRBZ","ND","CA","0","0","16","4","0","0"
"C992","RALN","ND","CA","0","0","0","0","1","0"
"C1069","RALN","ND","CA","0","0","0","0","5","0"
"C1070","RALN","ND","CA","0","0","0","0","3","0"
"C1121","PRBZ","ND","CA","0","0","0","0","1","0"
"C1128","RALN","ND","CA","0","0","3","1","0","0"
"C1163","RALN","ND","CA","0","0","6","0","3","0"
"C1164","PRBZ","ND","CA","0","0","0","0","2","0"
"C1177","PRBZ","ND","CA","0","0","4","0","6","0"
"C1181","RALN","ND","CA","0","0","0","0","1","0"
"C1216","RALN","ND","CA","0","0","0","0","0","1"
"C1264","RALN","ND","CA","0","0","43","3","13","1"
"C1299","RALN","ND","CA","0","0","0","0","4","0"
"C1302","PRBZ","ND","CA","0","0","0","0","1","0"
"C1373","RALN","ND","CA","0","0","0","0","16","0"
"C1390","RALN","ND","CA","0","0","1","1","0","0"
"C1445","PRBZ","ND","CA","0","0","0","0","1","0"
"C1400","RALN","ND","CA","0","0","2","0","2","0"
"C1470","RALN","ND","CA","0","0","2","0","5","0"
"C1471","RALN","ND","CA","0","0","0","0","1","0"
"C1485","RALN","ND","CA","0","0","0","0","6","0"
"C1523","RALN","ND","CA","0","0","0","0","1","0"
"C1524","RALN","ND","CA","0","0","0","0","2","0"
"C1549","RALN","ND","CA","0","0","0","0","1","0"
"C1564","RALN","ND","CA","0","0","0","0","8","0"
"C1578","RALN","ND","CA","0","0","0","0","1","0"
"C1591","RALN","ND","CA","0","0","0","0","1","0"
"C1614","RALN","ND","CA","0","0","0","0","1","0"
"C1615","RALN","ND","CA","0","0","2","0","9","0"
"C1635","RALN","ND","CA","0","0","0","0","1","0"
"C1657","RALN","ND","CA","0","0","0","0","2","0"
"C1658","RALN","ND","CA","0","0","0","1","0","0"
"C1701","RALN","ND","CA","0","0","0","0","2","0"
"C1721","RALN","ND","CA","0","0","0","0","4","0"
"C1729","RALN","ND","CA","0","0","0","0","1","0"
"C1735","RALN","ND","CA","0","0","0","0","1","0"
"C1737","RALN","ND","CA","0","0","0","0","4","0"
"C1738","RALN","ND","CA","0","0","0","0","6","0"
"C1755","RALN","ND","CA","0","0","0","0","5","0"
"C1770","RALN","ND","CA","0","0","9","21","0","0"
"C1785","RALN","ND","CA","0","0","0","0","1","0"
"C1799","RALN","ND","CA","0","0","2","2","0","0"
"C1991","RALN","ND","CA","0","0","0","0","1","0"
"C2019","RALN","ND","CA","0","0","1","0","5","0"
"C1866","RALN","ND","CA","0","0","0","0","1","0"
"C1872","RALN","ND","CA","0","0","1","0","2","1"
"C1889","RALN","ND","CA","0","0","3","0","1","0"
"C1917","RALN","ND","CA","0","0","1","1","1","0"
"C1933","RALN","ND","CA","0","0","0","0","1","0"
"C1989","PRBZ","ND","CA","0","0","0","0","3","0"
"C2005","RALN","ND","CA","0","0","0","0","4","0"
"C2024","RALN","ND","CA","0","0","0","0","2","0"
"C2071","RALN","ND","CA","0","0","5","0","3","0"
"C2072","RALN","ND","CA","0","0","23","1","105","6"
"C2073","RALN","ND","CA","0","0","3","0","0","0"
"C2013","RALN","ND","CA","0","0","0","0","3","0"
"C2092","RALN","ND","CA","0","0","0","0","1","0"
"C2119","RALN","ND","CA","0","0","1","0","0","0"
"C2125","RALN","ND","CA","0","0","2","1","2","1"
"C2158","RALN","ND","CA","0","0","0","3","0","0"
"C220","PRBZ","ND","CA","0","0","0","0","2","0"
"C2202","RALN","ND","CA","0","0","0","0","1","0"
"C2233","RALN","ND","CA","0","0","0","0","2","0"
"C2235","REFR","ND","CA","0","0","0","2","0","0"
"C2244","RALN","ND","CA","0","0","0","0","2","0"
"C2274","RALN","ND","CA","0","0","0","1","1","0"
"C2285","RALN","ND","CA","0","0","5","2","0","0"
"C2289","RALN","ND","CA","0","0","0","0","1","0"
"C2294","RALN","ND","CA","0","0","0","0","9","0"
"C2307","PRBZ","ND","CA","0","0","0","0","5","0"
"C2351","RALN","ND","CA","0","0","0","0","1","0"
"C2372","RALN","ND","CA","0","0","0","0","1","0"
"C2378","RALN","ND","CA","0","0","0","0","2","0"
"C2399","RALN","ND","CA","0","0","4","0","0","0"
"C2407","RALN","ND","CA","0","0","1","2","1","0"
"C2472","RALN","ND","CA","0","0","0","0","10","0"
"C2474","RALN","ND","CA","0","0","0","0","2","0"
"C2483","RALN","ND","CA","0","0","0","0","1","0"
"C2500","RALN","ND","CA","0","0","0","5","0","0"
"C2516","RALN","ND","CA","0","0","0","0","2","0"
"C2525","RALN","ND","CA","0","0","2","23","7","0"
"C2581","RALN","ND","CA","0","0","0","0","1","0"
"C2587","RALN","ND","CA","0","0","0","0","3","0"
"C2596","RALN","ND","CA","0","0","1","2","0","0"
"C2642","RALN","ND","CA","0","0","20","0","5","0"
"C2702","RALN","ND","CA","0","0","0","0","1","0"
"C2704","RALN","ND","CA","0","0","0","0","0","1"
"C2712","RALN","ND","CA","0","0","0","0","1","0"
"C2724","RALN","ND","CA","0","0","0","0","3","0"
"C2731","RALN","ND","CA","0","0","1","0","0","0"
"C2746","RALN","ND","CA","0","0","0","0","1","0"
"C2794","RALN","ND","CA","0","0","0","0","2","0"
"C2890","RALN","ND","CA","0","0","1","0","0","0"
"C2920","RALN","ND","CA","0","0","0","0","1","0"
"C2941","RALN","ND","CA","0","0","0","0","0","1"
"C2950","RALN","ND","CA","0","0","0","0","2","0"
"C2958","RALN","ND","CA","0","0","0","0","4","0"
"C2966","RALN","ND","CA","0","0","0","0","1","0"
"C2980","RALN","ND","CA","0","0","0","0","1","0"
"C2989","RALN","ND","CA","0","0","2","2","0","1"
"C3042","RALN","ND","CA","0","0","11","8","0","0"
"C3051","RALN","ND","CA","0","0","0","0","1","0"
"C3050","RALN","ND","CA","0","0","0","0","4","0"
"C3059","RALN","ND","CA","0","0","0","0","4","0"
"C3065","RALN","ND","CA","0","0","7","0","8","1"
"C3245","RALN","ND","CA","0","0","0","0","0","1"
"C3251","RALN","ND","CA","0","0","1","4","0","0"
"C3296","RALN","ND","CA","0","0","0","0","2","0"
"C3308","RALN","ND","CA","0","0","0","0","2","0"
"C3333","RALN","ND","CA","0","0","4","2","0","0"
"C3373","RALN","ND","CA","0","0","0","0","1","0"
"C3387","RALN","ND","CA","0","0","0","0","2","0"
"C3399","RALN","ND","CA","0","0","0","0","10","0"
"C3421","PRBZ","ND","CA","0","0","0","0","1","0"
"C3443","REFR","ND","CA","0","0","4","2","1","0"
"C3466","RALN","ND","CA","0","0","0","0","9","0"
"C3488","RALN","ND","CA","0","0","2","1","3","0"
"C3525","RALN","ND","CA","0","0","0","0","20","0"
"C3527","RALN","ND","CA","0","0","0","0","0","1"
"C3560","RALN","ND","CA","0","0","0","0","2","0"
"C3584","RALN","ND","CA","0","0","3","3","0","0"
"C3609","RALN","ND","CA","0","0","0","0","1","0"
"C3615","RALN","ND","CA","0","0","0","0","1","0"
"C3623","RALN","ND","CA","0","0","0","0","3","0"
"C3636","RALN","ND","CA","0","0","0","0","1","0"
"C3646","RALN","ND","CA","0","0","0","0","6","0"
"C3754","PRBZ","ND","CA","0","0","0","0","1","0"
"C3675","PRBZ","ND","CA","0","0","0","0","1","0"
"C3685","PRBZ","ND","CA","0","0","0","0","2","0"
"C8245","RALN","ND","CA","0","0","0","0","5","0"
"C492","RALN","ND","CA","0","0","0","0","1","0"
"C3722","RALN","ND","CA","0","0","0","0","1","0"
"C3737","RALN","ND","CA","0","0","1","5","0","1"
"C3746","RALN","ND","CA","0","0","0","0","2","0"
"C3770","RALN","ND","CA","0","0","1","6","1","0"
"C3786","RALN","ND","CA","0","0","0","0","2","0"
"C3814","PRTN","ND","CA","0","0","0","0","4","0"
"C3819","RALN","ND","CA","0","0","34","0","13","0"
"C3841","RALN","ND","CA","0","0","0","0","1","0"
"C3873","RALN","ND","CA","0","0","0","0","1","0"
"C3876","RALN","ND","CA","0","0","1","1","1","2"
"C3952","RALN","ND","CA","0","0","0","0","1","0"
"C3972","RALN","ND","CA","0","0","3","0","0","0"
"C3973","RALN","ND","CA","0","0","0","0","1","0"
"C4034","PRBZ","ND","CA","0","0","0","0","2","0"
"C4054","RALN","ND","CA","0","0","4","0","4","0"
"C4071","RALN","ND","CA","0","0","6","0","11","0"
"C4091","RALN","ND","CA","0","0","0","0","1","0"
"C4108","RALN","ND","CA","0","0","0","0","1","0"
"C4124","RALN","ND","CA","0","0","12","0","12","0"
"C4135","RALN","ND","CA","0","0","6","0","5","0"
"C4144","RALN","ND","CA","0","0","0","0","2","0"
"C4167","RALN","ND","CA","0","0","0","0","1","0"
"C4174","RALN","ND","CA","0","0","0","0","7","0"
"C4188","RALN","ND","CA","0","0","2","0","0","0"
"C4194","RALN","ND","CA","0","0","4","0","17","0"
"C4197","RALN","ND","CA","0","0","2","0","7","0"
"C4207","RALN","ND","CA","0","0","0","0","0","1"
"C4223","RALN","ND","CA","0","0","0","1","0","0"
"C4229","RALN","ND","CA","0","0","3","1","9","2"
"C4233","RALN","ND","CA","0","0","1","0","2","0"
"C4242","RALN","ND","CA","0","0","0","0","1","0"
"C4247","RALN","ND","CA","0","0","3","0","9","0"
"C4251","PRBZ","ND","CA","0","0","14","0","2","0"
"C4257","RALN","ND","CA","0","0","0","0","5","0"
"C4260","RALN","ND","CA","0","0","0","0","4","0"
"C4273","RALN","ND","CA","0","0","0","0","1","0"
"C4276","RALN","ND","CA","0","0","0","0","1","0"
"C4308","RALN","ND","CA","0","0","22","24","0","0"
"C4309","RALN","ND","CA","0","0","4","0","3","0"
"C4312","RALN","ND","CA","0","0","0","0","3","0"
"C4323","RALN","ND","CA","0","0","0","0","6","0"
"C4339","RALN","ND","CA","0","0","0","0","7","0"
"C4343","RALN","ND","CA","0","0","3","0","7","0"
"C4347","RALN","ND","CA","0","0","3","13","0","0"
"C4371","RALN","ND","CA","0","0","0","1","0","1"
"C4378","RALN","ND","CA","0","0","0","0","2","0"
"C4424","REFR","ND","CA","0","0","0","0","18","0"
"C4477","RALN","ND","CA","0","0","0","0","1","0"
"C4487","RALN","ND","CA","0","0","0","0","2","0"
"C4527","RALN","ND","CA","0","0","0","0","3","0"
"C4571","RALN","ND","CA","0","0","0","0","1","0"
"C4635","RALN","ND","CA","0","0","0","0","1","0"
"C4660","RALN","ND","CA","1","0","0","0","2","0"
"C4683","RALN","ND","CA","0","0","0","0","1","0"
"C4762","RALN","ND","CA","0","0","0","0","0","1"
"C4778","RALN","ND","CA","0","0","0","0","4","0"
"C4780","RALN","ND","CA","0","0","0","0","3","0"
"C4789","RALN","ND","CA","0","0","0","0","1","0"
"C4790","RALN","ND","CA","0","0","0","2","3","1"
"C4803","RALN","ND","CA","0","0","0","0","1","0"
"C4818","RALN","ND","CA","0","0","187","12","127","23"
"C4832","PRBZ","ND","CA","0","0","0","0","1","0"
"C4847","RALN","ND","CA","0","0","0","0","1","0"
"C4862","RALN","ND","CA","0","0","0","0","3","0"
"C4877","RALN","ND","CA","0","0","5","0","3","0"
"C4878","RALN","ND","CA","0","0","0","0","26","1"
"C4881","RALN","ND","CA","0","0","0","0","1","0"
"C4907","PRBZ","ND","CA","0","0","0","0","1","0"
"C4908","PRBZ","ND","CA","0","0","0","0","3","0"
"C4910","RALN","ND","CA","0","0","1","0","0","0"
"C4909","RALN","ND","CA","0","0","0","0","2","0"
"C5012","PRBZ","ND","CA","0","0","0","0","1","0"
"C5023","RALN","ND","CA","0","0","0","0","1","1"
"C5032","RALN","ND","CA","0","0","0","0","10","1"
"C5056","PRBZ","ND","CA","0","0","2","0","1","0"
"C5099","RALN","ND","CA","0","0","2","0","2","0"
"C5127","RALN","ND","CA","0","0","0","5","0","0"
"C5131","RALN","ND","CA","0","0","2","3","2","0"
"C5162","RALN","ND","CA","0","0","0","0","2","0"
"C5165","RALN","ND","CA","0","0","3","0","8","0"
"C5170","RALN","ND","CA","0","0","60","8","28","2"
"C5179","RALN","ND","CA","0","0","0","0","5","0"
"C5182","RALN","ND","CA","0","0","0","0","1","0"
"C5187","RALN","ND","CA","0","0","0","0","2","0"
"C5222","RALN","ND","CA","0","0","1","0","0","0"
"C5226","RALN","ND","CA","0","0","2","0","1","0"
"C5234","RALN","ND","CA","0","0","0","0","10","0"
"C5263","RALN","ND","CA","0","0","0","0","1","0"
"C5337","RALN","ND","CA","0","0","8","15","25","1"
"C5340","RALN","ND","CA","0","0","0","0","9","0"
"C5411","RALN","ND","CA","0","0","2","0","3","0"
"C5457","RALN","ND","CA","0","0","0","0","2","0"
"C4811","RALN","ND","CA","0","0","0","0","3","1"
"C5540","RALN","ND","CA","0","0","0","0","1","0"
"C5591","RALN","ND","CA","0","0","0","0","2","0"
"C5600","RALN","ND","CA","0","0","0","0","2","0"
"C5617","RALN","ND","CA","0","0","1","1","11","0"
"C5684","RALN","ND","CA","0","0","2","0","0","0"
"C5702","RALN","ND","CA","0","0","0","0","2","0"
"C5715","RALN","ND","CA","0","0","0","0","7","0"
"C5723","RALN","ND","CA","0","0","1","3","0","0"
"C5732","RALN","ND","CA","0","0","34","2","4","0"
"C5761","RALN","ND","CA","0","1","0","0","0","0"
"C5774","PRTN","ND","CA","0","0","0","0","2","0"
"C5808","RALN","ND","CA","0","0","3","0","3","0"
"C5810","RALN","ND","CA","0","0","0","0","1","0"
"C8286","RALN","ND","CA","0","0","0","0","6","0"
"C5862","RALN","ND","CA","0","0","0","0","0","1"
"C5873","RALN","ND","CA","0","0","7","6","2","0"
"C5876","RALN","ND","CA","0","0","1","0","6","0"
"C5885","RALN","ND","CA","0","0","0","0","3","0"
"C5897","RALN","ND","CA","0","0","2","0","0","0"
"C5905","RALN","ND","CA","0","0","0","0","3","0"
"C5916","RALN","ND","CA","0","0","0","1","0","0"
"C5925","PRBZ","ND","CA","0","0","0","0","1","0"
"C5950","RALN","ND","CA","0","0","5","0","0","0"
"C6133","RALN","ND","CA","0","0","2","0","0","0"
"C6201","RALN","ND","CA","0","0","2","0","7","1"
"C6309","PRBZ","ND","CA","0","0","0","0","1","0"
"C6324","RALN","ND","CA","0","0","0","2","1","0"
"C6345","RALN","ND","CA","0","0","4","4","5","0"
"C6361","PRBZ","ND","CA","0","0","0","2","3","0"
"C6405","RALN","ND","CA","0","0","0","1","0","0"
"C6454","RALN","ND","CA","0","0","0","0","2","0"
"C6442","RALN","ND","CA","0","0","1","0","1","0"
"C6473","RALN","ND","CA","0","0","1","0","0","0"
"C6476","RALN","ND","CA","0","0","0","0","6","0"
"C6483","RALN","ND","CA","0","0","0","0","4","0"
"C6501","PRBZ","ND","CA","0","0","0","0","1","0"
"C6605","RALN","ND","CA","0","0","0","1","0","0"
"C6613","RALN","ND","CA","0","0","0","0","2","0"
"C6640","RALN","ND","CA","0","0","3","0","0","0"
"C6830","RALN","ND","CA","0","0","0","0","1","0"
"C6671","RALN","ND","CA","0","0","0","0","1","0"
"C6684","RALN","ND","CA","0","0","0","0","0","1"
"C6696","RALN","ND","CA","0","0","0","0","2","0"
"C6698","RALN","ND","CA","0","0","0","0","2","0"
"C2360","RALN","ND","CA","0","0","0","0","1","0"
"C6708","RALN","ND","CA","0","0","1","0","5","1"
"C6712","RALN","ND","CA","0","0","0","0","1","0"
"C6765","RALN","ND","CA","0","0","0","0","6","0"
"C6680","RALN","ND","CA","0","0","2","0","0","0"
"C6682","RALN","ND","CA","0","0","0","0","0","1"
"C6687","RALN","ND","CA","0","0","0","0","3","0"
"C6725","RALN","ND","CA","0","0","2","0","0","0"
"C6752","RALN","ND","CA","0","0","0","0","1","0"
"C6781","RALN","ND","CA","0","0","4","1","0","0"
"C6801","RALN","ND","CA","0","0","0","0","6","0"
"C6858","PRBZ","ND","CA","0","0","0","0","1","0"
"C6865","RALN","ND","CA","0","0","6","0","6","0"
"C6876","RALN","ND","CA","0","0","2","0","5","1"
"C6884","RALN","ND","CA","0","0","0","1","0","0"
"C6891","RALN","ND","CA","0","0","0","0","1","0"
"C6894","RALN","ND","CA","0","0","1","0","0","0"
"C6902","RALN","ND","CA","0","0","3","0","0","0"
"C6904","RALN","ND","CA","0","0","4","0","4","0"
"C6909","RALN","ND","CA","0","0","0","0","2","1"
"C6951","RALN","ND","CA","0","0","0","0","6","0"
"C6975","RALN","ND","CA","0","0","0","0","1","0"
"C6994","PRBZ","ND","CA","0","0","0","0","1","0"
"C7025","RALN","ND","CA","0","0","0","0","2","0"
"C7038","RALN","ND","CA","0","0","0","0","1","0"
"C7056","RALN","ND","CA","0","0","0","0","6","0"
"C7099","PRBZ","ND","CA","0","0","0","0","3","0"
"C7118","RALN","ND","CA","0","0","0","0","2","0"
"C7120","RALN","ND","CA","0","0","3","0","2","0"
"C7130","PRBZ","ND","CA","0","0","0","0","1","0"
"C7152","RALN","ND","CA","0","0","0","0","2","0"
"C7172","RALN","ND","CA","0","0","0","0","1","0"
"C7179","RALN","ND","CA","0","0","5","0","7","0"
"C7191","RALN","ND","CA","0","0","0","0","0","1"
"C7194","RALN","ND","CA","0","0","0","1","0","0"
"C7202","RALN","ND","CA","0","0","4","0","2","0"
"C7230","RALN","ND","CA","0","0","0","0","1","0"
"C7286","RALN","ND","CA","0","0","0","1","0","0"
"C7317","RALN","ND","CA","0","0","0","0","0","1"
"C7388","RALN","ND","CA","0","0","0","7","0","0"
"C7448","PRBZ","ND","CA","0","0","0","2","0","0"
"C7478","RALN","ND","CA","0","0","1","0","0","0"
"C7484","RALN","ND","CA","0","0","2","6","1","1"
"C7516","RALN","ND","CA","0","0","11","0","0","0"
"C7533","RALN","ND","CA","7","0","0","0","0","0"
"C7551","RALN","ND","CA","0","0","1","1","0","0"
"C7554","RALN","ND","CA","0","0","0","2","0","1"
"C7574","RALN","ND","CA","0","0","13","0","19","0"
"C7580","RALN","ND","CA","0","0","0","0","1","0"
"C7607","PRTN","ND","CA","0","0","0","0","1","0"
"C7608","RALN","ND","CA","0","0","0","0","1","0"
"C7619","RALN","ND","CA","0","0","0","0","1","0"
"C7625","RALN","ND","CA","0","0","0","0","1","0"
"C7631","RALN","ND","CA","0","0","7","9","1","0"
"C7646","REFR","ND","CA","0","0","7","3","2","1"
"C7655","RALN","ND","CA","0","0","0","0","1","0"
"C7677","RALN","ND","CA","0","0","0","0","1","0"
"C7695","REFR","ND","CA","0","0","7","1","6","1"
"C5212","RALN","ND","CA","0","0","0","0","5","0"
"C7776","RALN","ND","CA","0","0","5","0","0","0"
"C7792","RALN","ND","CA","0","0","0","0","3","0"
"C7839","RALN","ND","CA","0","0","0","1","0","0"
"C7840","RALN","ND","CA","0","0","0","0","1","0"
"C7850","RALN","ND","CA","0","0","0","0","9","0"
"C7853","PRBZ","ND","CA","0","0","0","0","1","0"
"C7881","PRBZ","ND","CA","0","0","0","3","1","0"
"C7892","RALN","ND","CA","0","0","0","0","1","0"
"C7901","PRBZ","ND","CA","0","0","1","0","0","0"
"C7913","RALN","ND","CA","0","0","0","0","0","1"
"C7916","RALN","ND","CA","0","0","0","1","0","0"
"C7924","RALN","ND","CA","0","0","0","0","1","0"
"C7973","RALN","ND","CA","0","0","1","0","0","0"
"C7987","RALN","ND","CA","0","0","0","0","2","0"
"C8109","RALN","ND","CA","0","0","3","0","15","0"
"C8051","RALN","ND","CA","0","0","0","0","0","1"
"C8055","RALN","ND","CA","0","0","0","0","2","0"
"C5204","RALN","ND","CA","0","0","6","0","11","0"
"C1584","RALN","ND","CA","0","0","0","0","1","0"
"C8130","RALN","ND","CA","0","0","0","0","2","0"
"C8139","PRBZ","ND","CA","0","0","0","0","1","0"
"C8150","RALN","ND","CA","0","0","11","5","7","1"
"C8154","RALN","ND","CA","0","0","12","0","2","0"
"C8172","RALN","ND","CA","0","0","0","0","2","0"
"C8182","RALN","ND","CA","0","0","0","0","1","0"
"R9202","RALN","ND","CA","0","0","0","0","16","2"
"R9205","RALN","ND","CA","0","0","1","1","0","0"
"D8344","RALN","ND","CA","0","0","2","0","0","0"
"N8780","PRBZ","ND","CA","0","0","0","0","0","2"
"N8775","PRBZ","ND","CA","0","0","0","2,71","0","0"
"N8779","PRBZ","ND","CA","0","0","3","4,36","3,75","0"
"N8778","PRBZ","ND","CA","0","0","0","0","0","2"
"N8777","PRBZ","ND","CA","0","0","3","14","0","0"
"AA10255","RESA","ND","CA","0","0","10","0","0","0"
"AP198","PRBZ","ND","CA","0","0","1","0","0","0"
"P10790","RALN","ND","CA","0","0","3","0","5","0"
"P9040","RALN","ND","CA","0","0","2","3","1","0"
"P9038","RALN","ND","CA","0","0","0","0","5","1"
"P9042","RALN","ND","CA","0","0","0","0","8","1"
"P9048","RALN","ND","CA","0","0","0","0","2","0"
"P9047","RALN","ND","CA","0","0","0","0","5","0"
"P9066","RALN","ND","CA","0","0","0","0","1","0"
"P9057","RALN","ND","CA","0","0","1","0","0","0"
"P9063","RALN","ND","CA","0","0","0","0","1","0"
"P9065","RALN","ND","CA","0","0","0","0","0","1"
"P9108","RALN","ND","CA","0","0","0","0","1","0"
"P9068","RALN","ND","CA","0","0","1","0","0","0"
"P9067","RALN","ND","CA","0","0","1","0","1","0"
"P9072","RALN","ND","CA","0","0","0","6","0","1"
"P9077","RALN","ND","CA","0","0","0","0","0","1"
"P10337","RALN","ND","CA","0","0","0","0","3","1"
"P9087","RALN","ND","CA","0","0","0","0","10","0"
"P9100","RALN","ND","CA","0","0","0","0","2","2"
"P9109","RALN","ND","CA","0","0","1","0","0","0"
"P9113","RALN","ND","CA","0","0","0","0","2","0"
"P9120","RALN","ND","CA","0","0","0","0","2","0"
"IP10963","PRTN","ND","CA","0","0","0","0","0","2"
"IP11004","PRTN","ND","CA","0","0","1","9","0","0"
"IP11015","PRTN","ND","CA","0","0","0","9","0","0"
"IP10259","RALN","ND","CA","0","0","0","5","0","0"
"IP10996","PRTN","ND","CA","0","0","0","1","0","0"
"IP11052","PRTN","ND","CA","0","0","0","3","0","0"
"IP11007","PRTN","ND","CA","0","0","0","3","0","0"
"IP11040","PRTN","ND","CA","0","0","0","4","0","0"
"IP11001","PRTN","ND","CA","0","0","2","2","0","0"
"IP11021","PRTN","ND","CA","0","0","0","1","0","0"
"IP10785","RALN","ND","CA","0","0","1","4","0","0"
"IP10194","RALN","ND","CA","0","0","0","1","0","0"
"IP10579","RALN","ND","CA","0","0","10","36","0","0"
"IP10523","RALN","ND","CA","0","0","0","3","0","0"
"IP12287","RALN","ND","CA","0","0","1","0","0","0"
"IP10786","RALN","ND","CA","0","0","0","1","0","0"
"IP10580","RALN","ND","CA","0","0","1","1","0","0"
"IP10696","RALN","ND","CA","0","0","1","28","0","0"
"IP10222","RALN","ND","CA","0","0","0","2","0","0"
"IP10655","RALN","ND","CA","0","0","0","1","0","0"
"IP10625","RALN","ND","CA","0","0","0","1","0","0"
"IP11044","PRTN","ND","CA","0","0","0","9","0","0"
"IP10920","RALN","ND","CA","0","0","2","1","0","0"
"IP10969","PRTN","ND","CA","0","0","0","6","0","0"
"IP11030","PRTN","ND","CA","0","0","1","1","0","0"
"IP11003","PRTN","ND","CA","0","0","1","23","0","0"
"CM9036","RALN","ND","CA","0","0","1","0","0","0"
"CM9058","RALN","ND","CA","0","0","1","0","0","0"
"CM12343","RALN","ND","CA","0","0","0","0","1","0"
"RS9211","PRBZ","ND","CA","0","0","0","0","284","1"
"RS9830","PRTN","ND","CA","0","0","12","1","0","0"
"RS9203","RESA","ND","CA","0","0","696","111","731","123"
"RS9204","RESI","ND","CA","0","0","183","146","45","38"
"RS9206","RETN","ND","CA","0","0","4","1","0","0"
"RS9208","REVA","ND","CA","0","0","10","59","0","0"
"U12263","REFR","ND","CC","0","0","0","0","1","0"
"CS10783","RALN","ND","CC","0","0","0","0","2","0"
"CS10359","RALN","ND","CC","0","0","0","2","0","0"
"CS10915","RALN","ND","CC","0","0","13","10","0","0"
"CS10052","RALN","ND","CC","0","0","0","3","0","4"
"CS10487","RALN","ND","CC","0","0","37","8","0","0"
"C207","RALN","ND","CC","0","0","1","2","2","4"
"C210","RALN","ND","CC","0","0","13","7","3","3"
"C211","RALN","ND","CC","0","0","0","0","0","1"
"C213","RALN","ND","CC","0","0","7","2","8","2"
"C223","RALN","ND","CC","0","0","3","0","4","1"
"C224","RALN","ND","CC","0","0","9","5","16","7"
"C226","RALN","ND","CC","0","0","8","10","11","11"
"C232","RALN","ND","CC","0","0","2","0","0","0"
"C235","RALN","ND","CC","0","0","2","2","0","2"
"C236","RALN","ND","CC","0","0","1","0","0","0"
"C237","RALN","ND","CC","0","0","0","0","1","0"
"C242","RALN","ND","CC","0","0","12","1","13","1"
"C246","RALN","ND","CC","0","0","17","3","8","6"
"C248","RALN","ND","CC","0","0","0","0","0","1"
"C250","RALN","ND","CC","0","0","4","1","5","1"
"C253","RALN","ND","CC","0","0","4","4","4","4"
"C261","RALN","ND","CC","0","0","0","0","0","2"
"C269","RALN","ND","CC","0","0","0","0","5","0"
"C271","RALN","ND","CC","0","0","0","0","1","0"
"C275","RALN","ND","CC","0","0","10","3","0","2"
"C278","RALN","ND","CC","0","0","4","4","0","0"
"C294","RALN","ND","CC","0","0","4","1","0","0"
"C299","PRTN","ND","CC","0","0","4","2","8","0"
