"Istituzione","Contratto","Categoria","Qualifica","Causale Cessazione","Uomini","Donne"
"M8653","MNST","2A","032F02","C01","3","1"
"M8653","MNST","2A","030F01","C01","0","1"
"M8653","MNST","1A","024F02","C01","1","0"
"M8653","MNST","PC","000061","C01","14","26"
"M10395","MNST","D2","0D0079","C01","3","0"
"M10395","MNST","3A","044F06","C01","10","3"
"M10395","MNST","3A","044F05","C01","3","0"
"M10395","MNST","3A","043F04","C01","10","7"
"M10395","MNST","3A","042F03","C01","12","7"
"M10395","MNST","3A","041F02","C01","1","3"
"M10395","MNST","3A","040F01","C01","1","0"
"M10395","MNST","2A","035F05","C01","2","3"
"M10395","MNST","2A","035F04","C01","0","6"
"M10395","MNST","2A","034F03","C01","6","7"
"M10395","MNST","2A","032F02","C01","3","5"
"M10395","MNST","2A","030F01","C01","2","1"
"M10395","MNST","1A","024F03","C01","0","1"
"M8659","MNST","D1","0D0077","C01","1","0"
"M8659","MNST","D2","0D0079","C01","1","1"
"M8659","MNST","3A","044F06","C01","1","2"
"M8659","MNST","3A","044F05","C01","2","2"
"M8659","MNST","3A","043F04","C01","4","1"
"M8659","MNST","3A","042F03","C01","22","4"
"M8659","MNST","3A","041F02","C01","7","4"
"M8659","MNST","3A","040F01","C01","3","6"
"M8659","MNST","2A","035F05","C01","5","3"
"M8659","MNST","2A","035F04","C01","58","23"
"M8659","MNST","2A","034F03","C01","226","61"
"M8659","MNST","2A","032F02","C01","260","64"
"M8659","MNST","2A","030F01","C01","5","1"
"M8659","MNST","1A","024F03","C01","23","11"
"M8659","MNST","1A","024F02","C01","1","0"
"M8652","MNST","D1","0D0077","C01","1","1"
"M8652","MNST","D2","0D0079","C01","1","0"
"M8652","MNST","3A","044F06","C01","4","3"
"M8652","MNST","3A","044F05","C01","7","3"
"M8652","MNST","3A","043F04","C01","9","7"
"M8652","MNST","3A","042F03","C01","31","16"
"M8652","MNST","3A","041F02","C01","78","59"
"M8652","MNST","3A","040F01","C01","1","1"
"M8652","MNST","2A","035F05","C01","24","25"
"M8652","MNST","2A","035F04","C01","15","17"
"M8652","MNST","2A","034F03","C01","44","39"
"M8652","MNST","2A","032F02","C01","44","71"
"M8652","MNST","2A","030F01","C01","4","1"
"M8652","MNST","1A","024F03","C01","4","1"
"M8652","MNST","1A","024F02","C01","45","21"
"M8652","MNST","1A","023F01","C01","3","1"
"M8664","MNST","D2","0D0594","C01","1","1"
"M8664","MNST","MS","0D0497","C01","1","5"
"M8664","MNST","3A","043F04","C01","2","1"
"M8664","MNST","3A","042F03","C01","1","7"
"M8664","MNST","3A","040F01","C01","2","1"
"M8664","MNST","2A","034F03","C01","10","4"
"M8664","MNST","2A","032F02","C01","4","2"
"M8664","MNST","2A","030F01","C01","5","1"
"M8666","MNST","D2","0D0079","C01","1","0"
"M8666","MNST","3A","043F04","C01","0","1"
"M8666","MNST","3A","042F03","C01","1","0"
"M8666","MNST","3A","040F01","C01","0","1"
"M8666","MNST","2A","034F03","C01","0","1"
"M10756","MNST","D2","0D0079","C01","4","0"
"M10756","MNST","3A","044F06","C01","6","2"
"M10756","MNST","3A","044F05","C01","4","1"
"M10756","MNST","3A","043F04","C01","15","4"
"M10756","MNST","3A","042F03","C01","8","5"
"M10756","MNST","3A","041F02","C01","1","1"
"M10756","MNST","3A","040F01","C01","2","1"
"M10756","MNST","2A","035F05","C01","8","6"
"M10756","MNST","2A","035F04","C01","5","7"
"M10756","MNST","2A","034F03","C01","4","4"
"M10756","MNST","2A","032F02","C01","8","6"
"M10756","MNST","1A","024F03","C01","4","2"
"M10756","MNST","1A","024F02","C01","1","0"
"M8660","MNST","D2","0D0079","C01","2","1"
"M8660","MNST","3A","044F06","C01","1","0"
"M8660","MNST","3A","044F05","C01","1","2"
"M8660","MNST","3A","043F04","C01","2","2"
"M8660","MNST","3A","042F03","C01","1","0"
"M8660","MNST","2A","035F05","C01","1","2"
"M8660","MNST","2A","035F04","C01","0","1"
"M8660","MNST","2A","034F03","C01","4","1"
"M8660","MNST","2A","032F02","C01","6","4"
"M8660","MNST","1A","024F02","C01","0","1"
"M8668","MNST","D1","0D0077","C01","2","0"
"M8668","MNST","D2","0D0079","C01","2","6"
"M8668","MNST","3A","044F06","C01","4","6"
"M8668","MNST","3A","044F05","C01","6","2"
"M8668","MNST","3A","043F04","C01","3","6"
"M8668","MNST","3A","042F03","C01","7","8"
"M8668","MNST","3A","041F02","C01","2","0"
"M8668","MNST","3A","040F01","C01","4","3"
"M8668","MNST","2A","035F05","C01","3","2"
"M8668","MNST","2A","035F04","C01","9","10"
"M8668","MNST","2A","034F03","C01","14","25"
"M8668","MNST","2A","032F02","C01","7","2"
"M8668","MNST","2A","030F01","C01","2","1"
"M8668","MNST","1A","024F03","C01","6","1"
"M8655","MNST","D2","0D0079","C01","0","1"
"M8655","MNST","3A","044F06","C01","3","6"
"M8655","MNST","3A","044F05","C01","12","1"
"M8655","MNST","3A","043F04","C01","2","10"
"M8655","MNST","3A","042F03","C01","8","19"
"M8655","MNST","3A","041F02","C01","3","2"
"M8655","MNST","3A","040F01","C01","1","20"
"M8655","MNST","2A","035F06","C01","0","1"
"M8655","MNST","2A","035F05","C01","4","10"
"M8655","MNST","2A","035F04","C01","9","22"
"M8655","MNST","2A","034F03","C01","14","21"
"M8655","MNST","2A","032F02","C01","12","3"
"M8655","MNST","2A","030F01","C01","16","6"
"M8655","MNST","1A","024F03","C01","18","14"
"M8655","MNST","1A","024F02","C01","1","1"
"M10398","MNST","D1","0D0077","C01","2","0"
"M10398","MNST","D2","0D0079","C01","8","4"
"M10398","MNST","3A","044F06","C01","6","3"
"M10398","MNST","3A","044F05","C01","2","1"
"M10398","MNST","3A","043F04","C01","12","3"
"M10398","MNST","3A","042F03","C01","9","4"
"M10398","MNST","3A","040F01","C01","0","5"
"M10398","MNST","2A","035F05","C01","5","10"
"M10398","MNST","2A","035F04","C01","2","1"
"M10398","MNST","2A","034F03","C01","3","8"
"M10398","MNST","2A","032F02","C01","6","4"
"M10398","MNST","1A","024F03","C01","1","0"
"M10400","MNST","D2","0D0079","C01","2","2"
"M10400","MNST","3A","044F06","C01","3","2"
"M10400","MNST","3A","044F05","C01","3","2"
"M10400","MNST","3A","043F04","C01","5","5"
"M10400","MNST","3A","042F03","C01","10","10"
"M10400","MNST","3A","041F02","C01","1","1"
"M10400","MNST","3A","040F01","C01","0","1"
"M10400","MNST","2A","035F05","C01","3","7"
"M10400","MNST","2A","035F04","C01","0","2"
"M10400","MNST","2A","034F03","C01","7","12"
"M10400","MNST","2A","032F02","C01","3","1"
"M10400","MNST","1A","024F03","C01","2","2"
"M8665","MNST","D2","0D0079","C01","4","7"
"M8665","MNST","3A","044F06","C01","34","46"
"M8665","MNST","3A","043F04","C01","10","16"
"M8665","MNST","3A","042F03","C01","13","8"
"M8665","MNST","3A","041F02","C01","10","1"
"M8665","MNST","3A","040F01","C01","2","3"
"M8665","MNST","2A","035F05","C01","1","2"
"M8665","MNST","2A","035F04","C01","8","6"
"M8665","MNST","2A","034F03","C01","14","17"
"M8665","MNST","2A","032F02","C01","24","27"
"M8665","MNST","2A","030F01","C01","28","33"
"M8665","MNST","1A","024F03","C01","5","9"
"M8665","MNST","1A","024F02","C01","4","1"
"M8665","MNST","1A","023F01","C01","13","8"
"RA65","MNST","3A","044F05","C01","4","1"
"RA65","MNST","3A","043F04","C01","1","0"
"RA65","MNST","3A","041F02","C01","1","1"
"RA65","MNST","2A","035F04","C01","2","0"
"RA65","MNST","2A","034F03","C01","3","0"
"RA65","MNST","2A","030F01","C01","1","1"
"M8649","PCMD","D1","0D0CON","C01","1","0"
"M8649","PCMD","D1","0D0077","C01","0","1"
"M8649","PCMD","D2","0D0376","C01","3","2"
"M8649","PCMD","D2","0D0079","C01","1","0"
"M8649","PCMD","CA","0CAF08","C01","2","5"
"M8649","PCMD","CA","0CAF07","C01","2","2"
"M8649","PCMD","CA","0CAF06","C01","4","4"
"M8649","PCMD","CA","0CAF05","C01","2","0"
"M8649","PCMD","CA","0CAF03","C01","1","1"
"M8649","PCMD","CA","0CAF02","C01","0","1"
"M8649","PCMD","CA","0CAF01","C01","1","0"
"M8649","PCMD","CB","0CBF09","C01","1","0"
"M8649","PCMD","CB","0CBF08","C01","2","3"
"M8649","PCMD","CB","0CBF07","C01","2","2"
"M8649","PCMD","CB","0CBF05","C01","1","1"
"AG9844","AGFI","D1","0D0077","C01","1","0"
"AG9844","AGFI","D1","0D0078","C01","1","0"
"AG9844","AGFI","D2","0D0079","C01","3","0"
"AG9844","AGFI","3A","044F06","C01","5","0"
"AG9844","AGFI","3A","044F05","C01","16","9"
"AG9844","AGFI","3A","043F04","C01","6","3"
"AG9844","AGFI","3A","042F03","C01","3","1"
"AG9844","AGFI","3A","041F02","C01","0","1"
"AG9844","AGFI","3A","040F01","C01","0","1"
"AG9844","AGFI","2A","035F06","C01","2","2"
"AG9844","AGFI","2A","035F05","C01","6","2"
"AG9844","AGFI","2A","035F04","C01","11","12"
"AG9844","AGFI","2A","034F03","C01","7","4"
"AG9844","AGFI","2A","032F02","C01","10","6"
"AG9844","AGFI","2A","030F01","C01","1","0"
"AG9844","AGFI","1A","024F02","C01","1","1"
"AG9847","AGFI","D1","0D0077","C01","4","0"
"AG9847","AGFI","D2","0D0079","C01","13","6"
"AG9847","AGFI","D2","0D0080","C01","1","0"
"AG9847","AGFI","3A","044F06","C01","15","14"
"AG9847","AGFI","3A","044F05","C01","26","20"
"AG9847","AGFI","3A","043F04","C01","39","31"
"AG9847","AGFI","3A","042F03","C01","23","22"
"AG9847","AGFI","3A","041F02","C01","21","31"
"AG9847","AGFI","3A","040F01","C01","21","32"
"AG9847","AGFI","2A","035F06","C01","1","1"
"AG9847","AGFI","2A","035F05","C01","16","16"
"AG9847","AGFI","2A","035F04","C01","53","85"
"AG9847","AGFI","2A","034F03","C01","32","61"
"AG9847","AGFI","2A","032F02","C01","18","18"
"AG9847","AGFI","2A","030F01","C01","2","6"
"AG9847","AGFI","1A","024F02","C01","2","0"
"M8655","VVFF","DI","0D0188","C01","1","0"
"M8655","VVFF","DI","0D0189","C01","1","0"
"M8655","VVFF","DI","0D026A","C01","1","0"
"M8655","VVFF","VD","D43D05","C01","2","0"
"M8655","VVFF","IA","I42SD3","C01","5","0"
"M8655","VVFF","IA","I42IS4","C01","2","0"
"M8655","VVFF","IA","I42IS3","C01","12","0"
"M8655","VVFF","IA","I42IS2","C01","3","0"
"M8655","VVFF","CL","C40DA3","C01","3","4"
"M8655","VVFF","CL","C40CA2","C01","3","11"
"M8655","VVFF","CT","C40DI3","C01","1","0"
"M8655","VVFF","CR","Q34CR3","C01","36","0"
"M8655","VVFF","CR","Q34CR1","C01","75","0"
"M8655","VVFF","CR","Q32CS3","C01","34","0"
"M8655","VVFF","CR","Q32CS2","C01","3","0"
"M8655","VVFF","CR","Q32CS1","C01","1","0"
"M8655","VVFF","CR","V30VF5","C01","2","0"
"M8655","VVFF","AT","E32AS3","C01","1","0"
"M8655","VVFF","AT","E32AS2","C01","3","8"
"M8655","VVFF","OP","O25OP4","C01","7","5"
"M8655","VVFF","OP","O25OP3","C01","1","0"
"M8655","VVFF","OP","O25OP2","C01","0","1"
"M8659","CCSS","DI","0D0554","C01","2","0"
"M8659","CCSS","DI","0D0220","C01","3","0"
"M8659","CCSS","DI","0D0218","C01","30","0"
"M8659","CCSS","TS","0D0229","C01","4","0"
"M8659","CCSS","TS","0D0228","C01","1","0"
"M8659","CCSS","TS","0D0302","C01","5","0"
"M8659","CCSS","TS","0D0232","C01","1","0"
"M8659","CCSS","TS","0D0530","C01","1","0"
"M8659","CCSS","IP","016MC0","C01","5","0"
"M8659","CCSS","IP","016224","C01","4","0"
"M8659","CCSS","IP","015238","C01","1","0"
"M8659","CCSS","IP","017837","C01","9","0"
"M8659","CCSS","IP","017836","C01","128","0"
"M8659","CCSS","IP","017237","C01","3","0"
"M8659","CCSS","RS","015212","C01","46","0"
"M8659","CCSS","RS","014211","C01","7","0"
"M8659","CCSS","RS","014230","C01","1","0"
"M8659","CCSS","RS","015839","C01","33","0"
"M8659","CCSS","PP","013210","C01","1","0"
"M8659","CCSS","PP","013216","C01","1","0"
"M8659","CCSS","PP","013842","C01","28","0"
"M8660","CFOR","DI","0D0274","C01","2","0"
"M8660","CFOR","TS","0D0572","C01","1","0"
"M8660","CFOR","TS","0D0574","C01","1","0"
"M8660","CFOR","IP","017836","C01","15","0"
"M8660","CFOR","IP","017268","C01","7","0"
"M8660","CFOR","RS","015198","C01","8","0"
"M8660","CFOR","RS","014197","C01","3","0"
"M8660","CFOR","AS","013259","C01","2","0"
"M8660","CFOR","AS","013181","C01","1","0"
"M8660","CFOR","PC","000061","C01","11","1"
"M8668","GGFF","DI","0D0554","C01","1","0"
"M8668","GGFF","DI","0D0221","C01","2","0"
"M8668","GGFF","DI","0D0220","C01","1","0"
"M8668","GGFF","DI","0D0524","C01","1","0"
"M8668","GGFF","DI","0D0218","C01","21","0"
"M8668","GGFF","TS","0D0229","C01","1","0"
"M8668","GGFF","TS","0D0228","C01","10","0"
"M8668","GGFF","TS","0D0302","C01","2","0"
"M8668","GGFF","UF","018213","C01","6","0"
"M8668","GGFF","UF","018226","C01","1","0"
"M8668","GGFF","IP","017836","C01","12","0"
"M8668","GGFF","IP","016224","C01","1","0"
"M8668","GGFF","RS","015839","C01","4","0"
"M8655","PPSS","DI","0D0400","C01","5","0"
"M8655","PPSS","DI","0D0189","C01","25","0"
"M8655","PPSS","DI","0D0511","C01","1","0"
"M8655","PPSS","DI","0D0274","C01","21","8"
"M8655","PPSS","DI","0D0194","C01","1","0"
"M8655","PPSS","TS","0D0203","C01","12","1"
"M8655","PPSS","TS","0D0515","C01","1","1"
"M8655","PPSS","TS","0D0202","C01","1","1"
"M8655","PPSS","IP","017836","C01","86","6"
"M8655","PPSS","IP","017268","C01","9","0"
"M8655","PPSS","IP","016192","C01","1","0"
"M8655","PPSS","IP","016IC0","C01","57","0"
"M8655","PPSS","RS","015198","C01","9","1"
"M8655","PPSS","RS","014197","C01","8","1"
"M8655","PPSS","RS","015839","C01","59","0"
"M8655","PPSS","AS","013259","C01","1","0"
"M8655","PPSS","AS","013257","C01","1","0"
"M8655","PPSS","AS","013842","C01","1","0"
"M8652","PPEN","DI","0E0220","C01","1","0"
"M8652","PPEN","VD","018182","C01","8","0"
"M8652","PPEN","VD","017256","C01","1","0"
"M8652","PPEN","IP","017836","C01","41","0"
"M8652","PPEN","IP","017837","C01","10","0"
"M8652","PPEN","IP","017268","C01","9","0"
"M8652","PPEN","IP","016192","C01","46","0"
"M8652","PPEN","IP","015191","C01","6","0"
"M8652","PPEN","IP","014201","C01","7","0"
"M8652","PPEN","IP","016IC0","C01","2","0"
"M8652","PPEN","RS","015198","C01","63","0"
"M8652","PPEN","RS","014197","C01","109","0"
"M8652","PPEN","RS","014280","C01","4","0"
"M8652","PPEN","AS","013259","C01","668","0"
"M8652","PPEN","AS","013181","C01","18","0"
"M8652","PPEN","AS","013179","C01","13","0"
"M8652","PPEN","AS","013257","C01","18","0"
"M8652","PPEN","RP","000180","C01","7","0"
"M8659","AAMM","DI","0D0298","C01","3","0"
"M8659","AAMM","DI","0D0297","C01","1","0"
"M8659","AAMM","DI","0D0220","C01","5","0"
"M8659","AAMM","DI","0D0524","C01","5","0"
"M8659","AAMM","DI","0D0218","C01","67","0"
"M8659","AAMM","TS","0D0525","C01","4","0"
"M8659","AAMM","TS","0D0229","C01","150","0"
"M8659","AAMM","TS","0D0527","C01","1","0"
"M8659","AAMM","TS","0D0228","C01","7","0"
"M8659","AAMM","TS","0D0223","C01","3","0"
"M8659","AAMM","TS","0D0302","C01","10","0"
"M8659","AAMM","UF","018213","C01","4","0"
"M8659","AAMM","MR","017830","C01","377","0"
"M8659","AAMM","MR","017834","C01","23","0"
"M8659","AAMM","MR","017556","C01","24","0"
"M8659","AAMM","MR","017MC0","C01","70","0"
"M8659","AAMM","MR","016305","C01","1","0"
"M8659","AAMM","MR","015306","C01","1","0"
"M8659","AAMM","SG","015326","C01","2","0"
"M8659","AAMM","SG","014325","C01","3","0"
"M8659","AAMM","SG","014308","C01","1","0"
"M10756","CPOR","DI","0D0330","C01","1","0"
"M10756","CPOR","DI","0D0334","C01","1","0"
"M10756","CPOR","DI","0D0346","C01","2","0"
"M10756","CPOR","DI","0D0345","C01","4","0"
"M10756","CPOR","TS","0D0331","C01","3","0"
"M10756","CPOR","TS","0D0342","C01","2","0"
"M10756","CPOR","MR","017830","C01","7","0"
"M8659","EEII","DI","0D0SGD","C01","1","0"
"M8659","EEII","DI","0D0328","C01","6","0"
"M8659","EEII","DI","0D0323","C01","9","0"
"M8659","EEII","DI","0D0317","C01","14","0"
"M8659","EEII","DI","0D0218","C01","38","0"
"M8659","EEII","DI","0D0217","C01","1","0"
"M8659","EEII","TS","0D0229","C01","73","0"
"M8659","EEII","TS","0D0223","C01","15","0"
"M8659","EEII","TS","0D0227","C01","2","0"
"M8659","EEII","UF","019222","C01","0","1"
"M8659","EEII","UF","018213","C01","3","0"
"M8659","EEII","UF","018226","C01","2","2"
"M8659","EEII","UF","017225","C01","1","0"
"M8659","EEII","MR","017830","C01","505","0"
"M8659","EEII","MR","017834","C01","54","0"
"M8659","EEII","MR","017556","C01","8","0"
"M8659","EEII","MR","016MC0","C01","14","0"
"M8659","EEII","MR","015238","C01","2","0"
"M8659","MMAA","DI","0D0340","C01","3","0"
"M8659","MMAA","DI","0D0339","C01","4","0"
"M8659","MMAA","DI","0D0334","C01","2","0"
"M8659","MMAA","DI","0D0346","C01","58","0"
"M8659","MMAA","TS","0D0331","C01","5","0"
"M8659","MMAA","TS","0D0565","C01","11","0"
"M8659","MMAA","MR","017830","C01","50","0"
"M8659","MMAA","MR","017556","C01","14","0"
"M8659","MMAA","RP","017832","C01","7","0"
"OC9816","AVST","G1","0D0380","C01","4","1"
"OC9829","CSTA","G1","0D0374","C01","1","0"
"OC9829","CSTA","G1","0D0844","C01","1","0"
"OC9829","CSTA","G1","0D0PSE","C01","48","5"
"OC9829","CSTA","G1","0D0COE","C01","1","0"
"OC9815","CCON","G1","0D0PGE","C01","1","0"
"OC9815","CCON","G1","0D0PSE","C01","4","0"
"M8659","MAMI","G1","0D0388","C01","1","0"
"M8652","MGOR","G1","0D0MT1","C01","1","0"
"M8652","MGOR","G1","0D0MT2","C01","1","0"
"M8652","MGOR","G1","0D0MT3","C01","1","0"
"M8652","MGOR","G1","0D0MT4","C01","121","15"
"M8652","MGOR","G1","0D0MT5","C01","1","0"
"M8653","CDIP","E1","0D0106","C01","4","0"
"M8653","CDIP","E1","0D0109","C01","3","1"
"M8653","CDIP","E1","0D0107","C01","1","0"
"M8655","CPRE","I1","0D0111","C01","9","2"
"M8655","CPRE","I1","0D0112","C01","5","10"
"M8655","CPRE","I1","0D0113","C01","1","0"
"M8652","CPEN","CP","0D0DGP","C01","0","1"
"M8652","CPEN","CP","0D0DPP","C01","2","0"
"PN8575","EPNE","AA","027000","C01","1","0"
"AA8556","EPNE","AP","0D0481","C01","1","0"
"AA8556","EPNE","AC","046000","C01","1","0"
"AA8556","EPNE","AC","043000","C01","0","1"
"AA8556","EPNE","AA","023000","C01","1","0"
"AA8556","EPNE","PC","000061","C01","1","0"
"PN8566","EPNE","AC","040000","C01","1","0"
"PN8566","EPNE","AB","034000","C01","1","0"
"AG191","EPNE","AB","034000","C01","1","0"
"E8535","EPNE","D1","0D0077","C01","1","0"
"E8535","EPNE","AC","046000","C01","0","1"
"E8535","EPNE","AC","043000","C01","4","3"
"E8535","EPNE","AB","034000","C01","5","4"
"AA43","EPNE","AC","043000","C01","0","1"
"AA8582","EPNE","MD","0D0585","C01","1","0"
"AA8582","EPNE","AC","045000","C01","0","1"
"AA8582","EPNE","AB","034000","C01","1","0"
"AA8582","EPNE","AB","030000","C01","1","0"
"AA8582","EPNE","AA","025000","C01","1","0"
"T8531","EPNE","PC","000061","C01","0","1"
"F8522","EPNE","D2","0D0079","C01","1","2"
"F8522","EPNE","MD","0D0584","C01","2","3"
"F8522","EPNE","MD","0D0585","C01","5","1"
"F8522","EPNE","AP","0D0473","C01","3","0"
"F8522","EPNE","AP","0D0481","C01","0","1"
"F8522","EPNE","AP","0D0480","C01","1","0"
"F8522","EPNE","RE","0E0076","C01","1","0"
"F8522","EPNE","AC","046000","C01","7","6"
"F8522","EPNE","AC","045000","C01","4","4"
"F8522","EPNE","AC","043000","C01","3","7"
"F8522","EPNE","AC","042000","C01","4","3"
"F8522","EPNE","AB","034000","C01","5","0"
"F8522","EPNE","AB","030000","C01","1","0"
"F8522","EPNE","AA","025000","C01","2","3"
"F8522","EPNE","AA","023000","C01","1","0"
"F8522","EPNE","PC","000061","C01","3","0"
"F8521","EPNE","D2","0D0079","C01","1","0"
"F8521","EPNE","MD","0D0584","C01","3","1"
"F8521","EPNE","MD","0D0585","C01","3","2"
"F8521","EPNE","AP","0D0473","C01","0","1"
"F8521","EPNE","AP","0D0472","C01","1","0"
"F8521","EPNE","AP","0D0480","C01","1","0"
"F8521","EPNE","AC","046000","C01","7","4"
"F8521","EPNE","AC","045000","C01","14","5"
"F8521","EPNE","AC","043000","C01","16","5"
"F8521","EPNE","AC","042000","C01","6","7"
"F8521","EPNE","AC","040000","C01","0","1"
"F8521","EPNE","AB","034000","C01","6","3"
"F8521","EPNE","AB","032000","C01","5","8"
"F8521","EPNE","AB","030000","C01","3","0"
"F8521","EPNE","AA","025000","C01","6","2"
"F8521","EPNE","AA","023000","C01","8","2"
"AA8589","EPNE","AC","043000","C01","0","1"
"E8448","EPNE","AC","043000","C01","1","0"
"AA8538","EPNE","AB","034000","C01","0","1"
"PN8576","EPNE","AA","023000","C01","1","0"
"PN8557","EPNE","AC","043000","C01","2","1"
"PN8557","EPNE","AC","042000","C01","0","1"
"PN8557","EPNE","AB","034000","C01","2","0"
"PN8557","EPNE","AB","032000","C01","1","1"
"E8485","EPNE","AB","032000","C01","1","0"
"PN8568","EPNE","AC","043000","C01","1","0"
"PN8532","EPNE","AB","030000","C01","1","0"
"IR8540","ERIC","RI","0D0089","C01","1","0"
"IR8540","ERIC","RI","0D0397","C01","2","0"
"IR8545","ERIC","RI","0D0089","C01","11","3"
"IR8545","ERIC","RI","0D0397","C01","11","6"
"IR8545","ERIC","RI","0D0093","C01","1","3"
"IR8545","ERIC","TC","0D0090","C01","3","0"
"IR8545","ERIC","TC","0D0398","C01","1","0"
"IR8545","ERIC","D2","0D0079","C01","0","1"
"IR8545","ERIC","LI","012088","C01","10","2"
"IR8545","ERIC","LI","012091","C01","0","2"
"IR8545","ERIC","LI","013088","C01","3","1"
"IR8545","ERIC","LI","014092","C01","1","1"
"IR8545","ERIC","LI","016092","C01","3","0"
"IR8545","ERIC","LI","016396","C01","1","1"
"IR8545","ERIC","LI","016087","C01","1","0"
"IR8545","ERIC","DB","0D0IST","C01","0","1"
"IR10216","ERIC","RI","0D0089","C01","2","1"
"IR10216","ERIC","RI","0D0397","C01","2","0"
"IR10216","ERIC","D2","0D0079","C01","1","0"
"IR10216","ERIC","LI","012091","C01","0","1"
"IR10216","ERIC","LI","013088","C01","2","0"
"IR10216","ERIC","LI","014088","C01","1","0"
"IR10216","ERIC","LI","016092","C01","1","0"
"IR10216","ERIC","LI","016396","C01","0","1"
"IR10216","ERIC","LI","016087","C01","1","1"
"IR10216","ERIC","LI","018092","C01","3","2"
"AA8542","ERIC","RI","0D0089","C01","7","1"
"AA8542","ERIC","RI","0D0397","C01","7","2"
"AA8542","ERIC","TC","0D0090","C01","1","0"
"AA8542","ERIC","TC","0D0398","C01","2","2"
"AA8542","ERIC","TC","0D0E94","C01","4","0"
"AA8542","ERIC","LI","012088","C01","6","1"
"IR9963","ERIC","RI","0D0093","C01","2","0"
"IR9963","ERIC","TC","0D0090","C01","1","0"
"IR9963","ERIC","LI","012088","C01","3","1"
"IR9963","ERIC","LI","014092","C01","2","1"
"IR9963","ERIC","LI","016396","C01","0","1"
"IR9963","ERIC","DB","0D0IST","C01","2","1"
"F8522","ERIC","RI","0D0089","C01","1","0"
"F8522","ERIC","LI","012088","C01","3","0"
"F8522","ERIC","LI","013088","C01","1","0"
"F8522","ERIC","LI","014088","C01","1","0"
"F8522","ERIC","LI","014092","C01","1","0"
"F8522","ERIC","LI","014087","C01","0","1"
"F8522","ERIC","LI","016087","C01","0","1"
"IR8552","ERIC","RI","0D0089","C01","1","0"
