ISTITUZIONE;CONTRATTO;MACROCATEGORIA;CATEGORIA;TELE_LAVORO_UOMINI;TELE_LAVORO_DONNE;SOGGETTI_TURNAZIONE_UOMINI;SOGGETTI_TURNAZIONE_DONNE;SOGGETTI_REPERIBILITà_UOMINI;SOGGETTI_REPERIBILITà_DONNE
C7708;RALN;ND;CC;0;0;16;2;18;4
C7708;RALN;ND;CD;0;0;2;0;2;0
D8385;EN60;ND;LI;0;0;0;0;1;0
RA68;RALN;ND;CD;0;0;3;2;0;0
RA68;RALN;ND;CB;0;0;3;2;0;0
U10850;SSNA;ME;SF;0;0;2;2;0;0
U10850;SSNA;ME;ST;0;0;52;49;49;38
U10850;SSNA;ME;SI;0;0;407;477;180;86
U10850;SSNA;ME;LA;0;0;10;3;0;0
U10850;SSNA;ME;DS;0;0;0;0;1;21
U10850;SSNA;ME;SV;0;0;10;3;27;5
U10850;SSNA;ME;LT;0;0;208;210;84;15
U10850;SSNA;ME;MD;0;0;0;0;271;79
U10850;SSNA;ME;MV;0;0;0;0;25;3
C1917;RALN;ND;CA;0;0;1;1;1;0
C1917;RALN;ND;CB;0;0;0;0;4;0
C1917;RALN;ND;CD;0;0;0;1;0;1
C1917;RALN;ND;CC;0;0;4;2;2;3
C1489;RALN;ND;CC;0;0;1;1;0;0
C8072;PRBZ;NF;CB;0;0;0;0;2;0
C1145;RALN;ND;CA;0;0;3;0;6;0
C1145;RALN;ND;CB;0;0;6;3;20;2
C1145;RALN;ND;CD;0;0;8;0;15;1
C1145;RALN;ND;CC;0;0;47;26;58;20
C3820;RALN;ND;CD;0;0;0;0;2;0
C3820;RALN;ND;CB;0;0;0;0;12;0
C4508;RALN;ND;CC;0;0;0;0;1;1
C4508;RALN;ND;CD;0;0;0;0;2;1
C4508;RALN;ND;CB;0;0;0;0;7;1
C5995;RALN;ND;PC;0;0;0;0;1;5
C5995;RALN;ND;CC;0;0;0;0;10;1
C5995;RALN;ND;CB;0;0;0;0;7;0
C5995;RALN;ND;CD;0;0;12;0;11;2
C8157;RALN;ND;CD;0;0;2;0;0;0
C8157;RALN;ND;CC;0;0;2;1;0;0
C7563;RALN;ND;CC;0;0;7;3;0;0
C7963;RALN;ND;CD;0;0;1;0;0;0
C7963;RALN;ND;CB;0;0;0;0;0;1
C7963;RALN;ND;CC;0;0;6;1;1;0
C7292;RALN;ND;CD;0;0;2;0;0;0
C7292;RALN;ND;CC;0;0;2;2;0;0
IP10123;RALN;ND;CB;0;0;1;10;0;0
IP10123;RALN;ND;CC;0;0;0;2;0;0
Q9140;UNIV;ND;CC;1;2;0;0;0;0
Q9140;UNIV;ND;CD;0;2;0;0;0;0
C5885;RALN;ND;CB;0;0;1;1;0;0
C5885;RALN;ND;CA;0;0;6;0;0;0
C5885;RALN;ND;CC;0;0;19;5;2;0
C5885;RALN;ND;CD;0;0;3;1;2;1
C4481;RALN;ND;CB;0;0;0;0;1;0
C4481;RALN;ND;CC;0;0;0;0;1;0
C4131;PRBZ;NF;CB;0;0;0;0;2;0
C7314;RALN;ND;CB;0;0;0;0;0;1
C7314;RALN;ND;CC;0;0;0;0;2;0
C7319;RALN;ND;CB;0;0;0;0;1;0
C7319;RALN;ND;CC;0;0;4;2;4;1
C7319;RALN;ND;CD;0;0;3;0;3;0
C7665;RALN;ND;CC;0;0;5;0;0;0
UC10609;RALN;ND;CC;0;0;4;0;0;0
UC10609;RALN;ND;CD;0;0;1;0;0;0
C5559;RALN;ND;CC;0;0;1;1;0;1
C5559;RALN;ND;CB;0;0;0;0;2;0
C2464;RALN;ND;CC;0;0;0;0;1;1
C2464;RALN;ND;CB;0;0;0;0;1;0
C2464;RALN;ND;CD;0;0;0;0;1;0
C2407;RALN;ND;CA;0;0;2;2;0;0
C2407;RALN;ND;CD;0;0;1;0;1;0
C2407;RALN;ND;CB;0;0;2;0;23;0
C2407;RALN;ND;CC;0;0;26;17;22;10
C2387;RALN;ND;CC;0;0;5;5;1;2
C2294;RALN;ND;CB;0;0;0;0;19;0
C2294;RALN;ND;CC;0;0;26;14;22;7
C2294;RALN;ND;CD;0;0;1;1;6;0
C2684;RALN;ND;CB;0;0;0;0;6;0
C2684;RALN;ND;CD;0;0;4;0;5;0
C2684;RALN;ND;CC;0;0;17;5;8;0
C2572;RALN;ND;CC;0;0;12;2;1;3
C2572;RALN;ND;CB;0;0;0;0;0;1
C2572;RALN;ND;CD;0;0;1;0;0;0
C2569;RALN;ND;CB;0;0;0;1;0;0
C2569;RALN;ND;CC;0;0;6;7;0;0
C2569;RALN;ND;CD;0;0;2;0;0;0
C2591;RALN;ND;CB;0;0;1;0;4;0
C2591;RALN;ND;CD;0;0;0;0;0;1
C2591;RALN;ND;CC;0;0;9;3;11;4
C2525;RALN;ND;CA;0;0;1;24;7;0
C2525;RALN;ND;CD;1;0;0;0;9;0
C2525;RALN;ND;CB;0;0;2;7;11;0
C2525;RALN;ND;CC;0;2;40;52;8;0
C3162;RALN;ND;CD;0;0;24;5;20;5
C7417;RALN;ND;CC;0;0;1;1;0;0
C2938;PRBZ;NF;CB;0;0;2;0;0;0
C8304;RALN;ND;CC;0;0;3;0;0;0
Q9184;UNIV;ND;CC;2;1;3;4;0;0
Q9184;UNIV;ND;CB;0;0;2;4;0;0
Q9184;UNIV;ND;CD;0;3;0;0;0;0
P9037;RALN;ND;CC;0;0;23;3;31;4
P9037;RALN;ND;CD;0;0;3;1;18;1
C2002;RALN;ND;CC;0;0;4;1;2;0
C2002;RALN;ND;CB;0;0;0;0;1;0
C5253;RALN;ND;CC;0;0;6;2;0;1
C1501;RALN;ND;CB;0;0;0;0;0,7;0
C1501;RALN;ND;CC;0;0;20,27;4,05;4,03;0,83
C1501;RALN;ND;CD;0;0;2,03;2,03;0,47;0,6
C6605;RALN;ND;CB;0;0;2;24;4;0
C6605;RALN;ND;CC;0;0;4;3;5;1
C6216;RALN;ND;CC;0;0;2;0;0;0
C6216;RALN;ND;CD;0;0;1;0;0;0
C6405;RALN;ND;CD;0;0;0;0;0;1
C6405;RALN;ND;CB;0;0;0;1;0;0
C6405;RALN;ND;CA;0;0;0;1;0;0
C6250;RALN;ND;CB;0;0;0;0;7;0
C6250;RALN;ND;CC;0;0;5;1;1;0
C6250;RALN;ND;CD;0;0;1;1;1;0
C6684;RALN;ND;CB;0;0;0;0;3;2
C6684;RALN;ND;CA;0;0;0;0;0;2
C2210;RALN;ND;CC;0;0;1;1;2;2
C2210;RALN;ND;CB;0;0;0;0;3;0
C6693;RALN;ND;CB;0;0;0;0;1;1
C6693;RALN;ND;CC;0;0;0;3;0;1
UC10583;RALN;ND;CD;0;0;7;5;6;4
UC10583;RALN;ND;CC;0;0;15;18;13;14
C577;RALN;ND;CA;0;0;0;0;1;0
C577;RALN;ND;CC;0;0;9;7;1;0
C1160;RALN;ND;CC;0;0;0;0;2;0
C1160;RALN;ND;CB;0;0;0;0;2;1
C1238;RALN;ND;CB;0;0;1;0;0;1
C1238;RALN;ND;CC;0;0;3;0;1;0
C3115;RALN;ND;CD;0;1;13;4;19;4
C3115;RALN;ND;CC;0;1;44;39;27;13
C3115;RALN;ND;CB;1;0;4;2;17;1
C4273;RALN;ND;CA;0;0;0;0;1;0
C4273;RALN;ND;CC;0;0;0;0;1;1
C3697;RALN;ND;CC;0;0;4;6;0;1
C1530;RALN;ND;CC;0;0;4;6;3;0
C1530;RALN;ND;CB;0;0;0;0;14;2
C2326;RALN;ND;CC;0;0;12;1;0;0
C963;RALN;ND;CD;2;5;23;33;16;13
C963;SCLA;CO;DO;0;1;0;0;0;0
C963;RALN;ND;CA;0;0;4;2;0;0
C963;RALN;ND;CC;3;24;308;338;135;108
C963;RALN;ND;CB;0;1;91;285;16;4
C1877;RALN;ND;CD;0;0;1;1;1;0
C1877;RALN;ND;CB;0;0;0;0;0;2
C1877;RALN;ND;CC;0;0;2;1;1;1
C8284;RALN;ND;CC;0;0;11;0;13;0
C8284;RALN;ND;CB;0;0;0;0;2;0
P9076;RALN;ND;CD;0;0;0;0;8;6
P9076;RALN;ND;CC;0;0;0;0;22;2
P9076;RALN;ND;CB;0;0;2;0;16;0
V10571;RALN;ND;CC;1;1;0;0;0;0
J9694;SSNA;ME;LT;0;0;22;35;6;0
J9694;SSNA;ME;SI;0;0;20;87;4;17
J9694;SSNA;ME;MD;0;0;28;17;33;25
J9694;SSNA;ME;ST;0;0;0;0;9;14
C4080;RALN;ND;CD;0;0;0;0;0;1
C4080;RALN;ND;CC;0;0;1;1;4;0
C4080;RALN;ND;CB;0;0;0;0;1;0
C2928;RALN;ND;CB;0;0;6;0;5;0
C2928;RALN;ND;CC;0;0;11;11;9;2
C2928;RALN;ND;CD;0;0;7;0;9;2
C2792;RALN;ND;CD;0;0;5;4;7;1
C2792;RALN;ND;CB;0;0;0;6;9;0
C2792;RALN;ND;CC;0;0;18;5;20;3
C2916;RALN;ND;CD;0;0;7;0;8;1
C2916;RALN;ND;CB;0;0;1;2;26;0
C2916;RALN;ND;CC;0;0;29;10;31;13
C3081;RALN;ND;CD;0;0;0;0;0;1
C3081;RALN;ND;CB;0;0;0;0;3;0
C3081;RALN;ND;CC;0;0;0;0;0;1
C3059;RALN;ND;CC;0;0;15;1;16;1
C3059;RALN;ND;CA;0;0;0;0;6;0
C3059;RALN;ND;CB;0;0;5;0;9;0
C3059;RALN;ND;CD;0;0;3;0;3;0
C3043;RALN;ND;CC;0;0;0;2;1;2
C3043;RALN;ND;CD;0;0;0;1;0;0
C3043;RALN;ND;CB;0;0;4;0;7;0
C2989;RALN;ND;CC;0;0;73;76;77;67
C2989;RALN;ND;CB;0;0;22;41;17;11
C2989;RALN;ND;CA;0;0;2;2;0;0
C2989;RALN;ND;CD;0;0;12;9;19;8
C3034;RALN;ND;CB;0;0;0;0;14;0
C3034;RALN;ND;CD;0;0;3;0;5;0
C3034;RALN;ND;CC;0;0;14;2;1;2
C3032;RALN;ND;CB;0;0;0;0;6;0
C3032;RALN;ND;CC;0;0;4;2;4;0
C2958;RALN;ND;CD;0;0;1;0;2;0
C2958;RALN;ND;CA;0;0;0;0;4;0
C2958;RALN;ND;CC;0;0;19;11;23;13
C2958;RALN;ND;CB;0;0;0;0;1;0
C3303;RALN;ND;CB;0;0;0;0;2;1
C3303;RALN;ND;CC;0;0;2;3;0;1
C3307;RALN;ND;CC;0;0;0;4;0;0
C3256;RALN;ND;CC;0;0;2;0;0;0
C3291;RALN;ND;CC;0;0;3;2;3;1
C3291;RALN;ND;CB;0;0;0;0;1;2
C3116;RALN;ND;CD;0;0;0;0;0;1
C3116;RALN;ND;CB;0;0;0;0;6;0
C3116;RALN;ND;CC;0;0;5;1;0;0
C3146;RALN;ND;CD;0;0;0;0;1;0
C3146;RALN;ND;CB;0;0;0;0;12;1
C3146;RALN;ND;CC;0;0;0;0;2;0
C6552;RALN;ND;CC;0;0;0;0;1;4
C6552;RALN;ND;CB;0;0;0;0;3;0
C6518;RALN;ND;CC;0;0;6;0;5;0
C6518;RALN;ND;CD;0;0;0;0;2;0
C6518;RALN;ND;CB;0;0;1;0;1;0
Q9179;UNIV;ND;CD;5;10;0;0;0;0
Q9179;UNIV;ND;CB;3;4;0;0;0;0
Q9179;UNIV;ND;CC;11;15;0;0;0;0
Q9179;UNIV;ND;CE;0;1;0;0;0;0
C6644;RALN;ND;CB;0;0;0;0,5;10;1
C6644;RALN;ND;CC;0;0;5;3;0;3
U9646;SSNA;ME;LT;0;0;201;154;86;10
U9646;SSNA;ME;MD;0;0;120;123;137;133
U9646;SSNA;ME;ST;0;0;44;70;41;40
U9646;SSNA;ME;DS;0;0;0;0;1;9
U9646;SSNA;ME;SF;0;0;0;3;0;0
U9646;SSNA;ME;SI;0;0;79;299;87;182
U9646;SSNA;ME;LA;0;0;1;5;0;0
C2904;REVA;SC;CB;0;0;0;0;1;0
IP10523;RALN;ND;PC;0;0;0;8;0;0
IP10523;RALN;ND;CA;0;0;11,81;52,12;0;0
C4347;RALN;ND;CC;0;0;106;87;16;22
C4347;RALN;ND;CB;0;0;11;137;27;34
C4347;RALN;ND;CD;0;0;16;6;23;7
C4347;RALN;ND;CA;0;0;3;14;0;0
C1889;RALN;ND;CA;0;0;2;0;1;0
C1889;RALN;ND;CD;0;0;5;1;13;4
C1889;RALN;ND;CB;0;0;4;0;12;2
C1889;RALN;ND;CC;0;0;53;20;58;16
C4174;RALN;ND;CD;0;0;1;1;1;0
C4174;RALN;ND;CC;1;0;14;1;21;2
C4174;RALN;ND;CB;0;0;0;0;6;0
C4174;RALN;ND;CA;0;0;0;0;7;0
D8372;EN60;ND;LI;1;0;0;0;0;0
C3646;RALN;ND;CC;0;0;8;7;9;3
C3646;RALN;ND;CB;0;0;1;5;5;0
C3646;RALN;ND;CA;0;0;0;0;8;0
C264;RALN;ND;CB;0;0;0;1;0;0
C2119;RALN;ND;CD;0;0;2;0;0;0
C2119;RALN;ND;CA;0;0;1,1;0;0;0
C2119;RALN;ND;CC;0;0;10;6;5;0
C2119;RALN;ND;CB;0;0;3,55;0;1;55
CS10052;RALN;ND;CC;0;0;0;3;0;4
CS10052;RALN;ND;CD;0;0;0;0;3;32
CS10052;RALN;ND;CB;0;0;0;12;3;50
UC9893;RALN;ND;CC;0;0;5;0;0;0
C3924;RALN;ND;CB;0;1;10;0;20;2
C3924;RALN;ND;CC;1;0;22;42;29;42
C3924;RALN;ND;CD;2;1;8;2;23;5
C3915;RALN;ND;CB;0;0;0;0;1;0
C3436;RALN;ND;CC;0;0;3;1;0;0
C5269;RALN;ND;CB;0;0;0;0;10;0
C5269;RALN;ND;CC;0;0;1;0;2;3
C4847;RALN;ND;CC;0;0;4;3;3;3
C4847;RALN;ND;CB;0;0;0;0;2;0
C4847;RALN;ND;CD;0;0;1;0;4;2
C4847;RALN;ND;CA;0;0;0;0;1;0
C4788;RALN;ND;CB;0;0;0;0;9;2
C4788;RALN;ND;CC;0;0;10;3;4;3
C4788;RALN;ND;CD;0;0;4;0;3;4
C4904;RALN;ND;CB;0;0;1;4;8;1
C4904;RALN;ND;CC;0;0;7;5;4;2
C4904;RALN;ND;CD;0;0;1;1;0;0
C4649;RALN;ND;CC;0;0;0;3;0;1
C4649;RALN;ND;CD;0;0;0;0;2;2
C3421;PRBZ;NF;CA;0;0;0;0;0;1
M8664;MNST;MM;3A;0;0;1;5;18;5
M8664;MNST;MM;1A;0;0;2;0;0;0
M8664;MNST;MM;2A;0;0;40;14;49;30
C3373;RALN;ND;CC;0;0;2;1;3;3
C3373;RALN;ND;CB;0;0;3;0;7;0
C3373;RALN;ND;CA;0;0;0;0;1;0
C6540;RALN;ND;CD;0;0;3;0;0;0
C6540;RALN;ND;CC;0;0;1;1;0;0
C6503;RALN;ND;CB;0;0;0;0;4;0
C6503;RALN;ND;CC;0;0;2;0;0;0
C6825;RALN;ND;CB;0;0;0;1;17;0
C6825;RALN;ND;CC;0;0;5;2;4;2
C6825;RALN;ND;CD;0;0;1;0;2;0
C6765;RALN;ND;CB;0;0;2;0;7;1
C6765;RALN;ND;CA;0;0;4;0;5;0
C6765;RALN;ND;CC;0;0;5;0;8;0
C6819;RALN;ND;CB;0;0;0;0;5;0
C6819;RALN;ND;CA;0;0;0;0;6;0
C6819;RALN;ND;CD;0;0;2;0;2;0
C6819;RALN;ND;CC;0;0;5;0;5;1
C6722;RALN;ND;CB;0;0;0;0;5;0
C6722;RALN;ND;CC;0;0;2;2;0;0
C6711;RALN;ND;CB;0;0;0;0;0;1
C7076;RALN;ND;CB;0;0;0;2;0;0
C7076;RALN;ND;CC;0;0;9;7;0;0
C7076;RALN;ND;CD;0;0;2;0;0;0
C6927;RALN;ND;CB;0;0;2;0;2;1
C6927;RALN;ND;CC;0;0;2;3;1;1
C6954;RALN;ND;CB;0;0;0;0;4;0
C6954;RALN;ND;CC;0;0;5;2;0;0
C6894;RALN;ND;CB;0;0;1;0;1;0
C6894;RALN;ND;CA;0;0;1;0;0;0
C6894;RALN;ND;CC;0;0;3;1;1;1
C6871;RALN;ND;CD;0;0;0;3;0;0
C6871;RALN;ND;CB;0;0;2;12;0;0
C6871;RALN;ND;CC;0;0;0;3;0;0
C6889;RALN;ND;CC;0;0;7;1;7;1
C6889;RALN;ND;CD;0;0;2;0;2;0
C7244;RALN;ND;CD;0;0;2;0;3;0
C7244;RALN;ND;CB;0;0;0;0;3;0
C7255;RALN;ND;CD;0;0;0;1;0;0
C7255;RALN;ND;CC;0;0;3;0;0;0
C3807;RALN;ND;CC;0;0;2;1;0;0
C7331;RALN;ND;CB;0;0;3;1;3;2
C4338;RALN;ND;CB;0;0;0;1;9;1
C4338;RALN;ND;CC;0;0;9;12;4;0
C4338;RALN;ND;CD;0;0;1;2;1;0
V9706;RALN;ND;CC;0;0;0;0;2;0
V9706;RALN;ND;CB;0;0;0;0;2;0
C2441;RALN;ND;CD;0;0;1;0;0;0
C2441;RALN;ND;CB;0;0;0;0;2;0
C2441;RALN;ND;CC;0;0;11;0;0;0
C2441;RALN;ND;CA;0;0;0;0;1;0
P9056;RALN;ND;CB;0;0;0;0;17;0
P9056;RALN;ND;CD;0;1;2;0;3;0
P9056;RALN;ND;CC;0;0;9;3;5;0
C3336;RALN;ND;CD;0;0;6;0;1;1
C3336;RALN;ND;CC;0;0;8;14;0;1
C3336;RALN;ND;CB;0;0;0;0;10;0
PA94;RALN;ND;CC;0;0;21;5;0;0
PA94;RALN;ND;CD;0;0;4;2;0;0
ES172;RALN;ND;CB;0;0;3;7;0;0
ES172;RALN;ND;CC;0;0;1;1;0;0
AP194;SSNA;ME;LT;0;0;0;0;45;33
AP194;SSNA;ME;DP;0;0;0;0;15;0
AP194;SSNA;ME;ST;0;0;0;0;15;21
AP194;SSNA;ME;DS;1;0;0;0;9;10
AP194;SSNA;ME;SV;0;0;0;0;42;7
C272;RALN;ND;CC;0;0;0;4;6;0
C306;RALN;ND;CB;0;0;3;0;11;0
C306;RALN;ND;CC;0;0;6;9;15;6
C306;RALN;ND;CD;0;0;2;0;3;0
C305;RALN;ND;CB;0;0;0;0;8;1
C305;RALN;ND;CA;0;0;0;0;1;0
C305;RALN;ND;CD;0;0;3;0;3;1
C305;RALN;ND;CC;0;0;6;6;10;8
C322;RALN;ND;CD;0;0;9;3;12;5
C322;RALN;ND;CC;0;0;20;5;28;8
C322;RALN;ND;CA;0;0;1;1;2;0
C322;RALN;ND;CB;0;0;4;0;24;1
C397;RALN;ND;CA;0;0;0;0;1;0
C397;RALN;ND;CB;0;0;0;0;1;0
C452;RALN;ND;CB;0;0;0;0;11;0
C452;RALN;ND;CD;0;0;3;1;2;3
C452;RALN;ND;CC;0;0;5;4;6;6
C412;RALN;ND;CC;0;0;3;1;3;2
C412;RALN;ND;CB;0;0;0;0;9;0
C6858;PRBZ;NF;CA;0;0;0;0;4;0
C6858;PRBZ;NF;CC;0;0;0;0;2;0
C6858;PRBZ;NF;CB;0;0;0;0;3;0
C7164;RALN;ND;CD;0;0;2;0;2;0
C7164;RALN;ND;CB;0;0;0;0;2;2
C7164;RALN;ND;CC;0;0;5;5;7;6
C7166;RALN;ND;CD;0;0;0;1;0;0
C7166;RALN;ND;CB;0;0;0;0;6;1
C7166;RALN;ND;CC;0;0;5;2;3;0
C7190;RALN;ND;CC;0;0;0;0;1;0
C7190;RALN;ND;CB;0;0;0;0;1;0
C7190;RALN;ND;CD;0;0;0;0;0;1
C6361;PRBZ;NF;CA;0;0;0;0;3;0
C6361;PRBZ;NF;CB;0;0;0;0;1;0
C5611;RALN;ND;CB;0;0;1;0;3;0
C5611;RALN;ND;CA;0;0;0;0;2;0
C5611;RALN;ND;CC;0;0;3;0;1;0
C2755;RALN;ND;CB;0;0;0;0;9;0
C2755;RALN;ND;CC;0;0;0;2;0;0
C399;RALN;ND;CC;0;0;2;0;0;0
C399;RALN;ND;CD;0;0;1;0;0;0
C1523;RALN;ND;CB;0;0;3;0;5;0
C1523;RALN;ND;CA;0;0;0;0;1;0
C1523;RALN;ND;CD;0;0;4;2;0;1
C1523;RALN;ND;CC;0;0;1;0;1;0
C4197;RALN;ND;CD;0;0;1;0;1;0
C4197;RALN;ND;CB;0;0;0;0;8;1
C4197;RALN;ND;CC;0;0;5;0;6;0
C4197;RALN;ND;CA;0;0;0;0;10;0
C7586;RALN;ND;CC;1;0;0;0;0;0
C7586;RALN;ND;CD;0;1;0;0;0;0
C6483;RALN;ND;CA;0;0;0;0;4;0
C6483;RALN;ND;CB;0;0;0;0;7;1
C6483;RALN;ND;CD;0;0;3;0;5;0
C6483;RALN;ND;CC;0;0;17;4;21;4
C6512;RALN;ND;CD;0;0;0;0;1;0
C6512;RALN;ND;CA;0;0;4;4;0;0
C6512;RALN;ND;CB;0;0;6;1;0;1
C1402;RALN;ND;CC;0;0;10;2;12;2
C1402;RALN;ND;CD;0;0;0;0;2;0
C1402;RALN;ND;CB;0;0;0;0;2;0
C1402;RALN;ND;CA;0;0;0;0;2;0
IR8563;ERIC;ND;LI;2;1;65;17;61;4
IR8563;ERIC;ND;RI;1;0;52;26;55;18
IR8563;ERIC;ND;TC;0;0;27;7;19;2
C6761;RALN;ND;CC;0;0;0;0;0;1
C6761;RALN;ND;CB;0;0;2;0;1;0
U10899;SSNA;ME;LT;0;0;33;133;10;4
U10899;SSNA;ME;LA;0;0;4;12;0;0
U10899;SSNA;ME;ST;0;0;9;30;1;3
U10899;SSNA;ME;DS;0;0;0;0;0;2
U10899;SSNA;ME;DP;0;0;0;0;2;0
U10899;SSNA;ME;MD;0;0;0;0;164;120
U10899;SSNA;ME;SI;1;0;61;392;6;40
U10899;SSNA;ME;SV;0;0;0;0;1;0
U10899;SSNA;ME;SF;0;0;0;1;0;0
C1811;RALN;ND;CC;0;0;17;4;17;3
C1811;RALN;ND;CD;0;0;5;0;5;0
C1811;RALN;ND;CB;0;0;0;0;8;1
C1811;RALN;ND;CA;0;0;0;0;3;1
C7982;RALN;ND;CB;0;0;0;0;1;0
C7982;RALN;ND;CD;0;0;1;0;0;2
C7982;RALN;ND;CC;0;0;3;1;2;3
C1215;RALN;ND;CC;0;0;1;1;2;2
C6830;RALN;ND;CB;0;0;0;0;1;0
C6830;RALN;ND;CD;0;0;1;0;0;1
C6830;RALN;ND;CC;0;0;9;3;0;0
C6830;RALN;ND;PC;0;0;2;0;0;0
C855;RALN;ND;CD;0;0;0;1;0;0
C855;RALN;ND;CC;0;0;0;1;1;1
C855;RALN;ND;CB;0;0;0;0;1;0
C1674;RALN;ND;CC;0;0;0;0;1;0
C1674;RALN;ND;CB;0;0;0;0;1;0
UC10305;RALN;ND;CC;0;0;3;0;0;0
C2601;RALN;ND;CB;0;0;5;0;0;0
C2601;RALN;ND;CC;0;0;7;5;0;0
C2601;RALN;ND;CD;0;0;3;0;0;0
C6424;PRBZ;NF;CB;0;0;0;0;1;0
UC9993;RALN;ND;CC;0;0;8;3;8;3
UC9993;RALN;ND;CD;0;0;1;2;1;2
C540;RALN;ND;CD;0;0;1;0;1;1
C540;RALN;ND;CC;0;0;3;0;4;0
C4251;PRBZ;NF;CD;0;0;2;0;2;0
C4251;PRBZ;NF;CA;0;0;2;0;2;0
C4251;PRBZ;NF;CC;1;2;4;1;4;1
C4251;PRBZ;NF;CB;0;1;31;8;15;4
C3723;PRBZ;NF;CB;0;0;0;0;2;0
IP10120;RALN;ND;CC;0;1;0;0;0;0
IP10120;RALN;ND;CD;0;1;10;25;0;0
IP10120;RALN;ND;CB;0;0;36;266;33;193
D8377;EN60;ND;LI;0;0;0;0;5;1
C2005;RALN;ND;CB;0;0;0;0;4;1
C2005;RALN;ND;CA;0;0;0;0;4;0
C2005;RALN;ND;CC;0;0;5;0;5;1
C2005;RALN;ND;CD;0;0;0;0;1;0
C6482;RALN;ND;CB;0;0;1;5;2;1
C6482;RALN;ND;CC;0;0;18;8;2;0
C6482;RALN;ND;CD;0;0;3;2;2;0
IP10686;RALN;ND;CB;0;0;1,05;3,16;0;0
C3618;RALN;ND;CD;0;0;3;0;3;0
C3618;RALN;ND;CC;0;0;24;1;24;2
C3499;RALN;ND;CB;0;0;6;0;0;0
C3499;RALN;ND;CD;0;0;2;0;0;0
C3499;RALN;ND;CC;0;0;6;2;0;0
C4303;RALN;ND;CC;0;0;1;1;0;0
C4233;RALN;ND;CA;0;0;1;0;1;0
C4233;RALN;ND;CC;0;0;6;4,92;9;4,92
C4233;RALN;ND;CB;0;0;2;0;6;1
C4233;RALN;ND;CD;0;0;2;0;3;0
C4209;RALN;ND;CD;0;0;1;0;1;0
C4209;RALN;ND;CC;0;0;4;2;0;2
C4136;RALN;ND;CC;0;0;2;3;0;0
C4120;RALN;ND;CB;0;0;0;0;5;0
C4609;RALN;ND;CD;0;0;2;0;2;0
C4609;RALN;ND;CC;0;0;6;9;10;10
C4523;RALN;ND;CD;0;0;1;0;1;0
C4523;RALN;ND;CB;0;0;0;0;1;0
C4523;RALN;ND;CC;0;0;3;4;1;0
C4457;RALN;ND;CD;0;0;1;0;0;0
C4420;RALN;ND;CC;0;0;9;2;4;2
C4420;RALN;ND;CB;0;0;0;0;6;0
C4420;RALN;ND;CD;0;0;2;0;3;2
C4335;RALN;ND;CC;0;0;6;5;5;0
C4335;RALN;ND;CB;0;0;0;1;10;0
C4335;RALN;ND;CD;0;0;1;1;1;0
C4308;RALN;ND;CA;0;0;16;21;0;0
