REGIONE;ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;UOMINI;DONNE
R00072;IR10216;ERIC;RI;0D0089;6;8
R00161;IR10216;ERIC;LI;012088;5;0
R00063;IR10216;ERIC;LI;012088;2;0
R00090;IR10216;ERIC;LI;013091;1;2
R00161;IR10216;ERIC;DB;0D0IST;2;0
R00018;IR10216;ERIC;LI;013088;0;1
R00045;IR10216;ERIC;LI;013087;0;3
R00045;IR10216;ERIC;DB;0D0IST;1;0
R00205;IR10216;ERIC;LI;016087;0;1
R00107;IR10216;ERIC;LI;016396;0;1
R00045;IR10216;ERIC;LI;018396;1;2
R00018;IR10216;ERIC;RI;0D0089;1;0
R00090;IR10216;ERIC;LI;012088;4;2
R00090;IR10216;ERIC;DB;0D0IST;2;0
R00134;IR10216;ERIC;LI;018396;1;1
R00161;IR10216;ERIC;RI;0D0093;14;13
R00045;IR10216;ERIC;RI;0D0093;11;5
R00072;IR10216;ERIC;LI;014087;3;17
R00027;IR10216;ERIC;LI;018092;6;1
R00081;IR10216;ERIC;LI;014092;1;1
R00161;IR10216;ERIC;LI;014088;3;2
R00036;IR10216;ERIC;LI;013088;2;1
R00205;IR10216;ERIC;LI;014087;0;2
R00107;IR10216;ERIC;LI;018092;3;3
R00027;IR10216;ERIC;RI;0D0093;1;1
R00205;IR10216;ERIC;DB;0D0IST;1;0
R00152;IR10216;ERIC;LI;013088;2;1
R00063;IR10216;ERIC;LI;016092;0;1
R00090;IR10216;ERIC;LI;018396;3;4
R00081;IR10216;ERIC;LI;013087;1;0
R00045;IR10216;ERIC;LI;014092;0;1
R00125;IR10216;ERIC;LI;016087;0;1
R00081;IR10216;ERIC;LI;013091;1;0
R00107;IR10216;ERIC;RI;0D0397;1;1
R00063;IR10216;ERIC;LI;013087;1;0
R00090;IR10216;ERIC;LI;016087;0;4
R00072;IR10216;ERIC;RI;0D0397;20;19
R00134;IR10216;ERIC;RI;0D0093;8;8
R00214;IR10216;ERIC;RI;0D0089;1;0
R00081;IR10216;ERIC;LI;018396;0;1
R00054;IR10216;ERIC;LI;016092;7;2
R00054;IR10216;ERIC;RI;0D0089;5;0
R00063;IR10216;ERIC;RI;0D0089;0;1
R00152;IR10216;ERIC;LI;012088;6;0
R00036;IR10216;ERIC;LI;016087;1;2
R00134;IR10216;ERIC;RI;0D0089;3;1
R00054;IR10216;ERIC;RI;0D0093;21;14
R00090;IR10216;ERIC;PC;000061;1;1
R00081;IR10216;ERIC;RI;0D0397;2;1
R00018;IR10216;ERIC;TC;0D0398;0;2
R00214;IR10216;ERIC;LI;014092;1;0
R00036;IR10216;ERIC;LI;013091;0;1
R00152;IR10216;ERIC;LI;013087;2;0
R00027;IR10216;ERIC;RI;0D0397;1;0
R00081;IR10216;ERIC;LI;014088;0;1
R00036;IR10216;ERIC;DB;0D0IST;1;0
R00036;IR10216;ERIC;LI;012088;2;1
R00090;IR10216;ERIC;LI;012091;0;1
R00054;IR10216;ERIC;LI;014088;2;2
R00125;IR10216;ERIC;LI;016092;9;2
R00090;IR10216;ERIC;RI;0D0089;10;4
R00205;IR10216;ERIC;TC;0D0094;3;0
R00161;IR10216;ERIC;TC;0D0094;5;0
R00072;IR10216;ERIC;LI;016396;4;14
R00054;IR10216;ERIC;LI;012088;3;2
R00143;IR10216;ERIC;LI;018092;1;0
R00036;IR10216;ERIC;RI;0D0093;8;2
R00072;IR10216;ERIC;LI;013088;16;10
R00036;IR10216;ERIC;RI;0D0397;1;0
R00125;IR10216;ERIC;RI;0D0397;1;1
R00036;IR10216;ERIC;LI;018396;2;1
R00072;IR10216;ERIC;DB;0D0DDD;1;1
R00152;IR10216;ERIC;RI;0D0089;2;0
R00125;IR10216;ERIC;LI;013087;1;2
R00045;IR10216;ERIC;LI;014088;8;1
R00161;IR10216;ERIC;LI;018396;2;4
R00161;IR10216;ERIC;LI;016092;4;2
R00090;IR10216;ERIC;RI;0D0397;10;3
R00152;IR10216;ERIC;LI;014088;5;1
R00107;IR10216;ERIC;LI;016087;0;1
R00161;IR10216;ERIC;LI;016396;1;1
R00161;IR10216;ERIC;LI;016087;1;4
R00152;IR10216;ERIC;RI;0D0093;11;6
R00090;IR10216;ERIC;TC;0D0398;2;0
R00134;IR10216;ERIC;TC;0D0398;0;1
R00107;IR10216;ERIC;TC;0D0094;1;0
R00045;IR10216;ERIC;TC;0D0398;2;0
R00072;IR10216;ERIC;D2;0D0079;4;10
R00205;IR10216;ERIC;LI;012088;1;3
R00189;IR10216;ERIC;LI;012091;1;0
R00027;IR10216;ERIC;LI;013088;0;1
R00018;IR10216;ERIC;LI;016396;0;1
R00036;IR10216;ERIC;LI;014087;0;3
R00143;IR10216;ERIC;RI;0D0093;2;0
R00134;IR10216;ERIC;LI;016087;1;1
R00072;IR10216;ERIC;LI;012088;17;7
R00036;IR10216;ERIC;LI;014092;3;2
R00161;IR10216;ERIC;LI;013087;0;1
R00134;IR10216;ERIC;RI;0D0397;3;2
R00090;IR10216;ERIC;TC;0D0094;3;1
R00054;IR10216;ERIC;DB;0D0IST;1;0
R00036;IR10216;ERIC;RI;0D0089;1;0
R00036;IR10216;ERIC;LI;016092;2;0
R00054;IR10216;ERIC;LI;013087;1;4
R00054;IR10216;ERIC;LI;018092;8;10
R00107;IR10216;ERIC;LI;013088;1;0
R00036;IR10216;ERIC;LI;018092;3;0
R00134;IR10216;ERIC;LI;012091;2;0
R00134;IR10216;ERIC;LI;016396;3;1
R00072;IR10216;ERIC;LI;016092;40;5
R00072;IR10216;ERIC;RI;0D0093;35;55
R00161;IR10216;ERIC;LI;018092;7;4
R00072;IR10216;ERIC;DB;0D0IST;2;2
R00152;IR10216;ERIC;RI;0D0397;3;0
R00054;IR10216;ERIC;RI;0D0397;3;5
R00054;IR10216;ERIC;LI;018396;0;3
R00063;IR10216;ERIC;RI;0D0397;1;0
R00054;IR10216;ERIC;TC;0D0090;0;1
R00045;IR10216;ERIC;RI;0D0397;4;1
R00125;IR10216;ERIC;RI;0D0093;9;5
R00134;IR10216;ERIC;LI;013087;1;1
R00134;IR10216;ERIC;LI;016092;9;0
R00081;IR10216;ERIC;LI;013088;1;0
R00152;IR10216;ERIC;LI;018396;3;4
R00045;IR10216;ERIC;LI;016087;0;4
R00072;IR10216;ERIC;D1;0D0078;1;0
R00090;IR10216;ERIC;D2;0D0079;1;0
R00214;IR10216;ERIC;LI;016092;6;0
R00152;IR10216;ERIC;LI;016092;9;3
R00072;AA8587;EPNE;AB;030000;3;2
R00072;AA8587;EPNE;AA;027000;1;0
R00072;AA8587;EPNE;AB;034000;1;1
R00072;AA8587;EPNE;DG;0D0097;1;0
R00072;AA8587;EPNE;AC;040000;0;2
R00072;IR18;ERIC;TC;0D0094;1;0
R00072;IR18;ERIC;LI;014087;0;1
R00072;IR18;ERIC;LI;013091;1;0
R00072;IR18;ERIC;D1;0D0078;0;1
R00072;IR18;ERIC;LI;012091;0;2
R00125;IR18;ERIC;RI;0D0093;1;0
R00134;IR8545;ERIC;RI;0D0397;36;21
R00036;IR8545;ERIC;LI;014088;6;3
R00036;IR8545;ERIC;DB;0D0IST;2;1
R00134;IR8545;ERIC;LI;018092;6;2
R00036;IR8545;ERIC;LI;013091;0;1
R00081;IR8545;ERIC;RI;0D0093;44;36
R00081;IR8545;ERIC;TC;0D0094;5;10
R00161;IR8545;ERIC;LI;013091;0;1
R00143;IR8545;ERIC;LI;016092;2;0
R00134;IR8545;ERIC;LI;018396;2;3
R00143;IR8545;ERIC;LI;016087;2;5
R00125;IR8545;ERIC;TC;0D0090;1;0
R00081;IR8545;ERIC;LI;013087;4;16
R00018;IR8545;ERIC;LI;014088;2;2
R00161;IR8545;ERIC;RI;0D0397;100;42
R00072;IR8545;ERIC;LI;013087;6;35
R00036;IR8545;ERIC;LI;013088;9;2
R00036;IR8545;ERIC;TC;0D0398;1;0
R00161;IR8545;ERIC;LI;012088;63;24
R00036;IR8545;ERIC;LI;012091;2;1
R00134;IR8545;ERIC;LI;014088;20;8
R00143;IR8545;ERIC;TC;0D0094;5;3
R00214;IR8545;ERIC;RI;0D0397;5;0
R00081;IR8545;ERIC;LI;014092;1;3
R00125;IR8545;ERIC;LI;014088;5;0
R00161;IR8545;ERIC;LI;014088;46;27
R00161;IR8545;ERIC;LI;013088;18;13
R00143;IR8545;ERIC;LI;014087;1;4
R00161;IR8545;ERIC;LI;012091;1;6
R00134;IR8545;ERIC;TC;0D0090;0;1
R00072;IR8545;ERIC;LI;016087;10;29
R00081;IR8545;ERIC;LI;016087;2;4
R00161;IR8545;ERIC;LI;014092;20;7
R00214;IR8545;ERIC;RI;0D0089;1;0
R00134;IR8545;ERIC;LI;012088;23;6
R00081;IR8545;ERIC;LI;014088;11;10
R00036;IR8545;ERIC;LI;018092;2;3
R00081;IR8545;ERIC;LI;014087;3;6
R00045;IR8545;ERIC;LI;018092;9;6
R00036;IR8545;ERIC;LI;012088;7;6
R00072;IR8545;ERIC;LI;014087;11;58
R00045;IR8545;ERIC;LI;018396;2;0
R00018;IR8545;ERIC;RI;0D0093;4;8
R00018;IR8545;ERIC;RI;0D0397;0;2
R00161;IR8545;ERIC;LI;016087;7;19
R00161;IR8545;ERIC;TC;0D0398;10;4
R00134;IR8545;ERIC;LI;013088;34;12
R00125;IR8545;ERIC;LI;013088;6;5
R00143;IR8545;ERIC;LI;013087;4;7
R00161;IR8545;ERIC;RI;0D0093;216;160
R00036;IR8545;ERIC;RI;0D0089;4;0
R00036;IR8545;ERIC;LI;016087;2;3
R00036;IR8545;ERIC;TC;0D0094;3;8
R00018;IR8545;ERIC;LI;013088;1;2
R00081;IR8545;ERIC;LI;016092;3;0
R00143;IR8545;ERIC;LI;013088;6;12
R00134;IR8545;ERIC;RI;0D0093;117;127
R00161;IR8545;ERIC;LI;016092;18;6
R00081;IR8545;ERIC;LI;012088;7;5
R00134;IR8545;ERIC;LI;013087;7;10
R00036;IR8545;ERIC;RI;0D0397;2;2
R00036;IR8545;ERIC;LI;016092;3;0
R00036;IR8545;ERIC;RI;0D0093;50;52
R00036;IR8545;ERIC;LI;014087;1;1
R00134;IR8545;ERIC;LI;016087;8;7
R00134;IR8545;ERIC;DB;0D0IST;3;0
R00125;IR8545;ERIC;LI;018092;1;2
R00143;IR8545;ERIC;RI;0D0089;4;2
R00143;IR8545;ERIC;RI;0D0093;37;46
R00134;IR8545;ERIC;LI;014087;4;5
R00018;IR8545;ERIC;LI;012091;1;1
R00134;IR8545;ERIC;RI;0D0089;13;1
R00045;IR8545;ERIC;LI;012088;43;13
R00018;IR8545;ERIC;LI;013087;0;2
R00045;IR8545;ERIC;RI;0D0397;65;47
R00081;IR8545;ERIC;LI;013091;0;2
R00036;IR8545;ERIC;LI;013087;2;5
R00072;IR8545;ERIC;TC;0D0094;55;73
R00125;IR8545;ERIC;LI;012091;1;2
R00081;IR8545;ERIC;LI;013088;3;7
R00134;IR8545;ERIC;LI;014092;3;1
R00143;IR8545;ERIC;LI;014092;1;0
R00134;IR8545;ERIC;TC;0D0398;2;1
R00045;IR8545;ERIC;RI;0D0089;28;12
R00072;IR8545;ERIC;DG;0D0097;1;0
R00134;IR8545;ERIC;LI;016396;1;1
R00072;IR8545;ERIC;LI;012088;117;75
R00081;IR8545;ERIC;TC;0D0398;2;1
R00134;IR8545;ERIC;LI;013091;1;1
R00152;IR8545;ERIC;TC;0D0094;10;16
R00125;IR8545;ERIC;LI;012088;17;9
R00161;IR8545;ERIC;LI;013087;1;13
R00143;IR8545;ERIC;LI;012091;0;2
R00134;IR8545;ERIC;LI;016092;6;1
R00134;IR8545;ERIC;TC;0D0094;13;9
R00143;IR8545;ERIC;LI;014088;6;5
R00072;IR8545;ERIC;LI;018396;0;1
R00072;IR8545;ERIC;LI;018092;19;8
R00045;IR8545;ERIC;TC;0D0090;1;0
R00081;IR8545;ERIC;LI;012091;2;4
R00161;IR8545;ERIC;LI;014087;2;20
R00143;IR8545;ERIC;LI;012088;15;4
R00161;IR8545;ERIC;TC;0D0090;3;1
R00081;IR8545;ERIC;DB;0D0IST;2;1
R00143;IR8545;ERIC;DB;0D0IST;2;0
R00143;IR8545;ERIC;RI;0D0397;10;8
R00072;IR8545;ERIC;D2;0D0080;2;0
R00134;IR8545;ERIC;LI;012091;3;2
R00063;IR8545;ERIC;LI;013091;0;1
R00018;IR8545;ERIC;TC;0D0094;5;0
R00063;IR8545;ERIC;LI;014088;4;1
R00205;IR8545;ERIC;TC;0D0090;2;0
R00090;IR8545;ERIC;LI;012088;36;14
R00045;IR8545;ERIC;TC;0D0094;31;24
R00063;IR8545;ERIC;LI;013088;5;0
R00063;IR8545;ERIC;LI;012088;5;0
R00063;IR8545;ERIC;TC;0D0398;2;0
R00018;IR8545;ERIC;TC;0D0398;0;1
R00152;IR8545;ERIC;LI;013087;8;12
R00063;IR8545;ERIC;RI;0D0089;2;0
R00063;IR8545;ERIC;RI;0D0093;20;14
R00214;IR8545;ERIC;LI;016092;1;0
R00072;IR8545;ERIC;LI;016396;23;19
R00063;IR8545;ERIC;RI;0D0397;7;1
R00045;IR8545;ERIC;DB;0D0IST;6;2
R00107;IR8545;ERIC;LI;013088;1;2
R00152;IR8545;ERIC;LI;016092;5;2
R00063;IR8545;ERIC;LI;014092;1;0
R00189;IR8545;ERIC;LI;016396;1;0
R00189;IR8545;ERIC;DB;0D0IST;1;0
R00189;IR8545;ERIC;LI;014092;3;1
R00161;IR8545;ERIC;TC;0D0094;20;15
R00205;IR8545;ERIC;LI;018092;3;1
R00072;IR8545;ERIC;LI;014088;47;46
R00152;IR8545;ERIC;RI;0D0089;16;4
R00107;IR8545;ERIC;LI;012088;0;1
R00000;IR8545;ERIC;LI;014088;1;1
R00072;IR8545;ERIC;DB;0D0IST;9;4
R00189;IR8545;ERIC;LI;013087;0;6
R00045;IR8545;ERIC;RI;0D0093;206;238
R00027;IR8545;ERIC;LI;012088;3;0
R00189;IR8545;ERIC;RI;0D0397;7;3
R00107;IR8545;ERIC;LI;012091;0;1
R00152;IR8545;ERIC;RI;0D0397;36;21
R00000;IR8545;ERIC;LI;013088;1;0
R00189;IR8545;ERIC;RI;0D0089;3;0
R00027;IR8545;ERIC;TC;0D0090;1;0
R00189;IR8545;ERIC;RI;0D0093;16;18
R00090;IR8545;ERIC;LI;018396;0;5
R00072;IR8545;ERIC;LI;014092;75;29
R00018;IR8545;ERIC;LI;014087;0;1
R00090;IR8545;ERIC;LI;014087;0;7
R00090;IR8545;ERIC;LI;014088;24;8
R00045;IR8545;ERIC;LI;014087;5;16
R00045;IR8545;ERIC;LI;013088;51;22
R00090;IR8545;ERIC;LI;012091;0;4
R00090;IR8545;ERIC;DB;0D0IST;5;4
R00090;IR8545;ERIC;LI;016087;4;17
R00072;IR8545;ERIC;RI;0D0089;35;18
R00152;IR8545;ERIC;LI;013091;2;4
R00090;IR8545;ERIC;LI;013088;17;12
R00081;IR8545;ERIC;RI;0D0089;3;1
R00045;IR8545;ERIC;LI;016092;9;3
R00107;IR8545;ERIC;LI;018092;1;0
R00090;IR8545;ERIC;TC;0D0398;1;1
R00090;IR8545;ERIC;TC;0D0094;5;5
R00090;IR8545;ERIC;LI;013091;1;4
R00045;IR8545;ERIC;LI;016087;9;18
R00090;IR8545;ERIC;LI;013087;2;13
R00063;IR8545;ERIC;DB;0D0IST;1;0
R00205;IR8545;ERIC;RI;0D0397;34;10
R00063;IR8545;ERIC;LI;016396;0;1
R00063;IR8545;ERIC;LI;013087;0;3
R00090;IR8545;ERIC;TC;0D0090;1;0
R00152;IR8545;ERIC;RI;0D0093;120;101
R00063;IR8545;ERIC;LI;016092;1;0
R00090;IR8545;ERIC;LI;018092;5;6
R00063;IR8545;ERIC;TC;0D0094;7;0
R00161;IR8545;ERIC;DB;0D0IST;3;3
R00205;IR8545;ERIC;RI;0D0089;8;2
R00045;IR8545;ERIC;LI;014092;28;10
R00205;IR8545;ERIC;RI;0D0093;49;47
R00045;IR8545;ERIC;LI;013091;2;1
R00205;IR8545;ERIC;LI;013087;0;5
R00063;IR8545;ERIC;LI;016087;0;2
R00045;IR8545;ERIC;TC;0D0398;5;1
R00090;IR8545;ERIC;LI;016396;0;3
R00072;IR8545;ERIC;LI;013091;2;8
R00205;IR8545;ERIC;LI;016092;2;2
R00063;IR8545;ERIC;LI;018092;1;0
R00189;IR8545;ERIC;LI;014088;3;0
R00205;IR8545;ERIC;TC;0D0094;3;6
R00214;IR8545;ERIC;LI;016087;1;1
R00189;IR8545;ERIC;LI;018092;1;0
R00161;IR8545;ERIC;LI;018092;16;10
R00072;IR8545;ERIC;LI;016092;41;10
R00214;IR8545;ERIC;LI;013088;2;0
R00189;IR8545;ERIC;LI;012088;3;0
R00072;IR8545;ERIC;LI;013088;63;52
R00189;IR8545;ERIC;TC;0D0090;0;1
R00205;IR8545;ERIC;LI;012091;1;6
R00205;IR8545;ERIC;LI;018396;0;1
R00205;IR8545;ERIC;LI;012088;9;3
R00072;IR8545;ERIC;LI;012091;12;35
R00214;IR8545;ERIC;LI;013091;0;1
R00205;IR8545;ERIC;LI;014088;10;1
R00214;IR8545;ERIC;LI;014088;2;0
R00072;IR8545;ERIC;TC;0D0398;37;14
R00205;IR8545;ERIC;LI;013088;2;2
R00189;IR8545;ERIC;LI;013088;4;2
R00054;IR8545;ERIC;LI;016087;2;3
R00054;IR8545;ERIC;LI;014087;1;5
R00054;IR8545;ERIC;TC;0D0094;4;7
R00054;IR8545;ERIC;DB;0D0IST;4;1
R00054;IR8545;ERIC;TC;0D0398;4;1
R00214;IR8545;ERIC;RI;0D0093;14;6
R00054;IR8545;ERIC;LI;016396;0;1
R00054;IR8545;ERIC;LI;013091;0;2
R00054;IR8545;ERIC;LI;014092;2;2
R00054;IR8545;ERIC;RI;0D0093;95;71
R00054;IR8545;ERIC;LI;013088;4;4
R00054;IR8545;ERIC;LI;012091;1;2
R00054;IR8545;ERIC;LI;014088;14;5
R00054;IR8545;ERIC;LI;012088;33;8
R00054;IR8545;ERIC;RI;0D0089;15;5
R00054;IR8545;ERIC;LI;013087;0;16
R00054;IR8545;ERIC;LI;016092;0;1
R00214;IR8545;ERIC;LI;012088;4;0
R00054;IR8545;ERIC;RI;0D0397;36;19
R00054;IR8545;ERIC;LI;018092;6;3
R00214;IR8545;ERIC;LI;013087;0;4
R00125;IR8545;ERIC;LI;014087;0;5
R00090;IR8545;ERIC;LI;016092;4;2
R00125;IR8545;ERIC;TC;0D0094;4;1
R00125;IR8545;ERIC;LI;016087;1;6
R00205;IR8545;ERIC;DB;0D0IST;1;0
R00125;IR8545;ERIC;LI;014092;4;3
R00205;IR8545;ERIC;LI;016087;5;5
R00125;IR8545;ERIC;DB;0D0IST;1;0
R00125;IR8545;ERIC;LI;013087;0;9
R00205;IR8545;ERIC;LI;014092;4;1
R00189;IR8545;ERIC;LI;016087;0;1
R00189;IR8545;ERIC;TC;0D0094;2;1
R00189;IR8545;ERIC;TC;0D0398;1;0
R00072;IR8545;ERIC;RI;0D0397;90;70
R00189;IR8545;ERIC;LI;014087;1;4
R00090;IR8545;ERIC;RI;0D0397;48;37
R00072;IR8545;ERIC;RI;0D0093;214;226
R00000;IR8545;ERIC;LI;012088;1;0
R00161;IR8545;ERIC;LI;016396;0;6
R00107;IR8545;ERIC;LI;014088;4;0
R00090;IR8545;ERIC;RI;0D0093;131;140
R00152;IR8545;ERIC;LI;012088;30;8
R00205;IR8545;ERIC;LI;014087;0;8
R00152;IR8545;ERIC;LI;018396;0;1
R00152;IR8545;ERIC;LI;014088;33;9
R00000;IR8545;ERIC;RI;0D0093;3;5
R00072;IR8545;ERIC;D2;0D0079;1;1
R00152;IR8545;ERIC;LI;012091;3;2
R00081;IR8545;ERIC;LI;018092;2;0
R00161;IR8545;ERIC;LI;018396;1;1
R00000;IR8545;ERIC;RI;0D0397;1;0
R00125;IR8545;ERIC;RI;0D0093;34;34
R00090;IR8545;ERIC;RI;0D0089;19;9
R00205;IR8545;ERIC;LI;013091;0;1
R00125;IR8545;ERIC;LI;016092;1;0
R00081;IR8545;ERIC;LI;018396;1;0
R00125;IR8545;ERIC;RI;0D0089;8;0
R00205;IR8545;ERIC;TC;0D0398;1;1
R00125;IR8545;ERIC;LI;016396;0;2
R00152;IR8545;ERIC;LI;018092;3;0
R00125;IR8545;ERIC;RI;0D0397;17;8
R00090;IR8545;ERIC;LI;014092;11;15
R00027;IR8545;ERIC;RI;0D0089;0;1
R00045;IR8545;ERIC;LI;016396;0;1
R00027;IR8545;ERIC;LI;016087;0;2
R00045;IR8545;ERIC;LI;014088;34;18
R00027;IR8545;ERIC;LI;013087;1;1
R00027;IR8545;ERIC;TC;0D0094;1;3
R00018;IR8545;ERIC;LI;012088;4;3
R00107;IR8545;ERIC;LI;013087;0;1
R00107;IR8545;ERIC;LI;016396;0;1
R00152;IR8545;ERIC;LI;014092;5;3
R00161;IR8545;ERIC;RI;0D0089;27;9
R00107;IR8545;ERIC;RI;0D0093;10;5
R00027;IR8545;ERIC;RI;0D0093;25;22
R00045;IR8545;ERIC;LI;013087;9;12
R00152;IR8545;ERIC;TC;0D0398;1;2
R00027;IR8545;ERIC;LI;014087;1;2
R00045;IR8545;ERIC;LI;012091;2;9
R00027;IR8545;ERIC;DB;0D0IST;1;0
R00152;IR8545;ERIC;LI;014087;1;4
R00152;IR8545;ERIC;LI;016396;2;1
R00107;IR8545;ERIC;LI;016087;0;2
R00152;IR8545;ERIC;DB;0D0IST;2;0
R00152;IR8545;ERIC;LI;016087;4;9
R00027;IR8545;ERIC;LI;013088;5;1
R00081;IR8545;ERIC;RI;0D0397;12;12
R00027;IR8545;ERIC;RI;0D0397;2;1
R00072;IR8545;ERIC;TC;0D0090;13;6
R00107;IR8545;ERIC;RI;0D0397;2;1
R00027;IR8545;ERIC;LI;014088;2;3
