ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;TRATTAMENTO_INIZIALE_UOMINI;FASCIA1_UOMINI;FASCIA2_UOMINI;FASCIA3_UOMINI;FASCIA4_UOMINI;FASCIA5_UOMINI;FASCIA6_UOMINI;TRATTAMENTO_INIZIALE_DONNE;FASCIA1_DONNE;FASCIA2_DONNE;FASCIA3_DONNE;FASCIA4_DONNE;FASCIA5_DONNE;FASCIA6_DONNE
U9449;SSNA;LT;T14007;6;3;0;0;3;4;0;0;0;0;0;0;0;0
U9449;SSNA;LA;A16028;2;0;0;0;2;0;2;2;3;1;0;0;9;0
U9449;SSNA;LP;P16006;1;0;1;0;1;0;0;0;0;0;0;0;0;0
U9449;SSNA;LA;A18869;0;0;0;0;0;0;0;0;0;0;1;1;0;0
U9449;SSNA;LT;T14S59;0;0;4;0;15;0;0;0;0;0;0;0;0;0
U9449;SSNA;LT;T16026;2;1;0;0;1;3;0;3;1;0;0;0;0;0
U9449;SSNA;SF;S18866;0;0;0;0;0;1;0;0;0;0;0;0;3;0
U9449;SSNA;LT;T16024;0;0;0;0;0;0;0;0;0;0;0;0;0;1
U9449;SSNA;SF;S16019;2;0;0;0;2;1;9;0;0;1;5;4;2;22
U9449;SSNA;LT;T12057;7;8;0;1;2;13;0;3;9;1;0;1;8;0
U9449;SSNA;SI;S14S52;0;1;0;0;1;0;0;0;5;0;1;8;0;0
U9449;SSNA;SI;S18863;2;1;1;2;6;5;0;1;0;4;4;5;19;2
U9449;SSNA;ST;S16021;9;9;3;5;12;12;19;22;10;11;8;14;10;12
U9449;SSNA;ST;S18864;0;0;0;0;2;6;0;0;0;0;2;0;0;0
U9449;SSNA;SI;S16020;62;34;17;32;52;35;56;204;122;59;72;153;133;189
U9449;SSNA;LT;T11008;3;7;4;1;1;6;0;1;8;3;6;2;8;0
U9449;SSNA;LT;T13059;5;5;1;1;0;13;0;1;0;0;1;0;1;0
AP10042;SSNA;LA;A14005;2;3;1;8;0;19;0;1;3;1;16;1;15;0
AP10042;SSNA;LT;T14S59;0;0;1;7;0;1;0;0;0;0;0;0;0;0
AP10042;SSNA;LT;T14063;0;0;0;2;0;0;0;0;0;0;0;0;0;0
AP10042;SSNA;ST;S18864;0;0;0;0;0;0;9;0;0;0;0;0;0;14
AP10042;SSNA;LT;T14007;1;1;0;32;3;14;0;0;0;0;10;0;5;0
AP10042;SSNA;LT;T13059;0;0;0;0;0;2;0;0;0;0;0;0;0;0
AP10042;SSNA;LP;P00062;0;0;0;1;0;0;0;0;0;0;4;0;0;0
AP10042;SSNA;LT;T12057;1;0;0;0;1;5;0;0;0;0;0;0;2;0
AP10042;SSNA;LA;A16028;0;0;0;7;0;2;1;0;0;1;23;1;0;1
AP10042;SSNA;SV;S18865;0;0;0;0;0;0;15;0;0;0;0;0;0;7
AP10042;SSNA;ST;S16021;0;0;0;0;0;0;0;0;0;0;0;0;0;1
AP10042;SSNA;LA;A12017;0;0;0;0;1;5;0;2;0;0;0;0;1;0
AP10042;SSNA;LA;A18869;0;1;0;0;2;1;12;0;0;1;3;2;2;2
AP10042;SSNA;LT;T16026;0;11;3;49;0;0;8;2;2;0;70;0;0;0
AP10042;SSNA;LA;A13870;0;0;0;0;1;6;0;0;0;0;0;0;2;0
AP10042;SSNA;LT;T18868;0;2;2;8;6;1;7;0;2;2;12;0;2;4
U10741;SSNA;ST;S18864;0;0;3;1;0;0;0;0;0;1;1;0;0;0
U10741;SSNA;SI;S14S52;0;3;43;0;0;0;0;0;1;27;4;0;0;0
U10741;SSNA;SF;S16019;1;4;1;2;3;7;13;16;4;0;3;13;14;21
U10741;SSNA;SV;S18865;0;0;0;0;0;1;0;0;0;0;0;0;0;0
U10741;SSNA;LA;A16028;0;1;0;0;14;30;0;0;1;0;1;31;26;0
U10741;SSNA;LT;T11008;6;14;4;4;6;57;0;11;41;13;11;3;37;0
U10741;SSNA;SF;S18866;0;0;0;1;0;0;0;0;0;0;0;0;0;0
U10741;SSNA;ST;S16021;13;3;2;6;2;9;34;13;7;9;12;4;13;36
U10741;SSNA;LT;T13059;0;3;0;2;2;5;0;0;0;0;0;0;1;0
U10741;SSNA;LT;T12058;0;0;0;0;0;11;0;0;0;0;0;0;3;0
U10741;SSNA;LA;A12017;32;1;2;9;19;3;0;45;6;3;29;6;1;0
U10741;SSNA;LT;T14007;0;0;0;3;0;2;0;0;0;0;0;0;1;0
U10741;SSNA;LT;T16026;0;0;1;2;1;4;0;0;0;0;0;1;0;0
U10741;SSNA;LT;T14S59;0;0;18;2;0;0;0;0;0;0;0;0;0;0
U10741;SSNA;LT;T12057;2;2;9;9;48;16;0;6;6;0;5;18;4;0
U10741;SSNA;SI;S18863;0;0;0;2;2;4;1;0;0;0;0;0;7;0
U10741;SSNA;LA;A13870;0;0;5;11;1;11;0;0;3;3;1;1;6;0
U10741;SSNA;LT;T16024;0;0;0;0;1;0;3;1;0;1;1;1;25;38
U10741;SSNA;SI;S16020;66;65;22;30;77;82;268;116;145;18;28;113;100;336
U10741;SSNA;LT;T13660;3;3;0;6;0;0;0;4;3;0;6;0;0;0
U10741;SSNA;SV;S16022;3;1;0;0;3;4;29;7;0;0;0;0;0;6
U10741;SSNA;SF;S14S51;0;0;0;0;0;0;0;0;0;1;0;0;0;0
U10741;SSNA;LA;A18869;0;4;1;2;5;5;3;0;0;1;11;3;2;3
U10741;SSNA;LT;T14063;0;1;1;0;1;0;0;0;0;1;0;1;0;0
U10741;SSNA;LA;A14005;0;0;0;4;26;7;0;0;1;4;1;26;24;0
U10741;SSNA;LA;A11030;4;0;0;0;0;9;0;4;0;0;0;0;5;0
J8630;SSNA;LT;T12057;4;5;0;3;0;0;0;1;16;1;2;0;0;0
J8630;SSNA;SI;S16020;26;29;22;6;24;13;18;78;49;20;22;48;32;49
J8630;SSNA;LA;A11030;0;0;0;0;0;0;0;0;1;0;0;0;0;0
J8630;SSNA;LA;A16028;2;1;0;0;11;0;0;3;6;2;0;19;0;0
J8630;SSNA;LT;T16024;0;0;0;0;0;0;0;0;3;0;0;0;0;0
J8630;SSNA;LA;A18869;0;0;0;0;1;0;0;0;0;0;0;1;0;0
J8630;SSNA;LA;A14005;0;1;0;1;2;1;0;3;6;0;2;10;1;0
J8630;SSNA;SI;S14056;0;0;0;0;0;1;0;0;0;0;0;0;0;0
J8630;SSNA;LT;T16026;0;0;2;0;5;0;0;0;0;0;0;4;0;0
J8630;SSNA;LT;T11008;0;0;0;0;0;0;0;0;3;0;0;0;1;0
J8630;SSNA;LA;A12017;0;1;0;0;2;0;0;1;7;1;6;6;1;0
J8630;SSNA;ST;S18864;0;0;0;0;1;0;0;0;0;0;0;1;0;0
J8630;SSNA;ST;S16021;3;1;0;1;2;5;7;4;7;0;1;3;5;17
J8630;SSNA;LT;T12058;0;0;1;0;0;0;0;0;1;0;0;0;0;0
J8630;SSNA;LT;T13059;0;1;2;0;0;0;0;0;0;3;1;1;1;0
J8630;SSNA;LT;T14063;1;0;0;0;0;0;0;0;0;0;0;0;0;0
J8630;SSNA;LT;T13660;6;4;2;3;1;1;0;27;39;5;9;1;0;0
J8630;SSNA;SF;S18866;0;0;0;0;0;0;0;0;0;0;0;2;0;0
J8630;SSNA;SI;S18863;0;0;0;0;3;0;0;0;0;0;2;11;1;0
J8630;SSNA;LT;T14007;0;0;0;2;6;0;0;0;0;0;1;1;0;0
J8630;SSNA;LA;A13870;0;1;0;0;1;0;0;0;0;0;0;1;0;0
J8630;SSNA;SF;S16019;1;1;0;0;0;0;1;9;12;1;2;2;4;12
J8630;SSNA;SI;S14S52;0;0;0;1;0;0;0;0;0;1;0;0;0;0
U9444;SSNA;LA;A13870;0;0;1;2;0;0;0;1;0;5;1;0;0;0
U9444;SSNA;LP;P16006;1;0;0;0;0;0;0;0;0;0;0;0;0;0
U9444;SSNA;SV;S18865;0;0;3;0;2;0;0;0;0;0;0;0;0;0
U9444;SSNA;LT;T13660;24;5;9;19;13;0;0;111;20;33;15;16;0;0
U9444;SSNA;LA;A12017;2;2;14;14;1;0;0;3;2;8;11;0;1;0
U9444;SSNA;LT;T14S59;1;0;3;1;0;0;0;0;0;0;0;0;0;0
U9444;SSNA;LA;A18869;0;0;4;3;2;0;0;0;0;6;8;0;0;0
U9444;SSNA;SI;S14S52;0;0;14;5;0;0;0;0;1;18;3;0;0;0
U9444;SSNA;LA;A16028;9;0;1;0;2;8;0;17;1;2;1;5;4;0
U9444;SSNA;LT;T11008;1;2;12;0;1;12;0;6;4;5;3;1;8;0
U9444;SSNA;ST;S16021;12;12;9;13;17;33;8;13;16;12;6;11;8;0
U9444;SSNA;LT;T18867;0;0;0;0;0;0;0;0;0;1;1;0;0;0
U9444;SSNA;ST;S18864;0;0;3;4;2;0;0;0;0;0;2;1;0;0
U9444;SSNA;SI;S18863;0;0;1;5;3;2;0;0;0;2;14;6;0;0
U9444;SSNA;LT;T16026;3;2;0;0;3;4;0;2;1;0;0;1;1;0
U9444;SSNA;LT;T16024;0;0;0;0;0;0;0;0;0;0;2;14;10;3
U9444;SSNA;LT;T14063;0;1;1;3;0;0;0;0;0;3;1;0;0;0
U9444;SSNA;LT;T12058;0;0;0;0;1;3;0;0;0;1;0;1;2;0
U9444;SSNA;LT;T13059;20;16;3;8;9;1;0;2;2;3;4;6;0;0
U9444;SSNA;LT;T12057;30;10;10;9;11;4;0;31;31;2;3;1;5;0
U9444;SSNA;SI;S13052;0;0;0;0;0;1;0;0;0;1;0;1;0;0
U9444;SSNA;SF;S18866;0;0;0;2;0;0;0;0;0;0;2;0;0;0
U9444;SSNA;LT;T14007;0;1;2;1;1;1;0;0;0;0;0;0;0;0
U9444;SSNA;SF;S16019;2;3;0;2;5;6;0;12;2;0;2;10;7;0
U9444;SSNA;SV;S16022;4;1;0;0;7;6;0;4;1;0;0;4;1;0
U9444;SSNA;SI;S16020;73;53;22;35;46;80;16;173;118;68;140;157;268;22
U9444;SSNA;LA;A14005;3;0;17;16;0;0;0;2;0;29;23;1;2;0
U9444;SSNA;LA;A11030;1;2;1;0;0;0;0;0;0;1;0;0;1;0
IR9961;ERIC;RI;0D0397;0;0;0;0;0;0;0;2;1;1;0;0;0;0
IR9961;ERIC;TC;0D0090;0;1;0;0;0;0;0;0;1;0;0;0;0;0
IR9961;ERIC;RI;0D0089;0;1;0;0;0;0;0;0;0;0;0;0;0;0
IR9961;ERIC;TC;0D0398;0;1;0;0;0;0;0;0;0;1;0;0;0;0
IR9961;ERIC;TC;0D0094;1;0;0;0;0;0;0;0;0;0;0;0;0;0
IR9961;ERIC;RI;0D0093;1;2;0;0;0;0;0;9;3;2;0;0;0;0
IP10842;SSNA;LT;T12058;0;0;0;0;0;0;0;2;2;2;1;0;0;0
IP10842;SSNA;LA;A16028;0;0;0;0;0;0;0;1;0;0;0;0;0;0
IP10842;SSNA;LT;T13059;1;0;0;0;0;0;0;0;0;0;0;0;0;0
IP10842;SSNA;LA;A14005;0;0;0;0;0;0;0;2;0;0;0;0;0;0
IP10842;SSNA;LT;T12057;1;0;0;1;0;0;0;0;0;0;0;0;0;0
IP10842;SSNA;LA;A12017;0;0;0;0;0;0;0;1;0;0;0;0;0;0
IP10842;SSNA;LT;T14007;0;0;0;0;0;0;0;0;1;0;0;0;0;0
IP10842;SSNA;SI;S18863;0;0;0;0;0;0;0;0;0;0;1;0;0;0
IP10842;SSNA;LT;T13660;1;0;0;0;0;0;0;14;6;1;0;0;0;0
U9450;SSNA;LT;T16026;0;0;0;0;1;0;0;0;0;0;0;0;0;0
U9450;SSNA;ST;S16021;5;8;9;2;4;2;36;2;3;11;3;4;1;17
U9450;SSNA;LA;A18869;0;0;1;0;0;0;0;0;0;0;0;0;0;0
U9450;SSNA;LA;A13870;0;4;1;3;0;2;0;0;8;1;1;0;3;0
U9450;SSNA;LT;T14S59;0;0;0;5;0;0;0;0;0;0;0;0;0;0
U9450;SSNA;SI;S16020;9;32;32;18;12;10;72;15;105;93;52;24;16;181
U9450;SSNA;LA;A16028;0;0;1;5;1;7;0;0;1;4;2;2;10;2
U9450;SSNA;LA;A12017;0;3;3;0;0;2;0;0;1;2;0;0;7;0
U9450;SSNA;LT;T11008;0;0;1;0;0;9;0;0;0;1;0;0;7;0
U9450;SSNA;LT;T13660;2;9;20;8;3;17;0;2;19;23;0;0;6;0
U9450;SSNA;LA;A11030;0;0;3;0;0;4;0;0;0;3;0;0;4;0
U9450;SSNA;LT;T14007;0;2;0;4;0;1;0;0;0;0;0;0;0;0
U9450;SSNA;LT;T16024;0;0;0;0;0;0;0;0;0;0;0;0;0;3
U9450;SSNA;SI;S18863;0;0;0;0;0;4;2;0;0;0;0;2;8;0
U9450;SSNA;SF;S16019;0;0;0;0;0;0;4;0;1;0;0;0;1;5
U9450;SSNA;LT;T12057;0;1;1;0;1;0;0;1;0;4;0;1;0;0
U9450;SSNA;LP;P16006;0;0;0;0;0;0;1;0;0;0;0;0;0;0
U9450;SSNA;LA;A14005;4;10;4;1;0;0;0;3;13;9;0;1;3;0
U9450;SSNA;SI;S14S52;0;0;0;0;11;0;0;0;0;0;3;10;0;0
U9450;SSNA;LT;T13059;0;0;1;13;4;2;0;0;0;0;0;0;0;0
AP195;SSNA;ST;S16021;0;0;1;1;4;0;7;0;1;1;4;1;6;10
AP195;SSNA;LT;T14007;6;9;2;2;11;6;0;3;9;6;2;3;1;0
AP195;SSNA;LA;A12017;8;1;1;2;1;0;0;8;9;4;0;5;5;0
AP195;SSNA;LA;A13870;0;0;0;0;0;0;0;0;0;2;1;2;4;0
AP195;SSNA;LT;T16026;26;49;11;12;18;7;10;30;47;33;35;14;3;8
AP195;SSNA;SV;S18865;0;1;2;4;53;0;0;0;3;0;4;13;0;0
AP195;SSNA;LT;T18868;0;0;0;0;5;5;20;0;1;1;3;0;5;6
AP195;SSNA;LT;T13059;0;0;0;0;0;3;0;0;0;1;1;0;2;0
AP195;SSNA;LA;A14005;1;0;5;3;1;1;0;3;7;9;3;5;27;0
AP195;SSNA;LA;A18869;0;1;2;0;2;2;0;0;1;10;1;2;0;2
AP195;SSNA;ST;S18864;0;0;1;1;5;0;0;0;0;1;0;12;0;0
AP195;SSNA;SV;S16022;0;0;0;0;20;18;48;0;0;0;1;19;9;26
AP195;SSNA;LA;A16028;2;1;2;1;4;4;1;1;6;4;2;7;5;1
AP195;SSNA;LT;T12057;4;8;3;1;0;1;0;1;3;3;1;4;9;0
IR9964;ERIC;TC;0D0398;0;0;0;1;0;0;0;0;0;0;0;0;0;0
IR9964;ERIC;RI;0D0397;1;0;0;0;0;0;0;0;0;0;0;0;0;0
IR9964;ERIC;RI;0D0093;4;0;0;1;0;0;0;4;0;0;0;0;0;0
U12256;SSNA;LT;T14S59;2;21;7;0;0;0;0;0;0;0;0;0;0;0
U12256;SSNA;LT;T12057;7;9;7;0;2;6;0;4;20;5;0;5;0;0
U12256;SSNA;ST;S16021;9;11;3;3;6;10;0;31;20;11;11;24;32;1
U12256;SSNA;SI;S14S52;0;1;5;0;0;0;0;0;5;21;0;0;0;0
U12256;SSNA;LT;T11008;0;1;2;0;1;2;0;0;6;0;3;3;28;0
U12256;SSNA;LT;T16026;0;6;1;2;0;0;0;1;0;0;1;1;0;1
U12256;SSNA;LT;T18868;0;1;0;0;0;0;0;1;0;0;0;0;0;0
U12256;SSNA;LT;T13660;36;44;5;1;1;0;0;147;191;57;34;4;2;0
U12256;SSNA;LA;A12017;6;1;1;2;1;4;0;20;15;18;7;21;12;0
U12256;SSNA;LT;T16024;0;0;0;0;0;0;0;2;5;0;2;6;0;2
U12256;SSNA;LT;T12058;0;0;0;0;0;0;0;0;0;0;0;0;8;0
U12256;SSNA;SF;S18866;0;0;0;0;0;0;0;0;4;1;0;0;0;0
U12256;SSNA;SV;S18865;0;3;0;0;0;0;0;0;0;1;0;0;0;0
U12256;SSNA;SI;S16020;53;31;15;10;10;12;1;268;213;111;186;271;185;7
U12256;SSNA;LA;A18869;1;3;1;3;1;0;0;2;5;2;2;1;0;1
U12256;SSNA;LA;A13870;0;1;0;0;0;1;0;2;3;10;6;1;0;0
U12256;SSNA;LA;A14005;5;6;0;2;0;1;0;20;33;5;8;7;24;0
U12256;SSNA;SF;S16019;1;8;1;3;2;0;1;12;32;5;15;14;3;6
U12256;SSNA;LA;A16028;0;1;1;3;1;1;1;5;17;4;1;9;4;1
U12256;SSNA;SI;S18863;0;3;3;1;1;0;0;1;7;18;8;9;0;2
U12256;SSNA;LT;T14007;1;2;0;1;0;0;0;0;0;0;0;1;1;0
U12256;SSNA;LT;T14063;2;0;0;0;0;0;0;0;0;0;0;0;0;0
U12256;SSNA;LT;T13059;3;12;5;5;0;1;0;2;1;0;3;1;0;0
U12256;SSNA;ST;S18864;0;1;0;3;0;0;0;1;2;0;0;0;0;0
U12256;SSNA;SV;S16022;8;3;0;5;9;1;0;20;7;1;4;23;4;7
U12262;SSNA;LT;T16026;2;1;0;2;1;0;0;1;1;0;0;0;0;0
U12262;SSNA;LA;A13870;0;0;0;0;0;1;0;2;4;2;2;2;2;0
U12262;SSNA;LA;A16028;0;0;0;0;2;0;0;1;3;3;5;5;1;3
U12262;SSNA;SF;S16019;6;2;3;1;0;0;1;9;14;8;8;6;4;1
U12262;SSNA;LT;T18868;0;0;0;1;0;0;0;0;0;0;0;0;0;0
U12262;SSNA;LT;T16024;0;0;0;0;0;0;1;7;2;1;2;1;0;1
U12262;SSNA;SI;S13052;0;0;0;0;0;0;0;0;1;1;0;0;0;0
U12262;SSNA;LT;T13059;4;1;1;4;1;2;0;1;1;1;1;1;1;0
U12262;SSNA;SI;S14S52;0;1;1;1;0;0;0;1;13;17;1;0;0;0
U12262;SSNA;LT;T14S59;5;14;5;4;0;0;0;1;0;1;1;0;0;0
U12262;SSNA;LA;A18869;0;2;0;1;0;0;1;0;1;0;0;0;1;0
U12262;SSNA;LT;T14007;3;0;0;1;0;0;0;0;0;0;0;0;0;0
U12262;SSNA;LT;T12057;4;1;0;1;1;4;0;1;6;4;0;4;2;0
U12262;SSNA;SI;S16020;40;16;16;9;5;1;0;174;131;106;145;110;60;13
U12262;SSNA;SF;S18866;0;0;1;0;0;0;0;0;1;0;1;1;0;0
U12262;SSNA;LT;T11008;0;0;0;0;1;2;0;0;3;6;1;5;17;0
U12262;SSNA;SV;S16022;7;0;0;2;0;1;0;27;2;1;1;4;2;1
U12262;SSNA;ST;S16021;3;5;2;0;3;0;1;4;11;1;4;0;0;1
U12262;SSNA;SI;S18863;0;0;1;0;0;0;0;0;1;7;6;11;3;0
U12262;SSNA;LT;T13660;31;11;0;2;0;2;0;102;97;41;27;20;9;0
U12262;SSNA;SV;S18865;0;1;0;0;0;0;0;0;0;2;0;1;0;0
U12262;SSNA;LA;A11030;0;0;0;0;0;1;0;0;0;0;0;0;1;0
U12262;SSNA;LT;T18867;0;0;0;0;0;0;0;0;1;0;0;0;0;0
U12262;SSNA;LA;A14005;5;3;1;1;1;2;0;23;8;5;5;9;12;0
U12262;SSNA;LA;A12017;1;0;0;0;1;1;0;1;8;3;8;7;11;0
U12262;SSNA;LT;T12058;0;0;0;0;0;0;0;0;0;0;1;1;2;0
U12262;SSNA;ST;S18864;0;1;0;1;0;0;0;0;0;0;0;1;0;0
U9602;SSNA;SI;S13052;0;0;0;0;0;0;0;4;6;0;0;0;0;0
U9602;SSNA;SV;S18865;1;0;0;2;0;1;0;3;2;0;0;0;1;0
U9602;SSNA;LT;T16026;8;9;6;6;10;0;0;6;0;3;2;1;0;0
U9602;SSNA;LT;T12057;24;32;12;28;56;9;0;14;10;10;15;30;5;0
U9602;SSNA;SV;S16022;7;3;7;10;7;0;21;20;8;3;8;21;5;9
U9602;SSNA;LA;A13870;0;0;4;5;15;1;0;1;2;4;47;113;14;0
U9602;SSNA;LT;T12058;0;0;0;1;1;0;0;0;0;3;6;4;0;0
U9602;SSNA;ST;S16021;34;33;26;26;21;18;0;47;42;41;75;82;15;2
U9602;SSNA;SI;S18863;4;8;2;8;11;6;0;26;38;3;26;64;19;0
U9602;SSNA;LA;A14005;6;15;7;19;9;3;0;11;70;48;145;72;8;0
U9602;SSNA;LA;A16028;2;17;3;6;3;0;0;13;37;19;23;21;6;0
U9602;SSNA;LT;T18867;0;0;0;0;0;0;0;0;0;0;0;1;0;0
U9602;SSNA;SI;S16020;93;71;59;114;78;23;8;390;380;319;533;648;154;10
U9602;SSNA;SF;S16019;18;13;5;10;5;0;1;64;56;52;50;67;13;6
U9602;SSNA;ST;S18864;1;5;0;0;5;3;0;1;5;0;1;1;0;0
U9602;SSNA;LA;A18869;0;0;3;9;5;1;0;0;1;4;12;7;1;0
U9602;SSNA;LT;T18868;0;0;1;3;4;0;0;0;0;0;1;0;0;0
U9602;SSNA;LT;T14063;0;1;4;3;1;1;0;0;0;1;1;1;0;0
U9602;SSNA;SI;S14S52;0;0;0;0;0;4;0;0;0;2;3;14;11;0
U9602;SSNA;LT;T14007;10;4;12;8;2;0;0;0;0;0;1;0;0;0
U9602;SSNA;LT;T13660;37;30;41;29;17;1;0;147;185;161;228;75;7;0
U9602;SSNA;SF;S14S51;0;0;0;0;1;0;0;0;0;0;1;1;0;0
U9602;SSNA;LT;T13059;76;43;17;55;99;17;0;8;10;0;1;16;0;0
U9602;SSNA;LT;T11008;0;0;2;1;14;5;0;0;0;1;15;73;33;0
U9602;SSNA;LT;T16024;0;0;0;0;0;0;0;0;2;5;9;0;0;0
