ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;COMANDATI_DISTACCATI_UOMINI;COMANDATI_DISTACCATI_DOMME;FUORI_RUOLO_UOMINI;FUORI_RUOLO_DONNE;COMANDATI_DISTACCATI_ESTERO_UOMINI;COMANDATI_DISTACCATI_ESTERO_DONNE;FUORI_RUOLO_ESTERO_UOMINI;FUORI_RUOLO_ESTERO_DONNE;CONVENZIONI_UOMINI;CONVENZIONI_DONNE;CONVENZIONI_ESTERO_UOMINI;CONVENZIONI_ESTERO_DONNE;ESONERI_UOMINI;ESONERI_DONNE;ASPETTATIVE_UOMINI;ASPETTATIVE_DONNE
C4837;RALN;CD;050000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C437;RALN;CD;050000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
CS9947;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
CM9036;RALN;CD;050000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C826;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
CM9123;RALN;CD;050000;1;0;0;0;1;5;0;0;0;0;0;0;0;0;1;0
C1242;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C6751;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
UC10945;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
C3126;RALN;CD;050000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C5336;RALN;CD;050000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C2395;RALN;CD;050000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C3768;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C1206;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4939;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
UC12872;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
IP10611;RALN;CD;050000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5189;RALN;CD;050000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C2336;RALN;CD;050000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
R9194;RALN;CD;050000;6;22;0;0;1;4;0;0;0;0;0;0;0;0;0;0
CS10072;RALN;CD;050000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5936;RALN;CD;050000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C6346;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
P9085;RALN;CD;050000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C12276;RALN;CD;050000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C2458;RALN;CD;050000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C671;RALN;CD;050000;1;0;0;0;0;1;0;0;0;2;0;2;0;0;0;0
C5643;RALN;CD;050000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6437;RALN;CD;050000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C5784;RALN;CD;050000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
P9112;RALN;CD;050000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3691;RALN;CD;050000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C1169;RALN;CD;050000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3222;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C4019;RALN;CD;050000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C1878;RALN;CD;050000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C7360;RALN;CD;050000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C5738;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C5065;RALN;CD;050000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C5393;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3794;RALN;CD;050000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1767;RALN;CD;050000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C510;RALN;CD;050000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3522;RALN;CD;050000;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
P9086;RALN;CD;050000;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0
C4314;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1090;RALN;CD;050000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6905;RALN;CD;050000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
C4654;RALN;CD;050000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4187;RALN;CD;050000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
UC11082;RALN;CD;050000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C7165;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4599;RALN;CD;050000;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
C607;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
UC10299;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
P9037;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
P9103;RALN;CD;050000;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
C2941;RALN;CD;050000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C6754;RALN;CD;050000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C7774;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3246;RALN;CD;050000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CS10917;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C6564;RALN;CD;050000;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R9199;RALN;CD;050000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
C342;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
C1362;RALN;CD;050000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C3271;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C775;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6705;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
R9196;RALN;CD;050000;1;2;0;0;1;5;0;0;1;3;0;0;0;0;0;0
C3099;RALN;CD;050000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C3197;RALN;CD;050000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C6932;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C908;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
R9201;RALN;CD;050000;0;1;0;0;0;1;0;0;16;13;0;0;0;0;1;1
C2298;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1170;RALN;CD;050000;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
C2069;RALN;CD;050000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C307;RALN;CD;050000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C4117;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6635;RALN;CD;050000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ER10553;RALN;CD;050000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C6612;RALN;CD;050000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C3892;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4835;RALN;CD;050000;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C3122;RALN;CD;050000;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3168;RALN;CD;050000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
IP12287;RALN;CD;050000;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C7354;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
C4072;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
P9034;RALN;CD;050000;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
C6439;RALN;CD;050000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C448;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4827;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C12759;RALN;CD;050000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UC12453;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
UC10183;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
UC10491;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6806;RALN;CD;050000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
UC11811;RALN;CD;050000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C7752;RALN;CD;050000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C6299;RALN;CD;050000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UC12511;RALN;CD;050000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C1496;RALN;CD;050000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6495;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
P9107;RALN;CD;050000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
C4624;RALN;CD;050000;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1095;RALN;CD;050000;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0
C6560;RALN;CD;050000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C4792;RALN;CD;050000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5138;RALN;CD;050000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C5495;RALN;CD;050000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
UC12495;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C2479;RALN;CD;050000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C763;RALN;CD;050000;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
C5849;RALN;CD;050000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C7097;RALN;CD;050000;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
C7893;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
ER12909;RALN;CD;050000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C6643;RALN;CD;050000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C8039;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C3333;RALN;CD;050000;3;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0
C4358;RALN;CD;050000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C2158;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C3508;RALN;CD;050000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C1058;RALN;CD;050000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C3312;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6025;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4405;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
P9046;RALN;CD;050000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1292;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C8050;RALN;CD;050000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
CM9074;RALN;CD;050000;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P9087;RALN;CD;050000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
UC12582;RALN;CD;050000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C2232;RALN;CD;050000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ER9951;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0
C3248;RALN;CD;050000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C5799;RALN;CD;050000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C3124;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
AP192;RALN;CD;050000;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0
P9082;RALN;CD;050000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3033;RALN;CD;050000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C7536;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C5951;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4715;RALN;CD;050000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C2108;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6243;RALN;CD;050000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1001;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3550;RALN;CD;050000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C4395;RALN;CD;050000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
C351;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3910;RALN;CD;050000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C4483;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
C2539;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
UC12581;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
UC10794;RALN;CD;050000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C248;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C2770;RALN;CD;050000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
R9202;RALN;CD;050000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
UC10754;RALN;CD;050000;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
C5226;RALN;CD;050000;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C4435;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6921;RALN;CD;050000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UC10218;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C3806;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C5510;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
C2614;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C5963;RALN;CD;050000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C7915;RALN;CD;050000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C1761;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C2436;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4664;RALN;CD;050000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UC12910;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3355;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C3866;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3098;RALN;CD;050000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C1998;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C1390;RALN;CD;050000;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4475;RALN;CD;050000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C3710;RALN;CD;050000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C891;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
C902;RALN;CD;050000;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C387;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C3698;RALN;CD;050000;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
C7096;RALN;CD;050000;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1
C1074;RALN;CD;050000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C5913;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C579;RALN;CD;050000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C2039;RALN;CD;050000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1248;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6884;RALN;CD;050000;1;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0
UC12578;RALN;CD;050000;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
C4266;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
UC12944;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
CS11833;RALN;CD;050000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C2975;RALN;CD;050000;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C740;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1087;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C3025;RALN;CD;050000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
ER12967;RALN;CD;050000;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
IP10120;RALN;CD;050000;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
UC10187;RALN;CD;050000;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
P9118;RALN;CD;050000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
C1524;RALN;CD;050000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4931;RALN;CD;050000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C2752;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C1987;RALN;CD;050000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C1176;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C5761;RALN;CD;050000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1008;RALN;CD;050000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C1289;RALN;CD;050000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
R9813;RALN;CD;050000;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C4306;RALN;CD;050000;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
UC10798;RALN;CD;050000;0;0;0;0;0;1;0;0;0;0;4;1;0;0;0;0
C6812;RALN;CD;050000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C5991;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
UC10632;RALN;CD;050000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C4635;RALN;CD;050000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C4393;RALN;CD;050000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C8022;RALN;CD;050000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C3013;RALN;CD;050000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6526;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C7076;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
C5112;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
C5068;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C5873;RALN;CD;050000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C2335;RALN;CD;050000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C3073;RALN;CD;050000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
P9077;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
C297;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C375;RALN;CD;050000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C2322;RALN;CD;050000;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
C5950;RALN;CD;050000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C859;RALN;CD;050000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6731;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
C5681;RALN;CD;050000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3881;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1250;RALN;CD;050000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
ES10815;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
C5503;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3016;RALN;CD;050000;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0
C2324;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1501;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
IP10579;RALN;CD;050000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C8058;RALN;CD;050000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
ES10242;RALN;CD;050000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C5323;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
C7814;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
N10730;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C5654;RALN;CD;050000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C7920;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0
C3049;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3023;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
UC12546;RALN;CD;050000;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
C7308;RALN;CD;050000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C939;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3669;RALN;CD;050000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
UC10007;RALN;CD;050000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
V12813;RALN;CD;050000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ER12885;RALN;CD;050000;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C7922;RALN;CD;050000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C8259;RALN;CD;050000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C6903;RALN;CD;050000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C774;RALN;CD;050000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
