ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;CAUSALE_ASSENZA;FORM_UOMINI;FORM_DONNE;FORM_MEDIA_UOMINI;FORM_MEDIA_DONNE
P9067;RALN;CD;0D4000;Z01;0;30;0;4,2857142857143
P9067;RALN;CC;046000;Z01;3;3;0;0
P9067;RALN;CD;049000;Z01;13;19;0;0
P9067;RALN;CD;050000;Z01;4;5;0;0
P9067;RALN;CB;036495;Z01;0;1;0;0
P9067;RALN;CC;045000;Z01;1;3;0;0
P9067;RALN;CA;027000;Z01;5;0;0;0
P9067;RALN;CB;036494;Z01;0;6;0;0
P9067;RALN;CB;032000;Z01;2;0;0;0
P9067;RALN;CC;043000;Z01;1;7;0;0
P9067;RALN;CC;042000;Z01;39;26;1,56;1,04
P9067;RALN;CD;099000;Z01;0;1;0;0
P9067;RALN;CB;034000;Z01;1;0;0;0
P9067;RALN;CB;038490;Z01;0;5;0;0
P9067;RALN;CA;0A5000;Z01;0;1;0;0
P9067;RALN;DI;0D0164;Z01;2;5;0;0
P9067;RALN;CD;0D5000;Z01;6;13;1,5;3,25
P9067;RALN;CB;037492;Z01;2;0;0;0
C5894;RALN;CC;042000;Z01;1;14;0;0
C5894;RALN;CD;0D4000;Z01;1;0;0;0
C5894;RALN;CB;038490;Z01;1;0;0;0
C5894;RALN;CC;0C1000;Z01;0;17;0;0
C5894;RALN;CD;0D1000;Z01;0;4;0;4
C5894;RALN;SP;0D0I95;Z01;0;1;0;1
C5894;RALN;CC;045000;Z01;0;8;0;2
C5894;RALN;CB;0B7A00;Z01;1;0;0;0
D8389;EN60;LI;0000ND;Z01;255;148;1,0625;0,61666666666667
C5053;RALN;CB;054000;Z01;1;0;0;0
C5053;RALN;SP;0D0I95;Z01;1;0;0;0
C5053;RALN;CC;0C1000;Z01;3;0;0;0
C5053;RALN;CC;046000;Z01;3;0;0;0
C5053;RALN;CD;099000;Z01;1;0;0;0
C5053;RALN;CC;042000;Z01;1;0;0;0
C5053;RALN;CA;0A1000;Z01;1;0;0;0
C3773;RALN;CC;0C1000;Z01;53;0;0;0
C4818;RALN;RP;000096;Z01;9;15;0;0
C4818;RALN;CB;0B7000;Z01;246;29;4,2413793103448;0,5
C4818;RALN;CC;0C1000;Z01;617;707;0,7790404040404;0,89267676767677
C4818;RALN;CB;037493;Z01;110;19;1,71875;0,296875
C4818;RALN;CA;0A5000;Z01;90;10;0;0
C4818;RALN;CA;027000;Z01;14;3;1;0,21428571428571
C4818;RALN;CD;050000;Z01;125;132;1,953125;2,0625
C4818;RALN;CD;0D1000;Z01;51;379;0,28813559322034;2,1412429378531
C4818;RALN;CC;042000;Z01;35;6;0;0
C4818;RALN;CC;045000;Z01;54;18;0;0
C4818;RALN;CC;043000;Z01;26;12;0;0
C4818;RALN;CB;055000;Z01;4;0;0;0
C4818;RALN;CC;046000;Z01;1074;418;1,9598540145985;0,76277372262774
C4818;RALN;DI;0D0164;Z01;1;7;0;0
C4818;RALN;CD;0D5000;Z01;314;175;1,4144144144144;0,78828828828829
C4818;RALN;DI;0D0165;Z01;3;0;0;0
C4818;RALN;CD;099000;Z01;65;121;0,49618320610687;0,9236641221374
C4818;RALN;CB;0B7A00;Z01;21;15;0;0
C4818;RALN;CA;028000;Z01;41;12;0;0
C4818;RALN;CB;038491;Z01;4;2;1,3333333333333;0,66666666666667
C4818;RALN;CD;0D4000;Z01;2;8;0;0
C4818;RALN;CB;034000;Z01;0;1;0;0
C2800;RALN;CB;038491;Z01;1;0;0;0
C2800;RALN;CC;045000;Z01;1;1;0;0
C2800;RALN;CD;0D5000;Z01;2;1;0;0
C2800;RALN;CD;099000;Z01;6;10;0,6;1
C2800;RALN;CB;038490;Z01;0;1;0;0
C2800;RALN;CD;050000;Z01;1;2;0;0
C2800;RALN;CB;0B7A00;Z01;8;2;0;0
C2800;RALN;CB;0B7000;Z01;1;3;0;0
C2800;RALN;FP;0D0103;Z01;1;0;0;0
C2800;RALN;CA;028000;Z01;0;1;0;0
C2800;RALN;CC;046000;Z01;12;8;0;0
C7424;PRBZ;CC;000721;Z01;1;17;0;0
C7424;PRBZ;CC;000722;Z01;0;8;0;0
C7424;PRBZ;FP;0D0485;Z01;0;4;0;0
C4437;PRBZ;CC;000721;Z01;7;17;0;0
C4437;PRBZ;CB;000725;Z01;6;4;0;0
C4437;PRBZ;CD;000718;Z01;0;10;0;0
C4437;PRBZ;CB;000723;Z01;1;0;0;0
C4437;PRBZ;CC;000722;Z01;2;1;0;0
C4437;PRBZ;FP;0D0485;Z01;9;0;0;0
C4437;PRBZ;CD;000719;Z01;2;0;0;0
C2996;RALN;CA;0A6000;Z01;0;1;0;0
C2996;RALN;CC;042000;Z01;0;2;0;0
C2996;RALN;CB;0B8000;Z01;8;0;0;0
C2996;RALN;CC;097000;Z01;5;0;0;0
C2996;RALN;CC;046000;Z01;0;2;0;0
C2996;RALN;CC;043000;Z01;0;4;0;0
C2996;RALN;CB;038491;Z01;4;0;0;0
C2996;RALN;CB;054000;Z01;2;0;0;0
C4234;RALN;CD;0D1000;Z01;0;1;0;0
C4234;RALN;CD;0D4000;Z01;0;1;0;0
C4234;RALN;CC;0C1000;Z01;8;0;1,6;0
C834;RALN;FP;0D0103;Z01;0;1;0;0
C834;RALN;CB;055000;Z01;6;22;0,3;1,1
C834;RALN;CD;049000;Z01;1;0;0;0
C834;RALN;CD;0D1000;Z01;8;0;0;0
C834;RALN;CC;045000;Z01;0;11;0;11
C834;RALN;CD;050000;Z01;2;0;0;0
C834;RALN;CC;0C1000;Z01;1;2;0;0
C834;RALN;CD;099000;Z01;8;3;0;0
C834;RALN;CD;0D5000;Z01;3;1;0;0
C834;RALN;FP;0D0102;Z01;1;0;0;0
C834;RALN;CB;054000;Z01;0;1;0;0
V9752;RALN;CD;050000;Z01;3;25;0;0
V9752;RALN;DG;0D0104;Z01;6;0;0;0
V9752;RALN;CD;099000;Z01;0;13;0;0
V9752;RALN;CD;049000;Z01;0;1;0;0
V9752;RALN;CC;046000;Z01;0;47;0;0
V9752;RALN;CD;0D4000;Z01;6;6;0;0
V9752;RALN;DI;0D0164;Z01;12;0;0;0
V9752;RALN;CC;042000;Z01;1;0;0;0
V9752;RALN;CC;045000;Z01;0;1;0;0
C7558;RALN;CB;0B7A00;Z01;0;1;0;0
V9804;RALN;CD;050000;Z01;5;5;0;0
V9804;RALN;CD;049000;Z01;4;0;0;0
V9804;RALN;CC;043000;Z01;6;0;0;0
V9804;RALN;CC;046000;Z01;1;4;0;0
V9804;RALN;CB;036494;Z01;0;9;0;0
V9804;RALN;CC;045000;Z01;4;10;0;0
V9804;RALN;CC;042000;Z01;5;1;0;0
V9804;RALN;CD;099000;Z01;5;7;0;0
V9804;RALN;CB;036495;Z01;1;0;0;0
U9629;SSNA;SI;S14S52;Z01;0;6;0;0
U9629;SSNA;MD;SD0N34;Z01;0;1;0;0
U9629;SSNA;LT;T16024;Z01;1;66;0;0
U9629;SSNA;DA;AD0A31;Z01;0;2;0;0,16666666666667
U9629;SSNA;LT;T12057;Z01;2;2;0;0
U9629;SSNA;DT;TD0002;Z01;7;0;0;0
U9629;SSNA;LA;A18869;Z01;3;18;0,071428571428571;0,42857142857143
U9629;SSNA;DS;SD0E41;Z01;1;0;0;0
U9629;SSNA;DS;SD0040;Z01;0;3;0;0
U9629;SSNA;DS;SD0E38;Z01;0;1;0;0
U9629;SSNA;SF;S18866;Z01;3;0;0;0
U9629;SSNA;DA;AD0S31;Z01;0;2;0;0
U9629;SSNA;LT;T14007;Z01;2;0;0;0
U9629;SSNA;LT;T11008;Z01;0;1;0;0
U9629;SSNA;LT;T13660;Z01;8;31;0,0095693779904306;0,037081339712919
U9629;SSNA;LT;T16026;Z01;9;8;0,64285714285714;0,57142857142857
U9629;SSNA;SI;S16020;Z01;523;1185;0,12231057062675;0,27712815715622
U9629;SSNA;DP;PD0S45;Z01;3;0;0;0
