ISTITUZIONE;CONTRATTO;CATEGORIA_PARTENZA;QUALIFICA_PARTENZA;CATEGORIA_ARRIVO;QUALIFICA_ARRIVO;TIPO_PASSAGGIO;NUMERO_PASSAGGI
M8652;MNST;3A;044F05;3A;044F06;O;1
M8652;MNST;3A;044F06;3A;044F07;O;2
M8652;MNST;3A;044F05;3A;044F06;O;16
M8652;MNST;3A;042F03;3A;043F04;O;13
M8652;MNST;3A;043F04;3A;044F05;O;14
M8652;MNST;3A;044F05;3A;043F04;O;1
M8652;MNST;3A;043F04;3A;044F05;O;434
M8652;MNST;3A;044F05;3A;044F06;O;11
M8652;MNST;3A;042F03;3A;043F04;O;127
M8652;MNST;3A;043F04;3A;044F05;O;36
M8652;MNST;2A;035F04;3A;041F02;V;1
M8652;MNST;2A;035F04;3A;040F01;V;7
M8652;MNST;2A;035F05;2A;035F06;O;23
M8652;MNST;2A;035F04;2A;035F05;O;13
M8652;MNST;2A;035F04;2A;035F05;O;188
M8652;MNST;2A;035F05;3A;040F01;V;1
M8652;MNST;2A;035F05;3A;040F01;V;7
M8652;MNST;2A;035F04;2A;035F05;O;1193
M8652;MNST;2A;032F02;3A;040F01;V;7
M8652;MNST;2A;035F04;3A;040F01;V;80
M8652;MNST;1A;024F03;3A;040F01;V;1
M8652;MNST;2A;035F05;2A;035F06;O;1
M8652;MNST;2A;035F04;2A;035F05;O;19
C7929;RALN;CD;050000;CD;0D4000;O;28
C7929;RALN;CC;045000;CC;0C1000;O;2
C7929;RALN;CD;0D5000;DI;0D0165;V;1
C7929;RALN;CB;032000;CC;0C1000;V;1
C7929;RALN;CB;036494;CC;0C1000;V;1
C7929;RALN;CD;0D1000;CD;049000;O;25
C7929;RALN;CC;042000;CC;0C1000;O;1
C7929;RALN;CD;0D4000;CD;0D5000;O;6
C7929;RALN;CC;043000;CC;045000;O;1
C7929;RALN;CB;055000;CC;0C1000;V;4
C7929;RALN;CD;049000;CD;050000;O;22
C7929;RALN;CD;0D5000;CD;099000;O;9
C7929;RALN;CC;0C1000;CC;042000;O;89
C7929;RALN;CB;055000;CB;036494;O;18
C7929;RALN;CC;042000;CC;043000;O;4
UC10794;RALN;CD;0D5000;DI;0D0165;V;1
C8073;RALN;CC;042000;CC;043000;O;1
C8073;RALN;CB;032000;CB;034000;O;1
C8073;RALN;CB;0B7A00;CB;0B8000;O;1
T9313;RALN;CC;046000;CC;097000;O;1
T9313;RALN;CD;099000;CD;0D7000;O;2
C12472;PRTN;CB;054000;CB;0BE000;O;4
UC11811;RALN;CC;0C1000;CD;0D1000;V;1
C1222;RALN;CC;045000;CC;046000;O;1
C1222;RALN;CD;049000;CD;050000;O;1
C1222;RALN;CB;032000;CB;034000;O;1
C1222;RALN;CB;0B7A00;CB;0B8000;O;1
C1222;RALN;CC;046000;CC;097000;O;2
C4000;RALN;CD;0D4000;CD;0D5000;O;1
C4000;RALN;CC;043000;CC;045000;O;2
C4000;RALN;CC;042000;CC;043000;O;2
C4000;RALN;CD;0D5000;CD;099000;O;2
C4000;RALN;CB;038491;CB;0B7000;O;1
C4000;RALN;CB;036495;CB;037493;O;2
C4000;RALN;CB;032000;CB;034000;O;2
C4000;RALN;CC;045000;CC;046000;O;6
C4000;RALN;CD;049000;CD;050000;O;1
C4000;RALN;CC;0C1000;CC;042000;O;1
CS10376;RALN;CC;042000;CC;043000;O;1
C3538;RALN;CB;036494;CB;037492;O;1
C3538;RALN;CC;045000;CC;046000;O;1
C3538;RALN;CD;050000;CD;0D4000;O;1
K8644;SSNA;MV;SD0E74;DG;0D0482;V;1
K8644;SSNA;DA;AD0032;DG;0D0163;V;1
K8644;SSNA;DS;SD0E15;DS;SD0E16;O;1
K8644;SSNA;MV;SD0E73;MV;SD0E74;O;2
C349;RALN;CB;036495;CB;037493;O;2
C349;RALN;CA;027000;CA;028000;O;2
C349;RALN;CB;037492;CB;038490;O;1
C349;RALN;CC;0C1000;CC;042000;O;1
C349;RALN;CB;037493;CB;037492;O;1
C7861;RALN;CC;043000;CC;042000;O;1
C6964;RALN;CC;0C1000;CC;042000;O;1
C6964;RALN;CC;043000;CC;045000;O;1
C6964;RALN;CC;045000;CC;046000;O;1
C6964;RALN;CB;055000;CB;036494;O;1
C6964;RALN;CD;050000;CD;0D4000;O;1
P9066;RALN;CB;038490;CB;0B7A00;O;8
P9066;RALN;CA;027000;CA;028000;O;1
P9066;RALN;CB;054000;CB;032000;O;1
P9066;RALN;CB;036495;CB;037493;O;27
P9066;RALN;CC;043000;CC;045000;O;1
P9066;RALN;CD;0D5000;DI;0D0165;V;2
P9066;RALN;CD;0D4000;CD;0D5000;O;9
P9066;RALN;CC;045000;CC;046000;O;5
P9066;RALN;CD;0D5000;CD;099000;O;1
P9066;RALN;CD;099000;CD;0D7000;O;2
P9066;RALN;CD;0D7000;DI;0D0165;V;2
P9066;RALN;CB;037492;CB;038490;O;1
P9066;RALN;CC;043000;RP;000096;V;1
P9066;RALN;CB;037493;CB;038491;O;4
P9066;RALN;CC;046000;CC;097000;O;3
P9066;RALN;CB;0B7A00;CB;0B8000;O;1
P9066;RALN;CB;032000;CB;034000;O;31
P9066;RALN;CD;049000;CD;050000;O;6
P9066;RALN;CC;0C1000;CC;042000;O;6
P9066;RALN;CC;042000;CC;043000;O;16
P9066;RALN;CD;0D1000;CD;049000;O;5
P9066;RALN;CB;034000;CB;036495;O;15
C5695;RALN;CC;045000;CC;046000;O;2
C5695;RALN;CB;037493;CB;038491;O;1
C5695;RALN;CC;042000;CC;043000;O;1
C5695;RALN;CB;036495;CB;037493;O;1
C5695;RALN;CD;050000;CD;0D4000;O;1
C5695;RALN;CD;049000;CD;050000;O;1
C5695;RALN;CC;0C1000;CC;042000;O;1
C5695;RALN;CD;0D1000;CD;049000;O;3
C5116;RALN;CA;0A5000;CA;0A6000;O;1
C5116;RALN;CC;0C1000;CC;042000;O;1
C5116;RALN;CB;032000;CB;034000;O;1
M10756;CPOR;MT;000FP1;MT;000FR1;O;689
M10756;CPOR;MT;000FP4;MT;013963;O;28
M10756;CPOR;GR;013351;GR;013337;O;127
M10756;CPOR;US;0D0562;UG;0D0334;V;4
M10756;CPOR;MT;013963;GR;013353;V;133
M10756;CPOR;GR;013352;GR;013351;O;27
M10756;CPOR;GR;013353;GR;013352;O;27
M10756;CPOR;US;0D0345;US;0D0562;O;1
M10756;MNST;3A;041F02;3A;040F01;O;1
M10756;CPOR;US;0D0567;US;0D0956;O;18
M10756;MNST;3A;042F03;3A;040F01;O;2
M10756;MNST;3A;044F06;3A;040F01;O;2
M10756;CPOR;US;0D0956;US;0D0563;O;40
M10756;MNST;3A;044F05;3A;044F06;O;2
M10756;MNST;3A;044F05;D2;0D0080;V;1
M10756;CPOR;US;0D0563;US;0D0562;O;16
M10756;MNST;3A;043F04;3A;044F05;O;2
M10756;CPOR;US;0D0564;US;0D0956;O;43
M10756;CPOR;MT;017832;UI;018338;V;7
M10756;CPOR;UI;017335;UI;018338;O;38
M10756;CPOR;UI;018338;UI;018354;O;71
M10756;CPOR;MT;014833;UI;018338;V;5
M10756;CPOR;AV;000180;UI;017335;V;40
M10756;MNST;D2;0D0079;D1;0D0077;V;5
M10756;CPOR;GR;013337;GR;013962;O;133
M10756;CPOR;UI;018354;UI;018958;O;175
M10756;CPOR;US;0D0957;US;0D0567;O;1
M10756;CPOR;UI;018958;US;0D0567;V;70
M10756;CPOR;US;0D0567;US;0D0564;O;43
M10756;CPOR;US;019341;US;0D0957;O;4
M10756;MNST;D1;0D0CDP;D1;0D0077;O;1
M10756;CPOR;MR;017556;MR;017834;O;77
M10756;CPOR;UI;018354;US;019341;V;2
M10756;CPOR;MR;017830;UI;017335;V;1
M10756;CPOR;GR;013961;SG;014308;V;22
M10756;MNST;3A;042F03;D2;0D0080;V;1
M10756;CPOR;SG;014308;SG;014349;O;22
M10756;CPOR;UG;0D0329;UG;0D0330;O;1
M10756;CPOR;GR;013962;GR;013961;O;22
M10756;CPOR;SG;014349;SG;015350;O;350
M10756;CPOR;UG;0D0334;UG;0D0329;O;2
M10756;CPOR;SG;015350;SG;013960;O;23
M10756;CPOR;MR;015347;MR;016332;O;22
M10756;CPOR;MR;014333;MR;015347;O;22
M10756;CPOR;MR;016332;MR;016C10;O;13
M10756;CPOR;AV;000180;MR;014333;V;6
M10756;CPOR;SG;013960;SG;015959;O;17
M10756;CPOR;MR;016C10;MR;017556;O;22
M10756;CPOR;SG;015959;MR;014333;V;16
M10756;MNST;D2;0D0080;3A;043F04;V;1
CS13242;RALN;CD;099000;DI;0D0165;V;1
C1284;RALN;CA;0A1000;CA;025000;O;1
C1284;RALN;CD;0D5000;CD;099000;O;1
Q9134;UNIV;CD;050000;CD;051000;O;1
Q9134;UNIV;CD;048000;CD;049000;O;2
Q9134;UNIV;CD;049000;CD;050000;O;7
Q9134;UNIV;CD;052000;CD;0D6000;O;3
Q9134;UNIV;CE;060000;CE;061000;O;3
Q9134;UNIV;CD;051000;CD;052000;O;4
Q9134;UNIV;CD;0D7000;CD;0D8000;O;1
Q9134;UNIV;CD;0D6000;CD;0D7000;O;2
Q9134;UNIV;CC;0C7000;CC;0C8000;O;18
Q9134;UNIV;CC;042000;CC;043000;O;4
Q9134;UNIV;CC;043000;CC;045000;O;8
Q9134;UNIV;CC;040000;CC;042000;O;2
Q9134;UNIV;CB;038000;CB;0B7000;O;14
Q9134;UNIV;CC;045000;CC;046000;O;1
Q9134;UNIV;CE;0E6000;CE;0E7000;O;1
Q9134;UNIV;CB;030000;CB;032000;O;1
Q9134;UNIV;CC;097000;CC;0C7000;O;6
Q9134;UNIV;CC;046000;CC;097000;O;7
Q9134;UNIV;CB;037000;CB;038000;O;2
Q9134;PRUN;RI;0D0177;PR;0D0169;V;2
Q9134;PRUN;PR;0D0169;PR;0D0173;O;4
Q9134;PRUN;PR;0D0168;PR;0D0169;O;1
Q9134;UNIV;CE;0E7000;CE;0E8000;O;1
C6546;RALN;CB;0B7A00;CB;0B8000;O;4
C6546;RALN;CC;046000;CC;097000;O;3
C6546;RALN;CD;099000;CD;0D7000;O;2
C6546;RALN;CA;0A5000;CA;0A6000;O;1
C4558;RALN;CB;032000;CB;034000;O;1
C4558;RALN;CB;055000;CB;036494;O;1
U12263;SSNA;MD;SD0E34;MD;SD0N34;O;1
U12263;SSNA;MD;SD0035;MD;SD0E33;O;1
U12263;SSNA;LT;T11008;LA;A14005;V;2
U12263;SSNA;DP;PD0A45;DP;PD0046;O;1
U12263;SSNA;LA;A13870;LA;A14005;O;1
U12263;SSNA;LT;T13660;LA;A13870;V;1
U12263;SSNA;MD;SD0035;MD;SD0E34;O;10
C7541;RALN;CB;038490;CB;0B7A00;O;1
C7541;RALN;CC;043000;CC;045000;O;1
C7541;RALN;CD;050000;CD;0D4000;O;1
C6025;RALN;CB;037492;CB;038490;O;1
C6025;RALN;CC;0C1000;CC;042000;O;1
C6025;RALN;CD;050000;CD;0D4000;O;1
C6025;RALN;CC;043000;CC;045000;O;1
C656;RALN;CD;0D4000;CD;0D5000;O;1
C656;RALN;CB;054000;CB;032000;O;2
C656;RALN;CC;0C1000;CC;042000;O;1
C656;RALN;CD;049000;CD;050000;O;1
C656;RALN;CC;045000;CC;046000;O;1
C656;RALN;CA;0A1000;CA;025000;O;1
C3625;RALN;CB;036495;CB;037493;O;1
C3625;RALN;CD;050000;CD;0D4000;O;1
C3625;RALN;CC;0C1000;CC;042000;O;1
C3625;RALN;CD;0D1000;CD;049000;O;1
C3625;RALN;CB;038491;CB;0B7000;O;1
C3625;RALN;CA;0A1000;CA;025000;O;1
C2319;RALN;CC;0C1000;CC;042000;O;1
C2319;RALN;CD;050000;CD;0D4000;O;4
C2319;RALN;CD;049000;CD;050000;O;1
C2319;RALN;CB;036495;CB;037493;O;1
C2319;RALN;CC;045000;CC;046000;O;1
C2319;RALN;CC;043000;CC;045000;O;2
C7783;RALN;CC;042000;CC;043000;O;1
C7735;RALN;CC;0C1000;CC;042000;O;2
ER11087;RALN;CD;050000;CD;0D4000;O;1
ER11087;RALN;CC;0C1000;CC;042000;O;12
ER11087;RALN;CD;0D4000;CD;0D5000;O;1
ER11087;RALN;CB;055000;CB;036494;O;5
ER11087;RALN;CC;042000;CC;043000;O;1
ER11087;RALN;CC;043000;CC;045000;O;1
ER11087;RALN;CC;045000;CC;046000;O;2
ER11087;RALN;CD;0D5000;CD;099000;O;3
ER11087;RALN;CD;0D1000;CD;049000;O;10
C4111;RALN;CB;054000;CB;032000;O;1
C4111;RALN;CC;043000;CC;045000;O;1
C4111;RALN;CD;0D1000;CD;049000;O;2
C4111;RALN;CC;045000;CC;046000;O;1
C4111;RALN;CB;038491;CB;0B7000;O;1
C4111;RALN;CA;025000;CB;054000;V;1
C6361;PRBZ;CD;000720;CD;000719;O;1
C6361;PRBZ;CA;000728;CA;000727;O;1
C3723;PRBZ;CC;000721;CB;000723;V;1
C3723;PRBZ;CA;000728;CA;000727;O;1
C7949;RALN;CB;038491;CB;0B7000;O;1
C7949;RALN;CC;042000;CC;043000;O;1
C7949;RALN;CC;046000;CC;097000;O;1
C4281;RALN;CD;050000;CD;0D4000;O;1
C7675;RALN;CA;028000;CA;0A5000;O;1
C7675;RALN;CB;036495;CB;037493;O;1
C7675;RALN;CB;054000;CB;032000;O;2
C7675;RALN;CB;034000;CB;036495;O;1
C6107;RALN;CB;036494;CB;037492;O;1
C4954;RALN;CC;045000;CC;046000;O;1
C4954;RALN;CB;037492;CB;038490;O;1
C4954;RALN;CC;042000;CC;043000;O;1
C4954;RALN;CB;054000;CB;032000;O;1
C4954;RALN;CC;0C1000;CC;042000;O;2
C4954;RALN;CB;038490;CB;0B7A00;O;1
C4954;RALN;CC;043000;CC;045000;O;1
U10524;SSNA;LT;T11008;LA;A11030;V;5
U10524;SSNA;LA;A18869;DA;AD0A31;V;2
U10524;SSNA;MD;SD0035;MD;SD0E33;O;6
U10524;SSNA;MD;SD0N33;MD;SD0E33;O;1
U10524;SSNA;MD;SD0035;MD;SD0E34;O;2
U10524;SSNA;MD;SD0036;MD;SD0035;O;1
U10524;SSNA;DS;SD0E13;DS;SD0A12;O;1
U10524;SSNA;MD;SD0E33;MD;SD0E34;O;1
U10524;SSNA;MD;SD0035;MD;SD0036;O;5
U10524;SSNA;MD;SD0N33;MD;SD0N34;O;2
U10524;SSNA;LT;T14S59;LA;A14005;V;1
U10524;SSNA;MD;SD0E33;MD;SD0035;O;1
U10524;SSNA;LT;T12057;LA;A12017;V;1
U10524;SSNA;SI;S16020;LA;A14005;V;1
U10524;SSNA;DS;SD0E66;DS;SD0A65;O;1
U10524;SSNA;MV;SD0E74;MV;SD0E73;O;1
U10524;SSNA;MD;SD0E34;MD;SD0E33;O;4
C4527;RALN;CC;045000;CC;046000;O;1
C4527;RALN;CD;099000;CD;0D7000;O;1
C4527;RALN;CB;038490;CB;0B7A00;O;1
C4527;RALN;CB;032000;CB;034000;O;1
C4527;RALN;CB;034000;CB;036495;O;2
C4527;RALN;CC;046000;CC;097000;O;7
C4527;RALN;CA;025000;CA;027000;O;1
C4527;RALN;CB;0B7000;CB;0B8000;O;1
C2258;RALN;CC;0C1000;CC;042000;O;1
C5989;RALN;CD;0D5000;CD;099000;O;1
C5989;RALN;CD;050000;CD;0D4000;O;1
C5989;RALN;CC;042000;CC;043000;O;1
C5989;RALN;CD;0D1000;CD;049000;O;1
C4888;RALN;CC;0C1000;CC;045000;O;1
C4888;RALN;CB;032000;CC;0C1000;V;1
ER10774;RALN;CC;042000;CD;0D1000;V;3
C3595;RALN;CC;043000;CC;045000;O;1
C3595;RALN;CD;0D4000;CD;0D5000;O;2
C834;RALN;CD;050000;CD;049000;O;6
C834;RALN;CB;037492;CB;036494;O;2
C834;RALN;CD;099000;CD;0D5000;O;7
C834;RALN;CA;0A5000;CA;028000;O;2
C834;RALN;CC;045000;CC;043000;O;4
C834;RALN;CC;043000;CC;042000;O;1
C834;RALN;CC;042000;CC;0C1000;O;1
C834;RALN;CB;034000;CB;032000;O;2
C834;RALN;CC;046000;CC;045000;O;4
C3737;RALN;DI;0D0165;DI;0D0164;O;1
C3737;RALN;CC;045000;CC;046000;O;6
C3737;RALN;CB;037493;CB;038491;O;12
C3737;RALN;CD;0D1000;DF;0D0095;V;1
C3737;RALN;CD;0D5000;CD;099000;O;19
C3737;RALN;CA;027000;CA;028000;O;1
C3737;RALN;CB;037492;CB;038490;O;4
C3737;RALN;CD;099000;DF;0D0095;V;1
C3737;RALN;CD;0D1000;CD;049000;O;7
C3737;RALN;CD;050000;CD;0D4000;O;14
C3737;RALN;CB;036494;CB;037492;O;12
C3737;RALN;CC;042000;CC;043000;O;17
C3737;RALN;CC;043000;CC;045000;O;55
C3737;RALN;CD;0D4000;CD;0D5000;O;7
C3737;RALN;CD;0D5000;DI;0D0165;V;1
C3737;RALN;CB;034000;CB;036495;O;3
C3737;RALN;CB;055000;CB;036494;O;3
C3737;RALN;CC;0C1000;CC;042000;O;34
C3737;RALN;CD;049000;CD;050000;O;1
C3737;RALN;CA;028000;CA;0A5000;O;22
C5160;RALN;CD;0D1000;CD;049000;O;2
C5160;RALN;CB;054000;CB;032000;O;1
C5160;RALN;CA;0A1000;CA;025000;O;2
C5160;RALN;CB;038491;CB;0B7000;O;5
C6512;RALN;CA;0A1000;CA;025000;O;7
C6512;RALN;CB;054000;CB;032000;O;12
C6512;RALN;CD;0D4000;CD;0D5000;O;2
C6512;RALN;CB;038491;CB;0B7000;O;1
C6512;RALN;CC;042000;CC;043000;O;1
C6512;RALN;CC;043000;CC;045000;O;1
C6512;RALN;CB;037493;CB;038491;O;1
C2159;RALN;CB;054000;CB;032000;O;1
C2159;RALN;CD;0D5000;CD;099000;O;1
C2159;RALN;CC;0C1000;CC;042000;O;5
C6971;RALN;CC;042000;CD;0D1000;V;1
ER12309;RALN;CC;0C1000;CC;042000;O;33
ER12309;RALN;CD;049000;CD;050000;O;8
ER12309;RALN;CB;036495;CB;037493;O;6
ER12309;RALN;CB;038491;CB;0B7000;O;8
ER12309;RALN;CD;0D1000;CD;049000;O;35
ER12309;RALN;CD;050000;CD;0D4000;O;7
ER12309;RALN;CB;037493;CB;038491;O;11
ER12309;RALN;CC;043000;CC;045000;O;21
ER12309;RALN;CA;025000;CA;027000;O;3
ER12309;RALN;CC;042000;CC;043000;O;28
ER12309;RALN;CD;0D4000;CD;0D5000;O;11
ER12309;RALN;CC;045000;CC;046000;O;22
ER12309;RALN;CA;0A1000;CA;025000;O;1
ER12309;RALN;CB;038490;CB;0B7A00;O;2
ER12309;RALN;CA;027000;CA;028000;O;1
ER12309;RALN;CB;054000;CB;032000;O;3
ER12309;RALN;CB;032000;CB;034000;O;9
ER12309;RALN;CB;034000;CB;036495;O;11
ER12309;RALN;CD;0D5000;CD;099000;O;7
CM9114;RALN;CD;049000;CD;050000;O;4
CM9114;RALN;CC;046000;CD;0D1000;V;1
CM9114;RALN;CC;043000;CC;045000;O;2
CM9114;RALN;CB;054000;CB;032000;O;15
CM9114;RALN;CD;0D4000;DI;0D0164;V;1
CM9114;RALN;CC;042000;CC;043000;O;11
CM9114;RALN;CD;099000;DI;0D0164;V;1
CM9114;RALN;CB;032000;CB;034000;O;3
CM9114;RALN;CC;045000;CC;046000;O;39
CM9114;RALN;CB;036494;CB;037492;O;2
CM9114;RALN;CB;036495;CB;037493;O;3
CM9114;RALN;CB;037493;CB;038491;O;6
CM9114;RALN;CD;0D1000;CD;049000;O;59
CM9114;RALN;CD;050000;CD;0D4000;O;25
CM9114;RALN;CC;0C1000;CC;042000;O;40
CM9114;RALN;CD;0D5000;CD;099000;O;7
CM9114;RALN;CD;0D4000;CD;0D5000;O;8
P9092;RALN;CD;0D4000;CD;0D5000;O;5
P9092;RALN;CB;037493;CB;038491;O;2
P9092;RALN;CD;0D1000;CD;049000;O;6
P9092;RALN;CB;032000;CB;034000;O;2
P9092;RALN;CB;037492;CB;038490;O;2
P9092;RALN;CC;0C1000;CC;042000;O;17
P9092;RALN;CC;043000;CC;045000;O;2
P9092;RALN;CD;050000;CD;0D4000;O;3
P9092;RALN;CB;055000;CB;036494;O;1
P9092;RALN;CB;054000;CB;032000;O;11
P9092;RALN;CD;0D5000;CD;099000;O;1
P9092;RALN;CB;034000;CB;036495;O;5
P9092;RALN;CC;042000;CC;043000;O;9
P9092;RALN;CB;036495;CB;037493;O;2
P9092;RALN;CD;049000;CD;050000;O;3
C6872;RALN;CC;043000;CC;045000;O;1
C6872;RALN;CD;050000;CD;0D4000;O;1
UC12348;RALN;CC;0C1000;CC;042000;O;1
UC12348;RALN;CB;036495;CB;037493;O;1
UC12348;RALN;CD;050000;CD;0D4000;O;3
UC12348;RALN;CB;038491;CB;0B7000;O;1
UC12348;RALN;CC;045000;CC;046000;O;1
UC12348;RALN;CC;042000;CC;043000;O;3
C4781;RALN;CD;0D1000;CD;049000;O;1
C4781;RALN;CB;038490;CB;0B7A00;O;1
C4781;RALN;CC;045000;CC;046000;O;1
C4781;RALN;CB;0B7A00;CB;0B7000;O;1
C611;RALN;CB;038491;CB;0B7000;O;1
C611;RALN;CC;045000;CC;046000;O;1
C611;RALN;CD;049000;CD;050000;O;1
C4326;RALN;CB;036494;CC;0C1000;V;1
C4326;RALN;DI;0D0165;CD;050000;V;1
C4326;RALN;DI;0D0165;CD;099000;V;1
C4326;RALN;CD;099000;DI;0D0165;V;1
C4326;RALN;CD;050000;DI;0D0165;V;1
C2795;RALN;CB;036495;CB;037493;O;1
C2795;RALN;CB;034000;CB;036495;O;1
C2795;RALN;CC;043000;CC;045000;O;1
C2795;RALN;CB;054000;CB;032000;O;1
C2795;RALN;CD;0D4000;CD;0D5000;O;1
Q9133;UNIV;CD;049000;CD;050000;O;15
Q9133;UNIV;CC;045000;CD;048000;V;1
Q9133;UNIV;CD;0D6000;CD;0D7000;O;2
Q9133;UNIV;CB;038000;CB;0B7000;O;17
Q9133;UNIV;CE;060000;CE;061000;O;2
Q9133;UNIV;CD;048000;CD;049000;O;10
Q9133;UNIV;CD;050000;CD;051000;O;10
Q9133;UNIV;CC;097000;CC;0C7000;O;10
Q9133;PRUN;RI;0D0177;PR;0D0169;V;18
Q9133;UNIV;CD;051000;CD;052000;O;21
Q9133;PRUN;PR;0D0169;PR;0D0173;O;16
Q9133;UNIV;CC;040000;CD;048000;V;3
Q9133;PRUN;PR;0D0169;PR;0D0168;O;1
Q9133;PRUN;PR;0D0173;PR;0D0169;O;1
Q9133;UNIV;CB;037000;CB;038000;O;5
Q9133;UNIV;CC;043000;CC;045000;O;18
Q9133;UNIV;CD;051000;CE;059000;V;1
Q9133;UNIV;CD;050000;CE;059000;V;1
Q9133;UNIV;CB;036000;CB;037000;O;14
Q9133;UNIV;CC;045000;CC;046000;O;31
Q9133;UNIV;CC;0C7000;CC;0C8000;O;1
Q9133;UNIV;CC;046000;CC;097000;O;1
Q9133;UNIV;CB;034000;CB;036000;O;5
Q9133;UNIV;CD;050000;;0D0169;V;1
Q9133;UNIV;CE;059000;CE;060000;O;1
Q9133;UNIV;CD;052000;CE;059000;V;2
Q9133;UNIV;CC;040000;CC;042000;O;2
Q9133;UNIV;CC;042000;CC;043000;O;22
C8109;RALN;CB;034000;CB;036495;O;1
C8109;RALN;CA;0A5000;CA;0A6000;O;1
C8109;RALN;CC;046000;CC;097000;O;7
C8109;RALN;CC;0C1000;CC;042000;O;2
C8109;RALN;CC;042000;CC;043000;O;1
C8109;RALN;CA;027000;CA;028000;O;1
C8109;RALN;CA;0A1000;CA;025000;O;2
C8109;RALN;CB;0B7A00;CB;0B8000;O;1
C8109;RALN;CA;028000;CA;0A5000;O;1
C8109;RALN;CB;054000;CB;032000;O;1
C8109;RALN;CC;043000;CC;045000;O;1
CS9938;RALN;CD;050000;CD;0D4000;O;4
CS9938;RALN;CD;0D5000;CD;099000;O;1
CS9938;RALN;CD;049000;CD;050000;O;1
CS9938;RALN;CB;054000;CB;032000;O;1
C7398;RALN;CC;042000;CC;043000;O;1
C7398;RALN;CB;038490;CB;0B7A00;O;1
C4479;RALN;CC;042000;CC;043000;O;7
