ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;CAUSALE_ASSUNZIONE;UOMINI;DONNE
C5032;RALN;CC;0C1000;A23;9;4
UC10386;RALN;CC;0C1000;A23;1;0
C6046;RALN;CC;0C1000;A23;1;0
CS9938;RALN;CC;0C1000;A23;0;1
C381;RALN;CC;0C1000;A23;1;0
C4002;RALN;CC;0C1000;A23;0;1
C1859;RALN;CC;0C1000;A23;1;0
C14121;RALN;CC;0C1000;A23;0;2
C797;RALN;CC;0C1000;A23;0;2
C2169;RALN;CC;0C1000;A23;0;1
C3575;RALN;CC;0C1000;A23;0;1
C1979;RALN;CC;0C1000;A24;1;0
C5203;RALN;CC;0C1000;A23;3;1
C322;RALN;CC;0C1000;A30;0;1
C5732;RALN;CC;0C1000;A23;6;3
C4084;RALN;CC;0C1000;A23;1;0
C4642;RALN;CC;0C1000;A30;2;2
P9101;RALN;CC;0C1000;A31;0;1
C4457;RALN;CC;0C1000;A23;0;2
C1054;RALN;CC;0C1000;A23;1;0
C322;RALN;CC;0C1000;A23;2;1
C3116;RALN;CC;0C1000;A23;2;0
C6818;RALN;CC;0C1000;A23;1;0
C8129;RALN;CC;0C1000;A23;4;6
C3383;RALN;CC;0C1000;A23;8;9
N8736;RALN;CC;0C1000;A23;0;3
C5386;RALN;CC;0C1000;A23;12;15
C5386;RALN;CC;0C1000;A30;1;0
C4300;RALN;CC;0C1000;A23;2;3
C3376;RALN;CC;0C1000;A23;2;2
C1872;RALN;CC;0C1000;A29;3;3
C7718;RALN;CC;0C1000;A23;1;1
C6364;RALN;CC;0C1000;A23;0;1
C12279;RALN;CC;0C1000;A23;0;1
C3376;RALN;CC;0C1000;A30;0;1
C7641;RALN;CC;0C1000;A23;11;9
PA130;RALN;CC;0C1000;A23;0;5
C4489;RALN;CC;0C1000;A23;2;1
C593;RALN;CC;0C1000;A23;0;1
C1911;RALN;CC;0C1000;A24;1;0
C4173;RALN;CC;0C1000;A23;0;4
CS10168;RALN;CC;0C1000;A23;0;3
C2809;RALN;CC;0C1000;A23;2;0
C4655;RALN;CC;0C1000;A23;1;0
C4655;RALN;CC;0C1000;A24;1;0
C7711;RALN;CC;0C1000;A23;1;0
C5913;RALN;CC;0C1000;A23;0;1
UC11820;RALN;CC;0C1000;A23;1;2
C8155;RALN;CC;0C1000;A23;1;8
C1090;RALN;CC;0C1000;A23;0;7
C6627;RALN;CC;0C1000;A23;0;1
P9101;RALN;CC;0C1000;A23;0;2
C606;RALN;CC;0C1000;A24;1;1
C2033;RALN;CC;0C1000;A23;1;0
C2648;RALN;CC;0C1000;A23;2;3
C854;RALN;CC;0C1000;A23;0;1
C606;RALN;CC;0C1000;A23;1;4
UC12442;RALN;CC;0C1000;A23;8;8
C2125;RALN;CC;0C1000;A23;1;0
C3104;RALN;CC;0C1000;A23;4;0
C3885;RALN;CC;0C1000;A30;1;0
ER9953;RALN;CC;0C1000;A23;20;10
C855;RALN;CC;0C1000;A23;0;1
C3885;RALN;CC;0C1000;A23;0;3
ER9953;RALN;CC;0C1000;A30;1;4
C4110;RALN;CC;0C1000;A41;3;9
C1278;RALN;CC;0C1000;A23;4;0
R9199;RALN;CC;0C1000;A23;30;24
C749;RALN;CC;0C1000;A23;2;0
C6715;RALN;CC;0C1000;A30;0;1
C4917;RALN;CC;0C1000;A30;1;0
V9791;RALN;CC;0C1000;A30;0;1
C2249;RALN;CC;0C1000;A23;9;15
C3062;RALN;CC;0C1000;A23;0;2
C2858;RALN;CC;0C1000;A23;0;3
CS10243;RALN;CC;0C1000;A23;0;2
C3987;RALN;CC;0C1000;A23;2;2
C1236;RALN;CC;0C1000;A28;0;1
C1236;RALN;CC;0C1000;A23;12;16
C7892;RALN;CC;0C1000;A24;55;24
C6904;RALN;CC;0C1000;A23;5;4
C2491;RALN;CC;0C1000;A24;0;1
C6988;RALN;CC;0C1000;A23;0;1
C8299;RALN;CC;0C1000;A23;3;3
C1446;RALN;CC;0C1000;A23;0;1
C1194;RALN;CC;0C1000;A23;0;1
C7699;RALN;CC;0C1000;A24;0;1
C6715;RALN;CC;0C1000;A23;1;2
C7699;RALN;CC;0C1000;A23;0;1
C6129;RALN;CC;0C1000;A23;2;1
C6529;RALN;CC;0C1000;A24;1;0
C2791;RALN;CC;0C1000;A23;8;6
C2909;RALN;CC;0C1000;A23;6;1
C2791;RALN;CC;0C1000;A30;1;1
C8051;RALN;CC;0C1000;A23;1;0
C3062;RALN;CC;0C1000;A24;1;0
C742;RALN;CC;0C1000;A23;0;1
R9207;RALN;CC;0C1000;A41;5;7
C662;RALN;CC;0C1000;A30;1;0
R9199;RALN;CC;0C1000;A41;1;1
C2215;RALN;CC;0C1000;A23;1;0
C8178;RALN;CC;0C1000;A23;2;2
C307;RALN;CC;0C1000;A23;1;6
C704;RALN;CC;0C1000;A23;1;1
C4152;RALN;CC;0C1000;A23;0;2
C1984;RALN;CC;0C1000;A23;1;1
C2498;RALN;CC;0C1000;A23;0;1
C7181;RALN;CC;0C1000;A24;0;2
C5828;RALN;CC;0C1000;A23;2;3
C7670;RALN;CC;0C1000;A23;8;7
C4352;RALN;CC;0C1000;A30;1;1
C2240;RALN;CC;0C1000;A23;2;2
C7943;RALN;CC;0C1000;A23;0;1
C5369;RALN;CC;0C1000;A23;0;1
C6752;RALN;CC;0C1000;A23;7;8
C4945;RALN;CC;0C1000;A23;1;1
C1431;RALN;CC;0C1000;A23;1;2
C5927;RALN;CC;0C1000;A30;0;1
C7164;RALN;CC;0C1000;A30;0;1
C4228;RALN;CC;0C1000;A24;0;1
C5927;RALN;CC;0C1000;A23;1;1
C7164;RALN;CC;0C1000;A23;5;5
C1010;RALN;CC;0C1000;A23;2;2
C8200;RALN;CC;0C1000;A23;0;1
C1464;RALN;CC;0C1000;A23;1;1
C8269;RALN;CC;0C1000;A23;1;0
C1010;RALN;CC;0C1000;A30;1;0
ER12802;RALN;CC;0C1000;A23;0;2
C2249;RALN;CC;0C1000;A30;1;2
C2249;RALN;CC;0C1000;A41;0;6
C3126;RALN;CC;0C1000;A30;1;0
C7117;RALN;CC;0C1000;A41;0;2
ER12802;RALN;CC;0C1000;A30;0;2
C1031;RALN;CC;0C1000;A23;0;1
C1053;RALN;CC;0C1000;A23;0;2
C921;RALN;CC;0C1000;A24;0;1
C5945;RALN;CC;0C1000;A23;9;14
C3353;RALN;CC;0C1000;A24;0;1
C4352;RALN;CC;0C1000;A23;2;5
C7732;RALN;CC;0C1000;A23;0;2
ER12802;RALN;CC;0C1000;A41;0;1
C6393;RALN;CC;0C1000;A23;0;3
C792;RALN;CC;0C1000;A30;0;1
C1721;RALN;CC;0C1000;A23;3;8
C4178;RALN;CC;0C1000;A30;1;0
C3765;RALN;CC;0C1000;A30;0;1
C906;RALN;CC;0C1000;A30;1;0
C6291;RALN;CC;0C1000;A23;1;1
C1759;RALN;CC;0C1000;A23;6;9
C7283;RALN;CC;0C1000;A23;0;3
C5152;RALN;CC;0C1000;A23;3;3
C4421;RALN;CC;0C1000;A24;1;0
C6239;RALN;CC;0C1000;A23;2;4
C7283;RALN;CC;0C1000;A24;1;0
C7922;RALN;CC;0C1000;A23;1;0
C6869;RALN;CC;0C1000;A24;1;0
C2020;RALN;CC;0C1000;A23;2;8
C6837;RALN;CC;0C1000;A23;1;2
C1813;RALN;CC;0C1000;A23;0;1
C1759;RALN;CC;0C1000;A30;1;2
C7404;RALN;CC;0C1000;A23;0;3
C6488;RALN;CC;0C1000;A23;0;1
C887;RALN;CC;0C1000;A23;1;1
C5347;RALN;CC;0C1000;A23;2;7
C5347;RALN;CC;0C1000;A30;2;1
C5088;RALN;CC;0C1000;A23;2;1
C4421;RALN;CC;0C1000;A30;6;1
C4246;RALN;CC;0C1000;A23;2;0
C7075;RALN;CC;0C1000;A23;2;3
C6464;RALN;CC;0C1000;A23;3;0
C4408;RALN;CC;0C1000;A23;1;6
C2295;RALN;CC;0C1000;A23;1;0
C2195;RALN;CC;0C1000;A23;1;1
C2777;RALN;CC;0C1000;A23;1;1
C451;RALN;CC;0C1000;A23;0;2
C3346;RALN;CC;0C1000;A23;1;0
C4862;RALN;CC;0C1000;A30;1;0
C1314;RALN;CC;0C1000;A31;0;1
UC10305;RALN;CC;0C1000;A23;0;1
C1314;RALN;CC;0C1000;A30;0;1
UC10840;RALN;CC;0C1000;A23;3;0
C753;RALN;CC;0C1000;A23;1;0
C1198;RALN;CC;0C1000;A30;1;1
C7512;RALN;CC;0C1000;A23;2;0
C515;RALN;CC;0C1000;A23;1;0
C1198;RALN;CC;0C1000;A23;1;0
C880;RALN;CC;0C1000;A23;1;0
C2232;RALN;CC;0C1000;A30;0;1
C8114;RALN;CC;0C1000;A23;1;0
C6570;RALN;CC;0C1000;A23;3;0
C1202;RALN;CC;0C1000;A24;2;1
C3043;RALN;CC;0C1000;A23;0;1
C7892;RALN;CC;0C1000;A30;5;2
C6185;RALN;CC;0C1000;A24;0;1
C6570;RALN;CC;0C1000;A24;1;1
C6638;RALN;CC;0C1000;A23;3;0
C3013;RALN;CC;0C1000;A23;1;3
C7070;RALN;CC;0C1000;A23;5;3
C7117;RALN;CC;0C1000;A23;1;0
C5205;RALN;CC;0C1000;A23;1;1
C4430;RALN;CC;0C1000;A23;2;0
C886;RALN;CC;0C1000;A23;0;1
C5027;RALN;CC;0C1000;A30;0;1
C7892;RALN;CC;0C1000;A23;21;51
C5670;RALN;CC;0C1000;A23;0;1
C6250;RALN;CC;0C1000;A23;1;2
C8294;RALN;CC;0C1000;A28;1;0
C3139;RALN;CC;0C1000;A23;0;1
C6091;RALN;CC;0C1000;A23;0;1
C5429;RALN;CC;0C1000;A23;0;1
C913;RALN;CC;0C1000;A30;0;1
C7385;RALN;CC;0C1000;A23;1;0
V9791;RALN;CC;0C1000;A31;0;1
C913;RALN;CC;0C1000;A23;0;1
C7524;RALN;CC;0C1000;A23;1;3
C5786;RALN;CC;0C1000;A23;0;1
C620;RALN;CC;0C1000;A23;0;2
C629;RALN;CC;0C1000;A23;1;0
C510;RALN;CC;0C1000;A23;0;1
C7912;RALN;CC;0C1000;A23;0;1
C3187;RALN;CC;0C1000;A23;10;7
C715;RALN;CC;0C1000;A23;3;2
C1348;RALN;CC;0C1000;A30;0;2
C2017;RALN;CC;0C1000;A23;1;1
C3178;RALN;CC;0C1000;A23;0;1
C12926;RALN;CC;0C1000;A23;2;2
C2232;RALN;CC;0C1000;A23;4;5
UC12400;RALN;CC;0C1000;A23;1;1
C1578;RALN;CC;0C1000;A23;1;0
C1348;RALN;CC;0C1000;A23;2;3
C5595;RALN;CC;0C1000;A24;1;1
C4337;RALN;CC;0C1000;A23;0;1
C623;RALN;CC;0C1000;A23;0;1
C4915;RALN;CC;0C1000;A23;0;2
C1542;RALN;CC;0C1000;A23;1;0
C5956;RALN;CC;0C1000;A23;1;0
C6999;RALN;CC;0C1000;A24;0;4
C610;RALN;CC;0C1000;A23;5;2
C2246;RALN;CC;0C1000;A30;0;1
C610;RALN;CC;0C1000;A31;0;1
C610;RALN;CC;0C1000;A30;1;0
C4268;RALN;CC;0C1000;A23;5;4
C5654;RALN;CC;0C1000;A23;0;1
C1145;RALN;CC;0C1000;A30;3;0
C2971;RALN;CC;0C1000;A24;1;2
C489;RALN;CC;0C1000;A30;1;0
C1145;RALN;CC;0C1000;A24;0;1
C1145;RALN;CC;0C1000;A23;7;2
C7679;RALN;CC;0C1000;A23;1;0
C4783;RALN;CC;0C1000;A23;0;2
C7220;RALN;CC;0C1000;A24;0;2
C5955;RALN;CC;0C1000;A23;8;15
C3665;RALN;CC;0C1000;A23;4;3
C2245;RALN;CC;0C1000;A23;3;12
UC9698;RALN;CC;0C1000;A23;1;2
C7339;RALN;CC;0C1000;A24;1;0
C4189;RALN;CC;0C1000;A30;0;1
C2381;RALN;CC;0C1000;A23;2;3
C908;RALN;CC;0C1000;A23;0;2
C5095;RALN;CC;0C1000;A23;1;2
C489;RALN;CC;0C1000;A24;12;0
C204;RALN;CC;0C1000;A23;0;2
C1576;RALN;CC;0C1000;A23;1;1
C3908;RALN;CC;0C1000;A23;0;1
C8094;RALN;CC;0C1000;A30;1;0
UC10745;RALN;CC;0C1000;A23;0;1
C2574;RALN;CC;0C1000;A23;0;1
C3908;RALN;CC;0C1000;A30;1;0
C8094;RALN;CC;0C1000;A23;0;1
C1187;RALN;CC;0C1000;A23;0;1
C7522;RALN;CC;0C1000;A23;0;1
C7015;RALN;CC;0C1000;A23;3;4
UC10007;RALN;CC;0C1000;A23;0;1
C689;RALN;CC;0C1000;A23;0;1
C4877;RALN;CC;0C1000;A23;1;0
C4851;RALN;CC;0C1000;A24;1;0
C851;RALN;CC;0C1000;A23;1;0
C2885;RALN;CC;0C1000;A23;6;5
C851;RALN;CC;0C1000;A24;1;1
C1889;RALN;CC;0C1000;A24;11;2
C1244;RALN;CC;0C1000;A23;1;0
UC12334;RALN;CC;0C1000;A24;1;1
C5861;RALN;CC;0C1000;A23;0;4
C3936;RALN;CC;0C1000;A23;1;0
C5495;RALN;CC;0C1000;A35;1;0
C2326;RALN;CC;0C1000;A24;2;1
C3698;RALN;CC;0C1000;A23;0;1
C315;RALN;CC;0C1000;A23;4;4
C4635;RALN;CC;0C1000;A23;3;2
C4956;RALN;CC;0C1000;A23;0;2
C12913;RALN;CC;0C1000;A23;5;4
UC10777;RALN;CC;0C1000;A23;3;6
C6190;RALN;CC;0C1000;A24;1;0
C7615;RALN;CC;0C1000;A23;0;2
C4996;RALN;CC;0C1000;A24;0;2
C3065;RALN;CC;0C1000;A23;25;3
C979;RALN;CC;0C1000;A23;1;3
UC12412;RALN;CC;0C1000;A41;1;0
C1383;RALN;CC;0C1000;A23;0;2
C3893;RALN;CC;0C1000;A23;0;1
C6572;RALN;CC;0C1000;A23;0;1
C6572;RALN;CC;0C1000;A30;0;1
C1390;RALN;CC;0C1000;A24;2;0
C489;RALN;CC;0C1000;A23;1;7
C1411;RALN;CC;0C1000;A23;1;2
C1745;RALN;CC;0C1000;A23;2;0
C2778;RALN;CC;0C1000;A23;0;3
C7319;RALN;CC;0C1000;A30;1;0
ES158;RALN;CC;0C1000;A23;0;1
C3768;RALN;CC;0C1000;A41;1;0
C1398;RALN;CC;0C1000;A23;2;0
C7319;RALN;CC;0C1000;A23;1;3
C5907;RALN;CC;0C1000;A23;2;0
C1390;RALN;CC;0C1000;A23;8;7
C5379;RALN;CC;0C1000;A23;0;1
C6999;RALN;CC;0C1000;A23;2;3
C3936;RALN;CC;0C1000;A24;1;1
C4221;RALN;CC;0C1000;A23;1;2
C1225;RALN;CC;0C1000;A23;0;1
C1533;RALN;CC;0C1000;A23;2;0
C6152;RALN;CC;0C1000;A23;0;1
C6255;RALN;CC;0C1000;A23;1;1
C3972;RALN;CC;0C1000;A23;1;0
C1225;RALN;CC;0C1000;A30;0;1
C6973;RALN;CC;0C1000;A23;5;0
C3972;RALN;CC;0C1000;A30;0;1
C3972;RALN;CC;0C1000;A41;0;3
C4669;RALN;CC;0C1000;A23;1;2
C472;RALN;CC;0C1000;A23;2;0
C3143;RALN;CC;0C1000;A23;2;0
ES158;RALN;CC;0C1000;A24;1;0
C6781;RALN;CC;0C1000;A23;5;1
C1225;RALN;CC;0C1000;A24;2;0
C6255;RALN;CC;0C1000;A24;2;3
C3481;RALN;CC;0C1000;A23;0;2
C466;RALN;CC;0C1000;A24;1;0
C12748;RALN;CC;0C1000;A23;1;1
C6306;RALN;CC;0C1000;A23;1;1
C2671;RALN;CC;0C1000;A23;0;1
UC10901;RALN;CC;0C1000;A23;2;3
ES10847;RALN;CC;0C1000;A23;1;15
C388;RALN;CC;0C1000;A23;12;13
C7864;RALN;CC;0C1000;A23;2;1
C3068;RALN;CC;0C1000;A23;0;1
C6235;RALN;CC;0C1000;A23;1;0
C2408;RALN;CC;0C1000;A30;0;1
C5127;RALN;CC;0C1000;A30;0;1
C6769;RALN;CC;0C1000;A35;1;1
C8142;RALN;CC;0C1000;A24;0;1
CS11081;RALN;CC;0C1000;A23;0;1
C3899;RALN;CC;0C1000;A23;3;8
C3806;RALN;CC;0C1000;A23;0;1
C388;RALN;CC;0C1000;A30;1;0
C4130;RALN;CC;0C1000;A23;1;0
C2054;RALN;CC;0C1000;A23;1;2
C4122;RALN;CC;0C1000;A30;0;1
P9089;RALN;CC;0C1000;A23;5;9
C4660;RALN;CC;0C1000;A24;0;1
C7949;RALN;CC;0C1000;A23;0;1
C454;RALN;CC;0C1000;A23;1;0
C3246;RALN;CC;0C1000;A30;0;2
C5127;RALN;CC;0C1000;A23;15;12
C380;RALN;CC;0C1000;A23;0;1
C2666;RALN;CC;0C1000;A23;1;0
C7924;RALN;CC;0C1000;A23;1;2
C1922;RALN;CC;0C1000;A23;0;1
C4573;RALN;CC;0C1000;A23;2;2
C5955;RALN;CC;0C1000;A41;0;1
C5070;RALN;CC;0C1000;A24;0;1
C3994;RALN;CC;0C1000;A23;1;0
C3563;RALN;CC;0C1000;A23;1;0
C5031;RALN;CC;0C1000;A23;1;0
C7341;RALN;CC;0C1000;A23;0;1
C8099;RALN;CC;0C1000;A23;1;0
UC10772;RALN;CC;0C1000;A23;8;3
C4558;RALN;CC;0C1000;A23;1;0
C3445;RALN;CC;0C1000;A23;1;0
C5481;RALN;CC;0C1000;A23;1;1
C2880;RALN;CC;0C1000;A23;0;1
C1746;RALN;CC;0C1000;A30;0;2
C7978;RALN;CC;0C1000;A23;1;3
C588;RALN;CC;0C1000;A23;1;1
C972;RALN;CC;0C1000;A23;0;2
C6725;RALN;CC;0C1000;A30;1;0
C2082;RALN;CC;0C1000;A23;1;0
C6725;RALN;CC;0C1000;A23;2;6
C3246;RALN;CC;0C1000;A23;3;3
C6722;RALN;CC;0C1000;A23;0;2
C6788;RALN;CC;0C1000;A41;0;1
C5025;RALN;CC;0C1000;A23;1;2
UC10014;RALN;CC;0C1000;A41;1;0
C3634;RALN;CC;0C1000;A23;3;3
C592;RALN;CC;0C1000;A23;1;4
C2931;RALN;CC;0C1000;A23;0;1
C2466;RALN;CC;0C1000;A24;0;4
C4689;RALN;CC;0C1000;A30;0;1
P9121;RALN;CC;0C1000;A23;1;1
C3728;RALN;CC;0C1000;A23;7;11
C1746;RALN;CC;0C1000;A23;1;2
C2565;RALN;CC;0C1000;A23;0;3
C1153;RALN;CC;0C1000;A23;1;0
C3728;RALN;CC;0C1000;A30;2;2
C4689;RALN;CC;0C1000;A23;1;1
C3877;RALN;CC;0C1000;A23;2;1
C738;RALN;CC;0C1000;A23;2;1
C5279;RALN;CC;0C1000;A24;0;1
C4753;RALN;CC;0C1000;A23;0;1
C8304;RALN;CC;0C1000;A23;0;2
CS14144;RALN;CC;0C1000;A23;1;0
CM9102;RALN;CC;0C1000;A30;0;1
C7849;RALN;CC;0C1000;A23;0;1
C1472;RALN;CC;0C1000;A23;0;2
C2078;RALN;CC;0C1000;A24;2;0
C8120;RALN;CC;0C1000;A23;0;1
P9116;RALN;CC;0C1000;A23;1;3
C671;RALN;CC;0C1000;A23;4;6
C8302;RALN;CC;0C1000;A23;0;1
C14057;RALN;CC;0C1000;A23;1;3
C5412;RALN;CC;0C1000;A23;5;5
C5412;RALN;CC;0C1000;A24;0;1
C3657;RALN;CC;0C1000;A23;4;3
C6947;RALN;CC;0C1000;A23;0;1
IP10846;RALN;CC;0C1000;A23;1;0
C528;RALN;CC;0C1000;A23;12;14
C6894;RALN;CC;0C1000;A23;0;1
ER10357;RALN;CC;0C1000;A41;0;1
C4340;RALN;CC;0C1000;A23;1;0
C7815;RALN;CC;0C1000;A23;1;1
C1070;RALN;CC;0C1000;A23;1;0
C5409;RALN;CC;0C1000;A23;1;4
C4388;RALN;CC;0C1000;A23;2;0
C1110;RALN;CC;0C1000;A23;1;5
C7986;RALN;CC;0C1000;A23;0;1
C6103;RALN;CC;0C1000;A23;2;0
C4117;RALN;CC;0C1000;A23;1;1
C1070;RALN;CC;0C1000;A30;2;1
C2229;RALN;CC;0C1000;A23;0;1
C6552;RALN;CC;0C1000;A30;0;1
C3593;RALN;CC;0C1000;A23;4;4
C528;RALN;CC;0C1000;A30;3;2
C3857;RALN;CC;0C1000;A23;46;48
C3857;RALN;CC;0C1000;A30;4;3
C3453;RALN;CC;0C1000;A24;0;1
C5719;RALN;CC;0C1000;A23;0;1
C6552;RALN;CC;0C1000;A23;1;2
C5226;RALN;CC;0C1000;A23;22;14
C6635;RALN;CC;0C1000;A41;0;1
C7418;RALN;CC;0C1000;A23;2;0
C8102;RALN;CC;0C1000;A23;0;1
C3635;RALN;CC;0C1000;A23;1;2
C3635;RALN;CC;0C1000;A24;1;2
C8238;RALN;CC;0C1000;A23;0;2
C7589;RALN;CC;0C1000;A23;0;2
C5575;RALN;CC;0C1000;A23;0;1
C6918;RALN;CC;0C1000;A23;1;0
C5575;RALN;CC;0C1000;A24;1;0
C5467;RALN;CC;0C1000;A23;0;3
C7245;RALN;CC;0C1000;A23;1;0
C2866;RALN;CC;0C1000;A23;1;2
C7574;RALN;CC;0C1000;A30;1;0
C8157;RALN;CC;0C1000;A23;2;2
C4393;RALN;CC;0C1000;A23;0;1
C7167;RALN;CC;0C1000;A23;0;2
C7083;RALN;CC;0C1000;A24;2;0
C506;RALN;CC;0C1000;A23;0;2
C4335;RALN;CC;0C1000;A23;0;2
UC10951;RALN;CC;0C1000;A23;1;0
C6839;RALN;CC;0C1000;A23;0;2
C2976;RALN;CC;0C1000;A23;0;1
C2486;RALN;CC;0C1000;A23;1;0
C3776;RALN;CC;0C1000;A23;1;0
C5411;RALN;CC;0C1000;A23;2;0
UC9862;RALN;CC;0C1000;A23;2;1
C2299;RALN;CC;0C1000;A23;3;6
C2299;RALN;CC;0C1000;A30;1;0
C915;RALN;CC;0C1000;A23;1;3
C4825;RALN;CC;0C1000;A23;3;0
C725;RALN;CC;0C1000;A23;5;4
C4503;RALN;CC;0C1000;A23;0;2
UC12346;RALN;CC;0C1000;A30;1;0
UC12346;RALN;CC;0C1000;A24;2;0
C1863;RALN;CC;0C1000;A23;0;6
C3228;RALN;CC;0C1000;A24;1;0
C6591;RALN;CC;0C1000;A23;0;1
