ISTITUZIONE;CONTRATTO;MACROCATEGORIA;CATEGORIA;TELE_LAVORO_UOMINI;TELE_LAVORO_DONNE;SOGGETTI_TURNAZIONE_UOMINI;SOGGETTI_TURNAZIONE_DONNE;SOGGETTI_REPERIBILITà_UOMINI;SOGGETTI_REPERIBILITà_DONNE;PERS_LAVORO_AGILE_U;PERS_LAVORO_AGILE_D;PERS_COWORKING_U;PERS_COWORKING_D
LS12157;LS13;NF;LI;3;5;0;0;0;0;0;0;0;0
C1632;RALN;ND;CD;0;1;0;0;0;0;0;0;0;0
C1632;RALN;ND;CC;0;1;0;0;0;0;0;0;0;0
C481;PRBZ;NF;PC;0;0;3;0;0;0;0;0;0;0
C481;PRBZ;NF;CC;3;6;0;0;0;0;0;0;0;0
C481;PRBZ;NF;CA;0;0;0;2;0;0;0;0;0;0
C481;PRBZ;NF;CB;0;4;19;3;19;3;0;0;0;0
UC11821;RALN;ND;CC;0;1;0;0;0;0;0;0;0;0
C2401;RALN;ND;CB;0;2;0;0;0;1;0;0;0;0
C2401;RALN;ND;CC;0;3;4;4;1;1;0;0;0;0
C2401;RALN;ND;CD;1;0;0;0;0;0;0;0;0;0
OL13083;EPNE;ME;AB;0;2;0;0;0;0;0;0;0;0
C6153;RALN;ND;CC;0;0;4;0;0;0;0;0;0;0
C4151;RALN;ND;CB;0;0;0;0;7;7;0;0;0;0
C4151;RALN;ND;CC;0;0;9;0;1;3;0;0;0;0
C4151;RALN;ND;CD;0;0;0;0;1;0;0;0;0;0
P9073;RALN;ND;CB;5;6;0;0;40;0;0;0;0;0
P9073;RALN;ND;CD;29;46;1;0;4;0;0;0;0;0
P9073;RALN;ND;CC;4;15;4;7;2;1;0;0;0;0
C7015;RALN;ND;CC;0;5;6;6;6;3;0;0;0;0
C7015;RALN;ND;CA;1;0;0;0;0;0;0;0;0;0
C7015;RALN;ND;CB;0;0;2;0;0;0;0;0;0;0
C7015;RALN;ND;CD;0;6;0;0;0;1;0;0;0;0
C6261;REFR;SC;CD;2;18;0;0;0;0;0;0;0;0
C6261;REFR;SC;CC;6;15;0;0;4;1;0;0;0;0
C6261;REFR;SC;CB;2;3;0;0;4;0;0;0;0;0
C6261;REFR;SC;XA;0;0;5;3;0;0;0;0;0;0
C3705;PRBZ;NF;CC;0;0;1;0;0;0;0;0;0;0
C3705;PRBZ;NF;CD;0;0;1;0;0;0;0;0;0;0
C3705;PRBZ;NF;CA;0;0;0;0;5;0;0;0;0;0
C3705;PRBZ;NF;CB;0;5;6;1;7;0;0;0;0;0
AU10079;AUIN;ND;LI;85;147;10;0;0;0;0;0;0;0
AS12815;LS13;NF;LI;74;86;15;1;21;1;0;0;0;0
C6572;RALN;ND;CB;2;1;0;0;0;0;0;0;0;0
C6572;RALN;ND;CA;0;1;0;0;0;0;0;0;0;0
C6572;RALN;ND;CC;3;0;0;0;0;0;0;0;0;0
C6572;RALN;ND;CD;2;2;0;0;0;0;0;0;0;0
C4818;RALN;ND;CA;1;4;66;3;7;1;0;0;0;0
C4818;RALN;ND;CD;14;28;109;9;57;7;0;0;0;0
C4818;RALN;ND;CB;8;8;121;2;70;0;0;0;0;0
C4818;RALN;ND;CC;7;26;902;313;224;22;0;0;0;0
C4049;RALN;ND;CC;2;0;4;0;0;0;0;0;0;0
C2027;RALN;ND;CC;0;0;3;0;0;0;0;0;0;0
C7071;RALN;ND;CB;0;0;0;0;0;3;0;0;0;0
C7071;RALN;ND;CC;0;0;10;3;0;2;0;0;0;0
C7071;RALN;ND;CD;0;0;1;1;0;0;0;0;0;0
C3646;RALN;ND;CA;0;0;0;0;4;0;0;0;0;0
C3646;RALN;ND;CC;7;23;6;5;10;7;0;0;0;0
C3646;RALN;ND;CB;1;6;0;3;3;0;0;0;0;0
C6229;PRTN;NF;CD;3;3;0;0;2;0;0;0;0;0
C6229;PRTN;NF;CC;3;13;0;0;6;2;0;0;0;0
C6229;PRTN;NF;CA;0;1;0;0;0;0;0;0;0;0
C6229;PRTN;NF;VD;1;1;0;0;0;0;0;0;0;0
C6229;PRTN;NF;CB;1;1;0;0;2;0;0;0;0;0
C7834;RALN;ND;CC;0;1;0;0;0;0;0;0;0;0
C2819;RALN;ND;CB;0;0;0;0;0;2;0;0;0;0
C2819;RALN;ND;CC;0;0;0;0;1;0;0;0;0;0
C8168;RALN;ND;CB;0;0;0;0;2;0;0;0;0;0
C8168;RALN;ND;CC;0;0;1;1;1;0;0;0;0;0
C8018;RALN;ND;CD;5;3;1;0;0;0;0;0;0;0
C8018;RALN;ND;CC;6;9;4;4;0;0;0;0;0;0
C8018;RALN;ND;CB;2;2;0;0;6;0;0;0;0;0
C2225;RALN;ND;CB;0;0;0;0;4;1;0;0;0;0
C2225;RALN;ND;CD;0;0;0;0;1;0;0;0;0;0
C2225;RALN;ND;CC;0;0;0;0;1;0;0;0;0;0
Q9143;UNIV;ND;CE;3;4;0;0;0;0;0;0;0;0
Q9143;UNIV;ND;CB;18;28;3;1;0;0;0;0;0;0
Q9143;UNIV;ND;CD;60;61;0;0;0;0;0;0;0;0
Q9143;UNIV;ND;CC;64;121;0;0;0;0;0;0;0;0
AA8582;EPNE;ME;AB;15;3;0;0;0;0;0;0;0;0
AA8582;EPNE;ME;AC;12;7;0;0;0;0;0;0;0;0
AA8582;EPNE;ME;AP;1;0;0;0;0;0;0;0;0;0
C2382;RALN;ND;CC;0;0;4;15;1;2;0;0;0;0
C2382;RALN;ND;CD;0;0;4;6;0;0;0;0;0;0
C2382;RALN;ND;CB;0;0;11;4;6;0;0;0;0;0
C6120;RALN;ND;CC;2;14;1;1;0;0;0;0;0;0
U12350;SSNA;ND;DT;3;1;0;0;0;0;0;0;0;0
U12350;SSNA;ND;BI;0;2;0;0;2;16;0;0;0;0
U12350;SSNA;ND;PS;0;1;0;0;0;1;0;0;0;0
U12350;SSNA;ND;FM;1;5;0;0;7;21;0;0;0;0
U12350;SSNA;ND;FI;0;8;0;0;0;0;0;0;0;0
U12350;SSNA;ND;CH;0;1;0;0;3;1;0;0;0;0
U12350;SSNA;ND;LP;0;0;0;0;3;0;0;0;0;0
U12350;SSNA;ND;ST;0;1;179;326;111;160;0;0;0;0
U12350;SSNA;ND;SV;7;3;143;64;151;61;0;0;0;0
U12350;SSNA;ND;SI;1;24;826;3591;396;1325;0;0;0;0
U12350;SSNA;ND;MD;4;15;15;10;628;618;0;0;0;0
U12350;SSNA;ND;SF;0;0;7;39;0;1;0;0;0;0
U12350;SSNA;ND;MV;0;0;0;0;30;30;0;0;0;0
U12350;SSNA;ND;LT;37;46;371;1572;103;59;0;0;0;0
U12350;SSNA;ND;PL;1;10;0;0;0;0;0;0;0;0
U12350;SSNA;ND;DP;2;0;0;0;0;1;0;0;0;0
U12350;SSNA;ND;LA;116;433;4;14;0;2;0;0;0;0
U12350;SSNA;ND;DA;7;12;0;0;0;0;0;0;0;0
Q9148;UNIV;ND;CE;1;3;0;0;0;0;0;0;0;0
Q9148;UNIV;ND;CB;0;2;2;0;0;0;0;0;0;0
Q9148;UNIV;ND;CC;14;84;2;9;0;0;0;0;0;0
Q9148;UNIV;ND;CD;23;96;2;10;0;0;0;0;0;0
IP11020;PRTN;NF;CD;0;1;1;0;0;0;0;0;0;0
IP11020;PRTN;NF;CC;1;4;1;8;0;0;0;0;0;0
IP11020;PRTN;NF;CB;0;1;9;29;1;0;0;0;0;0
IP11020;PRTN;NF;CA;0;0;1;0;0;0;0;0;0;0
OL13504;EPNE;ME;AB;0;1;0;0;0;0;0;0;0;0
OL13504;EPNE;ME;AC;0;2;0;0;0;0;0;0;0;0
CS10065;RALN;ND;CB;1;0;0;0;0;0;0;0;0;0
CS10065;RALN;ND;CD;1;15;0;0;0;0;0;0;0;0
CS10065;RALN;ND;CC;1;13;0;0;0;0;0;0;0;0
C7872;RALN;ND;CC;1;3;0;0;0;0;0;0;0;0
C7872;RALN;ND;CD;0;1;0;0;0;0;0;0;0;0
P9049;RALN;ND;CC;22;32;13;1;23;2;0;0;0;0
P9049;RALN;ND;CB;4;17;0;0;74;1;0;0;0;0
P9049;RALN;ND;CD;24;28;0;0;4;0;0;0;0;0
C5634;RALN;ND;CD;0;0;2;0;3;0;0;0;0;0
C5634;RALN;ND;CA;0;0;0;0;1;0;0;0;0;0
C5634;RALN;ND;CB;0;0;0;0;4;0;0;0;0;0
C5634;RALN;ND;CC;0;0;12;6;19;6;0;0;0;0
C4251;PRBZ;NF;CB;1;1;6;0;6;0;0;0;0;0
C4251;PRBZ;NF;CA;0;0;3;0;3;0;0;0;0;0
C4251;PRBZ;NF;CD;15;25;0;0;0;0;0;0;0;0
C4251;PRBZ;NF;CC;22;55;21;8;21;8;0;0;0;0
C5808;RALN;ND;CA;0;0;5;0;2;0;0;0;0;0
C5808;RALN;ND;CC;0;0;1;3;1;3;0;0;0;0
C5808;RALN;ND;CB;0;0;1;3;3;0;0;0;0;0
C5808;RALN;ND;CD;0;0;0;0;1;0;0;0;0;0
C1863;RALN;ND;CC;1;4;0;0;0;0;0;0;0;0
C4802;RALN;ND;CB;0;0;0;0;1;0;0;0;0;0
C5998;RALN;ND;CC;0;0;0;1;0;0;0;0;0;0
C4091;RALN;ND;CB;0;0;2;0;3;0;0;0;0;0
C4091;RALN;ND;CC;0;0;17;3;17;4;0;0;0;0
C4091;RALN;ND;CD;0;0;1;0;1;1;0;0;0;0
C4091;RALN;ND;CA;0;0;2;0;2;0;0;0;0;0
OL12975;EPNE;ME;AB;0;2;0;0;0;0;0;0;0;0
OL12975;EPNE;ME;AC;0;3;0;0;0;0;0;0;0;0
OL13666;EPNE;ME;AB;0;1;0;0;0;0;0;0;0;0
P9030;RALN;ND;CC;20;19;10;4;16;1;0;0;0;0
P9030;RALN;ND;CB;5;9;5;0;28;0;0;0;0;0
P9030;RALN;ND;CD;21;31;3;0;8;0;0;0;0;0
C609;RALN;ND;CC;2;0;4;3;0;2;0;0;0;0
C609;RALN;ND;PC;0;0;0;0;6;1;0;0;0;0
C609;RALN;ND;CD;1;1;0;0;0;1;0;0;0;0
LS11931;LS13;NF;LI;12;6;10;1;7;1;0;0;0;0
C8221;RALN;ND;CC;0;1;3;0;3;1;0;0;0;0
C8221;RALN;ND;CD;0;0;1;0;1;0;0;0;0;0
C3608;RALN;ND;CC;0;0;1;3;0;0;0;0;0;0
C6682;RALN;ND;CD;0;0;0;0;1;0;0;0;0;0
C6682;RALN;ND;CB;0;0;0;0;3;3;0;0;0;0
C6682;RALN;ND;CC;0;0;6;1;0;0;0;0;0;0
C6682;RALN;ND;CA;0;0;0;0;0;2;0;0;0;0
C1332;RALN;ND;CC;0;0;1;2;1;4;0;0;0;0
C1332;RALN;ND;CD;0;0;1;0;1;0;0;0;0;0
C2779;RALN;ND;CB;0;1;0;0;0;0;0;0;0;0
C2966;RALN;ND;CC;0;2;0;0;1;3;0;0;0;0
C2966;RALN;ND;CB;0;0;0;0;0;1;0;0;0;0
C5864;RALN;ND;CD;0;0;0;0;0;3;0;0;0;0
C3527;RALN;ND;CD;0;0;0;1;0;2;0;0;0;0
C3527;RALN;ND;CC;0;0;4;2;5;2;0;0;0;0
C3527;RALN;ND;CB;0;0;7;0;0;0;0;0;0;0
C3527;RALN;ND;CA;0;0;0;1;0;0;0;0;0;0
C1658;RALN;ND;CD;1;4;2;2;3;3;0;0;0;0
C1658;RALN;ND;CB;0;0;6;1;2;1;0;0;0;0
C1658;RALN;ND;CA;0;1;0;2;0;0;0;0;0;0
C1658;RALN;ND;CC;1;2;35;17;41;16;0;0;0;0
C5794;RALN;ND;CB;0;0;0;0;1;0;0;0;0;0
C5794;RALN;ND;CC;0;0;2;0;3;0;0;0;0;0
C5794;RALN;ND;CD;0;0;0;0;1;0;0;0;0;0
C1398;RALN;ND;CD;3;2;0;0;0;0;0;0;0;0
C1398;RALN;ND;CB;0;4;0;0;0;0;0;0;0;0
C1398;RALN;ND;CC;3;3;3;0;0;0;0;0;0;0
C6651;RALN;ND;CB;0;0;0;0;1;1;0;0;0;0
C6651;RALN;ND;CC;0;0;0;0;0;1;0;0;0;0
AA8581;CNEL;ND;AB;16;2;0;0;0;0;0;0;0;0
AA8581;CNEL;ND;AA;4;0;0;0;0;0;0;0;0;0
AA8581;CNEL;ND;AC;11;12;0;0;0;0;0;0;0;0
C3421;PRBZ;NF;CC;0;2;0;0;0;0;0;0;0;0
C3421;PRBZ;NF;CA;0;0;2;0;2;0;0;0;0;0
C6904;RALN;ND;CC;0;0;21;11;22;13;0;0;0;0
C6904;RALN;ND;CB;0;0;4;0;12;0;0;0;0;0
C6904;RALN;ND;CD;0;0;0;0;2;2;0;0;0;0
C3118;RALN;ND;CD;0;0;2;0;0;0;0;0;0;0
C3118;RALN;ND;CC;0;0;2;5;1;2;0;0;0;0
C645;RALN;ND;CC;0;0;1;1;0;2;0;0;0;0
C645;RALN;ND;CB;0;0;0;0;2;0;0;0;0;0
C1864;RALN;ND;CD;0;0;0;0;0;1;0;0;0;0
C1864;RALN;ND;CC;0;0;0;0;0;1;0;0;0;0
C1864;RALN;ND;CB;0;0;0;0;5;0;0;0;0;0
C5299;RALN;ND;CC;0;0;0;1;0;0;0;0;0;0
C2587;RALN;ND;CA;0;0;0;0;3;1;0;0;0;0
C2587;RALN;ND;CD;1;0;0;0;1;0;0;0;0;0
C2587;RALN;ND;CB;0;1;0;0;7;1;0;0;0;0
C2587;RALN;ND;CC;0;0;4;5;8;4;0;0;0;0
C643;RALN;ND;CC;0;0;0;0;1;0;0;0;0;0
C7717;RALN;ND;CB;0;1;0;0;0;0;0;0;0;0
C7717;RALN;ND;CD;0;0;1;0;1;0;0;0;0;0
C7717;RALN;ND;CC;0;0;2;1;2;1;0;0;0;0
P9124;RALN;ND;CD;1;0;3;0;0;0;0;0;0;0
P9124;RALN;ND;CB;0;1;0;0;1;0;0;0;0;0
P9124;RALN;ND;CC;0;0;10;0;0;0;0;0;0;0
C7428;RALN;ND;CC;0;2;0;0;1;3;0;0;0;0
C7428;RALN;ND;CD;1;2;0;0;1;0;0;0;0;0
C7428;RALN;ND;CB;0;0;0;0;0;1;0;0;0;0
C271;RALN;ND;CD;0;0;0;0;0;1;0;0;0;0
C271;RALN;ND;CC;0;0;1;0;0;1;0;0;0;0
LS11946;LS13;NF;LI;10;10;0;0;0;0;0;0;0;0
ER11087;RALN;ND;CB;4;9;0;0;0;0;0;0;0;0
ER11087;RALN;ND;PC;0;2;0;0;0;0;0;0;0;0
ER11087;RALN;ND;CC;6;18;0;0;0;0;0;0;0;0
ER11087;RALN;ND;CD;7;24;0;0;0;0;0;0;0;0
C6317;RALN;ND;CC;0;1;1;0;0;0;0;0;0;0
C6317;RALN;ND;CB;0;0;0;0;0;1;0;0;0;0
C5097;RALN;ND;CC;0;0;3;3;3;3;0;0;0;0
C4240;PRBZ;NF;CC;1;4;0;0;0;0;0;0;0;0
C4240;PRBZ;NF;CB;0;2;3;0;3;0;0;0;0;0
LS12193;LS13;NF;LI;0;1;0;0;0;0;0;0;0;0
C3504;RALN;ND;CC;0;5;3;0;0;0;0;0;0;0
C3504;RALN;ND;CD;1;1;0;0;0;0;0;0;0;0
C5861;RALN;ND;CD;0;0;0;0;0;1;0;0;0;0
C5861;RALN;ND;CC;0;0;4;2;0;1;0;0;0;0
C5673;RALN;ND;CB;0;1;0;0;0;0;0;0;0;0
C5673;RALN;ND;CC;0;4;0;0;0;0;0;0;0;0
C5673;RALN;ND;CD;1;0;0;0;0;0;0;0;0;0
C1431;RALN;ND;CC;0;0;3;2;4;3;0;0;0;0
C322;RALN;ND;CB;0;1;4;0;19;1;0;0;0;0
C322;RALN;ND;CC;2;4;21;7;2;0;0;0;0;0
C322;RALN;ND;CD;0;1;7;2;1;1;0;0;0;0
C322;RALN;ND;CA;0;2;1;0;2;0;0;0;0;0
C7968;RALN;ND;CD;3;0;0;0;0;0;0;0;0;0
C6571;RALN;ND;CC;0;0;3;1;6;2;0;0;0;0
C6571;RALN;ND;CD;0;0;0;0;4;0;0;0;0;0
C6571;RALN;ND;CB;0;0;2;0;11;0;0;0;0;0
PA111;RALN;ND;CB;0;1;0;0;0;0;0;0;0;0
PA111;RALN;ND;CC;5;1;0;0;0;0;0;0;0;0
C5041;RALN;ND;CD;0;1;0;0;0;0;0;0;0;0
C5041;RALN;ND;CC;1;0;0;0;0;0;0;0;0;0
LS12038;LS13;NF;LI;0;3;0;0;0;0;0;0;0;0
C7625;RALN;ND;CC;3;29;14;5;16;3;0;0;0;0
C7625;RALN;ND;CB;1;4;0;0;7;1;0;0;0;0
C7625;RALN;ND;CA;1;0;0;0;0;0;0;0;0;0
C7625;RALN;ND;CD;5;17;2;0;3;1;0;0;0;0
V9722;RALN;ND;CD;1;10;0;0;0;0;0;0;0;0
V9722;RALN;ND;CC;9;10;0;0;0;0;0;0;0;0
V9722;RALN;ND;CB;2;2;0;0;0;0;0;0;0;0
C7214;RALN;ND;CC;0;0;0;0;0;2;0;0;0;0
C2031;RALN;ND;CD;0;1;0;0;2;1;0;0;0;0
C2031;RALN;ND;CC;1;4;0;0;0;0;0;0;0;0
C3426;RALN;ND;CB;1;0;0;0;0;0;0;0;0;0
C3426;RALN;ND;CC;0;0;2;1;0;0;0;0;0;0
C3426;RALN;ND;CD;0;0;1;0;0;0;0;0;0;0
IP11862;RALN;ND;CB;0;0;0;12;0;0;0;0;0;0
C7448;PRBZ;NF;CB;0;0;0;0;3;0;0;0;0;0
C3005;RALN;ND;CB;0;0;0;0;4;2;0;0;0;0
C3005;RALN;ND;CD;0;0;0;0;2;0;0;0;0;0
C3005;RALN;ND;CC;1;0;6;5;3;0;0;0;0;0
LS11980;LS13;NF;LI;32;25;0;0;1;0;0;0;0;0
AU12238;AUIN;ND;LI;65;46;0;0;0;0;0;0;0;0
C3133;RALN;ND;CC;0;0;0;1;0;0;0;0;0;0
LS12307;LS13;NF;LI;162;219;0;0;5;6;0;0;0;0
C249;RALN;ND;CB;0;0;1;0;5;1;0;0;0;0
C249;RALN;ND;CD;0;0;0;1;0;1;0;0;0;0
C249;RALN;ND;CC;0;0;7;1;8;1;0;0;0;0
C6640;RALN;ND;CA;1;0;0;0;0;0;0;0;0;0
C6640;RALN;ND;CD;4;2;0;0;0;0;0;0;0;0
C6640;RALN;ND;CB;2;2;0;0;0;0;0;0;0;0
C6640;RALN;ND;CC;2;3;8;2;1;2;0;0;0;0
C4290;PRTN;NF;CC;4;9;0;0;0;0;0;0;0;0
C4290;PRTN;NF;CD;0;1;0;0;0;0;0;0;0;0
LS12146;LS13;NF;LI;18;22;0;0;0;0;0;0;0;0
C5880;RALN;ND;CC;0;0;3;3;3;0;0;0;0;0
C5880;RALN;ND;CD;0;0;1;0;0;0;0;0;0;0
C5880;RALN;ND;CA;0;0;0;0;4;0;0;0;0;0
C5880;RALN;ND;CB;0;0;0;0;6;0;0;0;0;0
C1778;RALN;ND;CC;0;0;1;0;0;0;0;0;0;0
C6293;RALN;ND;CC;0;1;7;7;7;8;0;0;0;0
C6293;RALN;ND;CD;0;0;1;0;1;0;0;0;0;0
C6293;RALN;ND;CB;0;0;0;0;0;1;0;0;0;0
C6928;PRBZ;NF;CC;2;2;0;0;0;0;0;0;0;0
C6928;PRBZ;NF;CA;0;0;0;0;1;0;0;0;0;0
IP11004;PRTN;NF;CC;0;0;1;2;1;1;0;0;0;0
IP11004;PRTN;NF;CA;0;0;1;5;0;0;0;0;0;0
IP11004;PRTN;NF;CB;0;0;0;11;0;0;0;0;0;0
C6503;RALN;ND;CC;0;0;2;0;0;0;0;0;0;0
C8055;RALN;ND;CC;0;0;3;0;3;0;0;0;0;0
IP13019;PRTN;NF;CB;0;0;19;94;1;0;0;0;0;0
IP13019;PRTN;NF;CC;0;0;5;45;0;0;0;0;0;0
IP13019;PRTN;NF;CA;0;0;1;2;0;0;0;0;0;0
C3294;PRBZ;NF;CB;0;0;0;0;2;0;0;0;0;0
C651;PRBZ;NF;CB;0;0;5;0;4;0;0;0;0;0
C213;RALN;ND;CC;0;0;5;1;6;2;0;0;0;0
C213;RALN;ND;CB;0;0;0;0;1;0;0;0;0;0
OL13226;EPNE;ME;AB;0;1;0;0;0;0;0;0;0;0
OL13226;EPNE;ME;AC;0;1;0;0;0;0;0;0;0;0
C3728;RALN;ND;CC;35;101;61;51;28;8;0;0;0;0
C3728;RALN;ND;CB;3;17;14;6;16;0;0;0;0;0
C3728;RALN;ND;CD;29;61;10;5;8;0;0;0;0;0
C1941;RALN;ND;CB;0;0;0;0;0;1;0;0;0;0
C658;RALN;ND;CC;4;7;13;8;6;4;0;0;0;0
C658;RALN;ND;CD;14;19;11;0;5;0;0;0;0;0
C658;RALN;ND;CA;6;8;0;0;2;0;0;0;0;0
C658;RALN;ND;CB;12;17;24;6;14;5;0;0;0;0
C2199;RALN;ND;CC;0;0;2;2;0;1;0;0;0;0
C3151;RALN;ND;CC;0;3;3;2;5;1;0;0;0;0
C3151;RALN;ND;CB;0;0;0;0;3;0;0;0;0;0
C3151;RALN;ND;CD;0;1;0;0;1;0;0;0;0;0
D8312;EN60;ND;LI;7;18;0;0;0;0;0;0;0;0
OL13034;EPNE;ME;AB;0;4;0;0;0;0;0;0;0;0
OL13034;EPNE;ME;AC;1;1;0;0;0;0;0;0;0;0
C3170;RALN;ND;CD;2;0;0;0;0;0;0;0;0;0
C3170;RALN;ND;CC;4;0;2;0;3;0;0;0;0;0
C3170;RALN;ND;CB;1;0;0;0;0;0;0;0;0;0
D8380;EN60;ND;LI;14;16;0;0;0;0;0;0;0;0
Q10602;UNIV;ND;CE;1;3;0;0;0;0;0;0;0;0
Q10602;UNIV;ND;CB;11;20;0;0;0;0;0;0;0;0
Q10602;UNIV;ND;CC;47;108;0;0;0;0;0;0;0;0
Q10602;UNIV;ND;CD;13;11;0;0;0;0;0;0;0;0
C6549;RALN;ND;CD;0;0;0;1;0;0;0;0;0;0
C6549;RALN;ND;CB;0;0;0;0;2;0;0;0;0;0
C6549;RALN;ND;CC;0;2;4;1;0;3;0;0;0;0
C4455;PRBZ;NF;CB;0;0;3;0;3;0;0;0;0;0
Q9180;UNIV;ND;CC;23;94;0;0;0;0;0;0;0;0
Q9180;UNIV;ND;CB;2;5;0;0;0;0;0;0;0;0
Q9180;UNIV;ND;CE;0;3;0;0;0;0;0;0;0;0
Q9180;UNIV;ND;CD;12;43;0;0;0;0;0;0;0;0
IP10535;RALN;ND;CC;0;0;0;2;0;0;0;0;0;0
IP10535;SSNA;ND;SI;0;0;4;13;0;0;0;0;0;0
IP10535;SSNA;ND;MD;0;0;5;0;0;0;0;0;0;0
IP10535;RALN;ND;CD;0;0;1;3;0;0;0;0;0;0
IP10535;SSNA;ND;DT;0;0;37;101;0;0;0;0;0;0
IP10535;RALN;ND;CB;0;0;0;8;0;0;0;0;0;0
P9118;RALN;ND;CB;0;4;0;2;17;0;0;0;0;0
P9118;RALN;ND;CC;12;25;9;1;14;1;0;0;0;0
P9118;RALN;ND;CD;7;13;0;0;6;1;0;0;0;0
IP10639;RALN;ND;CB;0;0;4;51;0;0;0;0;0;0
IP10639;RALN;ND;CD;0;0;2;8;0;0;0;0;0;0
IP10639;RALN;ND;CC;0;0;0;7;0;0;0;0;0;0
C2699;RALN;ND;CD;0;3;0;0;0;0;0;0;0;0
C2699;RALN;ND;CC;1;1;0;0;0;0;0;0;0;0
N8869;RALN;ND;CA;0;1;0;0;0;0;0;0;0;0
C3260;RALN;ND;CC;0;0;1;1;0;0;0;0;0;0
C3427;RALN;ND;CB;0;1;0;0;0;0;0;0;0;0
C3427;RALN;ND;CC;1;4;0;0;0;0;0;0;0;0
C3427;RALN;ND;CD;1;3;0;0;0;0;0;0;0;0
C6684;RALN;ND;CD;0;2;0;0;0;0;0;0;0;0
C7155;RALN;ND;CD;0;2;0;0;0;0;0;0;0;0
C392;RALN;ND;CB;0;0;0;0;6;1;0;0;0;0
C392;RALN;ND;CD;0;2;0;0;0;0;0;0;0;0
C392;RALN;ND;CC;0;5;5;0;1;0;0;0;0;0
C392;RALN;ND;CA;0;0;0;0;1;0;0;0;0;0
C6479;RALN;ND;CD;7;3;1;0;2;0;0;0;0;0
C6479;RALN;ND;CB;5;0;0;0;0;0;0;0;0;0
C6479;RALN;ND;CC;6;0;13;0;18;6;0;0;0;0
PA148;RALN;ND;CD;2;2;0;0;0;0;0;0;0;0
PA148;RALN;ND;CC;2;1;0;0;0;0;0;0;0;0
C4779;RALN;ND;CC;2;10;2;1;0;1;0;0;0;0
C4779;RALN;ND;CB;1;9;0;0;0;1;0;0;0;0
C4779;RALN;ND;CD;1;3;0;0;0;0;0;0;0;0
IP11040;PRTN;NF;CB;0;0;3;28;0;0;0;0;0;0
IP11040;PRTN;NF;CA;0;0;0;2;0;0;0;0;0;0
IP11040;PRTN;NF;CC;0;0;2;5;0;0;0;0;0;0
C5873;RALN;ND;PC;1;0;0;0;0;0;0;0;0;0
C5873;RALN;ND;CC;33;88;34;11;41;12;0;0;0;0
C5873;RALN;ND;CA;2;3;1;0;0;0;0;0;0;0
C5873;RALN;ND;CD;22;46;13;4;14;3;0;0;0;0
C5873;RALN;ND;CB;10;26;4;2;5;2;0;0;0;0
UC9993;RALN;ND;CD;0;0;1;1;1;1;0;0;0;0
UC9993;RALN;ND;CC;0;0;6;7;6;7;0;0;0;0
C2179;RALN;ND;CA;0;0;0;0;4;0;0;0;0;0
C2179;RALN;ND;CB;1;0;0;0;0;0;0;0;0;0
C2179;RALN;ND;CC;3;1;9;0;9;1;0;0;0;0
C2179;RALN;ND;CD;3;2;0;0;0;0;0;0;0;0
C2074;RALN;ND;CC;1;0;0;0;0;0;0;0;0;0
C635;PRTN;NF;CC;1;0;0;0;0;0;0;0;0;0
C635;PRTN;NF;CB;0;0;0;0;8;0;0;0;0;0
ER9837;RALN;ND;CC;1;4;0;0;0;0;0;0;0;0
ER9837;RALN;ND;CB;1;1;0;0;0;0;0;0;0;0
ER9837;RALN;ND;CD;7;13;0;0;0;0;0;0;0;0
C5079;RALN;ND;CC;0;0;2;1;0;0;0;0;0;0
OR13699;EPNE;ME;AB;0;2;0;0;0;0;0;0;0;0
OR13699;EPNE;ME;AC;0;1;0;0;0;0;0;0;0;0
Q9152;UNIV;ND;CD;67;165;0;0;0;0;0;0;0;0
Q9152;UNIV;ND;AL;1;9;0;0;0;0;0;0;0;0
Q9152;UNIV;ND;CE;23;43;0;0;0;0;0;0;0;0
Q9152;UNIV;ND;CB;23;29;0;0;0;0;0;0;0;0
Q9152;UNIV;ND;CC;88;215;0;0;0;0;0;0;0;0
IP10936;RALN;ND;CB;0;0;6;59;0;0;0;0;0;0
IP10936;RALN;ND;CD;0;0;1;1;0;0;0;0;0;0
IP10936;RALN;ND;CC;0;0;2;2;0;0;0;0;0;0
C6996;RALN;ND;CC;0;0;0;0;0;1;0;0;0;0
C6996;RALN;ND;CB;0;0;0;0;2;0;0;0;0;0
C7673;PRBZ;NF;CB;0;0;2;0;2;0;0;0;0;0
C3865;RALN;ND;CC;0;1;2;0;0;0;0;0;0;0
C3865;RALN;ND;CD;1;0;0;0;0;0;0;0;0;0
C3865;RALN;ND;CB;1;0;0;0;0;0;0;0;0;0
C8154;RALN;ND;CD;2;3;2;1;2;1;0;0;0;0
C8154;RALN;ND;CC;3;3;24;19;22;18;0;0;0;0
C8154;RALN;ND;CA;0;0;3;0;3;0;0;0;0;0
C8154;RALN;ND;CB;1;1;4;0;2;0;0;0;0;0
C7335;RALN;ND;CD;2;1;0;0;0;0;0;0;0;0
C7335;RALN;ND;CB;0;1;0;0;1;0;0;0;0;0
C7335;RALN;ND;CC;1;4;2;0;0;0;0;0;0;0
C6361;PRBZ;NF;CA;0;0;4;0;4;0;0;0;0;0
