ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;CAUSALE_CESSAZIONE;UOMINI;DONNE
C5032;RALN;FP;0D0102;C01;1;0
C6537;RALN;FP;0D0102;C01;0;1
C2204;RALN;FP;0D0102;C99;0;1
C4818;RALN;FP;0D0102;C01;0;1
C1935;RALN;FP;0D0102;C99;1;0
C3567;RALN;FP;0D0102;C01;1;0
C2885;RALN;FP;0D0102;C19;1;0
C2232;RALN;FP;0D0102;C18;1;0
C4601;RALN;FP;0D0102;C18;1;0
C3251;RALN;FP;0D0102;C03;1;0
C6377;RALN;FP;0D0102;C99;1;0
C7844;RALN;FP;0D0102;C99;0;1
C3598;RALN;FP;0D0102;C01;0;1
C2283;RALN;FP;0D0102;C18;1;0
C7068;RALN;FP;0D0102;C18;1;0
C5702;RALN;FP;0D0102;C99;0;1
C3115;RALN;FP;0D0102;C01;1;0
C2381;RALN;FP;0D0102;C99;0;1
C1728;RALN;FP;0D0102;C18;1;0
C998;RALN;FP;0D0102;C01;1;0
C7079;RALN;FP;0D0102;C01;0;1
C4635;RALN;FP;0D0102;C99;1;0
C7200;RALN;FP;0D0102;C99;0;1
C4695;RALN;FP;0D0102;C18;1;0
C4513;RALN;FP;0D0102;C18;1;0
C5187;RALN;FP;0D0102;C18;1;0
C5085;RALN;FP;0D0102;C18;0;1
C6135;RALN;FP;0D0102;C99;0;1
C7056;RALN;FP;0D0102;C18;0;1
C5114;RALN;FP;0D0102;C99;0;1
C2928;RALN;FP;0D0102;C18;1;0
M8655;RALN;FP;0D0102;C18;0;3
P9073;RALN;FP;0D0102;C03;1;0
C6630;RALN;FP;0D0102;C01;1;0
C7451;RALN;FP;0D0102;C19;0;1
C5133;RALN;FP;0D0102;C18;1;0
C1863;RALN;FP;0D0102;C18;1;0
C6405;RALN;FP;0D0102;C19;1;0
N8932;RALN;FP;0D0102;C99;1;0
C2035;RALN;FP;0D0102;C18;1;0
C277;RALN;FP;0D0102;C99;1;0
C7631;RALN;FP;0D0102;C18;1;0
C6904;RALN;FP;0D0102;C18;0;1
C5843;RALN;FP;0D0102;C99;1;0
C8297;RALN;FP;0D0102;C03;0;1
C2928;RALN;FP;0D0102;C99;1;0
C6999;RALN;FP;0D0102;C99;1;0
C3169;RALN;FP;0D0102;C01;1;0
C7929;RALN;FP;0D0102;C03;0;1
C6665;RALN;FP;0D0102;C18;1;0
P9092;RALN;FP;0D0102;C03;0;1
C4094;RALN;FP;0D0102;C25;0;1
C7758;RALN;FP;0D0102;C01;1;0
C4496;RALN;FP;0D0102;C25;0;1
C4583;RALN;FP;0D0102;C18;1;0
C4247;RALN;FP;0D0102;C18;1;0
P10801;RALN;FP;0D0102;C99;1;0
C4657;RALN;FP;0D0102;C18;0;1
C6764;RALN;FP;0D0102;C03;1;0
C4931;RALN;FP;0D0102;C01;1;0
C3842;RALN;FP;0D0102;C18;0;1
C385;RALN;FP;0D0102;C18;1;1
C4780;RALN;FP;0D0102;C18;0;2
C1697;RALN;FP;0D0102;C18;0;1
C3542;RALN;FP;0D0102;C18;1;0
P9118;RALN;FP;0D0102;C01;1;0
C5405;RALN;FP;0D0102;C18;1;0
C2289;RALN;FP;0D0102;C18;1;0
C7113;RALN;FP;0D0102;C18;0;1
C7235;RALN;FP;0D0102;C99;1;0
C1501;RALN;FP;0D0102;C18;1;0
C2920;RALN;FP;0D0102;C99;0;1
C242;RALN;FP;0D0102;C19;0;1
C6310;RALN;FP;0D0102;C18;0;1
C7429;RALN;FP;0D0102;C18;0;1
C7030;RALN;FP;0D0102;C01;0;1
C3924;RALN;FP;0D0102;C18;1;0
C4527;RALN;FP;0D0102;C18;1;0
C4768;RALN;FP;0D0102;C01;1;0
C6345;RALN;FP;0D0102;C18;0;1
C7388;RALN;FP;0D0102;C18;0;1
C1040;RALN;FP;0D0102;C01;1;0
C2615;RALN;FP;0D0102;C99;0;1
C5420;RALN;FP;0D0102;C25;1;0
P9113;RALN;FP;0D0102;C18;0;1
C7484;RALN;FP;0D0102;C18;1;0
C3857;RALN;FP;0D0102;C01;0;1
C1945;RALN;FP;0D0102;C19;1;0
C6722;RALN;FP;0D0102;C19;1;0
C4426;RALN;FP;0D0102;C18;0;1
C5917;RALN;FP;0D0102;C21;0;1
C1404;RALN;FP;0D0102;C03;0;1
C2021;RALN;FP;0D0102;C18;0;1
C5412;RALN;FP;0D0102;C01;0;1
C5873;RALN;FP;0D0102;C18;0;1
C7764;RALN;FP;0D0102;C18;0;1
C8186;RALN;FP;0D0102;C01;1;0
C2747;RALN;FP;0D0102;C03;1;0
C5057;RALN;FP;0D0102;C99;0;1
C6358;RALN;FP;0D0102;C01;0;1
C2731;RALN;FP;0D0102;C18;1;0
C1327;RALN;FP;0D0102;C25;1;0
C4807;RALN;FP;0D0102;C03;0;1
C4847;RALN;FP;0D0102;C99;0;1
C5909;RALN;FP;0D0102;C01;1;0
C5204;RALN;FP;0D0102;C99;1;0
C5641;RALN;FP;0D0102;C18;0;1
C1447;RALN;FP;0D0102;C19;0;1
C2983;RALN;FP;0D0102;C01;0;1
C4068;RALN;FP;0D0102;C27;0;1
N8914;RALN;FP;0D0102;C21;1;0
C538;RALN;FP;0D0102;C18;0;1
C2889;RALN;FP;0D0102;C18;1;0
C7698;RALN;FP;0D0102;C18;1;0
C4642;RALN;FP;0D0102;C18;1;0
C412;RALN;FP;0D0102;C17;0;1
C528;RALN;FP;0D0102;C01;1;0
C528;RALN;FP;0D0102;C27;1;0
C6236;RALN;FP;0D0102;C99;0;1
P9104;RALN;DI;0D0164;C03;0;1
C2073;RALN;DI;0D0164;C21;1;0
P9086;RALN;DI;0D0164;C21;1;0
C8301;RALN;DI;0D0164;C18;0;1
C4274;RALN;DI;0D0164;C03;2;0
C4334;RALN;DI;0D0164;C03;0;1
C3336;RALN;DI;0D0164;C18;1;0
C747;RALN;DI;0D0164;C03;1;0
C747;RALN;DI;0D0164;C21;0;2
CM9061;RALN;DI;0D0164;C19;1;0
C7484;RALN;DI;0D0164;C21;4;2
C5386;RALN;DI;0D0164;C03;1;0
ER9952;RALN;DI;0D0164;C01;1;0
PA120;RALN;DI;0D0164;C18;1;0
P9037;RALN;DI;0D0164;C18;0;1
C4188;RALN;DI;0D0164;C03;1;0
R9196;RALN;DI;0D0164;C01;6;3
UC10784;RALN;DI;0D0164;C03;0;1
C5684;RALN;DI;0D0164;C01;2;0
C5170;RALN;DI;0D0164;C03;5;4
C5439;RALN;DI;0D0164;C03;0;1
ER9952;RALN;DI;0D0164;C03;1;0
CM9053;RALN;DI;0D0164;C01;1;0
C1591;RALN;DI;0D0164;C99;0;1
P9037;RALN;DI;0D0164;C01;1;0
C2101;RALN;DI;0D0164;C01;0;1
PA100;RALN;DI;0D0164;C19;0;1
C7484;RALN;DI;0D0164;C03;3;1
C253;RALN;DI;0D0164;C18;0;1
C4274;RALN;DI;0D0164;C99;3;0
C5112;RALN;DI;0D0164;C03;1;0
P9095;RALN;DI;0D0164;C21;1;0
N10747;RALN;DI;0D0164;C03;0;1
C5340;RALN;DI;0D0164;C18;1;0
C5873;RALN;DI;0D0164;C18;1;0
R9813;RALN;DI;0D0164;C99;1;2
C7484;RALN;DI;0D0164;C01;1;0
C6144;RALN;DI;0D0164;C99;3;0
P9057;RALN;DI;0D0164;C01;1;0
C7484;RALN;DI;0D0164;C99;0;2
C6478;RALN;DI;0D0164;C18;1;0
C2073;RALN;DI;0D0164;C03;1;0
P9103;RALN;DI;0D0164;C03;0;1
V9745;RALN;DI;0D0164;C99;1;0
C2245;RALN;DI;0D0164;C03;0;1
C5961;RALN;DI;0D0164;C27;1;0
PA84;RALN;DI;0D0164;C03;1;0
C3857;RALN;DI;0D0164;C18;0;1
R9207;RALN;DI;0D0164;C01;4;0
ER12885;RALN;DI;0D0164;C18;1;0
C7631;RALN;DI;0D0164;C03;1;0
C2989;RALN;DI;0D0164;C03;0;2
C5386;RALN;DI;0D0164;C99;1;0
P9057;RALN;DI;0D0164;C25;1;0
C5873;RALN;DI;0D0164;C01;1;0
UC12257;RALN;DI;0D0164;C03;1;0
C5106;RALN;DI;0D0164;C03;1;0
C826;RALN;DI;0D0164;C03;1;0
C5917;RALN;DI;0D0164;C25;0;1
P9085;RALN;DI;0D0164;C03;1;0
C2285;RALN;DI;0D0164;C03;1;0
P9111;RALN;DI;0D0164;C03;0;1
CM9102;RALN;DI;0D0164;C99;1;0
CM9102;RALN;DI;0D0164;C01;1;0
C3819;RALN;DI;0D0164;C19;1;0
CM12344;RALN;DI;0D0164;C17;1;0
R9190;RALN;DI;0D0164;C19;1;0
P9046;RALN;DI;0D0164;C03;2;0
C2197;RALN;DI;0D0164;C03;1;0
C2591;RALN;DI;0D0164;C03;1;0
C8172;RALN;DI;0D0164;C03;0;1
C5518;RALN;DI;0D0164;C03;1;0
C492;RALN;DI;0D0164;C03;0;1
C492;RALN;DI;0D0164;C18;0;1
C7070;RALN;DI;0D0164;C21;1;0
C8172;RALN;DI;0D0164;C18;1;0
C5897;RALN;DI;0D0164;C21;0;1
V12813;RALN;DI;0D0164;C19;1;0
R9194;RALN;DI;0D0164;C01;0;2
R9194;RALN;DI;0D0164;C03;1;4
C5336;RALN;DI;0D0164;C18;1;0
R9199;RALN;DI;0D0164;C03;1;1
C3850;RALN;DI;0D0164;C99;0;2
C1470;RALN;DI;0D0164;C03;1;0
C5336;RALN;DI;0D0164;C99;1;1
C7070;RALN;DI;0D0164;C03;0;1
R9192;RALN;DI;0D0164;C19;0;1
R9192;RALN;DI;0D0164;C18;1;0
R9192;RALN;DI;0D0164;C03;1;1
ER9949;RALN;DI;0D0164;C03;0;1
C3146;RALN;DI;0D0164;C03;1;0
C12913;RALN;DI;0D0164;C01;1;0
R9194;RALN;DI;0D0164;C21;3;1
N8908;RALN;DI;0D0164;C21;1;0
R9190;RALN;DI;0D0164;C99;0;1
IP14420;RALN;DI;0D0164;C19;1;0
N11798;RALN;DI;0D0164;C01;1;0
N10593;RALN;DI;0D0164;C03;1;0
C4308;RALN;DI;0D0164;C21;1;0
C4668;RALN;DI;0D0164;C01;0;1
C7402;RALN;DI;0D0164;C01;1;0
C4308;RALN;DI;0D0164;C03;5;1
C6310;RALN;DI;0D0164;C01;1;0
C1326;RALN;DI;0D0164;C03;0;1
C4308;RALN;DI;0D0164;C01;2;1
N8933;RALN;DI;0D0164;C03;0;1
P9050;RALN;DI;0D0164;C18;1;0
C3987;RALN;DI;0D0164;C18;0;1
C4308;RALN;DI;0D0164;C99;1;0
R9199;RALN;DI;0D0164;C99;0;1
C3333;RALN;DI;0D0164;C18;3;2
C2472;RALN;DI;0D0164;C99;1;0
C6495;RALN;DI;0D0164;C18;1;0
R9194;RALN;DI;0D0164;C99;2;0
C3569;RALN;DI;0D0164;C03;1;0
CM9084;RALN;DI;0D0164;C01;1;1
C5897;RALN;DI;0D0164;C01;0;1
R9190;RALN;DI;0D0164;C01;1;0
ER9837;RALN;DI;0D0164;C03;1;0
P9032;RALN;DI;0D0164;C03;1;0
C6296;RALN;DI;0D0164;C03;1;1
C7396;RALN;DI;0D0164;C01;1;0
C6255;RALN;DI;0D0164;C99;1;0
C350;RALN;DI;0D0164;C03;0;1
C5096;RALN;DI;0D0164;C03;2;0
C4091;RALN;DI;0D0164;C03;1;0
C3291;RALN;DI;0D0164;C18;1;0
C4591;RALN;DI;0D0164;C25;1;0
R9209;RALN;DI;0D0164;C03;5;2
P9029;RALN;DI;0D0164;C18;1;0
C3135;RALN;DI;0D0164;C18;1;0
C3573;RALN;DI;0D0164;C18;1;0
P9076;RALN;DI;0D0164;C18;0;1
C2690;RALN;DI;0D0164;C27;1;0
R9196;RALN;DI;0D0164;C99;3;0
C2690;RALN;DI;0D0164;C01;1;0
CS9921;RALN;DI;0D0164;C03;0;1
C3135;RALN;DI;0D0164;C01;1;0
R9209;RALN;DI;0D0164;C18;0;1
C3038;RALN;DI;0D0164;C99;1;0
IP10304;RALN;DI;0D0164;C03;0;1
C7850;RALN;DI;0D0164;C01;1;0
C4309;RALN;DI;0D0164;C25;1;0
C7484;RALN;DI;0D0164;C18;0;1
C2101;RALN;DI;0D0164;C18;1;0
C3164;RALN;DI;0D0164;C18;0;1
CM9074;RALN;DI;0D0164;C03;1;0
C5971;RALN;DI;0D0164;C03;0;1
C3042;RALN;DI;0D0164;C01;1;0
C7171;RALN;DI;0D0164;C01;0;1
C3251;RALN;DI;0D0164;C03;1;0
R9209;RALN;DI;0D0164;C01;4;1
C3488;RALN;DI;0D0164;C18;1;0
C5131;RALN;DI;0D0164;C18;1;0
R9209;RALN;DI;0D0164;C99;4;0
C5131;RALN;DI;0D0164;C03;1;1
C4091;RALN;DI;0D0164;C99;1;0
C3972;RALN;DI;0D0164;C03;1;0
C1485;RALN;DI;0D0164;C03;1;0
C2827;RALN;DI;0D0164;C99;1;0
C7349;RALN;DI;0D0164;C18;1;0
C3374;RALN;DI;0D0164;C18;1;0
ER12802;RALN;DI;0D0164;C21;1;0
C601;RALN;DI;0D0164;C21;1;0
UC12247;RALN;DI;0D0164;C03;1;0
C4177;RALN;DI;0D0164;C03;1;0
C5525;RALN;DI;0D0164;C18;2;0
N8875;RALN;DI;0D0164;C01;1;0
C5461;RALN;DI;0D0164;C18;1;0
P9028;RALN;DI;0D0164;C03;1;0
N9001;RALN;DI;0D0164;C01;0;1
C3162;RALN;DI;0D0164;C18;1;0
C4818;RALN;DI;0D0164;C03;1;2
V9711;RALN;DI;0D0164;C01;1;0
C3333;RALN;DI;0D0164;C99;1;0
C3333;RALN;DI;0D0164;C21;1;2
C7015;RALN;DI;0D0164;C18;2;1
C7451;RALN;DI;0D0164;C99;1;0
C4091;RALN;DI;0D0164;C21;1;0
R9196;RALN;DI;0D0164;C18;2;0
C585;RALN;DI;0D0164;C03;1;1
C1145;RALN;DI;0D0164;C03;1;0
C3042;RALN;DI;0D0164;C03;0;4
C5906;RALN;DI;0D0164;C18;1;0
C1400;RALN;DI;0D0164;C18;1;0
CM9098;RALN;DI;0D0164;C01;1;0
C1789;RALN;DI;0D0164;C27;1;0
C963;RALN;DI;0D0164;C03;0;1
C2232;RALN;DI;0D0164;C21;0;1
R9197;RALN;DI;0D0164;C01;1;1
C6630;RALN;DI;0D0164;C03;1;0
C6781;RALN;DI;0D0164;C25;0;1
C1264;RALN;DI;0D0164;C03;1;1
R9813;RALN;DI;0D0164;C03;0;1
CM9036;RALN;DI;0D0164;C18;0;1
AG14028;RALN;DI;0D0164;C01;1;0
ER9954;RALN;DI;0D0164;C03;1;0
R9197;RALN;DI;0D0164;C03;1;0
C7571;RALN;DI;0D0164;C27;1;0
C2319;RALN;DI;0D0164;C21;1;0
C6144;RALN;DI;0D0164;C01;4;7
C4963;RALN;DI;0D0164;C25;0;1
C1264;RALN;DI;0D0164;C27;1;0
R9201;RALN;DI;0D0164;C18;1;0
C5843;RALN;DI;0D0164;C03;1;1
C5843;RALN;DI;0D0164;C17;1;0
C7381;RALN;DI;0D0164;C99;1;0
R9201;RALN;DI;0D0164;C27;0;1
R9201;RALN;DI;0D0164;C01;0;1
C4823;RALN;DI;0D0164;C01;1;0
D14148;RALN;DI;0D0164;C01;2;0
R9191;RALN;DI;0D0164;C01;2;1
C2072;RALN;DI;0D0164;C03;0;1
C1128;RALN;DI;0D0164;C27;1;0
R9191;RALN;DI;0D0164;C18;3;1
R9202;RALN;DI;0D0164;C99;0;1
C5828;RALN;DI;0D0164;C01;1;0
N8923;RALN;DI;0D0164;C21;1;0
CM9080;RALN;DI;0D0164;C01;1;0
C2983;RALN;DI;0D0164;C21;0;1
C7381;RALN;DI;0D0164;C03;0;1
C3203;RALN;DI;0D0164;C03;1;0
R9201;RALN;DI;0D0164;C03;2;2
C6884;RALN;DI;0D0164;C03;1;0
C5263;RALN;DI;0D0164;C18;1;0
C2064;RALN;DI;0D0164;C03;1;0
D8341;RALN;DI;0D0164;C99;1;0
C754;RALN;DI;0D0164;C99;1;0
C4910;RALN;DI;0D0164;C01;0;1
P9110;RALN;DI;0D0164;C99;0;1
ER10171;RALN;DI;0D0164;C01;1;0
C2731;RALN;DI;0D0164;C19;0;1
C6144;RALN;DI;0D0164;C03;4;5
C3728;RALN;DI;0D0164;C01;1;0
C2731;RALN;DI;0D0164;C18;1;0
C3042;RALN;DI;0D0164;C18;0;1
C859;RALN;DI;0D0164;C99;0;1
R9813;RALN;DI;0D0164;C01;4;2
C2909;RALN;DI;0D0164;C99;0;2
V12811;RALN;DI;0D0164;C03;1;0
C7156;RALN;DI;0D0164;C19;0;1
C8129;RALN;DI;0D0164;C18;1;0
R9193;RALN;DI;0D0164;C99;1;0
C670;RALN;DI;0D0164;C18;0;1
C2204;RALN;DI;0D0164;C03;0;1
C7892;RALN;DI;0D0164;C03;1;0
C2684;RALN;DI;0D0164;C27;0;1
R9193;RALN;DI;0D0164;C03;5;1
C3042;RALN;DI;0D0164;C99;3;0
P9108;RALN;DI;0D0164;C19;1;0
C7574;RALN;DI;0D0164;C03;1;0
C7892;RALN;DI;0D0164;C01;0;1
D8349;RALN;DI;0D0164;C01;1;0
C3042;RALN;DI;0D0164;C21;1;0
C2072;RALN;DI;0D0164;C01;1;0
C6144;RALN;DI;0D0164;C18;1;0
C3728;RALN;DI;0D0164;C03;1;0
C4167;RALN;DI;0D0164;C03;2;0
C344;RALN;DI;0D0164;C03;0;1
ER10715;RALN;DI;0D0164;C18;1;0
T10300;RALN;DI;0D0164;C18;1;0
P9045;RALN;DI;0D0164;C99;1;0
C4167;RALN;DI;0D0164;C99;0;1
P9043;RALN;DI;0D0164;C99;1;0
C7987;RALN;DI;0D0164;C03;1;0
C859;RALN;DI;0D0164;C03;0;1
R9193;RALN;DI;0D0164;C01;5;0
N10808;RALN;DI;0D0164;C03;1;0
C3054;RALN;DI;0D0164;C03;1;0
CM9058;RALN;DI;0D0164;C21;0;1
C5532;RALN;DI;0D0164;C18;0;1
R9197;RALN;DI;0D0164;C01;1;0
C4888;RALN;DI;0D0164;C25;1;0
P9051;RALN;DI;0D0164;C03;1;0
C3924;RALN;DI;0D0164;C01;1;0
C3119;RALN;DI;0D0164;C27;1;0
P9118;RALN;DI;0D0164;C21;1;0
R9813;RALN;DI;0D0164;C03;4;1
R9202;RALN;DI;0D0164;C18;0;1
C1501;RALN;DI;0D0164;C18;0;1
P9060;RALN;DI;0D0164;C18;1;0
D8375;RALN;DI;0D0164;C03;1;0
UC11794;RALN;DI;0D0164;C18;1;0
C7929;RALN;DI;0D0164;C03;1;0
P9051;RALN;DI;0D0164;C01;1;0
P9083;RALN;DI;0D0164;C01;1;0
R9193;RALN;DI;0D0164;C03;1;2
C2615;RALN;DI;0D0164;C18;1;0
C7906;RALN;DI;0D0164;C18;1;0
P9125;RALN;DI;0D0164;C03;0;1
C4877;RALN;DI;0D0164;C03;1;0
C7884;RALN;DI;0D0164;C18;1;0
P9126;RALN;DI;0D0164;C18;1;0
C7179;RALN;DI;0D0164;C18;1;0
C307;RALN;DI;0D0164;C99;1;0
C5226;RALN;DI;0D0164;C03;2;0
PA98;RALN;DI;0D0164;C01;1;0
C242;RALN;DI;0D0164;C19;1;0
C671;RALN;DI;0D0164;C03;1;0
R9207;RALN;DI;0D0164;C21;1;0
CM12343;RALN;DI;0D0164;C03;0;1
CM9114;RALN;DI;0D0164;C18;1;1
CM9114;RALN;DI;0D0164;C21;2;0
C5761;RALN;DI;0D0164;C01;1;1
P9049;RALN;DI;0D0164;C03;1;0
R9202;RALN;DI;0D0164;C01;3;0
C7973;RALN;DI;0D0164;C03;0;1
R9205;RALN;DI;0D0164;C01;3;0
C7973;RALN;DI;0D0164;C18;0;1
C7877;RALN;DI;0D0164;C01;0;1
C4674;RALN;DI;0D0164;C18;1;0
C5715;RALN;DI;0D0164;C18;0;1
C5695;RALN;DI;0D0164;C03;0;1
C1510;RALN;DI;0D0164;C27;1;0
C5641;RALN;DI;0D0164;C18;1;0
IP10428;RALN;DI;0D0164;C99;0;1
P9105;RALN;DI;0D0164;C01;1;0
ES187;RALN;DI;0D0164;C03;1;0
CM9080;RALN;DI;0D0164;C03;0;1
N10642;RALN;DI;0D0164;C03;1;1
R9202;RALN;DI;0D0164;C03;0;1
P9096;RALN;DI;0D0164;C03;1;0
R9207;RALN;DI;0D0164;C03;1;1
C3173;RALN;DI;0D0164;C18;0;1
R9205;RALN;DI;0D0164;C03;2;2
P9077;RALN;DI;0D0164;C03;1;0
C5761;RALN;DI;0D0164;C18;0;1
C3737;RALN;DI;0D0164;C18;0;1
C430;RALN;DI;0D0164;C01;0;1
C3832;RALN;DI;0D0164;C18;0;1
C7929;RALN;DI;0D0164;C01;1;0
RA69;RALN;DI;0D0164;C03;1;0
C5929;RALN;DI;0D0164;C18;1;0
C5695;RALN;DI;0D0164;C27;1;0
C625;RALN;CD;0D5000;C03;1;1
C5525;RALN;CD;0D5000;C18;0;2
C7625;RALN;CD;0D5000;C03;1;0
CM9058;RALN;CD;0D5000;C18;0;1
C1106;RALN;CD;0D5000;C18;1;0
UC12435;RALN;CD;0D5000;C01;0;1
C629;RALN;CD;0D5000;C99;1;0
R9191;RALN;CD;0D5000;C18;1;0
C7451;RALN;CD;0D5000;C18;0;1
C1106;RALN;CD;0D5000;C03;1;0
C1263;RALN;CD;0D5000;C03;2;0
R9199;RALN;CD;0D5000;C21;1;0
C5525;RALN;CD;0D5000;C27;0;4
C2642;RALN;CD;0D5000;C03;2;0
C4851;RALN;CD;0D5000;C03;0;1
R9199;RALN;CD;0D5000;C99;1;0
C7586;RALN;CD;0D5000;C01;0;1
CS9905;RALN;CD;0D5000;C99;1;0
C7003;RALN;CD;0D5000;C99;1;0
C5839;RALN;CD;0D5000;C21;0;1
C7641;RALN;CD;0D5000;C03;0;1
C5634;RALN;CD;0D5000;C01;0;1
C8299;RALN;CD;0D5000;C03;1;0
C4640;RALN;CD;0D5000;C03;0;1
R9202;RALN;CD;0D5000;C03;22;22
C6046;RALN;CD;0D5000;C03;0;1
C6889;RALN;CD;0D5000;C03;0;1
R9202;RALN;CD;0D5000;C01;6;3
C5634;RALN;CD;0D5000;C18;0;1
C6412;RALN;CD;0D5000;C18;0;1
C5634;RALN;CD;0D5000;C03;0;1
C1050;RALN;CD;0D5000;C01;0;1
C3073;RALN;CD;0D5000;C03;0;1
C4443;RALN;CD;0D5000;C01;0;1
C3584;RALN;CD;0D5000;C03;0;1
C4443;RALN;CD;0D5000;C99;1;0
C1684;RALN;CD;0D5000;C01;1;0
C6075;RALN;CD;0D5000;C03;1;0
C2642;RALN;CD;0D5000;C01;0;1
C3073;RALN;CD;0D5000;C01;1;0
C6372;RALN;CD;0D5000;C01;1;0
ES10847;RALN;CD;0D5000;C99;1;0
C2731;RALN;CD;0D5000;C18;1;0
C6576;RALN;CD;0D5000;C03;1;0
C2384;RALN;CD;0D5000;C18;0;1
C3073;RALN;CD;0D5000;C99;1;0
C7068;RALN;CD;0D5000;C99;1;0
C775;RALN;CD;0D5000;C18;1;0
C1647;RALN;CD;0D5000;C03;1;1
C3766;RALN;CD;0D5000;C01;1;0
R9199;RALN;CD;0D5000;C01;0;1
C2642;RALN;CD;0D5000;C21;1;0
C1655;RALN;CD;0D5000;C18;1;0
C2642;RALN;CD;0D5000;C99;0;1
C6543;RALN;CD;0D5000;C27;1;0
D8329;RALN;CD;0D5000;C99;1;0
V9765;RALN;CD;0D5000;C01;0;1
C4036;RALN;CD;0D5000;C18;1;0
R9191;RALN;CD;0D5000;C03;0;1
C4335;RALN;CD;0D5000;C27;1;0
C2001;RALN;CD;0D5000;C01;1;0
C4699;RALN;CD;0D5000;C99;0;1
C7706;RALN;CD;0D5000;C03;1;0
IP14420;RALN;CD;0D5000;C19;0;1
UC9996;RALN;CD;0D5000;C03;1;0
C1230;RALN;CD;0D5000;C03;0;1
C6255;RALN;CD;0D5000;C01;0;1
C6742;RALN;CD;0D5000;C03;0;1
C4479;RALN;CD;0D5000;C03;1;0
C1554;RALN;CD;0D5000;C03;0;1
R9191;RALN;CD;0D5000;C18;3;1
C2445;RALN;CD;0D5000;C03;0;1
C4317;RALN;CD;0D5000;C01;1;0
C7593;RALN;CD;0D5000;C19;0;1
N8872;RALN;CD;0D5000;C01;1;0
C7708;RALN;CD;0D5000;C03;0;1
C895;RALN;CD;0D5000;C01;1;0
C3564;RALN;CD;0D5000;C03;0;1
C7763;RALN;CD;0D5000;C99;0;2
C1536;RALN;CD;0D5000;C03;1;0
C5884;RALN;CD;0D5000;C21;0;1
C5222;RALN;CD;0D5000;C01;1;0
C2762;RALN;CD;0D5000;C18;0;1
C4595;RALN;CD;0D5000;C01;1;0
C1326;RALN;CD;0D5000;C01;0;1
C2389;RALN;CD;0D5000;C03;0;1
C4904;RALN;CD;0D5000;C18;0;1
C6760;RALN;CD;0D5000;C03;1;0
C3079;RALN;CD;0D5000;C03;1;0
UC9868;RALN;CD;0D5000;C18;0;1
C2408;RALN;CD;0D5000;C03;0;1
C7349;RALN;CD;0D5000;C01;1;0
C4785;RALN;CD;0D5000;C18;0;1
C949;RALN;CD;0D5000;C03;1;0
C1307;RALN;CD;0D5000;C18;0;1
