"Istituzione","Contratto","Categoria","Qualifica","Causale Assunzione","Uomini","Donne"
"RS9208","SCLA","DO","016135","A24","0","1"
"RS9208","SCLA","IS","016638","A24","0","1"
"IC10938","AFAM","PR","018P01","A24","0","1"
"IC10938","AFAM","PR","018P01","A24","1","0"
"IC10844","AFAM","PR","018P01","A24","0","1"
"IC10844","AFAM","PR","016P02","A24","0","1"
"IC10832","AFAM","PR","018P01","A24","0","1"
"AG12450","MNST","D2","0D0080","A24","1","0"
"AG12246","MNST","D2","0D0079","A24","0","6"
"AG10325","MNST","D2","0D0080","A24","0","1"
"AG10325","MNST","D2","0D0080","A24","1","0"
"AG11796","MNST","D1","0D0078","A24","1","0"
"AG11801","MNST","D1","0D0077","A24","1","0"
"AG11801","MNST","D2","0D0080","A24","1","0"
"M8653","MNST","D1","0D0078","A24","1","0"
"M8653","MNST","D2","0D0079","A24","2","0"
"M8653","MNST","D2","0D0080","A24","0","1"
"M8653","MNST","3A","044F05","A24","0","1"
"M8653","MNST","3A","043F04","A24","0","1"
"M8653","MNST","2A","035F04","A24","0","1"
"M8653","MNST","2A","034F03","A24","1","0"
"M8659","MNST","D2","0D0080","A24","0","1"
"M8659","MNST","3A","043F04","A24","5","0"
"M8659","MNST","3A","042F03","A24","0","2"
"M8659","MNST","3A","042F03","A24","5","0"
"M8659","MNST","3A","040F01","A24","12","0"
"M8659","MNST","2A","034F03","A24","0","6"
"M8659","MNST","2A","034F03","A24","107","0"
"M8659","MNST","2A","032F02","A24","0","34"
"M8659","MNST","2A","032F02","A24","188","0"
"M8652","MNST","D1","0D0077","A24","1","0"
"M8652","MNST","3A","043F04","A24","2","0"
"M8652","MNST","3A","042F03","A24","0","3"
"M8652","MNST","2A","035F05","A24","1","0"
"M8652","MNST","2A","034F03","A24","0","1"
"M8652","MNST","2A","034F03","A24","3","0"
"M8652","MNST","2A","032F02","A24","0","4"
"M8652","MNST","2A","032F02","A24","23","0"
"M8652","MNST","2A","030F01","A24","0","8"
"M8652","MNST","2A","030F01","A24","14","0"
"M8666","MNST","D1","0D0078","A24","1","0"
"M8666","MNST","3A","042F03","A24","0","1"
"M10756","MNST","D1","0D0077","A24","1","0"
"M10756","MNST","D2","0D0080","A24","0","1"
"M8660","MNST","D2","0D0080","A24","2","0"
"M8668","MNST","D1","0D0077","A24","0","2"
"M8668","MNST","D1","0D0077","A24","1","0"
"M8668","MNST","D1","0D0078","A24","1","0"
"M8668","MNST","D2","0D0079","A24","0","1"
"M8668","MNST","D2","0D0080","A24","1","0"
"M8668","MNST","3A","044F05","A24","0","1"
"M8668","MNST","3A","044F05","A24","1","0"
"M8668","MNST","3A","043F04","A24","0","1"
"M8668","MNST","3A","042F03","A24","0","1"
"M8668","MNST","3A","042F03","A24","1","0"
"M8668","MNST","3A","041F02","A24","0","1"
"M8668","MNST","3A","040F01","A24","0","5"
"M8668","MNST","3A","040F01","A24","1","0"
"M8668","MNST","2A","035F04","A24","0","2"
"M8668","MNST","2A","034F03","A24","0","2"
"M8668","MNST","2A","032F02","A24","0","2"
"M8668","MNST","2A","032F02","A24","1","0"
"M8655","MNST","D2","0D0079","A24","0","1"
"M8655","MNST","D2","0D0079","A24","1","0"
"M8655","MNST","3A","044F06","A24","1","0"
"M8655","MNST","3A","040F01","A24","0","1"
"M8655","MNST","3A","040F01","A24","3","0"
"M8655","MNST","2A","035F06","A24","0","2"
"M8655","MNST","2A","035F05","A24","0","1"
"M8655","MNST","2A","035F04","A24","0","1"
"M8655","MNST","2A","035F04","A24","1","0"
"M8655","MNST","2A","034F03","A24","0","2"
"M8655","MNST","2A","034F03","A24","6","0"
"M8655","MNST","2A","032F02","A24","0","3"
"M8655","MNST","2A","032F02","A24","18","0"
"M10398","MNST","D2","0D0079","A24","0","1"
"M10398","MNST","D2","0D0079","A24","1","0"
"M10398","MNST","D2","0D0080","A24","0","16"
"M10398","MNST","D2","0D0080","A24","7","0"
"M10400","MNST","D1","0D0CDP","A24","1","0"
"M10400","MNST","D1","0D0077","A24","1","0"
"M10400","MNST","D2","0D0080","A24","0","2"
"M10400","MNST","D2","0D0080","A24","2","0"
"M10400","MNST","3A","044F07","A24","0","1"
"M10400","MNST","3A","044F05","A24","3","0"
"M10400","MNST","3A","043F04","A24","0","1"
"M10400","MNST","3A","043F04","A24","2","0"
"M10400","MNST","3A","042F03","A24","0","2"
"M10400","MNST","3A","042F03","A24","2","0"
"M10400","MNST","3A","040F01","A24","0","2"
"M10400","MNST","2A","035F05","A24","1","0"
"M10400","MNST","2A","035F04","A24","0","1"
"M10400","MNST","2A","034F03","A24","0","2"
"M10400","MNST","2A","034F03","A24","1","0"
"M10400","MNST","2A","032F02","A24","1","0"
"M10400","MNST","2A","030F01","A24","0","2"
"M10400","MNST","2A","030F01","A24","1","0"
"AG9844","AGFI","3A","043F04","A24","0","1"
"AG9844","AGFI","2A","035F04","A24","0","1"
"AG9847","AGFI","D2","0D0080","A24","0","2"
"AG9847","AGFI","D2","0D0080","A24","10","0"
"M8655","VVFF","IA","I42IS1","A24","1","0"
"M8655","VVFF","CR","V30VF1","A24","0","14"
"M8655","VVFF","CR","V30VF1","A24","323","0"
"M8659","CM09","UF","018281","A24","2","0"
"M8668","CM09","TS","0D0285","A24","1","0"
"M8668","CM09","UF","018284","A24","1","0"
"M8668","CM09","UF","018281","A24","3","0"
"M8668","GGFF","DI","0D0221","A24","4","0"
"M8668","GGFF","DI","0D0220","A24","4","0"
"M8668","GGFF","DI","0D0217","A24","2","0"
"M8668","GGFF","UF","019312","A24","0","1"
"M8668","GGFF","UF","019312","A24","1","0"
"M8668","GGFF","IP","017836","A24","2","0"
"M8668","GGFF","IP","017237","A24","1","0"
"M8668","GGFF","IP","016224","A24","1","0"
"M8668","GGFF","IP","015238","A24","2","0"
"M8668","GGFF","RS","015212","A24","1","0"
"M8668","GGFF","RS","014230","A24","1","0"
"M8668","GGFF","PP","013231","A24","3","0"
"M8668","GGFF","PP","013210","A24","3","0"
"M8668","GGFF","PP","013236","A24","2","0"
"M8668","GGFF","PP","013234","A24","1","0"
"M8655","PPSS","AS","013179","A24","1","0"
"M8655","PPSS","RP","000180","A24","1","0"
"M8659","CM10","TS","0D0546","A24","2","0"
"M8659","CM10","UF","018281","A24","6","0"
"AA8582","EEII","SG","014325","A24","3","0"
"AA8582","EEII","SG","014308","A24","4","0"
"AA8582","EEII","VP","013321","A24","1","0"
"AA8582","EEII","VP","013318","A24","2","0"
"M8659","MMAA","UF","019343","A24","1","0"
"OC9829","CSTA","G1","0D0COE","A24","0","1"
"OC9829","CSTA","G1","0D0COE","A24","1","0"
"OC9815","CCON","G1","0D0COE","A24","8","0"
"M8652","MGOR","G1","0D0MT5","A24","0","3"
"M8652","MGOR","G1","0D0MT5","A24","1","0"
"AA8548","EPNE","DG","0D0097","A24","1","0"
"E8535","EPNE","DG","0D0097","A24","1","0"
"AA8582","EPNE","MD","0D0585","A24","0","1"
"AA8582","EPNE","AC","040000","A24","0","8"
"AA8582","EPNE","AC","040000","A24","2","0"
"AA8582","EPNE","AB","032000","A24","0","1"
"AA8582","EPNE","AB","030000","A24","0","13"
"AA8582","EPNE","AB","030000","A24","42","0"
"AA8582","EPNE","AA","025000","A24","0","70"
"AA8582","EPNE","AA","025000","A24","175","0"
"F8521","EPNE","MD","0D0584","A24","1","0"
"PN8569","EPNE","AC","045000","A24","1","0"
"PN8571","EPNE","D2","0D0080","A24","1","0"
"E8469","EPNE","AA","023000","A24","0","1"
"IR9963","ERIC","RI","0D0089","A24","0","5"
"IR9963","ERIC","RI","0D0089","A24","4","0"
"IR9963","ERIC","RI","0D0397","A24","0","1"
"IR9963","ERIC","RI","0D0397","A24","1","0"
"IR9963","ERIC","LI","012091","A24","1","0"
"IR9963","ERIC","LI","013091","A24","0","1"
"IR8552","ERIC","RI","0D0089","A24","1","0"
"IR8552","ERIC","TC","0D0094","A24","0","2"
"IR8563","ERIC","DG","0D0097","A24","0","1"
"IR24","ERIC","RI","0D0089","A24","1","0"
"IR24","ERIC","RI","0D0397","A24","1","0"
"IR24","ERIC","D1","0D0078","A24","1","0"
"IR8539","ERIC","TC","0D0094","A24","0","5"
"IR8539","ERIC","TC","0D0094","A24","13","0"
"IR8539","ERIC","LI","014088","A24","1","0"
"IR8539","ERIC","LI","018092","A24","0","1"
"IR8539","ERIC","LI","018092","A24","1","0"
"IR8539","ERIC","LI","018396","A24","0","2"
"IR8539","ERIC","LI","018396","A24","2","0"
"IR8539","ERIC","DG","0D0097","A24","1","0"
"Q9189","UNIV","DG","0D0097","A24","0","1"
"Q9178","UNIV","PR","0D0173","A24","1","0"
"Q9178","UNIV","RI","0D0178","A24","0","1"
"Q9149","UNIV","PR","0D0169","A24","0","5"
"Q9149","UNIV","PR","0D0169","A24","2","0"
"Q9171","UNIV","CD","051000","A24","0","1"
"Q9170","UNIV","PR","0D0173","A24","4","0"
"Q9170","UNIV","PR","0D0175","A24","0","2"
"Q9170","UNIV","PR","0D0169","A24","0","2"
"Q9170","UNIV","PR","0D0169","A24","2","0"
"Q9160","UNIV","CC","046000","A24","1","0"
"Q9160","UNIV","CC","040000","A24","0","2"
"Q9167","UNIV","PR","0D0169","A24","0","1"
"Q9167","UNIV","RI","0D0177","A24","0","1"
"Q9172","UNIV","PR","0D0172","A24","1","0"
"Q9172","UNIV","PR","0D0169","A24","0","3"
"Q9172","UNIV","PR","0D0169","A24","1","0"
"Q9172","UNIV","CC","040000","A24","0","2"
"Q9179","UNIV","RI","0D0178","A24","0","1"
"Q9179","UNIV","CD","048000","A24","0","1"
"Q9158","UNIV","PR","0D0174","A24","1","0"
"Q9146","UNIV","CC","042000","A24","1","0"
"Q9137","UNIV","CD","049000","A24","1","0"
"Q9137","UNIV","CD","048000","A24","1","0"
"Q9137","UNIV","CC","042000","A24","0","5"
"Q9137","UNIV","CC","042000","A24","4","0"
"Q9137","UNIV","CC","040000","A24","0","5"
"Q9137","UNIV","CC","040000","A24","2","0"
"Q9137","UNIV","AL","000676","A24","0","2"
"Q9183","UNIV","PR","0D0169","A24","1","0"
"Q9165","UNIV","PR","0D0169","A24","1","0"
"Q9165","UNIV","RI","0D0177","A24","3","0"
"Q9165","UNIV","CC","043000","A24","1","0"
"Q9162","UNIV","PR","0D0173","A24","1","0"
"Q9141","UNIV","CD","050000","A24","1","0"
"Q9175","UNIV","PR","0D0173","A24","0","1"
"Q9175","UNIV","PR","0D0169","A24","1","0"
"Q9175","UNIV","CC","040000","A24","1","0"
"Q10328","UNIV","PR","0D0172","A24","1","0"
"Q9153","UNIV","PR","0D0173","A24","2","0"
"Q9153","UNIV","PR","0D0169","A24","0","2"
"Q9153","UNIV","PR","0D0169","A24","6","0"
"Q9153","UNIV","RI","0D0177","A24","0","2"
"Q9153","UNIV","RI","0D0177","A24","3","0"
"Q9153","UNIV","CD","048000","A24","0","2"
"Q9153","UNIV","CC","045000","A24","0","1"
"Q9153","UNIV","CC","040000","A24","0","10"
"Q9153","UNIV","CC","040000","A24","6","0"
"Q9143","UNIV","PR","0D0173","A24","1","0"
"Q9143","UNIV","RI","0D0177","A24","2","0"
"Q9182","UNIV","PR","0D0173","A24","1","0"
"Q9182","UNIV","CE","060000","A24","1","0"
"Q9182","UNIV","CC","042000","A24","0","1"
"Q9156","UNIV","PR","0D0169","A24","0","1"
"Q9156","UNIV","PR","0D0169","A24","3","0"
"Q9131","UNIV","PR","0D0173","A24","1","0"
"Q9131","UNIV","PR","0D0169","A24","0","2"
"Q9131","UNIV","PR","0D0169","A24","5","0"
"Q9131","UNIV","RI","0D0177","A24","0","1"
"Q9131","UNIV","RI","0D0177","A24","1","0"
"Q9131","UNIV","CC","042000","A24","1","0"
"Q9152","UNIV","CD","050000","A24","0","1"
"Q9148","UNIV","PR","0D0169","A24","0","1"
"Q9157","UNIV","CB","038000","A24","0","1"
"Q9154","UNIV","PR","0D0172","A24","1","0"
"Q9154","UNIV","D2","0D0080","A24","0","1"
"Q9164","UNIV","PR","0D0169","A24","0","1"
"Q9164","UNIV","PR","0D0169","A24","1","0"
"Q9164","UNIV","RI","0D0177","A24","0","1"
"Q9164","UNIV","D2","0D0080","A24","0","1"
"Q9164","UNIV","DG","0D0097","A24","1","0"
"U9508","SSNA","SF","S16019","A24","0","8"
"U9508","SSNA","LA","A16028","A24","0","1"
"U10509","SSNA","MD","SD0035","A24","0","3"
"U10509","SSNA","MD","SD0035","A24","1","0"
"U10509","SSNA","DS","SD0A38","A24","0","3"
"U10509","SSNA","DS","SD0A38","A24","1","0"
"U10509","SSNA","SI","S16020","A24","0","1"
"U10509","SSNA","SI","S16020","A24","2","0"
"U10509","SSNA","SV","S16022","A24","0","1"
"U10509","SSNA","SV","S16022","A24","7","0"
"U10509","SSNA","LT","T16024","A24","0","1"
"U10509","SSNA","LA","A14005","A24","0","1"
"U10509","SSNA","DG","0D0482","A24","1","0"
"U10509","SSNA","DG","0D0163","A24","1","0"
"U10508","SSNA","MD","SD0035","A24","0","5"
"U10508","SSNA","MD","SD0035","A24","3","0"
"U10508","SSNA","MD","SD0036","A24","0","1"
"U10508","SSNA","DS","SD0A12","A24","0","1"
"U10508","SSNA","DS","SD0A12","A24","1","0"
"U10508","SSNA","DS","SD0011","A24","0","1"
"U10508","SSNA","DS","SD0A65","A24","0","1"
"U10508","SSNA","SI","S16020","A24","0","11"
"U10508","SSNA","SI","S16020","A24","12","0"
"U10508","SSNA","LT","T13059","A24","1","0"
"U10508","SSNA","LT","T13660","A24","0","1"
"U10508","SSNA","LT","T13660","A24","4","0"
"ER10866","SSNA","DG","0D0097","A24","1","0"
"U9639","SSNA","DA","AD0032","A24","1","0"
"AP10081","SSNA","DG","0D0097","A24","1","0"
"U10510","SSNA","MD","SD0035","A24","0","4"
"U10510","SSNA","MD","SD0035","A24","5","0"
"U10510","SSNA","MD","SD0036","A24","0","2"
"U10510","SSNA","MD","SD0036","A24","2","0"
"J8635","SSNA","MD","SD0035","A24","0","3"
"J8635","SSNA","MD","SD0036","A24","1","0"
"J8635","SSNA","DS","SD0A38","A24","0","1"
"J8635","SSNA","DS","SD0E41","A24","1","0"
"J8635","SSNA","DP","PD0S09","A24","0","1"
"J8635","SSNA","DG","0D0097","A24","1","0"
"J8635","SSNA","DG","0D0482","A24","1","0"
"J8635","SSNA","DG","0D0163","A24","1","0"
"U10422","SSNA","MD","SD0E33","A24","2","0"
"U10422","SSNA","MD","SD0035","A24","0","20"
"U10422","SSNA","MD","SD0035","A24","4","0"
"U10422","SSNA","MD","SD0036","A24","0","1"
"U10422","SSNA","LA","A14005","A24","0","1"
"U10422","SSNA","DG","0D0482","A24","1","0"
"U9514","SSNA","MD","SD0035","A24","0","24"
"U9514","SSNA","MD","SD0035","A24","12","0"
"U9514","SSNA","MD","SD0036","A24","0","4"
"U9514","SSNA","MD","SD0036","A24","4","0"
"U9514","SSNA","MV","SD0A73","A24","1","0"
"U9514","SSNA","DS","SD0A38","A24","1","0"
"U9514","SSNA","DS","SD0A12","A24","1","0"
"U9514","SSNA","SI","S18023","A24","0","2"
"U9514","SSNA","SI","S16020","A24","0","28"
"U9514","SSNA","SI","S16020","A24","11","0"
"U9514","SSNA","ST","S16021","A24","0","5"
"U9514","SSNA","ST","S16021","A24","2","0"
"U9514","SSNA","SF","S16019","A24","1","0"
"U9514","SSNA","LT","T16024","A24","0","3"
"U9514","SSNA","LT","T13059","A24","1","0"
"U9514","SSNA","LT","T13660","A24","5","0"
"U9514","SSNA","LT","T12057","A24","1","0"
"U9514","SSNA","LT","T11008","A24","0","4"
"U9514","SSNA","LT","T11008","A24","9","0"
"U9514","SSNA","LA","A18029","A24","0","1"
"U9514","SSNA","LA","A16028","A24","0","2"
"U9514","SSNA","LA","A14005","A24","0","1"
"U9514","SSNA","LA","A12017","A24","0","7"
"U9514","SSNA","LA","A12017","A24","7","0"
"U9514","SSNA","LA","A11030","A24","0","5"
"U9514","SSNA","LA","A11030","A24","3","0"
"U9514","SSNA","DG","0D0482","A24","0","1"
"U11799","SSNA","MD","SD0035","A24","1","0"
"U11799","SSNA","SI","S16020","A24","0","2"
"U11799","SSNA","LT","T16026","A24","1","0"
"U10322","SSNA","DS","SD0A38","A24","0","1"
"U10322","SSNA","ST","S16021","A24","0","1"
"U10518","SSNA","MD","SD0035","A24","0","1"
"U10518","SSNA","LP","P16006","A24","1","0"
"U10518","SSNA","DG","0D0097","A24","1","0"
"U10519","SSNA","LT","T13059","A24","1","0"
"K8647","SSNA","DG","0D0097","A24","0","1"
"K8647","SSNA","DG","0D0482","A24","1","0"
"U10521","SSNA","DG","0D0482","A24","1","0"
"U10520","SSNA","MD","SD0E33","A24","2","0"
"U10520","SSNA","MD","SD0035","A24","0","1"
"U10520","SSNA","MD","SD0035","A24","2","0"
"U10520","SSNA","MD","SD0036","A24","0","1"
"U10520","SSNA","LT","T13660","A24","1","0"
"U9548","SSNA","MD","SD0035","A24","0","2"
"U9548","SSNA","SI","S16020","A24","0","1"
"U9596","SSNA","SI","S16020","A24","0","3"
"U9596","SSNA","LT","T13660","A24","0","1"
"U9595","SSNA","MD","SD0035","A24","4","0"
"U9595","SSNA","SI","S16020","A24","0","4"
"U9595","SSNA","SF","S16019","A24","0","1"
"U9595","SSNA","LT","T16026","A24","1","0"
"U9595","SSNA","LA","A14005","A24","1","0"
"U9561","SSNA","MD","SD0035","A24","0","7"
"U9561","SSNA","MD","SD0035","A24","1","0"
"U9561","SSNA","SI","S16020","A24","0","2"
"U9561","SSNA","SI","S16020","A24","1","0"
"U9561","SSNA","LP","P16006","A24","1","0"
"U9561","SSNA","LT","T13660","A24","0","1"
"U9560","SSNA","LT","T12057","A24","0","1"
"U9562","SSNA","MD","SD0035","A24","0","4"
"U9562","SSNA","MD","SD0035","A24","4","0"
"U9562","SSNA","MV","SD0A73","A24","0","1"
"U9562","SSNA","SI","S16020","A24","0","1"
"U9562","SSNA","SI","S16020","A24","1","0"
"U9562","SSNA","LT","T13660","A24","0","5"
"U9562","SSNA","LT","T13660","A24","2","0"
"U9563","SSNA","MD","SD0035","A24","0","3"
"U9563","SSNA","MD","SD0035","A24","3","0"
"U9563","SSNA","SF","S16019","A24","0","1"
"U9563","SSNA","LT","T13660","A24","0","2"
"U9563","SSNA","LA","A12017","A24","2","0"
"U10903","SSNA","MD","SD0E33","A24","5","0"
"U10903","SSNA","DA","AD0032","A24","1","0"
"U10903","SSNA","LA","A16028","A24","0","1"
"U10903","SSNA","DG","0D0097","A24","1","0"
"U10903","SSNA","DG","0D0482","A24","1","0"
"U10903","SSNA","DG","0D0163","A24","1","0"
"U9471","SSNA","LP","P16006","A24","1","0"
"U9471","SSNA","DG","0D0097","A24","1","0"
"U9471","SSNA","DG","0D0163","A24","0","1"
"U9471","SSNA","DG","0D0163","A24","1","0"
"U9472","SSNA","DA","AD0S31","A24","1","0"
"U10735","SSNA","DG","0D0482","A24","1","0"
"U10735","SSNA","DG","0D0163","A24","0","1"
"PU9821","SSNA","MD","SD0035","A24","0","1"
"PU9821","SSNA","DS","SD0A41","A24","0","1"
"PU9821","SSNA","SI","S16020","A24","0","6"
"PU9821","SSNA","SI","S16020","A24","3","0"
"PU9821","SSNA","ST","S16021","A24","1","0"
"PU9821","SSNA","SF","S16019","A24","0","1"
"PU9821","SSNA","LT","T13660","A24","0","3"
"PU9821","SSNA","LT","T13660","A24","3","0"
"PU9821","SSNA","DG","0D0097","A24","1","0"
"PU9820","SSNA","MD","SD0035","A24","0","4"
"PU9820","SSNA","DS","SD0A38","A24","0","2"
"PU9820","SSNA","DS","SD0A38","A24","1","0"
"PU9820","SSNA","LA","A18029","A24","1","0"
"J8624","SSNA","MD","SD0035","A24","0","2"
"J8624","SSNA","SI","S16020","A24","0","7"
"J8624","SSNA","SI","S16020","A24","2","0"
"J8624","SSNA","LA","A14005","A24","1","0"
"J8624","SSNA","DG","0D0163","A24","1","0"
"U10751","SSNA","MD","SD0E34","A24","0","1"
"U10751","SSNA","MD","SD0035","A24","1","0"
"U10751","SSNA","SI","S16020","A24","0","11"
"U10751","SSNA","SI","S16020","A24","10","0"
"U10751","SSNA","ST","S16021","A24","0","3"
"U10751","SSNA","ST","S16021","A24","2","0"
"U10751","SSNA","SF","S16019","A24","0","2"
"U10751","SSNA","DG","0D0482","A24","1","0"
"U10751","SSNA","DG","0D0163","A24","1","0"
"U10750","SSNA","MD","SD0035","A24","1","0"
"U10750","SSNA","LP","P16006","A24","1","0"
"U10750","SSNA","DG","0D0097","A24","1","0"
"U10750","SSNA","DG","0D0482","A24","0","1"
"U10750","SSNA","DG","0D0163","A24","1","0"
"U9486","SSNA","MD","SD0E33","A24","1","0"
"U9486","SSNA","MD","SD0035","A24","0","12"
"U9486","SSNA","MD","SD0035","A24","12","0"
"U9486","SSNA","DS","SD0A38","A24","0","1"
"U9486","SSNA","DS","SD0A38","A24","1","0"
"U9486","SSNA","DS","SD0A41","A24","0","1"
"U9486","SSNA","DA","AD0S31","A24","0","1"
"U9486","SSNA","SI","S16020","A24","0","11"
"U9486","SSNA","SI","S16020","A24","12","0"
"U9486","SSNA","ST","S16021","A24","0","6"
"U9486","SSNA","ST","S16021","A24","3","0"
"U9486","SSNA","LT","T14E59","A24","3","0"
"U9486","SSNA","LT","T13660","A24","0","12"
"U9486","SSNA","LT","T13660","A24","8","0"
"U9486","SSNA","LT","T11008","A24","0","1"
"U9486","SSNA","LA","A14005","A24","0","1"
"U9486","SSNA","LA","A14005","A24","1","0"
"U9486","SSNA","LA","A12017","A24","0","1"
"U9486","SSNA","DG","0D0097","A24","1","0"
"U9486","SSNA","DG","0D0482","A24","1","0"
"U9486","SSNA","DG","0D0163","A24","1","0"
"U10859","SSNA","MD","SD0035","A24","0","4"
"U10859","SSNA","MD","SD0035","A24","2","0"
"U10859","SSNA","MD","SD0036","A24","0","2"
"U10859","SSNA","MD","SD0036","A24","4","0"
"U10859","SSNA","MV","SD0A73","A24","0","1"
"U10859","SSNA","DT","TD0A67","A24","1","0"
"U10859","SSNA","DA","AD0A31","A24","2","0"
"U10859","SSNA","SI","S16020","A24","0","5"
"U10859","SSNA","SI","S16020","A24","8","0"
"U10859","SSNA","ST","S16021","A24","0","2"
"U10859","SSNA","ST","S16021","A24","1","0"
"U10859","SSNA","LT","T14007","A24","1","0"
"U10859","SSNA","LA","A18029","A24","0","1"
"U10859","SSNA","LA","A14005","A24","0","2"
"U10859","SSNA","LA","A14005","A24","1","0"
"U10859","SSNA","LA","A13018","A24","1","0"
"U10859","SSNA","LA","A12017","A24","0","1"
"U10859","SSNA","LA","A11030","A24","0","7"
"U10859","SSNA","LA","A11030","A24","12","0"
"U10733","SSNA","MD","SD0035","A24","0","1"
"U10733","SSNA","MD","SD0035","A24","1","0"
"U10733","SSNA","DG","0D0163","A24","1","0"
"U9463","SSNA","MD","SD0035","A24","0","1"
"U9463","SSNA","MD","SD0035","A24","1","0"
"U9463","SSNA","DA","AD0032","A24","0","1"
"U9463","SSNA","DA","AD0612","A24","1","0"
"U9463","SSNA","SI","S16020","A24","3","0"
"U9463","SSNA","LT","T11008","A24","0","27"
"U9463","SSNA","LT","T11008","A24","12","0"
"U9463","SSNA","DG","0D0482","A24","1","0"
"U9463","SSNA","DG","0D0163","A24","1","0"
"U10734","SSNA","MD","SD0035","A24","2","0"
"U10734","SSNA","DG","0D0097","A24","1","0"
"U10734","SSNA","DG","0D0482","A24","1","0"
"U10734","SSNA","DG","0D0163","A24","1","0"
"U9460","SSNA","MD","SD0E33","A24","1","0"
"U9460","SSNA","LT","T14007","A24","1","0"
"U9460","SSNA","DG","0D0097","A24","1","0"
"U9460","SSNA","DG","0D0482","A24","1","0"
"U9460","SSNA","DG","0D0163","A24","1","0"
"U9459","SSNA","MD","SD0035","A24","1","0"
"U9459","SSNA","DG","0D0163","A24","1","0"
"U10812","SSNA","MD","SD0E33","A24","0","1"
"U10812","SSNA","MD","SD0E33","A24","1","0"
"U10812","SSNA","LP","P16006","A24","4","0"
"U9580","SSNA","MD","SD0E33","A24","1","0"
"U9580","SSNA","DA","AD0032","A24","0","1"
"U9580","SSNA","DA","AD0A31","A24","1","0"
"U9583","SSNA","SF","S16019","A24","1","0"
"U9583","SSNA","DG","0D0163","A24","1","0"
"U9581","SSNA","MD","SD0035","A24","0","1"
"U9581","SSNA","DA","AD0032","A24","0","1"
"U9581","SSNA","LT","T18027","A24","1","0"
"U9581","SSNA","LT","T13660","A24","0","1"
"U9581","SSNA","DG","0D0484","A24","1","0"
"U9544","SSNA","MD","SD0035","A24","1","0"
"U9544","SSNA","ST","S16021","A24","0","1"
"U9543","SSNA","DP","PD0010","A24","1","0"
"U9543","SSNA","DA","AD0032","A24","1","0"
"U9545","SSNA","MD","SD0E34","A24","1","0"
"U9545","SSNA","SI","S16020","A24","2","0"
"U9545","SSNA","LT","T13660","A24","1","0"
"U9545","SSNA","DG","0D0482","A24","0","1"
"U9545","SSNA","DG","0D0163","A24","1","0"
"U9545","SSNA","DG","0D0484","A24","1","0"
"U9542","SSNA","DA","AD0A31","A24","0","1"
"U9542","SSNA","DG","0D0097","A24","1","0"
"U9542","SSNA","DG","0D0482","A24","1","0"
"U9542","SSNA","DG","0D0163","A24","1","0"
"U9542","SSNA","DG","0D0484","A24","0","1"
"U9577","SSNA","MD","SD0035","A24","1","0"
"U9577","SSNA","DS","SD0A12","A24","1","0"
"U9577","SSNA","SI","S16020","A24","0","1"
"U9577","SSNA","LA","A14005","A24","0","1"
"U9577","SSNA","DG","0D0097","A24","1","0"
"U9577","SSNA","DG","0D0163","A24","1","0"
"AP199","SSNA","LT","T16026","A24","1","0"
"AP199","SSNA","DG","0D0097","A24","1","0"
"AP199","SSNA","DG","0D0482","A24","1","0"
"J10321","SSNA","DG","0D0097","A24","0","1"
"J10321","SSNA","DG","0D0482","A24","0","1"
"J10321","SSNA","DG","0D0482","A24","1","0"
"J10321","SSNA","DG","0D0163","A24","0","1"
"J10321","SSNA","DG","0D0163","A24","1","0"
"U9575","SSNA","MD","SD0E33","A24","2","0"
"U9575","SSNA","DG","0D0097","A24","1","0"
"U9575","SSNA","DG","0D0163","A24","0","2"
"U9575","SSNA","DG","0D0484","A24","0","1"
"U9574","SSNA","DA","AD0032","A24","1","0"
"U9565","SSNA","MD","SD0035","A24","0","1"
"U9565","SSNA","SI","S16020","A24","0","1"
"U9565","SSNA","SI","S16020","A24","2","0"
"U9565","SSNA","ST","S16021","A24","2","0"
"U9565","SSNA","LT","T12057","A24","0","1"
"U9565","SSNA","LA","A18029","A24","1","0"
"U9565","SSNA","LA","A14005","A24","0","1"
"U9565","SSNA","LA","A12017","A24","0","1"
"U9565","SSNA","DG","0D0097","A24","1","0"
"U9556","SSNA","DG","0D0482","A24","0","1"
"U9579","SSNA","MD","SD0E34","A24","2","0"
"U9579","SSNA","MV","SD0E74","A24","1","0"
"U9541","SSNA","LA","A12017","A24","1","0"
"U9541","SSNA","DG","0D0163","A24","1","0"
"U9540","SSNA","DA","AD0032","A24","0","1"
"U9540","SSNA","DG","0D0482","A24","1","0"
"U9540","SSNA","DG","0D0484","A24","1","0"
"U9553","SSNA","DA","AD0A31","A24","1","0"
"U9553","SSNA","SI","S16020","A24","0","1"
"U9553","SSNA","SF","S16019","A24","0","1"
"U9551","SSNA","MD","SD0036","A24","2","0"
"U9551","SSNA","MV","SD0A73","A24","1","0"
"U9551","SSNA","DA","AD0032","A24","1","0"
"U9549","SSNA","MD","SD0035","A24","0","1"
"U9549","SSNA","MD","SD0597","A24","1","0"
"U9549","SSNA","DS","SD0A65","A24","2","0"
"U9549","SSNA","SI","S16020","A24","0","1"
"U9549","SSNA","ST","S16021","A24","0","2"
"U9549","SSNA","LT","T14007","A24","1","0"
