"Istituzione","Contratto","Categoria","Qualifica","Trattamento Iniziale Uomini","Fascia1_Uomini","Fascia2_Uomini","Fascia3_Uomini","Fascia4_Uomini","Fascia5_Uomini","Fascia6_Uomini","Trattamento Iniziale Donne","Fascia1_Donne","Fascia2_Donne","Fascia3_Donne","Fascia4_Donne","Fascia5_Donne","Fascia6_Donne"
"AP10081","SSNA","LT","T14E59","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"AP10081","SSNA","LT","T13059","0","0","2","1","0","0","0","0","0","0","0","0","0","0"
"AP10081","SSNA","LT","T12057","0","1","1","0","1","0","0","0","0","0","0","0","0","0"
"AP10081","SSNA","LA","A18029","0","0","4","1","0","1","0","0","0","0","0","2","1","1"
"AP10081","SSNA","LA","A16028","0","0","4","0","0","1","0","0","0","4","0","0","0","1"
"AP10081","SSNA","LA","A14005","2","0","5","0","3","4","0","0","3","3","3","6","10","0"
"AP10081","SSNA","LA","A12017","0","0","1","0","4","3","0","0","1","2","0","1","0","0"
"AP10081","SSNA","LA","A11030","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"U10510","SSNA","SI","S18023","0","0","0","0","2","6","29","0","0","0","1","1","6","54"
"U10510","SSNA","SI","S16020","7","40","114","36","32","57","446","11","80","556","67","55","101","1084"
"U10510","SSNA","SI","S14E52","0","0","0","0","16","28","0","0","0","0","4","44","52","0"
"U10510","SSNA","SI","S13052","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"U10510","SSNA","ST","S18920","0","0","0","0","0","2","2","0","0","0","0","0","0","1"
"U10510","SSNA","ST","S16021","3","13","14","4","6","3","112","2","6","34","7","4","7","73"
