ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;CAUSALE_CESSAZIONE;UOMINI;DONNE
U9551;SSNA;MD;SD0036;C18;7;5
U9429;SSNA;MD;SD0036;C03;3;1
U9524;SSNA;MD;SD0036;C99;2;0
U9426;SSNA;MD;SD0036;C03;1;0
U9426;SSNA;MD;SD0036;C01;1;0
U9639;SSNA;MD;SD0036;C99;0;1
U9631;SSNA;MD;SD0036;C18;14;8
U9493;SSNA;MD;SD0036;C99;1;0
U10899;SSNA;MD;SD0036;C99;2;1
U10839;SSNA;MD;SD0036;C99;2;0
U10839;SSNA;MD;SD0036;C03;1;0
U9639;SSNA;MD;SD0036;C01;0;1
U12359;SSNA;MD;SD0036;C03;0;1
U10510;SSNA;MD;SD0036;C01;1;0
U12358;SSNA;MD;SD0036;C18;2;0
U10510;SSNA;MD;SD0036;C03;1;1
U10510;SSNA;MD;SD0036;C19;2;0
AA37;SSNA;MD;SD0036;C03;1;0
U10510;SSNA;MD;SD0036;C99;2;0
U12359;SSNA;MD;SD0036;C99;2;0
U9581;SSNA;MD;SD0036;C18;6;2
U12356;SSNA;MD;SD0036;C03;0;1
U10519;SSNA;MD;SD0036;C18;15;4
U12356;SSNA;MD;SD0036;C99;0;1
U12358;SSNA;MD;SD0036;C99;1;0
U9578;SSNA;MD;SD0036;C99;1;0
U9580;SSNA;MD;SD0036;C18;1;0
U12356;SSNA;MD;SD0036;C18;0;1
U12358;SSNA;MD;SD0036;C03;0;1
U12374;SSNA;MD;SD0036;C99;2;0
U12374;SSNA;MD;SD0036;C18;1;0
U12382;SSNA;MD;SD0036;C18;0;1
U9415;SSNA;MD;SD0036;C99;1;0
U9474;SSNA;MD;SD0036;C99;2;0
U9579;SSNA;MD;SD0036;C18;2;0
U9415;SSNA;MD;SD0036;C03;0;1
U9476;SSNA;MD;SD0036;C99;1;1
U9578;SSNA;MD;SD0036;C18;1;0
J10321;SSNA;MD;SD0036;C99;1;1
U9630;SSNA;MD;SD0036;C18;14;10
U9473;SSNA;MD;SD0036;C99;2;1
U9476;SSNA;MD;SD0036;C18;1;0
U12357;SSNA;MD;SD0036;C99;1;0
U9473;SSNA;MD;SD0036;C18;0;1
U9476;SSNA;MD;SD0036;C03;3;0
U10859;SSNA;MD;SD0036;C21;1;1
U11804;SSNA;MD;SD0036;C03;1;0
U9416;SSNA;MD;SD0036;C18;0;2
U10509;SSNA;MD;SD0036;C99;1;2
U10748;SSNA;MD;SD0036;C18;2;0
U10324;SSNA;MD;SD0036;C99;1;0
U10769;SSNA;MD;SD0036;C99;2;0
U10748;SSNA;MD;SD0036;C99;1;0
U10509;SSNA;MD;SD0036;C03;0;1
U12373;SSNA;MD;SD0036;C21;1;0
U12373;SSNA;MD;SD0036;C03;1;0
U9596;SSNA;MD;SD0036;C18;1;1
U11804;SSNA;MD;SD0036;C18;1;1
U12364;SSNA;MD;SD0036;C03;1;0
U10831;SSNA;MD;SD0036;C03;5;3
U10812;SSNA;MD;SD0036;C18;1;0
U11804;SSNA;MD;SD0036;C99;1;0
U10509;SSNA;MD;SD0036;C18;3;0
U10524;SSNA;MD;SD0036;C99;1;0
U10735;SSNA;MD;SD0036;C18;1;0
U9544;SSNA;MD;SD0036;C18;9;6
U9433;SSNA;MD;SD0036;C18;2;0
U10324;SSNA;MD;SD0036;C03;1;0
U10741;SSNA;MD;SD0036;C18;0;1
U10735;SSNA;MD;SD0036;C03;1;0
U10864;SSNA;MD;SD0036;C99;0;1
U9412;SSNA;MD;SD0036;C03;1;0
U9647;SSNA;MD;SD0036;C18;1;0
J8632;SSNA;MD;SD0036;C18;1;0
U10507;SSNA;MD;SD0036;C99;2;0
J8628;SSNA;MD;SD0036;C03;1;0
J8632;SSNA;MD;SD0036;C99;1;1
U9557;SSNA;MD;SD0036;C99;1;0
U9557;SSNA;MD;SD0036;C01;3;0
U10831;SSNA;MD;SD0036;C99;2;0
U12385;SSNA;MD;SD0036;C99;0;1
U12363;SSNA;MD;SD0036;C99;1;1
U9635;SSNA;MD;SD0036;C18;8;3
U12363;SSNA;MD;SD0036;C03;1;0
U12354;SSNA;MD;SD0036;C99;2;0
U12367;SSNA;MD;SD0036;C18;1;0
U10859;SSNA;MD;SD0036;C18;1;0
U9435;SSNA;MD;SD0036;C03;1;0
U12385;SSNA;MD;SD0036;C01;1;0
U12351;SSNA;MD;SD0036;C99;0;1
U12351;SSNA;MD;SD0036;C03;2;0
U12360;SSNA;MD;SD0036;C99;1;0
U9435;SSNA;MD;SD0036;C99;1;0
U9431;SSNA;MD;SD0036;C03;0;1
U12351;SSNA;MD;SD0036;C18;0;1
U12360;SSNA;MD;SD0036;C03;2;0
U12385;SSNA;MD;SD0036;C18;0;1
U9556;SSNA;MD;SD0036;C18;1;1
U12353;SSNA;MD;SD0036;C19;1;1
U9556;SSNA;MD;SD0036;C03;1;0
U12353;SSNA;MD;SD0036;C03;1;1
U10812;SSNA;MD;SD0036;C03;1;0
U12370;SSNA;MD;SD0036;C99;1;0
U9556;SSNA;MD;SD0036;C99;0;2
U12370;SSNA;MD;SD0036;C03;1;0
U10740;SSNA;MD;SD0036;C18;1;0
U10859;SSNA;MD;SD0036;C99;3;1
U12354;SSNA;MD;SD0036;C03;1;0
U9632;SSNA;MD;SD0036;C18;2;1
U9634;SSNA;MD;SD0036;C18;5;3
U9541;SSNA;MD;SD0036;C18;2;0
U9550;SSNA;MD;SD0036;C03;1;0
U9508;SSNA;MD;SD0036;C03;1;1
U12367;SSNA;MD;SD0036;C25;1;0
U9475;SSNA;MD;SD0036;C99;1;0
U12386;SSNA;MD;SD0036;C01;1;0
U9574;SSNA;MD;SD0036;C18;12;5
U12386;SSNA;MD;SD0036;C99;1;2
U10741;SSNA;MD;SD0036;C99;2;0
U12465;SSNA;MD;SD0036;C99;1;0
U12386;SSNA;MD;SD0036;C03;1;1
U9428;SSNA;MD;SD0036;C99;3;0
U12465;SSNA;MD;SD0036;C03;1;0
U9413;SSNA;MD;SD0036;C99;2;0
U12465;SSNA;MD;SD0036;C18;2;0
U9553;SSNA;MD;SD0036;C18;8;3
J10323;SSNA;MD;SD0036;C18;0;1
U9475;SSNA;MD;SD0036;C18;2;0
J10323;SSNA;MD;SD0036;C03;2;0
J10323;SSNA;MD;SD0036;C01;1;1
U9591;SSNA;MD;SD0036;C99;1;0
U9646;SSNA;MD;SD0036;C99;1;0
U10515;SSNA;MD;SD0036;C18;1;0
U10515;SSNA;MD;SD0036;C99;1;1
U10515;SSNA;MD;SD0036;C01;1;0
U10532;SSNA;MD;SD0036;C21;1;0
U12369;SSNA;MD;SD0036;C18;1;0
U12259;SSNA;MD;SD0036;C03;1;0
U12369;SSNA;MD;SD0036;C03;2;1
U9414;SSNA;MD;SD0036;C18;2;0
U9414;SSNA;MD;SD0036;C99;1;0
U9414;SSNA;MD;SD0036;C03;1;0
U9437;SSNA;MD;SD0036;C21;1;0
U10291;SSNA;MD;SD0036;C18;2;0
U9437;SSNA;MD;SD0036;C03;2;0
U10291;SSNA;MD;SD0036;C99;2;0
U9537;SSNA;MD;SD0036;C18;1;0
U12386;SSNA;MD;SD0036;C18;3;2
U9477;SSNA;MD;SD0036;C01;1;0
U9477;SSNA;MD;SD0036;C99;1;0
U10734;SSNA;MD;SD0036;C99;1;0
U9549;SSNA;MD;SD0036;C18;1;0
U12263;SSNA;MD;SD0036;C18;0;1
U9413;SSNA;MD;SD0036;C01;1;0
U9549;SSNA;MD;SD0036;C99;3;1
U11805;SSNA;MD;SD0036;C99;1;0
U9563;SSNA;MD;SD0036;C18;1;0
U9563;SSNA;MD;SD0036;C03;1;0
U9573;SSNA;MD;SD0036;C18;5;0
U11805;SSNA;MD;SD0036;C18;0;1
J8629;SSNA;MD;SD0036;C99;0;1
U12263;SSNA;MD;SD0036;C03;0;1
U11805;SSNA;MD;SD0036;C01;1;0
U11805;SSNA;MD;SD0036;C03;1;1
U9597;SSNA;MD;SD0036;C99;1;0
J8638;SSNA;MD;SD0036;C99;0;1
U9471;SSNA;MD;SD0036;C99;1;0
U11894;SSNA;MD;SD0036;C03;1;0
J8626;SSNA;MD;SD0036;C18;0;1
U10508;SSNA;MD;SD0036;C03;2;1
U11894;SSNA;MD;SD0036;C99;3;1
U10508;SSNA;MD;SD0036;C99;1;2
U9515;SSNA;MD;SD0036;C01;1;0
U10289;SSNA;MD;SD0036;C01;1;0
U10520;SSNA;MD;SD0036;C03;1;1
U10289;SSNA;MD;SD0036;C99;1;0
U10520;SSNA;MD;SD0036;C18;1;0
U9515;SSNA;MD;SD0036;C18;1;0
U9463;SSNA;MD;SD0036;C03;1;0
U10733;SSNA;MD;SD0036;C03;2;0
U11894;SSNA;MD;SD0036;C01;0;1
U9578;SSNA;MD;SD0036;C25;1;1
U11799;SSNA;MD;SD0036;C03;1;0
U12371;SSNA;MD;SD0036;C99;2;0
U11799;SSNA;MD;SD0036;C99;3;1
U9633;SSNA;MD;SD0036;C18;16;7
U11799;SSNA;MD;SD0036;C21;1;0
U9514;SSNA;MD;SD0036;C03;3;0
U12378;SSNA;MD;SD0036;C18;0;1
U9564;SSNA;MD;SD0036;C99;1;0
U9430;SSNA;MD;SD0036;C99;0;1
U10621;SSNA;MD;SD0036;C03;0;1
U9430;SSNA;MD;SD0036;C03;0;1
U10516;SSNA;MD;SD0036;C99;2;0
U10751;SSNA;MD;SD0036;C99;1;0
U9514;SSNA;MD;SD0036;C99;3;5
U12262;SSNA;MD;SD0036;C03;1;0
U10525;SSNA;MD;SD0036;C01;1;0
C1880;RALN;CD;052487;C01;1;0
C2972;RALN;CD;052487;C03;1;0
R9196;RALN;CD;052487;C99;0;2
C4851;RALN;CD;052487;C03;0;1
UC10445;RALN;CD;052487;C18;1;0
C2642;RALN;CD;052487;C03;5;3
C7892;RALN;CD;052487;C01;1;1
R9200;RALN;CD;052487;C21;0;1
C6719;RALN;CD;052487;C01;1;0
C8000;RALN;CD;052487;C03;0;1
C3042;RALN;CD;052487;C18;1;0
C3468;RALN;CD;052487;C03;0;1
C5340;RALN;CD;052487;C21;0;1
C4308;RALN;CD;052487;C03;6;4
C5525;RALN;CD;052487;C99;1;1
C1779;RALN;CD;052487;C03;0;1
C5525;RALN;CD;052487;C21;0;2
UC8808;RALN;CD;052487;C03;0;1
C5520;RALN;CD;052487;C18;1;0
C2788;RALN;CD;052487;C03;1;0
C7096;RALN;CD;052487;C03;1;0
C254;RALN;CD;052487;C99;0;1
C1427;RALN;CD;052487;C18;0;2
V9758;RALN;CD;052487;C19;1;0
C5608;RALN;CD;052487;C18;1;0
C2351;RALN;CD;052487;C01;1;0
C5915;RALN;CD;052487;C03;1;0
UC10438;RALN;CD;052487;C03;1;0
V9794;RALN;CD;052487;C03;0;1
C4671;RALN;CD;052487;C01;1;0
C7637;RALN;CD;052487;C18;0;1
C7892;RALN;CD;052487;C21;0;4
C5785;RALN;CD;052487;C03;1;0
V9763;RALN;CD;052487;C18;0;1
C7983;RALN;CD;052487;C03;0;1
C7850;RALN;CD;052487;C01;0;1
C7967;RALN;CD;052487;C03;1;0
C3684;RALN;CD;052487;C25;1;0
C4964;RALN;CD;052487;C25;0;1
C1702;RALN;CD;052487;C03;0;1
C7892;RALN;CD;052487;C18;0;1
C6200;RALN;CD;052487;C03;1;0
C2035;RALN;CD;052487;C03;0;1
C2225;RALN;CD;052487;C01;0;1
C9836;RALN;CD;052487;C18;1;1
C5523;RALN;CD;052487;C01;1;0
C1163;RALN;CD;052487;C21;0;1
V9755;RALN;CD;052487;C99;0;1
C3214;RALN;CD;052487;C01;0;1
P9066;RALN;CD;052487;C18;1;1
C8277;RALN;CD;052487;C03;1;0
C6399;RALN;CD;052487;C99;1;0
C2868;RALN;CD;052487;C01;2;3
C7892;RALN;CD;052487;C03;0;2
V9751;RALN;CD;052487;C18;6;12
C2702;RALN;CD;052487;C99;0;1
C6476;RALN;CD;052487;C01;1;0
C5574;RALN;CD;052487;C03;1;0
C6881;RALN;CD;052487;C21;0;1
ES10584;RALN;CD;052487;C03;1;0
ES169;RALN;CD;052487;C03;0;1
C1697;RALN;CD;052487;C03;0;1
C527;RALN;CD;052487;C03;1;0
C7484;RALN;CD;052487;C18;0;1
P9096;RALN;CD;052487;C01;1;0
C3252;RALN;CD;052487;C03;1;0
C8301;RALN;CD;052487;C99;0;1
C6721;RALN;CD;052487;C01;0;1
C6572;RALN;CD;052487;C99;1;0
C6572;RALN;CD;052487;C03;0;1
C8301;RALN;CD;052487;C01;1;0
V9795;RALN;CD;052487;C18;1;0
C3316;RALN;CD;052487;C99;1;0
C7249;RALN;CD;052487;C99;1;0
R9197;RALN;CD;052487;C01;1;0
P9096;RALN;CD;052487;C18;1;1
C5475;RALN;CD;052487;C18;0;1
C2361;RALN;CD;052487;C19;1;0
C5513;RALN;CD;052487;C01;1;0
CM9044;RALN;CD;052487;C18;1;0
C7373;RALN;CD;052487;C03;0;3
C851;RALN;CD;052487;C18;0;1
C6058;RALN;CD;052487;C03;0;1
C7484;RALN;CD;052487;C21;17;2
C1545;RALN;CD;052487;C01;0;1
C1507;RALN;CD;052487;C19;1;0
C8238;RALN;CD;052487;C18;0;1
C3975;RALN;CD;052487;C01;0;1
C5336;RALN;CD;052487;C21;1;1
C7484;RALN;CD;052487;C03;1;3
C7484;RALN;CD;052487;C01;1;0
C1507;RALN;CD;052487;C01;0;1
C5346;RALN;CD;052487;C18;0;1
C4338;RALN;CD;052487;C01;1;0
C6233;RALN;CD;052487;C03;1;0
C7349;RALN;CD;052487;C18;1;0
C1647;RALN;CD;052487;C03;1;0
C8301;RALN;CD;052487;C03;0;2
C7240;RALN;CD;052487;C03;1;0
C4720;RALN;CD;052487;C03;0;1
N10747;RALN;CD;052487;C18;1;0
C5761;RALN;CD;052487;C03;3;0
C5274;RALN;CD;052487;C18;0;1
C5861;RALN;CD;052487;C03;0;1
C3703;RALN;CD;052487;C03;0;1
C6065;RALN;CD;052487;C01;1;0
C1510;RALN;CD;052487;C18;1;0
C5502;RALN;CD;052487;C03;1;0
C2431;RALN;CD;052487;C18;0;1
C5059;RALN;CD;052487;C18;1;0
C5482;RALN;CD;052487;C21;1;0
C2429;RALN;CD;052487;C03;1;0
R9197;RALN;CD;052487;C99;1;1
C2285;RALN;CD;052487;C03;0;1
N8734;RALN;CD;052487;C01;1;0
P9111;RALN;CD;052487;C19;1;0
C4076;RALN;CD;052487;C18;0;1
C3116;RALN;CD;052487;C19;1;0
C7120;RALN;CD;052487;C03;0;1
C7410;RALN;CD;052487;C01;0;1
C12296;RALN;CD;052487;C03;1;0
UC12540;RALN;CD;052487;C99;1;0
C2285;RALN;CD;052487;C18;0;1
C2845;RALN;CD;052487;C03;1;0
C6618;RALN;CD;052487;C01;1;0
P9088;RALN;CD;052487;C18;0;1
C3034;RALN;CD;052487;C03;1;0
C531;RALN;CD;052487;C03;0;1
R9202;RALN;CD;052487;C01;18;1
C5510;RALN;CD;052487;C03;0;1
C3522;RALN;CD;052487;C99;0;4
R9813;RALN;CD;052487;C21;0;1
UC12542;RALN;CD;052487;C03;0;1
C6465;RALN;CD;052487;C03;0;1
C3665;RALN;CD;052487;C03;1;0
C2755;RALN;CD;052487;C18;0;1
C5821;RALN;CD;052487;C18;0;1
C7612;RALN;CD;052487;C25;0;1
C3406;RALN;CD;052487;C03;2;1
C12270;RALN;CD;052487;C01;0;1
C1390;RALN;CD;052487;C99;1;0
V9798;RALN;CD;052487;C18;0;1
C6089;RALN;CD;052487;C03;1;0
C1852;RALN;CD;052487;C99;0;1
C4793;RALN;CD;052487;C03;0;1
R9813;RALN;CD;052487;C03;3;3
C6838;RALN;CD;052487;C01;1;0
C7156;RALN;CD;052487;C03;0;1
C2027;RALN;CD;052487;C03;0;3
C779;RALN;CD;052487;C03;0;1
C5472;RALN;CD;052487;C99;1;0
C2916;RALN;CD;052487;C17;0;2
C7588;RALN;CD;052487;C18;0;1
R9813;RALN;CD;052487;C01;1;1
C2916;RALN;CD;052487;C03;0;1
C758;RALN;CD;052487;C01;1;0
C5971;RALN;CD;052487;C01;1;0
C9911;RALN;CD;052487;C01;1;0
C2474;RALN;CD;052487;C18;1;1
CM9074;RALN;CD;052487;C03;0;1
C1400;RALN;CD;052487;C01;0;1
C1769;RALN;CD;052487;C99;1;0
C12241;RALN;CD;052487;C03;1;1
C6682;RALN;CD;052487;C01;0;1
R9202;RALN;CD;052487;C03;3;12
CS9915;RALN;CD;052487;C03;0;1
C7349;RALN;CD;052487;C03;0;1
C528;RALN;CD;052487;C03;0;1
ES10534;RALN;CD;052487;C03;0;1
C2909;RALN;CD;052487;C03;1;0
P9035;RALN;CD;052487;C21;0;1
C6688;RALN;CD;052487;C18;1;0
C6605;RALN;CD;052487;C21;0;1
C3006;RALN;CD;052487;C01;0;1
C3791;RALN;CD;052487;C18;1;0
C6892;RALN;CD;052487;C03;0;1
C7382;RALN;CD;052487;C18;1;0
C5245;RALN;CD;052487;C18;0;1
C6951;RALN;CD;052487;C18;1;0
C669;RALN;CD;052487;C01;0;1
C963;RALN;CD;052487;C21;0;1
C669;RALN;CD;052487;C21;1;0
C1016;RALN;CD;052487;C03;0;1
C435;RALN;CD;052487;C03;1;0
C4461;RALN;CD;052487;C03;0;1
C3728;RALN;CD;052487;C03;1;1
C2293;RALN;CD;052487;C03;0;1
C1257;RALN;CD;052487;C18;0;1
C3591;RALN;CD;052487;C03;0;3
C2166;RALN;CD;052487;C01;1;0
C225;RALN;CD;052487;C21;0;1
C2294;RALN;CD;052487;C99;1;1
C4950;RALN;CD;052487;C03;0;1
C1422;RALN;CD;052487;C01;1;0
C3065;RALN;CD;052487;C01;1;0
C7995;RALN;CD;052487;C03;1;0
R9191;RALN;CD;052487;C18;0;1
C2294;RALN;CD;052487;C01;1;0
C5162;RALN;CD;052487;C03;1;0
IP11847;RALN;CD;052487;C03;0;1
C4465;RALN;CD;052487;C18;3;0
C6698;RALN;CD;052487;C01;0;1
C704;RALN;CD;052487;C19;1;0
R9191;RALN;CD;052487;C01;0;1
C4818;RALN;CD;052487;C99;9;2
R9191;RALN;CD;052487;C03;0;1
C7929;RALN;CD;052487;C03;2;5
C6587;RALN;CD;052487;C18;0;1
C3373;RALN;CD;052487;C03;0;1
C2324;RALN;CD;052487;C03;1;0
C6476;RALN;CD;052487;C99;1;0
C7929;RALN;CD;052487;C01;1;0
C3075;RALN;CD;052487;C18;0;1
C6485;RALN;CD;052487;C03;0;1
C7664;RALN;CD;052487;C18;0;1
C6144;RALN;CD;052487;C18;0;1
C2299;RALN;CD;052487;C03;2;0
C5977;RALN;CD;052487;C18;0;1
RA12291;RALN;CD;052487;C01;1;0
UC10484;RALN;CD;052487;C03;0;1
C2767;RALN;CD;052487;C03;0;1
C7349;RALN;CD;052487;C01;0;2
C826;RALN;CD;052487;C99;1;0
C4818;RALN;CD;052487;C01;50;19
C7504;RALN;CD;052487;C99;0;1
C5524;RALN;CD;052487;C03;0;1
C5971;RALN;CD;052487;C99;0;1
C5653;RALN;CD;052487;C21;0;1
C929;RALN;CD;052487;C99;1;0
C4124;RALN;CD;052487;C01;2;0
C6660;RALN;CD;052487;C01;0;1
C2318;RALN;CD;052487;C03;0;1
C497;RALN;CD;052487;C03;0;1
C6103;RALN;CD;052487;C99;1;0
UC12325;RALN;CD;052487;C03;0;1
C601;RALN;CD;052487;C03;1;2
C8249;RALN;CD;052487;C19;1;0
C335;RALN;CD;052487;C03;1;0
C6704;RALN;CD;052487;C99;0;1
C3857;RALN;CD;052487;C21;0;2
C2125;RALN;CD;052487;C03;1;0
R9191;RALN;CD;052487;C99;3;2
R9191;RALN;CD;052487;C18;1;0
C5897;RALN;CD;052487;C03;0;1
C6680;RALN;CD;052487;C01;1;0
C671;RALN;CD;052487;C03;0;1
C4167;RALN;CD;052487;C03;0;1
C832;RALN;CD;052487;C03;0;1
C7394;RALN;CD;052487;C01;1;0
C6144;RALN;CD;052487;C03;0;1
C4167;RALN;CD;052487;C99;0;1
C5386;RALN;CD;052487;C21;1;0
C7919;RALN;CD;052487;C99;1;0
C4167;RALN;CD;052487;C01;1;1
D8325;RALN;CD;052487;C03;1;0
C7951;RALN;CD;052487;C01;0;1
C2141;RALN;CD;052487;C21;1;0
C1128;RALN;CD;052487;C21;1;4
C5849;RALN;CD;052487;C03;1;0
C1770;RALN;CD;052487;C01;0;1
C425;RALN;CD;052487;C17;1;0
C3466;RALN;CD;052487;C01;1;0
C3769;RALN;CD;052487;C03;0;1
C7140;RALN;CD;052487;C03;1;0
CM9061;RALN;CD;052487;C19;2;0
C4373;RALN;CD;052487;C01;0;1
C6938;RALN;CD;052487;C01;1;0
IP10696;RALN;CD;052487;C18;0;5
C6638;RALN;CD;052487;C03;1;0
C4486;RALN;CD;052487;C03;1;0
C6884;RALN;CD;052487;C03;0;1
C5253;RALN;CD;052487;C03;0;1
C6810;RALN;CD;052487;C01;1;0
C4904;RALN;CD;052487;C03;0;1
R9193;RALN;CD;052487;C01;9;1
C1358;RALN;CD;052487;C18;0;1
C3846;RALN;CD;052487;C03;1;0
R9205;RALN;CD;052487;C03;1;1
C5508;RALN;CD;052487;C99;1;0
R9205;RALN;CD;052487;C18;0;1
P9040;RALN;CD;052487;C03;1;0
C7574;RALN;CD;052487;C18;0;1
C3333;RALN;CD;052487;C01;1;0
C474;RALN;CD;052487;C03;1;1
P9124;RALN;CD;052487;C19;1;0
C1890;RALN;CD;052487;C01;2;1
C5210;RALN;CD;052487;C01;1;0
UC10794;RALN;CD;052487;C03;1;0
C3924;RALN;CD;052487;C01;0;1
P9120;RALN;CD;052487;C03;0;1
C5052;RALN;CD;052487;C18;0;1
C4513;RALN;CD;052487;C18;1;0
C5465;RALN;CD;052487;C03;1;0
C5961;RALN;CD;052487;C01;0;1
C4258;RALN;CD;052487;C01;0;1
C2038;RALN;CD;052487;C18;0;1
C4238;RALN;CD;052487;C01;1;0
C473;RALN;CD;052487;C03;1;0
C1517;RALN;CD;052487;C03;2;0
CM9053;RALN;CD;052487;C03;1;0
C4082;RALN;CD;052487;C03;1;1
C7731;RALN;CD;052487;C99;1;0
UC10002;RALN;CD;052487;C99;0;1
C7116;RALN;CD;052487;C01;1;0
C563;RALN;CD;052487;C01;0;1
C1286;RALN;CD;052487;C01;1;0
C3333;RALN;CD;052487;C21;1;6
C7751;RALN;CD;052487;C01;0;1
D12586;RALN;CD;052487;C03;0;1
C1770;RALN;CD;052487;C21;0;1
C12829;RALN;CD;052487;C03;1;0
C4876;RALN;CD;052487;C03;1;0
C2871;RALN;CD;052487;C03;1;0
C7181;RALN;CD;052487;C03;1;0
C6311;RALN;CD;052487;C18;1;1
C1290;RALN;CD;052487;C03;0;1
C3924;RALN;CD;052487;C19;0;1
C3924;RALN;CD;052487;C21;1;1
C7068;RALN;CD;052487;C18;0;1
C7633;RALN;CD;052487;C03;0;1
C1889;RALN;CD;052487;C99;1;0
C6345;RALN;CD;052487;C99;0;1
C6442;RALN;CD;052487;C03;1;1
UC10583;RALN;CD;052487;C03;0;1
C3895;RALN;CD;052487;C03;0;1
C792;RALN;CD;052487;C03;0;1
C5916;RALN;CD;052487;C21;1;1
C2574;RALN;CD;052487;C18;1;0
C754;RALN;CD;052487;C03;1;0
C6216;RALN;CD;052487;C03;0;1
CM9058;RALN;CD;052487;C99;1;0
C6786;RALN;CD;052487;C03;0;1
C1889;RALN;CD;052487;C03;1;0
C865;RALN;CD;052487;C03;1;0
