ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;PERSONALE_TEMPO_PIENO_UOMINI;PERSONALE_TEMPO_PIEDO_DONNE;PART_TIME_INF50%_UOMINI;PART_TIME_INF50%_DONNE;PART_TIME_SUP50%_UOMINI;PART_TIME_SUP50%_DONNE
M8655;PPSS;IP;16192;586;356;0;0;0;0
M8655;PPSS;IP;15191;9;4;0;0;0;0
M8655;PPSS;IP;17268;43;8;0;0;0;0
M8655;PPSS;IP;17951;2094;763;0;0;0;0
M8655;PPSS;IP;14201;18;1;0;0;0;0
M8655;PPSS;IP;17836;639;102;0;0;0;0
M8655;PPSS;IP;17837;5254;725;0;0;0;0
M8655;PPSS;RS;15952;1948;294;0;0;0;0
M8655;VVFF;CR;Q32CS3;1450;0;0;0;0;0
M8655;PPSS;RS;15198;1238;224;0;0;0;0
M8655;PPSS;RS;14197;4113;508;0;0;0;0
M8655;PPSS;RS;15953;7445;867;0;0;0;0
M8655;MNST;3A;044F06;239;227;7;1;6;23
M8655;PPSS;RS;14280;1254;208;0;0;0;0
M8655;VVFF;CR;Q34CR2;1189;0;0;0;0;0
M8655;VVFF;CR;Q34CR1;475;0;0;0;0;0
M8655;PPSS;AS;13955;4188;280;0;0;0;0
M8655;CPRE;I1;0D0113;99;141;0;0;0;0
M8655;VVFF;VD;D43AB3;14;1;0;0;0;0
M8655;CPRE;I1;0D0112;259;415;0;0;0;0
M8655;VVFF;CR;Q32AB1;101;5;0;0;0;0
M8655;CPRE;I1;0D0291;38;48;0;0;0;0
M8655;CPRE;I1;0D0111;108;89;0;0;0;0
M8655;VVFF;DI;0D01AB;4;1;0;0;0;0
M8655;MNST;1A;024F03;682;310;8;4;15;28
M8655;VVFF;VD;D43AB2;5;2;0;0;0;0
M8655;VVFF;CR;Q34AB2;21;1;0;0;0;0
M8655;VVFF;IA;I42A1B;10;1;0;0;0;0
M8655;VVFF;CR;Q34AB1;11;0;0;0;0;0
M8655;MNST;2A;030F01;646;490;3;6;8;47
M8655;VVFF;IA;I42AB2;2;0;0;0;0;0
M8655;MNST;1A;023F01;26;17;0;0;0;0
M8655;VVFF;IA;I42AB1;26;0;0;0;0;0
M8655;VVFF;IA;I42A2B;28;2;0;0;0;0
M8655;VVFF;CR;V30AB3;18;1;0;0;0;0
M8655;VVFF;AT;E32AS2;72;168;2;1;2;8
M8655;VVFF;AT;E32AS3;41;5;0;0;0;0
M8655;VVFF;AT;E32AS1;1;0;0;0;0;0
M8655;MNST;D1;0D0078;1;0;0;0;0;0
M8655;VVFF;CR;V30VF2;4745;31;0;0;0;0
M8655;RALN;FP;0D0103;59;67;0;0;0;0
M8655;MNST;D2;0D0079;94;70;0;0;0;0
M8655;VVFF;CR;V30VF1;4619;95;0;0;0;0
M8655;VVFF;CR;V30VF3;3041;5;0;0;0;0
M8655;VVFF;OP;O25OP2;10;11;0;0;0;1
M8655;MNST;3A;041F02;398;718;8;8;6;98
M8655;VVFF;OP;O25OP1;8;18;0;0;0;4
M8655;MNST;2A;032F02;1607;1125;27;23;39;218
M8655;VVFF;OP;O25OP3;70;68;0;0;0;9
M8655;VVFF;CR;V30AB4;68;11;0;0;0;0
M8655;MNST;2A;034F03;976;1659;14;25;17;268
M8655;VVFF;OP;O25OP4;521;337;9;7;5;59
M8655;MNST;2A;035F04;450;1253;3;13;16;166
M8655;VVFF;VD;D43D01;1;0;0;0;0;0
M8655;VVFF;VM;D43M04;1;0;0;0;0;0
M8655;VVFF;VD;D43D02;46;7;0;0;0;0
M8655;VVFF;VM;D43M03;7;6;0;0;0;0
M8655;MNST;1A;024F02;20;4;1;0;2;1
M8655;VVFF;CT;C40CI2;256;56;3;1;7;7
M8655;VVFF;CL;C40CA3;49;44;2;0;2;6
M8655;VVFF;VD;D43D03;149;20;0;0;0;0
M8655;VVFF;GS;0D0G26;1;0;0;0;0;0
M8655;VVFF;CL;C40CA2;232;390;1;6;5;37
M8655;MNST;3A;043F04;115;367;2;11;5;53
M8655;MNST;3A;040F01;381;814;7;13;5;100
M8655;VVFF;VD;D43D04;206;19;0;0;0;0
M8655;VVFF;CL;C40DA1;2;0;0;0;0;0
M8655;VVFF;VD;D43D05;43;0;0;0;0;0
M8655;RALN;FP;0D0102;50;41;0;0;0;0
M8655;MNST;3A;042F03;1064;2077;19;32;35;238
M8655;VVFF;IA;I42IS4;51;1;0;0;0;0
M8655;VVFF;FA;F43FA2;48;50;0;0;0;13
M8655;VVFF;CL;C40DA3;128;183;2;1;2;22
M8655;PPSS;VD;18185;601;264;0;0;0;0
M8655;VVFF;IA;I42SD2;77;0;0;0;0;0
M8655;VVFF;IA;I42IS2;304;0;0;0;0;0
M8655;VVFF;IA;I42IS3;34;0;0;0;0;0
M8655;VVFF;CL;C40CA1;17;20;0;0;0;4
M8655;VVFF;CT;C40CI1;1;3;0;0;0;0
M8655;VVFF;FT;F43FT4;1;0;0;0;0;0
M8655;VVFF;VG;D43G03;7;1;0;0;0;0
M8655;VVFF;CL;C40DA2;5;0;1;0;0;0
M8655;VVFF;IA;I42SD3;277;3;0;0;0;0
M8655;VVFF;IA;I42IS1;5;1;0;0;0;0
M8655;VVFF;FA;F43FA1;30;61;0;0;0;0
M8655;VVFF;FA;F43FA4;5;7;0;0;0;0
M8655;VVFF;VG;D43G04;1;0;0;0;0;0
M8655;PPSS;DI;0D0274;368;220;0;0;0;0
M8655;MNST;2A;035F06;6;23;0;0;0;7
M8655;PPSS;DI;0D0511;76;26;0;0;0;0
M8655;VVFF;GS;0D0G89;1;0;0;0;0;0
M8655;VVFF;CT;C40DI2;3;5;0;0;0;1
M8655;PPSS;DI;0D0194;62;11;0;0;0;0
M8655;PPSS;DI;0D0400;31;4;0;0;0;0
M8655;PPSS;DI;0D0189;172;29;0;0;0;0
M8655;VVFF;FT;F43FT1;2;0;0;0;0;0
M8655;PPSS;TS;0D0187;5;8;0;0;0;0
M8655;PPSS;TS;0D0516;201;71;0;0;0;0
M8655;VVFF;CR;Q34CR3;25;0;0;0;0;0
M8655;PPSS;VD;19207;110;101;0;0;0;0
M8655;PPSS;TS;0D0202;266;90;0;0;0;0
M8655;VVFF;CT;C40CI3;34;6;0;0;1;1
M8655;VVFF;FT;F43FT2;9;5;0;0;0;0
M8655;PPSS;TS;0D0203;294;201;0;0;0;0
M8655;PPSS;TS;0D0515;303;205;0;0;0;0
M8655;VVFF;CR;V30AB2;7;3;0;0;0;0
M8655;VVFF;DI;0D026A;30;0;0;0;0;0
M8655;RALN;FP;0D0485;1;2;0;0;0;0
M8655;MNST;3A;044F05;197;261;4;6;7;23
M8655;VVFF;DI;0D0194;76;10;0;0;0;0
M8655;VVFF;DM;0D0M94;2;0;0;0;0;0
M8655;VVFF;DI;0D0188;23;0;0;0;0;0
M8655;VVFF;DM;0D0M89;1;0;0;0;0;0
M8655;VVFF;DI;0D0189;41;2;0;0;0;0
M8655;VVFF;CT;C40DI3;5;0;0;0;1;0
C5874;RALN;CB;38491;1;0;0;0;0;0
C5874;RALN;FP;0D0485;0;1;0;0;0;0
C5874;RALN;CC;46000;1;0;0;0;0;0
C5874;RALN;CC;56000;1;0;0;0;0;0
C5874;RALN;CA;0A5000;1;0;0;0;0;0
C5874;RALN;CD;52486;0;1;0;0;0;0
C5874;RALN;CD;57000;0;1;0;0;0;0
C5874;RALN;CB;54000;1;0;0;0;0;0
C5874;RALN;CC;43000;2;0;0;0;0;0
U9431;SSNA;LT;T12058;2;3;0;0;0;0
U9431;SSNA;MV;SD0A73;5;5;0;0;0;0
U9431;SSNA;LT;T14007;14;0;0;0;0;0
U9431;SSNA;DS;SD0E38;1;4;0;0;0;0
U9431;SSNA;LA;A11030;4;6;0;0;0;1
U9431;SSNA;LA;A12017;43;52;0;1;0;2
U9431;SSNA;LT;T16026;4;1;0;0;0;0
U9431;SSNA;SF;S18922;5;12;0;0;0;0
U9431;SSNA;LT;T16024;1;20;0;1;0;0
U9431;SSNA;DP;PD0A09;1;1;0;0;0;0
U9431;SSNA;DP;PD0046;1;0;0;0;0;0
U9431;SSNA;DS;SD0E65;4;6;0;0;0;0
U9431;SSNA;DS;SD0A38;0;8;0;0;0;0
U9431;SSNA;DS;SD0A65;7;22;0;0;0;0
U9431;SSNA;DA;AD0032;2;3;0;0;0;0
U9431;SSNA;LT;T13059;29;7;0;0;0;0
U9431;SSNA;DP;PD0606;1;0;0;0;0;0
U9431;SSNA;DA;AD0S31;1;3;0;0;0;0
U9431;SSNA;DS;SD0E41;0;1;0;0;0;0
U9431;SSNA;DS;SD0483;0;1;0;0;0;0
U9431;SSNA;DG;0D0163;1;0;0;0;0;0
U9431;SSNA;SI;S13052;0;3;0;0;0;0
U9431;SSNA;DG;0D0482;1;0;0;0;0;0
U9431;SSNA;DS;SD0E66;2;0;0;0;0;0
U9431;SSNA;SF;S16019;13;53;1;2;0;3
U9431;SSNA;LT;T12057;35;11;0;0;0;1
U9431;SSNA;LT;T13660;29;77;0;0;0;0
U9431;SSNA;DS;SD0A12;2;5;0;0;0;0
U9431;SSNA;DG;0D0097;1;0;0;0;0;0
U9431;SSNA;DA;AD0612;1;0;0;0;0;0
U9431;SSNA;MD;SD0E33;9;5;0;0;0;0
U9431;SSNA;LA;A16028;13;27;0;1;0;0
U9431;SSNA;LT;T14063;1;1;0;0;0;0
U9431;SSNA;ST;S18920;16;12;0;0;0;0
U9431;SSNA;MD;SD0036;35;12;0;0;0;0
U9431;SSNA;MD;SD0597;1;5;0;0;0;0
U9431;SSNA;MV;SD0E73;5;1;0;0;0;0
U9431;SSNA;LA;A14005;26;70;0;0;0;2
U9431;SSNA;MV;SD0E74;1;0;0;0;0;0
U9431;SSNA;LA;A13018;9;6;0;0;0;1
U9431;SSNA;ST;S16021;41;67;0;1;0;6
U9431;SSNA;MD;SD0E34;51;29;0;0;0;0
U9431;SSNA;SV;S16022;33;10;0;0;0;0
U9431;SSNA;LT;T11008;39;146;1;0;0;0
U9431;SSNA;MD;SD0N33;1;0;0;0;0;0
U9431;SSNA;MD;SD0N34;7;0;0;0;0;0
U9431;SSNA;DS;SD0E12;0;1;0;0;0;0
U9431;SSNA;MD;SD0035;150;159;0;1;0;3
U9431;SSNA;SV;S18921;3;0;0;0;0;0
U9431;SSNA;SI;S14E52;10;32;0;0;0;1
U9431;SSNA;DT;TD0A67;0;1;0;0;0;0
U9431;SSNA;SI;S18023;49;71;0;1;0;1
U9431;SSNA;DT;TD0068;0;1;0;0;0;0
U9431;SSNA;DT;TD0071;1;0;0;0;0;0
U9431;SSNA;SI;S16020;289;964;1;1;0;58
U9431;SSNA;LT;T18025;1;10;0;0;0;0
C1450;PRTN;FP;0D033C;1;0;0;0;0;0
C1450;PRTN;CA;53000;0;1;0;0;0;0
C1450;PRTN;CC;0CE000;1;1;0;0;0;2
C1450;PRTN;CC;56000;4;2;0;0;0;1
C1450;PRTN;CB;54000;3;0;0;0;1;0
C1450;PRTN;CB;0BE000;1;1;0;0;0;1
C346;PRTN;FP;0D034C;1;0;0;0;0;0
C346;PRTN;CD;57000;1;0;0;0;0;0
C346;PRTN;CB;0BE000;0;3;0;0;1;0
C346;PRTN;CC;56000;3;0;0;0;0;1
C346;PRTN;CC;0CE000;0;2;0;0;0;0
C346;PRTN;CB;54000;2;0;0;0;0;0
C346;PRTN;CD;0DE000;1;0;0;0;0;0
C6582;RALN;CB;38490;1;0;0;0;0;0
C6582;RALN;CD;0D6000;0;1;0;0;0;0
C6582;RALN;CC;42000;1;0;0;0;0;0
C6582;RALN;CB;55000;0;1;0;0;0;0
C6582;RALN;CD;51489;1;0;0;0;0;0
C4068;RALN;CC;45000;2;5;0;0;0;0
C4068;RALN;CD;50000;0;0;0;0;0;1
C4068;RALN;FP;0D0102;0;1;0;0;0;0
C4068;RALN;CB;38490;1;0;0;0;0;0
C4068;RALN;CB;36495;7;1;0;0;0;0
C4068;RALN;CC;43000;0;1;0;0;0;0
C4068;RALN;CD;49000;3;1;0;0;0;0
C4068;RALN;SP;0D0I95;1;0;0;0;0;0
C4068;RALN;CC;42000;2;1;0;0;0;0
C4068;RALN;CD;52486;1;0;0;0;0;0
C4068;RALN;CD;51489;2;1;0;0;0;0
C4068;RALN;CC;56000;0;3;0;1;1;1
C4068;RALN;CB;37492;1;0;0;0;0;0
C4068;RALN;CD;57000;1;0;0;0;0;0
N8919;RALN;CB;36494;0;1;0;0;0;0
N8919;RALN;CC;46000;2;0;0;0;0;0
N8919;RALN;CB;37492;1;0;0;0;0;0
N8919;RALN;CC;45000;1;1;0;0;0;0
N8919;RALN;CD;0D6A00;1;0;0;0;0;0
PN8557;EPNE;AB;32000;6;7;0;0;0;0
PN8557;EPNE;MD;0D0585;1;0;0;0;0;0
PN8557;EPNE;AC;45000;2;0;0;0;0;0
PN8557;EPNE;AC;46000;1;1;0;0;0;0
PN8557;EPNE;AC;43000;1;5;0;0;0;0
PN8557;EPNE;AB;34000;40;24;0;0;0;0
PN8557;EPNE;AA;27000;2;2;0;0;0;0
R9209;RALN;CC;42000;54;97;0;1;1;36
R9209;RALN;CD;51489;99;77;2;5;2;9
R9209;RALN;CB;32000;6;4;0;0;0;0
R9209;RALN;CB;34000;15;18;0;0;1;6
R9209;RALN;DI;0D0164;83;40;0;0;0;0
R9209;RALN;CB;37493;22;12;1;0;1;5
R9209;RALN;DG;0D0097;10;1;0;0;0;0
R9209;RALN;CD;51488;4;6;1;1;0;0
R9209;RALN;PC;61;5;1;0;0;0;0
R9209;RALN;CB;0B7000;6;13;0;0;0;5
R9209;RALN;CD;0D6A00;113;67;2;0;2;3
R9209;RALN;CB;54000;7;10;0;0;0;1
R9209;RALN;CC;43000;71;100;2;2;0;46
R9209;RALN;CD;58000;2;5;0;0;0;0
R9209;RALN;CC;56000;12;31;0;3;2;2
R9209;RALN;CD;52486;18;12;0;0;0;1
R9209;RALN;CB;0B7A00;58;68;1;1;0;30
R9209;RALN;CD;52487;54;29;2;1;1;5
R9209;RALN;CD;49000;94;122;0;3;1;21
R9209;RALN;CD;57000;19;28;1;0;0;5
R9209;RALN;CC;46000;78;100;3;5;3;51
R9209;RALN;CB;36494;6;16;0;2;0;8
R9209;RALN;DI;0D0165;31;11;0;0;0;0
R9209;RALN;CB;38490;47;47;2;2;1;20
R9209;RALN;CB;37492;16;28;1;2;0;8
R9209;RALN;CB;38491;8;9;1;1;1;4
R9209;RALN;CD;50000;114;150;6;5;1;25
R9209;RALN;CA;27000;0;0;0;0;1;0
R9209;RALN;CA;53000;1;1;0;0;0;0
R9209;RALN;RP;96;20;27;2;0;2;0
R9209;RALN;CC;45000;39;72;3;1;3;27
R9209;RALN;CB;36495;30;15;0;0;0;3
R9209;RALN;CD;0D6000;15;16;0;1;0;2
R9209;RALN;CB;55000;10;14;0;0;0;1
C901;RALN;CD;58000;3;0;0;0;0;0
C901;RALN;FP;0D0103;1;0;0;0;0;0
C901;RALN;CD;57000;2;3;0;0;0;0
C901;RALN;CB;55000;3;3;0;0;0;0
C901;RALN;CD;51489;0;1;0;0;0;0
C901;RALN;CC;42000;1;0;0;0;0;1
C901;RALN;CD;52486;1;0;0;0;0;0
C901;RALN;CB;36495;0;0;0;2;0;0
C901;RALN;CD;52487;1;0;0;0;0;0
C901;RALN;CB;38491;1;0;0;0;0;0
C901;RALN;CB;38490;1;0;0;0;0;0
C901;RALN;CA;53000;0;0;0;0;0;1
C901;RALN;CC;43000;0;1;0;0;0;1
C901;RALN;CB;36494;0;0;0;0;0;1
C901;RALN;CD;50000;1;1;0;0;0;0
C901;RALN;CB;0B7A00;0;0;0;0;0;1
C901;RALN;CB;54000;1;2;0;0;1;0
C901;RALN;CC;56000;5;3;0;0;0;4
C901;RALN;CD;49000;1;0;0;0;0;0
C901;RALN;CC;45000;0;1;0;0;0;0
C901;RALN;CC;46000;1;0;0;0;0;0
C901;RALN;CB;32000;0;0;0;3;0;0
C2165;RALN;CC;42000;2;0;0;0;0;0
C2165;RALN;CC;43000;1;3;0;0;0;0
C2165;RALN;CB;36494;1;0;0;0;0;0
C2165;RALN;FP;0D0103;0;1;0;0;0;0
C2165;RALN;CB;55000;2;4;0;0;0;0
C2165;RALN;CD;49000;0;1;0;0;0;0
C2165;RALN;CB;54000;4;7;0;0;0;0
C2165;RALN;CD;50000;1;0;0;0;0;0
C2165;RALN;CD;57000;1;3;0;0;0;1
C2165;RALN;CD;51488;0;1;0;0;0;0
C2165;RALN;CC;56000;0;8;0;0;0;1
C2165;RALN;CB;37492;1;0;0;0;0;0
C2165;RALN;CB;32000;1;1;0;0;0;0
C2165;RALN;CA;53000;12;3;0;0;0;0
C2165;RALN;DF;0D0095;0;0;2;0;0;0
C2165;RALN;CD;58000;2;0;0;0;0;0
UC9698;RALN;CB;32000;0;1;0;0;0;0
UC9698;RALN;CC;42000;2;2;0;0;0;0
UC9698;RALN;CD;50000;1;0;0;0;0;0
UC9698;RALN;CC;43000;0;1;0;0;0;0
UC9698;RALN;CB;55000;0;1;0;0;0;0
UC9698;RALN;CD;51489;1;0;0;0;0;0
UC9698;RALN;CC;46000;6;0;0;0;0;0
UC9698;RALN;CB;36494;0;1;0;0;0;0
C4975;RALN;CB;37492;0;1;0;0;0;0
C4975;RALN;CD;57000;0;1;0;0;1;0
C4975;RALN;CB;54000;1;0;0;0;0;0
C4975;RALN;CD;52487;1;0;0;0;0;0
C4975;RALN;FP;0D0103;0;1;0;0;0;0
C4975;RALN;CC;42000;0;2;0;0;0;0
C4975;RALN;CC;45000;5;2;0;0;0;0
C4975;RALN;CC;46000;1;2;0;0;0;0
C4975;RALN;CC;56000;0;2;0;0;0;1
C4975;RALN;CD;50000;1;1;1;0;0;0
