ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;CAUSALE_CESSAZIONE;UOMINI;DONNE
C3313;RALN;CD;0D4000;C99;1;0
C3652;RALN;CD;0D4000;C03;1;0
P9109;RALN;CD;0D4000;C18;1;0
C6262;RALN;CD;0D4000;C03;1;0
C7193;RALN;CD;0D4000;C03;1;0
C7763;RALN;CD;0D4000;C03;0;2
C4069;RALN;CD;0D4000;C99;0;1
C5170;RALN;CD;0D4000;C19;0;2
C779;RALN;CD;0D4000;C21;1;0
C7349;RALN;CD;0D4000;C27;0;1
C779;RALN;CD;0D4000;C18;1;0
C5411;RALN;CD;0D4000;C18;1;0
C7989;RALN;CD;0D4000;C01;1;0
C1889;RALN;CD;0D4000;C03;0;1
C7171;RALN;CD;0D4000;C03;0;1
C7029;RALN;CD;0D4000;C03;1;0
P9095;RALN;CD;0D4000;C21;0;1
R9196;RALN;CD;0D4000;C21;2;3
R9196;RALN;CD;0D4000;C27;1;1
UC9891;RALN;CD;0D4000;C18;3;0
R9196;RALN;CD;0D4000;C18;0;1
UC9891;RALN;CD;0D4000;C03;2;0
UC11070;RALN;CD;0D4000;C01;1;0
UC11070;RALN;CD;0D4000;C03;1;1
C2941;RALN;CD;0D4000;C18;1;0
R9196;RALN;CD;0D4000;C99;0;2
R9196;RALN;CD;0D4000;C03;5;1
C4659;RALN;CD;0D4000;C03;0;1
P9049;RALN;CD;0D4000;C03;1;0
C7249;RALN;CD;0D4000;C03;1;1
C3246;RALN;CD;0D4000;C03;0;1
C3788;RALN;CD;0D4000;C21;2;0
C1200;RALN;CD;0D4000;C01;1;0
C1505;RALN;CD;0D4000;C19;0;1
C4309;RALN;CD;0D4000;C01;1;0
C7237;RALN;CD;0D4000;C03;1;0
C887;RALN;CD;0D4000;C03;1;0
C7844;RALN;CD;0D4000;C03;1;0
C5861;RALN;CD;0D4000;C03;1;0
CS10052;RALN;CD;0D4000;C01;1;0
CM9123;RALN;CD;0D4000;C03;3;0
D8375;RALN;CD;0D4000;C03;1;0
CS10052;RALN;CD;0D4000;C03;0;2
C1100;RALN;CD;0D4000;C03;1;0
CM9123;RALN;CD;0D4000;C19;1;0
C1257;RALN;CD;0D4000;C19;1;0
C7593;RALN;CD;0D4000;C03;0;1
V12529;RALN;CD;0D4000;C18;1;0
C12757;RALN;CD;0D4000;C01;1;0
C7571;RALN;CD;0D4000;C18;0;1
C7079;RALN;CD;0D4000;C03;1;0
C3987;RALN;CD;0D4000;C19;1;0
V9735;RALN;CD;0D4000;C18;0;2
P9107;RALN;CD;0D4000;C03;1;0
C1645;RALN;CD;0D4000;C18;1;0
UC12582;RALN;CD;0D4000;C03;0;1
PA94;RALN;CD;0D4000;C99;0;1
C5619;RALN;CD;0D4000;C18;1;0
C7349;RALN;CD;0D4000;C03;1;0
V9784;RALN;CD;0D4000;C03;1;0
C5858;RALN;CD;0D4000;C03;0;1
C777;RALN;CD;0D4000;C03;0;1
C7686;RALN;CD;0D4000;C21;0;1
C7179;RALN;CD;0D4000;C18;0;1
D8388;RALN;CD;0D4000;C01;0;1
C4650;RALN;CD;0D4000;C03;1;0
C924;RALN;CD;0D4000;C03;0;2
UC13142;RALN;CD;0D4000;C18;2;0
C222;RALN;CD;0D4000;C01;1;2
C6144;RALN;CD;0D4000;C03;0;1
C6144;RALN;CD;0D4000;C25;1;0
C3683;RALN;CD;0D4000;C03;0;1
C4327;RALN;CD;0D4000;C03;0;1
C3987;RALN;CD;0D4000;C03;1;0
C502;RALN;CD;0D4000;C03;0;1
C645;RALN;CD;0D4000;C01;1;0
C6144;RALN;CD;0D4000;C01;0;1
C7769;RALN;CD;0D4000;C03;0;1
P9054;RALN;CD;0D4000;C03;2;0
C8301;RALN;CD;0D4000;C03;0;1
P9054;RALN;CD;0D4000;C01;2;0
C6241;RALN;CD;0D4000;C01;1;0
C3522;RALN;CD;0D4000;C21;0;1
C5592;RALN;CD;0D4000;C01;0;1
C7021;RALN;CD;0D4000;C03;1;0
C7151;RALN;CD;0D4000;C03;1;0
C3522;RALN;CD;0D4000;C01;0;1
C5170;RALN;CD;0D4000;C99;1;0
ES158;RALN;CD;0D4000;C03;1;0
D8317;RALN;CD;0D4000;C18;1;1
C3078;RALN;CD;0D4000;C01;1;0
C6975;RALN;CD;0D4000;C19;1;0
UC10901;RALN;CD;0D4000;C03;0;1
C670;RALN;CD;0D4000;C03;1;1
C7527;RALN;CD;0D4000;C99;0;1
C4876;RALN;CD;0D4000;C03;2;0
C1082;RALN;CD;0D4000;C01;1;0
C4094;RALN;CD;0D4000;C03;0;1
C4094;RALN;CD;0D4000;C18;0;1
C3665;RALN;CD;0D4000;C01;0;1
C3665;RALN;CD;0D4000;C18;1;0
N8877;RALN;CD;0D4000;C03;0;1
P9046;RALN;CD;0D4000;C03;0;1
C450;RALN;CD;0D4000;C01;0;1
UC9974;RALN;CD;0D4000;C03;1;0
UC10767;RALN;CD;0D4000;C03;1;0
PA11790;RALN;CD;0D4000;C99;1;0
UC10777;RALN;CD;0D4000;C99;1;0
C6933;RALN;CD;0D4000;C18;0;1
P9040;RALN;CD;0D4000;C19;1;0
C7789;RALN;CD;0D4000;C99;1;0
C8155;RALN;CD;0D4000;C03;1;0
C2134;RALN;CD;0D4000;C03;1;0
C496;RALN;CD;0D4000;C03;0;1
C2319;RALN;CD;0D4000;C21;0;1
C4120;RALN;CD;0D4000;C03;0;1
C3872;RALN;CD;0D4000;C03;1;1
C3146;RALN;CD;0D4000;C03;1;0
C5615;RALN;CD;0D4000;C18;0;1
C5615;RALN;CD;0D4000;C21;1;0
C8284;RALN;CD;0D4000;C01;0;1
ER9842;RALN;CD;0D4000;C19;0;1
C1470;RALN;CD;0D4000;C03;1;0
C5615;RALN;CD;0D4000;C99;1;2
C4773;RALN;CD;0D4000;C03;1;0
C3757;RALN;CD;0D4000;C21;1;1
CS10072;RALN;CD;0D4000;C03;0;1
C5723;RALN;CD;0D4000;C99;0;1
C1331;RALN;CD;0D4000;C03;1;0
C7864;RALN;CD;0D4000;C03;0;1
C775;RALN;CD;0D4000;C21;1;0
C4352;RALN;CD;0D4000;C18;0;1
T9306;RALN;CD;0D4000;C18;1;1
C3513;RALN;CD;0D4000;C18;0;1
C2539;RALN;CD;0D4000;C01;1;0
P9096;RALN;CD;0D4000;C03;0;2
CM9084;RALN;CD;0D4000;C03;1;1
C12914;RALN;CD;0D4000;C03;0;1
P9094;RALN;CD;0D4000;C03;0;1
C1576;RALN;CD;0D4000;C01;0;2
UC11816;RALN;CD;0D4000;C99;1;0
C275;RALN;CD;0D4000;C03;1;0
CS10487;RALN;CD;0D4000;C18;1;0
C2567;RALN;CD;0D4000;C01;0;1
C7097;RALN;CD;0D4000;C18;1;0
C1021;RALN;CD;0D4000;C03;0;1
C6464;RALN;CD;0D4000;C99;0;1
C3627;RALN;CD;0D4000;C01;1;0
C2372;RALN;CD;0D4000;C18;1;0
C3627;RALN;CD;0D4000;C03;1;0
C692;RALN;CD;0D4000;C03;1;0
C1770;RALN;CD;0D4000;C03;1;0
C6694;RALN;CD;0D4000;C03;1;0
C5171;RALN;CD;0D4000;C99;1;0
C8043;RALN;CD;0D4000;C99;0;1
UC10784;RALN;CD;0D4000;C03;1;0
C3980;RALN;CD;0D4000;C01;1;0
C653;RALN;CD;0D4000;C18;1;0
IP10535;RALN;CD;0D4000;C99;0;1
C5392;RALN;CD;0D4000;C03;0;1
C4241;RALN;CD;0D4000;C18;1;0
C315;RALN;CD;0D4000;C01;0;1
C2596;RALN;CD;0D4000;C03;0;1
C8045;RALN;CD;0D4000;C03;1;0
C4408;RALN;CD;0D4000;C03;1;0
C2596;RALN;CD;0D4000;C18;1;0
P9083;RALN;CD;0D4000;C03;1;1
C7664;RALN;CD;0D4000;C03;0;1
C4533;RALN;CD;0D4000;C18;0;1
C1695;RALN;CD;0D4000;C03;0;1
C1236;RALN;CD;0D4000;C19;0;1
C2951;RALN;CD;0D4000;C03;1;0
C1869;RALN;CD;0D4000;C03;0;1
C2525;RALN;CD;0D4000;C03;0;1
C3592;RALN;CD;0D4000;C99;1;0
C3065;RALN;CD;0D4000;C03;1;0
C2525;RALN;CD;0D4000;C99;1;0
C4152;RALN;CD;0D4000;C01;1;0
C4152;RALN;CD;0D4000;C19;1;0
C601;RALN;CD;0D4000;C03;0;1
C601;RALN;CD;0D4000;C19;0;1
C1935;RALN;CD;0D4000;C01;1;0
C2474;RALN;CD;0D4000;C03;1;0
C6715;RALN;CD;0D4000;C27;0;1
C2439;RALN;CD;0D4000;C03;1;1
C2474;RALN;CD;0D4000;C01;1;0
C4511;RALN;CD;0D4000;C03;0;1
C7410;RALN;CD;0D4000;C03;1;0
V9783;RALN;CD;0D4000;C01;1;0
P9105;RALN;CD;0D4000;C27;0;1
C2141;RALN;CD;0D4000;C03;1;0
IP12522;RALN;CD;0D4000;C03;0;1
D8342;RALN;CD;0D4000;C03;1;0
ES10242;RALN;CD;0D4000;C18;0;1
C206;RALN;CD;0D4000;C03;0;1
C2793;RALN;CD;0D4000;C21;1;0
ES10242;RALN;CD;0D4000;C03;3;0
C4888;RALN;CD;0D4000;C03;0;1
C1755;RALN;CD;0D4000;C19;0;1
UC12754;RALN;CD;0D4000;C03;0;1
C4888;RALN;CD;0D4000;C01;0;1
IP10603;RALN;CD;0D4000;C21;0;1
C7226;RALN;CD;0D4000;C03;1;0
C6630;RALN;CD;0D4000;C21;1;0
CM9036;RALN;CD;0D4000;C99;1;0
RA68;RALN;CD;0D4000;C01;0;1
C3065;RALN;CD;0D4000;C21;1;0
C2920;RALN;CD;0D4000;C03;0;1
C6884;RALN;CD;0D4000;C99;0;1
C6884;RALN;CD;0D4000;C03;0;1
C2082;RALN;CD;0D4000;C03;1;0
C5226;RALN;CD;0D4000;C03;1;6
C3569;RALN;CD;0D4000;C03;0;1
C5702;RALN;CD;0D4000;C03;1;0
R9207;RALN;CD;0D4000;C03;1;2
R9207;RALN;CD;0D4000;C01;0;1
C6495;RALN;CD;0D4000;C03;0;1
C4248;RALN;CD;0D4000;C03;0;1
C5849;RALN;CD;0D4000;C21;1;0
C3857;RALN;CD;0D4000;C99;1;1
C3399;RALN;CD;0D4000;C03;0;1
UC12756;RALN;CD;0D4000;C03;0;1
C6495;RALN;CD;0D4000;C18;1;0
R9207;RALN;CD;0D4000;C21;1;0
C7056;RALN;CD;0D4000;C01;2;0
C6255;RALN;CD;0D4000;C99;1;0
C6884;RALN;CD;0D4000;C18;0;1
C3259;RALN;CD;0D4000;C03;0;1
C5432;RALN;CD;0D4000;C99;0;1
C8196;RALN;CD;0D4000;C03;0;1
R9209;RALN;CD;0D4000;C03;11;12
C5118;RALN;CD;0D4000;C18;1;0
C1896;RALN;CD;0D4000;C18;0;1
D8330;RALN;CD;0D4000;C18;1;0
C1896;RALN;CD;0D4000;C03;1;0
C2072;RALN;CD;0D4000;C03;2;1
R9209;RALN;CD;0D4000;C01;0;1
C5560;RALN;CD;0D4000;C03;0;2
C889;RALN;CD;0D4000;C99;0;1
C560;RALN;CD;0D4000;C19;1;0
UC12425;RALN;CD;0D4000;C99;1;0
C8058;RALN;CD;0D4000;C01;0;1
R9209;RALN;CD;0D4000;C18;0;1
R9207;RALN;CD;0D4000;C99;1;0
C526;RALN;CD;0D4000;C03;1;1
C4128;RALN;CD;0D4000;C03;1;0
C7846;RALN;CD;0D4000;C03;1;0
R9201;RALN;CD;0D4000;C27;1;0
C318;RALN;CD;0D4000;C21;0;1
C1128;RALN;CD;0D4000;C21;2;0
R9201;RALN;CD;0D4000;C01;0;2
C5715;RALN;CD;0D4000;C01;0;1
C1874;RALN;CD;0D4000;C27;1;0
R9201;RALN;CD;0D4000;C03;4;14
P9121;RALN;CD;0D4000;C03;0;2
P9056;RALN;CD;0D4000;C03;1;0
C4847;RALN;CD;0D4000;C03;1;0
C3578;RALN;CD;0D4000;C18;0;1
CS10373;RALN;CD;0D4000;C21;0;1
CS10373;RALN;CD;0D4000;C18;0;1
C7929;RALN;CD;0D4000;C01;2;2
C2061;RALN;CD;0D4000;C03;0;1
C786;RALN;CD;0D4000;C03;1;0
C2791;RALN;CD;0D4000;C21;0;1
C7929;RALN;CD;0D4000;C03;1;3
C2837;RALN;CD;0D4000;C03;0;1
C4130;RALN;CD;0D4000;C18;1;0
CM9053;RALN;CD;0D4000;C01;2;0
D14148;RALN;CD;0D4000;C03;0;1
C2015;RALN;CD;0D4000;C03;1;0
C2885;RALN;CD;0D4000;C19;0;1
C2416;RALN;CD;0D4000;C03;1;0
C232;RALN;CD;0D4000;C03;0;1
C5746;RALN;CD;0D4000;C01;0;1
CS9936;RALN;CD;0D4000;C03;0;1
C910;RALN;CD;0D4000;C03;1;0
C1436;RALN;CD;0D4000;C03;1;0
C3230;RALN;CD;0D4000;C21;0;1
C2751;RALN;CD;0D4000;C19;0;1
IP10639;RALN;CD;0D4000;C18;0;1
C4843;RALN;CD;0D4000;C03;0;1
C2713;RALN;CD;0D4000;C18;0;1
C1046;RALN;CD;0D4000;C19;0;1
C3501;RALN;CD;0D4000;C01;1;1
UC12437;RALN;CD;0D4000;C18;0;1
C3089;RALN;CD;0D4000;C03;0;1
C7084;RALN;CD;0D4000;C18;0;1
C1038;RALN;CD;0D4000;C03;0;1
C1045;RALN;CD;0D4000;C03;1;0
C4618;RALN;CD;0D4000;C19;0;1
PA88;RALN;CD;0D4000;C03;1;0
C859;RALN;CD;0D4000;C03;1;3
C3899;RALN;CD;0D4000;C03;0;1
C859;RALN;CD;0D4000;C18;0;1
C5215;RALN;CD;0D4000;C03;1;0
C4108;RALN;CD;0D4000;C18;1;0
C7693;RALN;CD;0D4000;C18;1;0
ER9949;RALN;CD;0D4000;C03;0;3
C5885;RALN;CD;0D4000;C03;0;2
C7126;RALN;CD;0D4000;C03;1;0
C3122;RALN;CD;0D4000;C18;0;1
ER9949;RALN;CD;0D4000;C01;0;1
UC10643;RALN;CD;0D4000;C18;1;0
C2435;RALN;CD;0D4000;C99;0;1
C3122;RALN;CD;0D4000;C99;0;1
N8750;RALN;CD;0D4000;C03;0;1
C4618;RALN;CD;0D4000;C03;0;1
C5337;RALN;CD;0D4000;C03;0;1
C6699;RALN;CD;0D4000;C03;0;2
C1796;RALN;CD;0D4000;C99;0;1
C1128;RALN;CD;0D4000;C18;1;0
C1128;RALN;CD;0D4000;C03;1;0
UC10780;RALN;CD;0D4000;C99;1;0
C6662;RALN;CD;0D4000;C27;1;0
C5337;RALN;CD;0D4000;C99;0;1
C6993;RALN;CD;0D4000;C03;1;0
C5114;RALN;CD;0D4000;C18;0;1
C4496;RALN;CD;0D4000;C18;0;1
C3454;RALN;CD;0D4000;C19;0;1
C6821;RALN;CD;0D4000;C03;1;0
C8017;RALN;CD;0D4000;C03;1;0
C6494;RALN;CD;0D4000;C01;0;1
C2069;RALN;CD;0D4000;C03;1;1
C8238;RALN;CD;0D4000;C03;0;1
C7903;RALN;CD;0D4000;C03;1;0
C1128;RALN;CD;0D4000;C27;0;2
C792;RALN;CD;0D4000;C01;1;1
C11978;RALN;CD;0D4000;C03;1;0
C6680;RALN;CD;0D4000;C01;1;0
C2546;RALN;CD;0D4000;C21;1;0
C3034;RALN;CD;0D4000;C99;0;1
C4917;RALN;CD;0D4000;C03;1;0
P9052;RALN;CD;0D4000;C03;1;1
C3042;RALN;CD;0D4000;C01;1;5
C2630;RALN;CD;0D4000;C03;1;0
C5512;RALN;CD;0D4000;C01;1;0
C896;RALN;CD;0D4000;C03;1;0
C4242;RALN;CD;0D4000;C03;1;0
UC9862;RALN;CD;0D4000;C99;0;1
C7900;RALN;CD;0D4000;C03;1;0
P9086;RALN;CD;0D4000;C21;1;0
C7408;RALN;CD;0D4000;C03;1;0
C3780;RALN;CD;0D4000;C03;1;0
C6745;RALN;CD;0D4000;C03;1;0
C2462;RALN;CD;0D4000;C18;0;1
C792;RALN;CD;0D4000;C03;2;1
C6250;RALN;CD;0D4000;C03;1;0
R9193;RALN;CD;0D4000;C01;23;8
R9193;RALN;CD;0D4000;C99;1;1
C3324;RALN;CD;0D4000;C01;1;0
R9193;RALN;CD;0D4000;C21;2;3
R9193;RALN;CD;0D4000;C01;2;1
C4051;RALN;CD;0D4000;C18;0;1
C8134;RALN;CD;0D4000;C03;1;0
R9193;RALN;CD;0D4000;C03;10;7
C4051;RALN;CD;0D4000;C03;0;1
C3042;RALN;CD;0D4000;C21;3;5
C2426;RALN;CD;0D4000;C03;1;0
C3042;RALN;CD;0D4000;C03;10;19
C1582;RALN;CD;0D4000;C18;0;1
C492;RALN;CD;0D4000;C03;1;0
C1005;RALN;CD;0D4000;C01;1;0
C7524;RALN;CD;0D4000;C21;0;1
C3376;RALN;CD;0D4000;C03;0;1
C492;RALN;CD;0D4000;C18;1;0
C5513;RALN;CD;0D4000;C18;1;1
C5076;RALN;CD;0D4000;C03;0;1
C5184;RALN;CD;0D4000;C01;0;1
C5076;RALN;CD;0D4000;C18;0;1
C2546;RALN;CD;0D4000;C01;0;1
C4412;RALN;CD;0D4000;C01;0;1
C3711;RALN;CD;0D4000;C01;1;0
C6889;RALN;CD;0D4000;C27;1;0
C3394;RALN;CD;0D4000;C03;0;1
C3303;RALN;CD;0D4000;C01;1;0
C6704;RALN;CD;0D4000;C03;0;1
C5756;RALN;CD;0D4000;C01;0;1
C451;RALN;CD;0D4000;C18;1;0
C2197;RALN;CD;0D4000;C99;0;1
C2197;RALN;CD;0D4000;C03;1;0
C2642;RALN;CD;0D4000;C03;2;0
C3568;RALN;CD;0D4000;C01;0;1
P9087;RALN;CD;0D4000;C03;1;1
C3898;RALN;CD;0D4000;C01;1;0
C2642;RALN;CD;0D4000;C01;0;1
C738;RALN;CD;0D4000;C03;0;1
C2520;RALN;CD;0D4000;C01;1;0
C6372;RALN;CD;0D4000;C03;1;0
C2520;RALN;CD;0D4000;C03;1;1
C2383;RALN;CD;0D4000;C03;1;0
C6372;RALN;CD;0D4000;C01;1;1
P9085;RALN;CD;0D4000;C03;0;1
C2447;RALN;CD;0D4000;C18;0;1
C2909;RALN;CD;0D4000;C03;1;3
P9085;RALN;CD;0D4000;C18;0;1
C7255;RALN;CD;0D4000;C99;0;1
C4910;RALN;CD;0D4000;C18;0;1
C4910;RALN;CD;0D4000;C03;1;0
UC10240;RALN;CD;0D4000;C03;1;0
V9709;RALN;CD;0D4000;C18;0;4
P9037;RALN;CD;0D4000;C01;0;1
C2447;RALN;CD;0D4000;C03;0;1
C8135;RALN;CD;0D4000;C03;0;1
C2928;RALN;CD;0D4000;C21;0;1
P9037;RALN;CD;0D4000;C03;2;1
C3203;RALN;CD;0D4000;C01;0;2
C3333;RALN;CD;0D4000;C19;3;0
C2868;RALN;CD;0D4000;C01;1;0
C4954;RALN;CD;0D4000;C03;1;0
C7096;RALN;CD;0D4000;C03;0;1
C2357;RALN;CD;0D4000;C01;1;0
ER12738;RALN;CD;0D4000;C25;0;1
C2404;RALN;CD;0D4000;C03;0;1
C5525;RALN;CD;0D4000;C03;0;1
C6876;RALN;CD;0D4000;C03;0;3
C3333;RALN;CD;0D4000;C21;8;9
C4655;RALN;CD;0D4000;C18;0;1
C5525;RALN;CD;0D4000;C21;2;1
C322;RALN;CD;0D4000;C03;0;1
C2569;RALN;CD;0D4000;C03;0;1
P9056;RALN;CD;0D4000;C18;0;1
C3333;RALN;CD;0D4000;C18;0;2
C6635;RALN;CD;0D4000;C01;0;1
C3333;RALN;CD;0D4000;C03;16;12
C3333;RALN;CD;0D4000;C01;2;1
C7373;RALN;CD;0D4000;C03;0;1
C8154;RALN;CD;0D4000;C03;0;1
CM9102;RALN;CD;0D4000;C19;1;1
CM9102;RALN;CD;0D4000;C03;1;1
C904;RALN;CD;0D4000;C03;1;0
C6251;RALN;CD;0D4000;C01;1;0
C6251;RALN;CD;0D4000;C99;1;0
C7397;RALN;CD;0D4000;C03;1;0
C5131;RALN;CD;0D4000;C99;0;1
C5131;RALN;CD;0D4000;C21;1;0
C5924;RALN;CD;0D4000;C03;1;0
UC10638;RALN;CD;0D4000;C03;0;1
CS10360;RALN;CD;0D4000;C01;0;1
C4606;RALN;CD;0D4000;C01;1;0
ER12738;RALN;CD;0D4000;C21;0;1
C1995;RALN;CD;0D4000;C21;0;1
CM12344;RALN;CD;0D4000;C03;1;1
C4824;RALN;CD;0D4000;C03;1;0
CM12344;RALN;CD;0D4000;C18;0;1
C5048;RALN;CD;0D4000;C03;0;1
C12260;RALN;CD;0D4000;C03;0;1
C2898;RALN;CD;0D4000;C03;1;0
C2902;RALN;CD;0D4000;C18;1;0
C5423;RALN;CD;0D4000;C18;1;0
C2569;RALN;CD;0D4000;C27;1;0
UC10160;RALN;CD;0D4000;C18;1;1
C7258;RALN;CD;0D4000;C03;0;1
C810;RALN;CD;0D4000;C18;0;1
C7666;RALN;CD;0D4000;C01;1;0
C6709;RALN;CD;0D4000;C03;1;0
R9191;RALN;CD;0D4000;C03;3;2
C7075;RALN;CD;0D4000;C19;0;1
C3631;RALN;CD;0D4000;C99;0;1
C7075;RALN;CD;0D4000;C03;0;1
C5933;RALN;CD;0D4000;C18;1;0
C3682;RALN;CD;0D4000;C03;1;0
R9191;RALN;CD;0D4000;C27;0;1
UC11821;RALN;CD;0D4000;C18;1;0
R9191;RALN;CD;0D4000;C01;1;0
UC11829;RALN;CD;0D4000;C03;0;1
R9191;RALN;CD;0D4000;C99;1;0
C4668;RALN;CD;0D4000;C01;1;1
C6666;RALN;CD;0D4000;C99;1;0
C210;RALN;CD;0D4000;C03;0;2
C7655;RALN;CD;0D4000;C01;1;0
C7346;RALN;CD;0D4000;C03;0;1
C7096;RALN;CD;0D4000;C17;0;4
C7574;RALN;CD;0D4000;C03;1;0
C3393;RALN;CD;0D4000;C01;1;0
C5531;RALN;CD;0D4000;C03;1;0
C1284;RALN;CD;0D4000;C01;1;0
C4712;RALN;CD;0D4000;C18;0;1
P9068;RALN;CD;0D4000;C18;0;1
C4712;RALN;CD;0D4000;C03;0;2
C8298;RALN;CD;0D4000;C01;1;0
P9068;RALN;CD;0D4000;C01;1;0
C989;RALN;CD;0D4000;C03;1;0
C7842;RALN;CD;0D4000;C18;0;1
C7850;RALN;CD;0D4000;C27;0;1
C7850;RALN;CD;0D4000;C21;0;1
C5525;RALN;CD;0D4000;C99;1;0
C4830;RALN;CD;0D4000;C03;0;1
C5431;RALN;CD;0D4000;C01;0;1
C1234;RALN;CD;0D4000;C03;1;0
C8001;RALN;CD;0D4000;C18;1;0
C5955;RALN;CD;0D4000;C03;0;1
C7338;RALN;CD;0D4000;C18;0;1
UC9848;RALN;CD;0D4000;C03;0;1
C2606;RALN;CD;0D4000;C03;0;1
UC12423;RALN;CD;0D4000;C27;0;1
C3238;RALN;CD;0D4000;C99;0;1
C7190;RALN;CD;0D4000;C03;1;0
C2989;RALN;CD;0D4000;C01;2;0
P9126;RALN;CD;0D4000;C03;1;0
C8245;RALN;CD;0D4000;C03;0;1
C2989;RALN;CD;0D4000;C03;1;1
UC10187;RALN;CD;0D4000;C03;0;1
P9063;RALN;CD;0D4000;C25;0;1
UC10310;RALN;CD;0D4000;C17;0;1
C2989;RALN;CD;0D4000;C18;1;1
UC11816;RALN;CD;0D4000;C01;0;1
UC12426;RALN;CD;0D4000;C18;1;0
C3323;RALN;CD;0D4000;C03;0;1
C7175;RALN;CD;0D4000;C18;0;1
C5336;RALN;CD;0D4000;C03;2;2
C2690;RALN;CD;0D4000;C03;0;1
C7019;RALN;CD;0D4000;C03;1;0
C5267;RALN;CD;0D4000;C27;0;1
P10803;RALN;CD;0D4000;C03;1;0
C2690;RALN;CD;0D4000;C01;0;1
C6323;RALN;CD;0D4000;C03;0;1
C6160;RALN;CD;0D4000;C18;0;1
C2522;RALN;CD;0D4000;C01;1;0
C2856;RALN;CD;0D4000;C03;1;0
C4223;RALN;CD;0D4000;C99;1;0
C2708;RALN;CD;0D4000;C03;0;1
C5336;RALN;CD;0D4000;C21;1;1
ER14136;RALN;CD;0D4000;C01;1;0
C5336;RALN;CD;0D4000;C01;1;1
C725;RALN;CD;0D4000;C03;0;1
C5955;RALN;CD;0D4000;C21;0;1
IP10431;RALN;CD;0D4000;C21;1;0
C4733;RALN;CD;0D4000;C01;1;0
C880;RALN;CD;0D4000;C18;1;0
UC12898;RALN;CD;0D4000;C18;2;2
C6561;RALN;CD;0D4000;C03;1;1
